Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000166444,ST5,19,-0.6647,16,-0.8925,14,-1.2039,12,-1.3206,39,0.51680,26,-0.1331,28,-0.0595,69,1.50302,50,0.90804
ENSG00000166452,AKIP1,10,-1.5277,31,0.11001,27,-0.1219,24,-0.2531,27,-0.0558,26,-0.1284,36,0.37255,40,0.55014,37,0.41716
ENSG00000175348,TMEM9B,64,-0.2885,91,0.27963,58,-0.4842,84,0.15289,72,-0.0900,64,-0.2727,89,0.24911,100,0.44067,84,0.15011
ENSG00000175352,NRIP3,156,1.26105,115,0.71590,112,0.79256,37,-1.0508,29,-1.4157,87,0.25902,43,-0.8284,15,-2.3908,33,-1.2272
ENSG00000184014,DENND5A,49,-0.9383,70,-0.4015,51,-0.9742,202,1.37890,100,0.16662,109,0.30166,128,0.56829,55,-0.7739,87,-0.0531
ENSG00000166471,TMEM41B,39,-0.3231,72,0.66629,53,0.18000,67,0.54250,31,-0.6520,47,-0.0277,45,-0.0883,42,-0.1931,29,-0.7741
ENSG00000205339,IPO7,61,-0.8993,181,0.83685,117,0.12037,72,-0.6395,78,-0.5292,119,0.14394,130,0.28147,102,-0.1120,114,0.07665
ENSG00000133789,SWAP70,23,-0.4445,15,-1.0591,13,-1.4552,30,-0.0404,22,-0.4944,15,-1.1263,11,-1.6005,68,1.32633,99,2.06945
ENSG00000133812,SBF2,6,-1.5881,16,-0.2171,6,-1.6404,33,0.99229,38,1.24873,12,-0.6462,20,0.15326,33,0.98157,10,-0.8841
ENSG00000148926,ADM,22,0.11702,31,0.65096,8,-1.4812,7,-1.6375,36,0.88297,13,-0.6847,4,-2.4558,48,1.41488,30,0.59982
ENSG00000133805,AMPD3,9,-0.9485,6,-1.3459,14,-0.2240,25,0.67163,15,-0.1595,10,-0.7749,16,-0.0305,41,1.59423,12,-0.4290
ENSG00000255823,MTRNR2L8,761,-0.8515,542,-1.3649,548,-1.4541,1824,0.53871,2674,1.20327,3198,1.53532,1724,0.44479,512,-1.4511,791,-0.7919
ENSG00000110315,RNF141,57,-0.9097,75,-0.4815,78,-0.4684,183,0.98087,133,0.43560,68,-0.6200,95,-0.1028,145,0.58237,105,0.04905
ENSG00000072952,MRVI1,10,-1.8317,8,-2.0723,11,-1.8343,26,-0.3672,72,1.31354,51,0.69103,55,0.84461,10,-1.7432,78,1.44461
ENSG00000198730,CTR9,34,-0.2580,40,-0.0145,58,0.69810,31,-0.4053,44,0.14597,29,-0.4891,35,-0.2191,41,0.04685,31,-0.4135
ENSG00000110321,EIF4G2,414,-0.2103,447,-0.0881,794,1.01749,312,-0.6513,357,-0.4448,255,-0.9584,389,-0.3071,537,0.20709,425,-0.1678
ENSG00000236287,ZBED5,11,-1.6923,44,0.47634,39,0.31541,28,-0.2306,20,-0.7881,28,-0.2211,31,-0.0982,30,-0.1340,58,0.93930
ENSG00000110328,GALNT18,10,-0.4945,10,-0.4896,15,0.21524,6,-1.0902,9,-0.6757,9,-0.6587,21,0.73442,21,0.74379,18,0.49455
ENSG00000170242,USP47,48,-0.6487,111,0.66794,64,-0.2388,96,0.43857,72,-0.0404,56,-0.4362,52,-0.5340,107,0.60766,65,-0.1923
ENSG00000050165,DKK3,709,0.06908,919,0.49334,1057,0.85380,253,-1.5199,391,-0.8627,415,-0.7711,788,0.24051,634,-0.1101,569,-0.2813
ENSG00000133816,MICAL2,22,0.61414,11,-0.4215,33,1.59652,7,-1.1661,8,-0.9257,12,-0.3042,11,-0.4839,12,-0.2972,0,-4.2047
ENSG00000197702,PARVA,41,-0.2305,74,0.72881,63,0.53364,12,-1.9970,25,-0.9853,22,-1.1608,40,-0.2633,72,0.67719,61,0.41584
ENSG00000187079,TEAD1,23,-1.1456,14,-1.8964,25,-1.1041,16,-1.6774,51,0.04261,41,-0.2972,37,-0.4360,205,2.66057,55,0.17268
ENSG00000133794,ARNTL,0,-4.8234,15,0.35175,15,0.33797,4,-1.4674,21,0.92216,3,-2.0609,13,0.09013,20,0.84323,15,0.31343
ENSG00000148925,BTBD10,79,0.16739,116,0.81180,120,1.03006,32,-1.2041,42,-0.8076,48,-0.5956,50,-0.5620,47,-0.6385,55,-0.4119
ENSG00000197601,FAR1,50,-0.3715,79,0.34885,64,0.02218,158,1.57408,35,-0.9196,44,-0.5639,34,-0.9424,58,-0.1464,47,-0.4625
ENSG00000262655,SPON1,21,-1.5318,19,-1.7004,22,-1.5825,18,-1.7248,120,1.24573,54,-0.0787,143,1.57534,115,1.16742,39,-0.6030
ENSG00000133818,RRAS2,25,0.64023,14,-0.2720,21,0.37259,4,-1.9498,11,-0.6515,5,-1.7768,10,-0.8192,49,1.86908,8,-1.0710
ENSG00000129083,COPB1,63,0.02389,77,0.34871,66,0.10286,44,-0.5310,47,-0.4453,31,-1.0856,40,-0.6861,115,1.02729,73,0.25473
ENSG00000129084,PSMA1,206,0.55066,252,0.89767,221,0.78327,80,-0.9424,66,-1.2319,77,-1.0037,136,-0.1276,121,-0.3084,89,-0.7812
ENSG00000110693,SOX6,6,-1.2258,3,-2.1416,1,-3.8268,5,-1.4003,22,0.69085,20,0.58738,17,0.32417,50,2.26801,15,0.10144
ENSG00000110696,C11orf58,97,-0.6514,183,0.35448,138,-0.1118,140,-0.0752,154,0.07880,66,-1.2343,102,-0.5695,252,0.89554,199,0.49245
ENSG00000110700,RPS13,291,-1.0439,442,-0.3996,405,-0.5883,591,0.06167,1043,1.01428,332,-0.8412,600,0.08462,576,0.02045,1004,0.94604
ENSG00000011405,PIK3C2A,14,-1.8865,24,-1.0797,25,-1.0596,40,-0.2640,75,0.74799,52,0.15419,62,0.42537,83,0.91870,76,0.76015
ENSG00000070081,NUCB2,25,-1.5574,54,-0.4012,60,-0.2754,43,-0.7669,63,-0.1612,78,0.16400,41,-0.8335,103,0.62214,174,1.56733
ENSG00000129159,KCNC1,18,-1.3396,136,1.96479,49,0.18243,29,-0.6793,7,-2.6872,61,0.51026,66,0.64405,6,-2.8941,24,-0.9813
ENSG00000129158,SERGEF,85,0.50106,44,-0.5531,123,1.36518,24,-1.4598,40,-0.6852,32,-1.0392,52,-0.2885,39,-0.7363,63,0.02108
ENSG00000110768,GTF2H1,24,-0.0952,43,0.87103,36,0.65078,11,-1.2832,23,-0.1204,14,-0.9558,30,0.28970,24,-0.1060,13,-1.0390
ENSG00000134333,LDHA,1581,1.97761,1150,1.35474,692,0.53956,162,-1.7852,211,-1.3924,170,-1.7149,222,-1.3144,131,-2.1030,183,-1.6050
ENSG00000074319,TSG101,73,0.25714,86,0.52874,59,-0.1101,52,-0.2887,43,-0.5658,31,-1.0549,57,-0.1346,111,0.95211,52,-0.2814
ENSG00000151116,UEVLD,18,0.14875,10,-0.8177,6,-1.7270,20,0.24921,22,0.43021,7,-1.2697,14,-0.2787,46,1.72294,20,0.26272
ENSG00000179119,SPTY2D1,17,0.08678,24,0.61333,13,-0.4331,16,0.01759,15,-0.1569,10,-0.7284,13,-0.3824,29,0.95716,13,-0.3076
ENSG00000110786,PTPN5,11,-2.1514,56,0.22454,85,1.09779,11,-2.2438,15,-1.8177,56,0.23380,91,1.04498,25,-0.9977,50,0.06118
ENSG00000177054,ZDHHC13,10,-0.4258,33,1.57655,19,0.62944,8,-0.7455,2,-2.8594,11,-0.2452,12,-0.0847,18,0.51205,0,-6.4669
ENSG00000166833,NAV2,11,-1.7011,13,-1.5087,14,-1.5151,11,-1.6526,51,0.63243,34,-0.0237,36,0.08192,107,1.99774,54,0.74259
ENSG00000109854,HTATIP2,23,-0.0739,20,-0.3058,33,0.62373,34,0.57154,17,-0.5064,12,-0.9773,20,-0.2430,16,-0.6494,30,0.35329
ENSG00000165973,NELL1,5,-2.3077,16,-0.7148,59,1.73752,16,-0.7676,9,-1.6080,21,-0.3075,35,0.48517,0,-5.2588,37,0.59487
ENSG00000171714,ANO5,38,0.68769,30,0.32738,30,0.35836,9,-1.4636,24,-0.0620,29,0.24913,18,-0.4846,20,-0.2822,18,-0.4697
ENSG00000091664,SLC17A6,25,-1.9555,424,2.95323,52,-0.9403,95,0.06692,19,-2.3855,78,-0.2523,75,-0.3163,0,-9.7300,93,0.03052
ENSG00000183161,FANCF,5,-1.4925,7,-1.0792,16,0.18342,10,-0.5401,7,-1.0513,13,-0.0762,8,-0.8352,38,1.70574,21,0.65688
ENSG00000198168,SVIP,59,-1.3856,207,0.57604,108,-0.5163,468,2.09025,85,-0.8266,127,-0.2181,130,-0.1800,72,-1.0840,90,-0.7520
ENSG00000187398,LUZP2,60,-0.5297,67,-0.3447,97,0.27975,35,-1.3480,164,1.13220,69,-0.2956,155,1.03651,28,-1.6718,63,-0.4491
ENSG00000176971,FIBIN,4,-2.7477,3,-3.2613,3,-3.0736,4,-2.6031,56,1.24362,16,-0.7644,38,0.58182,59,1.34304,79,1.90118
ENSG00000129151,BBOX1,27,-1.1961,11,-2.5252,13,-2.4038,4,-3.8257,128,1.30408,28,-1.1404,59,0.00644,262,2.83530,45,-0.4343
ENSG00000109881,CCDC34,43,-0.0561,42,-0.0900,31,-0.6455,15,-1.6516,17,-1.4314,34,-0.4197,32,-0.5298,164,2.35586,39,-0.2269
ENSG00000205213,LGR4,7,-1.2926,8,-1.1469,8,-1.2515,27,0.72451,22,0.43034,12,-0.5872,21,0.35357,48,1.79017,10,-0.8601
ENSG00000148943,LIN7C,26,-0.9295,36,-0.4513,34,-0.5750,43,-0.1727,62,0.42785,54,0.18958,60,0.35985,67,0.54316,62,0.42305
ENSG00000169519,METTL15,8,-1.0476,30,0.92489,13,-0.4311,15,-0.2536,10,-0.8639,17,0.00039,16,-0.0790,29,0.87454,19,0.17043
ENSG00000152219,ARL14EP,15,-0.2267,13,-0.4509,18,0.06743,15,-0.2097,24,0.49944,14,-0.3367,19,0.09477,26,0.64408,13,-0.5130
ENSG00000066382,MPPED2,7,-0.9571,49,2.33273,12,-0.1626,4,-1.6591,3,-2.0922,9,-0.6402,19,0.53435,8,-0.7115,10,-0.4267
ENSG00000170946,DNAJC24,33,0.47167,29,0.23071,24,-0.0595,13,-1.0001,20,-0.3183,18,-0.4663,28,0.17252,22,-0.1505,37,0.62751
ENSG00000148950,IMMP1L,9,-0.9066,11,-0.5415,26,0.93610,11,-0.4746,22,0.51642,11,-0.5819,16,0.04872,21,0.43086,5,-1.5758
ENSG00000109911,ELP4,7,-1.2772,6,-1.4459,9,-0.9651,15,-0.0910,29,1.01415,9,-0.7939,15,-0.0519,30,1.05877,29,0.98939
ENSG00000254584,AL035078.1,7,-0.4614,7,-0.5528,0,-4.6069,9,-0.1227,17,0.81242,25,1.54099,15,0.58430,7,-0.5083,13,0.41867
ENSG00000049449,RCN1,9,-2.5796,21,-1.3423,47,-0.1674,16,-1.7366,68,0.44663,25,-1.1010,42,-0.3026,125,1.52002,114,1.34715
ENSG00000149100,EIF3M,94,-0.0263,125,0.43069,115,0.32976,72,-0.4605,90,-0.0959,57,-0.8178,100,0.05825,76,-0.3680,116,0.31107
ENSG00000060749,QSER1,11,-0.9952,12,-0.8429,9,-1.3853,25,0.29561,41,1.09794,24,0.21063,13,-0.7542,29,0.50740,37,0.95530
ENSG00000176148,TCP11L1,33,1.76046,14,0.30014,15,0.41373,7,-0.7283,8,-0.5914,12,0.04859,7,-0.7548,0,-4.6591,6,-0.9169
ENSG00000280798,LINC00294,42,0.35406,30,-0.1608,56,1.01541,44,0.42572,26,-0.3748,32,-0.0732,33,-0.0234,8,-2.1854,7,-2.2501
ENSG00000176102,CSTF3,30,-0.3481,29,-0.4068,48,0.45954,22,-0.7956,48,0.38124,29,-0.3961,31,-0.3050,66,0.94068,24,-0.7045
ENSG00000110422,HIPK3,44,-0.4952,35,-0.8463,39,-0.7333,28,-1.1478,73,0.30522,51,-0.2663,43,-0.5117,139,1.42279,111,1.01305
ENSG00000110427,KIAA1549L,54,0.67095,77,1.27338,39,0.15092,11,-1.7747,14,-1.4657,28,-0.3819,26,-0.5301,62,0.89516,10,-1.8798
ENSG00000085063,CD59,447,0.21411,554,0.56868,470,0.33880,178,-1.2210,330,-0.2685,266,-0.6082,375,-0.0694,400,0.03470,424,0.12845
ENSG00000110429,FBXO3,52,-0.6007,129,0.87729,96,0.43944,23,-1.8376,36,-1.1326,56,-0.4866,90,0.26684,117,0.70306,65,-0.2381
ENSG00000135363,LMO2,7,-3.0326,5,-3.4189,4,-3.9810,39,-0.4492,33,-0.7197,19,-1.5173,22,-1.2951,150,1.83501,242,2.92535
ENSG00000135387,CAPRIN1,98,-0.3821,158,0.38453,132,0.10637,85,-0.5937,99,-0.3610,74,-0.8120,102,-0.3110,272,1.32749,93,-0.4599
ENSG00000135372,NAT10,16,-0.3241,29,0.66946,25,0.43563,8,-1.3286,15,-0.3804,20,0.02212,19,-0.0097,20,0.08691,17,-0.1986
ENSG00000166016,ABTB2,9,-0.6241,23,0.86954,3,-2.3307,54,2.56080,4,-1.8326,9,-0.6562,11,-0.3331,14,0.07467,5,-1.4621
ENSG00000121691,CAT,3,-3.4344,1,-4.5409,4,-3.2383,75,1.28878,39,0.18187,21,-0.7807,7,-2.2991,157,2.83491,38,0.13586
ENSG00000149089,APIP,28,0.10766,26,-0.0142,16,-0.8398,53,1.16217,31,0.25016,15,-0.8604,22,-0.2986,43,0.79799,14,-0.9860
ENSG00000110435,PDHX,57,0.04873,110,1.14577,80,0.70151,42,-0.4364,30,-0.9278,31,-0.8955,74,0.46943,31,-0.9067,18,-1.6653
ENSG00000026508,CD44,18,-1.4405,36,-0.3711,11,-2.2268,12,-1.9647,123,1.70310,18,-1.3817,3,-3.6992,149,2.10110,76,0.83398
ENSG00000110436,SLC1A2,318,-0.3496,217,-0.9341,172,-1.3940,183,-1.1978,576,0.61320,473,0.28736,1427,2.33871,71,-2.6003,354,-0.1805
ENSG00000149090,PAMR1,6,-2.3525,1,-4.8174,14,-1.2199,1,-4.2437,43,0.66835,15,-0.9362,25,-0.2221,146,3.19880,21,-0.4527
ENSG00000179431,FJX1,3,-3.1812,1,-4.7631,73,2.47936,3,-3.1600,17,-0.6263,15,-0.7588,11,-1.2754,44,0.94253,10,-1.3919
ENSG00000166326,TRIM44,105,-0.2787,113,-0.1623,121,-0.0570,153,0.31982,125,-0.0021,123,-0.0333,124,-0.0159,110,-0.2053,158,0.36939
ENSG00000179241,LDLRAD3,6,-1.5341,3,-2.3298,9,-1.0952,46,1.69498,20,0.24079,21,0.33603,11,-0.6812,17,-0.0361,30,0.88727
ENSG00000110442,COMMD9,41,-0.3587,51,-0.0025,64,0.39627,43,-0.2851,48,-0.0887,38,-0.4837,75,0.62850,27,-1.0139,63,0.32707
ENSG00000166352,C11orf74,37,0.28668,41,0.42534,30,-0.0429,26,-0.2994,25,-0.3302,9,-1.9109,23,-0.4505,55,0.94992,35,0.16694
ENSG00000148948,LRRC4C,3,-3.2182,30,0.25344,11,-1.3226,25,-0.0040,27,0.10283,63,1.56704,36,0.58411,17,-0.6302,30,0.24830
ENSG00000166181,API5,36,-0.5447,75,0.62255,65,0.44091,55,0.10153,48,-0.1120,40,-0.4032,54,0.06403,33,-0.6839,43,-0.2813
ENSG00000052841,TTC17,17,-0.8875,9,-1.7885,29,-0.0894,38,0.33758,19,-0.7542,29,-0.0846,28,-0.1445,64,1.23316,45,0.59496
ENSG00000149084,HSD17B12,237,0.53177,199,0.24031,183,0.12010,154,-0.1696,163,-0.0799,103,-0.7877,152,-0.1878,208,0.31230,131,-0.4274
ENSG00000187479,C11orf96,31,-0.8354,12,-2.1852,33,-0.8041,17,-1.7329,10,-2.5056,26,-1.1039,42,-0.3601,0,-5.9866,329,3.81637
ENSG00000151348,EXT2,36,-0.2199,36,-0.2390,45,0.12144,27,-0.6678,27,-0.6990,22,-0.9937,47,0.19516,91,1.32064,42,0.01104
ENSG00000085117,CD82,16,-1.0844,7,-2.2717,7,-2.3135,78,1.47070,63,1.09996,57,0.90786,22,-0.6376,47,0.59867,22,-0.5877
ENSG00000175274,TP53I11,27,-0.2907,10,-1.7005,76,1.83007,5,-2.5878,20,-0.7502,24,-0.4248,29,-0.1676,22,-0.5899,31,-0.0360
ENSG00000019505,SYT13,152,0.22757,123,-0.1108,315,1.85886,45,-1.6616,38,-1.8830,121,-0.1366,136,0.04634,20,-2.8071,56,-1.3235
ENSG00000175264,CHST1,33,-1.1110,76,0.19646,104,0.83699,28,-1.3249,51,-0.4376,66,-0.0339,131,1.11774,20,-1.8625,60,-0.1801
ENSG00000181830,SLC35C1,16,0.44460,5,-1.3662,18,0.77465,8,-0.6414,14,0.30434,11,-0.0682,13,0.13380,10,-0.2504,6,-1.0567
ENSG00000121671,CRY2,38,-0.1391,26,-0.7247,44,0.10881,26,-0.6968,36,-0.2296,44,0.09865,59,0.56348,71,0.88780,27,-0.6906
ENSG00000121653,MAPK8IP1,224,0.49764,141,-0.2452,166,0.01554,339,1.22026,109,-0.6471,129,-0.3823,137,-0.2871,110,-0.6323,125,-0.4302
ENSG00000121680,PEX16,23,-0.3182,25,-0.1956,39,0.56380,29,0.02182,20,-0.5554,20,-0.5755,32,0.19643,46,0.76044,13,-1.1552
ENSG00000135365,PHF21A,1,-4.4129,10,-1.1299,12,-0.8822,22,0.04785,26,0.32715,18,-0.2401,23,0.14487,43,1.17165,44,1.22441
ENSG00000149091,DGKZ,40,-0.3782,64,0.36007,72,0.62946,57,0.15563,22,-1.3096,39,-0.4515,30,-0.8560,58,0.19818,61,0.27438
ENSG00000110492,MDK,2,-3.1160,9,-1.3316,22,-0.1015,9,-1.4755,16,-0.5791,8,-1.6545,18,-0.3806,47,1.17081,79,2.18477
ENSG00000110497,AMBRA1,27,0.91652,9,-0.7652,17,0.15175,15,-0.0440,7,-1.0995,9,-0.8044,16,0.06487,16,0.01511,21,0.50795
ENSG00000175224,ATG13,38,-0.5183,68,0.40625,57,0.11241,77,0.60451,42,-0.3572,47,-0.1964,38,-0.5159,76,0.59112,31,-0.8337
ENSG00000175220,ARHGAP1,15,-1.5788,25,-0.7843,41,-0.0435,80,1.06932,38,-0.1545,35,-0.2928,40,-0.0757,59,0.53271,47,0.17521
ENSG00000175216,CKAP5,89,-0.2090,132,0.42975,134,0.51651,92,-0.1474,81,-0.3629,89,-0.1986,76,-0.4484,117,0.23527,70,-0.5892
ENSG00000134569,LRP4,15,-1.0686,24,-0.3882,8,-2.1686,40,0.44033,56,1.01271,33,0.12274,68,1.35587,8,-1.9128,45,0.62869
ENSG00000149179,C11orf49,106,0.50291,94,0.29815,113,0.69250,33,-1.3013,47,-0.7808,70,-0.1801,74,-0.0847,94,0.29237,37,-1.1332
ENSG00000149182,ARFGAP2,67,-0.5036,79,-0.2449,104,0.21822,77,-0.2870,71,-0.4182,99,0.10184,102,0.15742,77,-0.2956,145,0.73713
ENSG00000134575,ACP2,52,0.25681,74,0.84707,65,0.73538,16,-1.5712,21,-1.1505,37,-0.2956,44,-0.0278,27,-0.7807,43,-0.0554
ENSG00000110514,MADD,143,0.72287,108,0.26094,136,0.75198,64,-0.5543,37,-1.3837,76,-0.2917,75,-0.3292,74,-0.3403,69,-0.4560
ENSG00000066336,SPI1,6,-1.2312,3,-2.1167,4,-1.8691,15,0.16634,21,0.66366,9,-0.6016,16,0.22960,24,0.93088,34,1.56146
ENSG00000165915,SLC39A13,33,0.57372,31,0.44246,20,-0.2998,28,0.26780,9,-1.3439,19,-0.2950,11,-1.1166,28,0.31268,34,0.61150
ENSG00000165916,PSMC3,175,0.38189,195,0.56547,163,0.30393,143,0.05049,105,-0.4269,119,-0.2444,129,-0.1119,78,-0.8933,113,-0.3241
ENSG00000149187,CELF1,34,-1.1364,63,-0.1956,58,-0.3675,56,-0.3828,61,-0.2456,87,0.33431,67,-0.0930,151,1.27559,77,0.11985
ENSG00000213619,NDUFS3,137,0.21964,131,0.14537,138,0.25878,85,-0.5402,101,-0.2730,79,-0.6567,146,0.32645,127,0.10219,115,-0.0673
ENSG00000110536,PTPMT1,61,-0.1745,37,-0.9371,59,-0.2501,38,-0.9104,90,0.44117,40,-0.8345,75,0.14721,149,1.31302,76,0.15929
ENSG00000123444,KBTBD4,10,-0.9858,24,0.33299,23,0.27460,12,-0.7559,14,-0.5069,15,-0.4555,27,0.48621,42,1.26700,7,-1.5303
ENSG00000172247,C1QTNF4,82,-1.1199,82,-1.1168,75,-1.3687,109,-0.6895,346,1.20347,254,0.66740,466,1.76743,60,-1.5884,146,-0.2384
ENSG00000109919,MTCH2,97,0.45707,76,0.05356,84,0.25511,80,0.13342,60,-0.3122,38,-1.0046,63,-0.2379,100,0.50215,51,-0.5808
ENSG00000109920,FNBP4,0,-6.3230,13,-0.7890,17,-0.3890,27,0.32864,18,-0.3160,32,0.63038,13,-0.8003,40,0.97963,41,1.05015
ENSG00000149177,PTPRJ,65,0.86913,92,1.48126,41,0.09538,22,-0.8644,20,-0.9685,31,-0.3197,19,-1.0479,20,-0.9713,33,-0.2377
ENSG00000086205,FOLH1,3,-3.2379,12,-1.1977,5,-2.5430,183,4.15495,23,-0.2928,25,-0.1302,4,-2.7416,4,-2.8034,8,-1.8779
ENSG00000134817,APLNR,5,-3.2149,3,-3.9491,16,-1.6728,9,-2.4240,159,2.28227,25,-0.8749,11,-2.0574,126,1.79178,80,0.94513
ENSG00000149136,SSRP1,22,-1.5058,60,0.00180,60,-0.0095,35,-0.8385,40,-0.6419,34,-0.8833,53,-0.2020,143,1.47241,95,0.75358
ENSG00000134809,TIMM10,47,0.09414,60,0.50746,44,0.00095,43,-0.0222,46,0.06543,27,-0.7676,48,0.15104,22,-1.0858,59,0.47596
ENSG00000156587,UBE2L6,71,0.62099,63,0.43100,43,-0.1972,36,-0.4717,35,-0.5009,25,-1.0059,34,-0.5458,60,0.34070,74,0.68174
ENSG00000149131,SERPING1,2,-4.5922,5,-3.5986,11,-2.7412,10,-2.7451,41,-0.6528,24,-1.4228,12,-2.3942,330,3.33863,173,1.79504
ENSG00000166793,YPEL4,12,-0.9603,33,0.60781,45,1.39666,14,-0.7297,6,-1.8695,21,-0.1167,27,0.29283,6,-1.9321,16,-0.5426
ENSG00000156599,ZDHHC5,13,-0.3348,11,-0.6400,22,0.50892,11,-0.6803,15,-0.1667,16,-0.0686,13,-0.3889,4,-1.9727,40,1.45616
ENSG00000156603,MED19,34,0.14995,37,0.30729,34,0.16031,28,-0.1513,12,-1.3725,48,0.72207,34,0.17208,34,0.16307,13,-1.3374
ENSG00000213593,TMX2,88,-0.3976,112,-0.0245,137,0.35466,137,0.30016,83,-0.4844,91,-0.3424,117,0.04382,117,0.04775,115,0.01956
ENSG00000211450,SELENOH,196,0.25853,190,0.20812,231,0.60901,109,-0.6743,120,-0.5228,92,-0.9350,187,0.18165,175,0.07459,141,-0.2692
ENSG00000198561,CTNND1,12,-1.7613,17,-1.2480,18,-1.2406,35,-0.1171,32,-0.2290,23,-0.7422,25,-0.6503,73,1.10894,124,2.12643
ENSG00000186660,ZFP91,28,-1.1659,50,-0.2956,29,-1.2230,71,0.25814,68,0.20158,92,0.68941,38,-0.6934,108,0.96447,89,0.64519
ENSG00000110042,DTX4,18,-0.8532,29,-0.1432,23,-0.5405,59,1.04059,16,-1.0275,34,0.11354,62,1.13161,19,-0.7743,32,0.03429
ENSG00000110048,OSBP,51,0.20611,64,0.58087,49,0.18661,32,-0.5087,34,-0.4171,34,-0.4330,48,0.13347,32,-0.4986,51,0.23343
ENSG00000166900,STX3,8,-0.7405,9,-0.5744,26,1.27746,10,-0.4781,4,-1.5748,14,0.04177,7,-0.9936,16,0.26317,14,0.12225
ENSG00000166902,MRPL16,17,-0.6587,10,-1.4337,30,0.25017,19,-0.4794,31,0.25806,12,-1.1429,29,0.16100,39,0.64545,45,0.86152
ENSG00000110104,CCDC86,30,1.27404,22,0.75249,14,0.06950,16,0.23193,8,-0.8351,2,-2.6900,13,-0.0599,4,-1.7514,14,0.05462
ENSG00000110107,PRPF19,59,-0.9671,159,0.60067,184,0.99862,81,-0.4827,34,-1.7918,106,-0.0721,112,0.02215,95,-0.2326,89,-0.3382
ENSG00000110108,TMEM109,8,-1.9831,30,-0.0780,20,-0.7525,23,-0.4891,30,-0.1052,8,-2.1252,28,-0.2061,26,-0.3325,125,2.50920
ENSG00000006118,TMEM132A,69,-0.6051,64,-0.7146,119,0.28536,61,-0.8084,87,-0.2549,132,0.42386,186,1.00346,43,-1.3271,138,0.50060
ENSG00000167987,VPS37C,17,0.56614,11,-0.1345,11,-0.1918,16,0.51048,10,-0.2838,10,-0.3244,14,0.27359,7,-0.7231,12,0.06281
ENSG00000167986,DDB1,103,-0.6635,153,-0.0454,184,0.28083,105,-0.6322,103,-0.6625,122,-0.4068,141,-0.1818,364,1.43056,118,-0.4589
ENSG00000149476,TKFC,19,0.03761,17,-0.1372,10,-1.0026,12,-0.7192,14,-0.4674,10,-0.9980,6,-1.7316,77,2.62065,12,-0.6456
ENSG00000162144,CYB561A3,7,-1.8346,14,-0.8856,12,-1.2797,24,-0.1165,21,-0.2789,9,-1.4900,6,-2.0600,128,3.13626,21,-0.2642
ENSG00000149483,TMEM138,10,-0.8651,4,-2.1939,6,-1.7124,4,-2.1174,10,-0.8272,5,-1.8458,14,-0.3212,104,3.72591,10,-0.8729
ENSG00000149532,CPSF7,18,-1.2137,43,0.12147,32,-0.3743,39,-0.0220,28,-0.5131,47,0.27008,37,-0.1010,66,0.84664,54,0.49436
ENSG00000167985,SDHAF2,46,-0.0524,63,0.44849,55,0.24389,33,-0.5649,34,-0.5275,30,-0.7106,52,0.11824,68,0.57818,42,-0.1993
ENSG00000162148,PPP1R32,8,-2.0080,0,-9.1699,0,-5.3591,4,-3.0302,7,-2.1893,5,-2.6933,1,-5.1737,298,6.49517,0,-7.9940
ENSG00000011347,SYT7,58,1.07282,70,1.40161,35,0.22594,9,-1.8202,6,-2.3022,35,0.24004,17,-0.9213,8,-1.9020,32,0.07154
ENSG00000134780,DAGLA,15,0.11946,17,0.28698,18,0.48541,4,-1.8971,11,-0.3431,13,-0.1474,24,0.88165,11,-0.3316,8,-0.7511
ENSG00000124920,MYRF,13,-2.6716,29,-1.4600,18,-2.3419,493,4.01137,45,-0.8157,59,-0.4005,30,-1.4503,7,-3.5430,53,-0.5684
ENSG00000134825,TMEM258,141,0.17106,98,-0.4105,101,-0.3991,186,0.62368,173,0.49798,61,-1.1379,94,-0.4791,201,0.75649,115,-0.1581
ENSG00000168496,FEN1,6,-0.8803,10,-0.1298,17,0.78007,14,0.32948,9,-0.4108,8,-0.6124,17,0.69144,0,-3.7220,14,0.33135
ENSG00000134824,FADS2,147,-0.3031,98,-0.9336,152,-0.2811,83,-1.1789,319,0.97054,165,-0.1249,193,0.12609,267,0.66466,206,0.23765
ENSG00000149485,FADS1,62,-0.5551,40,-1.2179,50,-0.9705,121,0.51097,148,0.85336,86,-0.0331,93,0.08732,139,0.74693,94,0.09971
ENSG00000221968,FADS3,99,1.68056,54,0.58837,51,0.56619,27,-0.4808,21,-0.8791,15,-1.4074,16,-1.2795,20,-0.9403,20,-0.9424
ENSG00000167995,BEST1,3,-2.0977,0,-4.0483,1,-3.5377,68,3.36190,15,0.26462,14,0.22003,5,-1.2551,0,-5.6736,17,0.48693
ENSG00000167996,FTH1,1197,-1.0764,1416,-0.8212,1574,-0.7224,4090,0.89157,3882,0.80143,2169,-0.1567,2239,-0.1062,2295,-0.0670,3493,0.62134
