Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6
ENSG00000137038,DMAC1,92,-0.7296,70,-1.1548,238,1.31863,94,-0.6901,124,-0.2417
ENSG00000153707,PTPRD,178,0.84953,82,-0.5088,71,-0.8961,151,0.54560,117,0.07607
ENSG00000107186,MPDZ,111,0.90379,61,-0.1832,44,-0.8323,101,0.72698,44,-0.6946
ENSG00000147862,NFIB,80,0.75651,108,1.38200,8,-3.1228,20,-1.5154,90,0.99588
ENSG00000164985,PSIP1,292,0.03611,281,-0.0305,178,-0.9309,371,0.46003,417,0.67914
ENSG00000107295,SH3GL2,33,-1.5163,86,0.00450,46,-1.1749,183,1.46150,119,0.58756
ENSG00000155876,RRAGA,45,-2.2507,167,-0.1934,221,0.36967,209,0.18855,262,0.60069
ENSG00000137154,RPS6,995,0.96641,864,0.69008,311,-1.2277,409,-0.6140,650,0.16879
ENSG00000155886,SLC24A2,147,0.46879,65,-0.9084,70,-0.9514,145,0.43801,182,0.87453
ENSG00000198642,KLHL9,52,-0.2050,47,-0.3831,44,-0.5706,64,0.13641,102,1.00982
ENSG00000107105,ELAVL2,50,-2.3357,170,-0.4275,193,-0.2582,473,1.48937,234,0.11488
ENSG00000147894,C9orf72,18,-2.0428,37,-0.9351,100,1.01787,94,0.63617,47,-0.5691
ENSG00000165264,NDUFB6,90,-1.2775,161,-0.3489,255,0.59714,193,-0.0423,231,0.27452
ENSG00000086061,DNAJA1,229,-0.8990,249,-0.7611,522,0.65957,405,0.04795,437,0.18239
ENSG00000107262,BAG1,125,0.07286,112,-0.1059,140,0.34897,61,-1.1132,141,0.28371
ENSG00000086065,CHMP5,127,-0.2344,81,-0.9631,191,0.63145,147,0.01083,138,-0.0978
ENSG00000107341,UBE2R2,108,0.52712,41,-1.1121,60,-0.5878,135,0.95863,78,-0.0484
ENSG00000165006,UBAP1,34,-1.0301,42,-0.6798,46,-0.6205,111,1.04671,99,0.82816
ENSG00000164970,FAM219A,86,-0.9350,132,-0.2395,171,0.26330,241,0.83782,111,-0.5245
ENSG00000168913,ENHO,346,0.82573,491,1.55900,67,-2.1368,177,-0.3716,174,-0.4011
ENSG00000137100,DCTN3,97,-0.5182,129,-0.0345,199,1.01375,80,-0.8208,87,-0.6942
ENSG00000122733,PHF24,33,-1.3876,71,-0.1581,95,0.46803,118,0.75711,54,-0.6147
ENSG00000165280,VCP,109,-1.1898,139,-0.8059,282,0.51219,323,0.64288,220,-0.0436
ENSG00000165283,STOML2,37,-1.1625,46,-0.8106,74,-0.0212,95,0.41785,124,0.92131
ENSG00000198853,RUSC2,41,-1.1008,46,-0.9320,101,0.49710,133,0.90091,66,-0.3677
ENSG00000137076,TLN1,140,2.10554,21,-1.3725,30,-0.9827,16,-1.7913,63,0.40337
ENSG00000107175,CREB3,37,-1.0019,61,-0.1974,67,-0.0376,92,0.51633,87,0.41652
ENSG00000070610,GBA2,35,-1.5580,62,-0.6716,106,0.29129,125,0.52858,123,0.50721
ENSG00000137103,TMEM8B,42,-0.8124,50,-0.5587,72,0.07079,30,-1.3615,151,1.50234
ENSG00000122705,CLTA,233,-0.4727,301,-0.0439,319,0.07301,352,0.22739,328,0.10645
ENSG00000137106,GRHPR,92,-0.3409,70,-0.7814,169,1.00572,95,-0.2770,78,-0.5976
ENSG00000175768,TOMM5,42,-1.6888,96,-0.4035,233,1.80565,53,-1.3593,74,-0.8186
ENSG00000107282,APBA1,53,-1.5909,115,-0.3536,178,0.53400,147,0.06955,178,0.40170
ENSG00000083067,TRPM3,60,0.27809,81,0.82425,13,-2.3378,46,-0.1874,94,1.12631
ENSG00000107372,ZFAND5,136,-0.7759,184,-0.2819,258,0.39701,217,0.00345,247,0.23138
ENSG00000135002,RFK,77,-1.7485,136,-0.8636,354,1.08021,259,0.21195,197,-0.2635
ENSG00000106772,PRUNE2,179,0.29678,63,-1.4202,215,0.84733,169,0.19204,67,-1.3300
ENSG00000156052,GNAQ,127,-0.5267,161,-0.1228,166,-0.0881,200,0.25479,219,0.41377
ENSG00000135018,UBQLN1,67,-1.3382,109,-0.5629,183,0.41248,160,0.08333,213,0.60329
ENSG00000165119,HNRNPK,359,-0.3548,313,-0.5798,361,-0.4174,622,0.61541,636,0.65741
ENSG00000148053,NTRK2,272,-0.1003,368,0.42892,288,-0.0036,170,-0.8722,345,0.31632
ENSG00000135049,AGTPBP1,57,-0.6013,33,-1.4836,130,1.15053,85,0.04987,59,-0.5635
ENSG00000135052,GOLM1,32,-1.9579,138,0.38043,115,0.07925,115,0.06158,151,0.54708
ENSG00000135070,ISCA1,63,-1.1709,99,-0.4508,167,0.60540,166,0.44279,112,-0.2380
ENSG00000135047,CTSL,55,-0.0495,44,-0.4001,78,0.78800,76,0.53339,6,-3.3973
ENSG00000106723,SPIN1,60,-1.1941,107,-0.2489,110,-0.2477,224,1.10067,133,0.12523
ENSG00000187764,SEMA4D,482,2.37533,59,-1.5840,90,-1.0794,110,-0.5941,113,-0.5540
ENSG00000165023,DIRAS2,19,-2.3742,76,-0.2112,46,-1.2071,140,0.89088,190,1.53552
ENSG00000148090,AUH,33,-1.2513,28,-1.4834,93,0.60808,72,0.02093,109,0.77180
ENSG00000090054,SPTLC1,64,-0.0606,29,-1.3251,69,0.07873,52,-0.4057,116,1.01916
ENSG00000196305,IARS,18,-2.6252,67,-0.6107,109,0.25999,166,0.99530,112,0.26017
ENSG00000165238,WNK2,32,-1.5226,48,-0.8720,77,-0.1238,100,0.36503,156,1.21483
ENSG00000188938,FAM120AOS,41,-0.4249,62,0.28726,49,-0.1197,74,0.61583,39,-0.4931
ENSG00000048828,FAM120A,55,-0.5501,43,-0.9382,87,0.31285,60,-0.4061,124,0.89470
ENSG00000130956,HABP4,135,-0.7097,230,0.18956,194,-0.1319,258,0.39715,227,0.16836
ENSG00000136938,ANP32B,479,2.78978,71,-1.0782,52,-1.7935,116,-0.2883,54,-1.4930
ENSG00000136928,GABBR2,25,-2.0573,67,-0.5024,48,-1.2002,207,1.60595,149,0.91105
ENSG00000106803,SEC61B,24,-1.6151,73,0.16703,65,-0.0709,54,-0.3434,119,1.07658
ENSG00000241697,TMEFF1,67,-0.9438,37,-1.8654,180,1.01646,77,-0.7186,174,0.67921
ENSG00000165152,TMEM246,83,-1.3364,87,-1.2681,220,0.34482,374,1.29361,150,-0.3879
ENSG00000155827,RNF20,103,0.41358,65,-0.3882,78,-0.1126,81,-0.0123,86,0.08871
ENSG00000136783,NIPSNAP3A,35,-0.6747,54,0.04898,62,0.35895,82,0.78391,22,-1.4017
ENSG00000070214,SLC44A1,444,2.57655,54,-1.4805,74,-1.1637,94,-0.6133,74,-0.9976
ENSG00000106701,FSD1L,33,-0.9122,25,-1.3344,85,0.92489,72,0.38149,47,-0.3359
ENSG00000148143,ZNF462,92,1.19357,42,-0.2560,29,-0.9937,28,-0.8782,71,0.68936
ENSG00000119318,RAD23B,97,-0.5856,96,-0.6057,136,-0.0340,236,0.98819,128,-0.1348
ENSG00000070061,ELP1,7,-3.2741,56,-0.0943,46,-0.4931,138,1.65288,62,0.07233
ENSG00000106771,TMEM245,118,-0.1881,110,-0.3029,118,-0.2309,182,0.58317,144,0.15240
ENSG00000260230,FRRS1L,76,-1.5560,163,-0.3442,176,-0.2654,260,0.46623,348,1.02992
ENSG00000157654,PALM2-AKAP2,64,-0.9477,121,0.10982,99,-0.2918,184,0.88665,115,0.01996
ENSG00000136810,TXN,124,-1.1345,141,-0.9309,476,1.82670,103,-1.4160,167,-0.6596
ENSG00000198121,LPAR1,266,2.81202,58,-0.4527,29,-1.7427,29,-1.5365,42,-0.9484
ENSG00000136813,ECPAS,62,-0.7713,38,-1.5119,165,1.31988,135,0.56141,27,-2.0361
ENSG00000173258,ZNF483,167,-1.0818,335,0.07034,184,-1.0830,361,0.20070,701,1.50607
ENSG00000242616,GNG10,50,-1.2034,67,-0.7297,176,1.35639,60,-0.9197,97,-0.1202
ENSG00000148218,ALAD,116,0.42107,103,0.22003,66,-0.6534,118,0.45349,79,-0.2537
ENSG00000136888,ATP6V1G1,87,-1.6170,171,-0.5458,292,0.47993,290,0.35876,289,0.35182
ENSG00000078725,BRINP1,31,-1.4051,40,-1.0285,99,0.66153,110,0.69856,69,-0.1375
ENSG00000106780,MEGF9,86,-0.1787,96,0.00368,107,0.24533,82,-0.2692,97,0.01751
ENSG00000119396,RAB14,103,-0.7531,95,-0.8810,193,0.40383,197,0.34451,190,0.27928
ENSG00000148180,GSN,704,3.42689,91,-1.0433,46,-2.3449,69,-1.4735,74,-1.3633
ENSG00000148175,STOM,122,1.19777,107,0.93459,59,-0.1691,7,-3.3694,31,-1.1597
ENSG00000119421,NDUFA8,70,-1.0325,178,0.53760,142,0.16090,120,-0.1593,139,0.08988
ENSG00000011454,RABGAP1,71,-0.7017,124,0.23425,119,0.20045,147,0.53821,71,-0.6931
ENSG00000136930,PSMB7,134,-0.6930,131,-0.7301,298,0.92444,196,-0.0711,166,-0.3519
ENSG00000136942,RPL35,701,0.33095,705,0.33902,481,-0.3932,404,-0.6102,717,0.37126
ENSG00000136950,ARPC5L,37,-1.4500,73,-0.3857,127,0.76703,123,0.52156,64,-0.6043
ENSG00000119414,PPP6C,49,-0.2571,52,-0.1496,84,0.94666,36,-0.7608,37,-0.7306
ENSG00000044574,HSPA5,142,-1.2077,175,-0.8713,326,0.20851,396,0.51547,416,0.60497
ENSG00000167081,PBX3,59,-0.8147,129,0.52096,63,-0.8502,121,0.40870,143,0.72151
ENSG00000196814,MVB12B,143,2.36663,17,-1.6430,27,-1.0733,5,-3.2532,62,0.49207
ENSG00000197958,RPL12,374,0.57430,298,0.16233,260,-0.0890,158,-0.8931,278,0.04125
ENSG00000136854,STXBP1,206,-2.0048,462,-0.7517,813,0.25226,1178,0.88905,884,0.34733
ENSG00000106992,AK1,61,-1.3898,185,0.43881,149,0.05912,137,-0.0899,187,0.45462
ENSG00000160408,ST6GALNAC6,73,0.23036,113,1.05929,51,-0.4499,30,-1.2395,65,0.03173
ENSG00000148339,SLC25A25,36,-1.3109,88,0.16691,57,-0.6823,135,0.96457,108,0.52738
ENSG00000148334,PTGES2,64,-1.2074,130,-0.0423,137,0.05902,124,-0.1340,210,0.82059
ENSG00000171159,C9orf16,82,-0.8659,121,-0.2380,141,0.02291,103,-0.5088,247,1.07204
ENSG00000106976,DNM1,211,-1.7791,526,-0.3314,523,-0.4166,1384,1.49496,671,0.08282
ENSG00000167110,GOLGA2,111,-0.3283,94,-0.5969,118,-0.2706,184,0.55288,183,0.54544
ENSG00000167112,TRUB2,79,-0.0679,61,-0.4795,98,0.41300,44,-1.0013,110,0.52798
ENSG00000167113,COQ4,43,-0.6876,35,-0.9983,48,-0.5915,111,1.00037,102,0.83998
ENSG00000167114,SLC27A4,47,-1.2706,69,-0.6622,128,0.50866,164,0.86158,79,-0.4328
ENSG00000167123,CERCAM,119,1.44585,30,-1.0049,39,-0.7095,52,-0.1075,56,-0.0073
ENSG00000197694,SPTAN1,189,-1.6880,446,-0.3227,612,0.27974,885,0.91077,495,-0.1500
ENSG00000119335,SET,352,0.51118,272,0.04623,178,-0.7924,296,0.19650,312,0.29059
ENSG00000160445,ZER1,66,-0.9425,80,-0.6220,110,-0.1313,198,0.97866,136,0.27283
ENSG00000107021,TBC1D13,58,0.07632,40,-0.5438,71,0.56081,36,-0.7221,58,0.06083
ENSG00000136802,LRRC8A,82,-0.8706,61,-1.3384,192,0.76024,174,0.39635,135,-0.0577
ENSG00000148341,SH3GLB2,117,-0.2241,132,-0.0184,137,0.05534,130,-0.0382,147,0.17288
ENSG00000095321,CRAT,45,-0.9093,83,0.10431,72,-0.1699,141,1.08834,57,-0.5423
ENSG00000119383,PTPA,77,-1.3521,145,-0.3431,176,-0.0240,256,0.65714,237,0.51067
ENSG00000136819,C9orf78,93,-0.0911,123,0.38796,57,-1.0511,133,0.53154,128,0.46086
ENSG00000187239,FNBP1,234,1.80929,92,-0.0526,40,-1.5791,74,-0.4061,86,-0.1607
ENSG00000148358,GPR107,76,-0.4067,54,-0.9619,101,0.09712,202,1.40272,47,-1.1734
ENSG00000107130,NCS1,119,-0.9431,165,-0.4099,295,0.79953,165,-0.4141,227,0.12567
ENSG00000130707,ASS1,37,-1.9173,107,-0.2309,215,1.49949,44,-1.6396,116,-0.0909
ENSG00000126878,AIF1L,333,2.98601,61,-0.6420,16,-2.9562,57,-0.7714,58,-0.7254
ENSG00000130723,PRRC2B,190,0.15839,181,0.07760,112,-0.8612,270,0.80308,176,0.02133
ENSG00000107263,RAPGEF1,75,0.02620,69,-0.1113,61,-0.3906,62,-0.2957,114,0.80078
ENSG00000107290,SETX,73,0.47310,49,-0.2235,57,0.05425,49,-0.2099,49,-0.2113
ENSG00000148296,SURF6,80,0.64931,51,-0.1565,49,-0.2770,52,-0.1222,54,-0.0516
ENSG00000148303,RPL7A,500,0.17079,562,0.38124,369,-0.4246,410,-0.1717,510,0.20535
ENSG00000148290,SURF1,63,-0.2282,91,0.42353,71,-0.0313,70,-0.0397,65,-0.1662
ENSG00000148248,SURF4,72,-0.0182,33,-1.2658,79,0.19607,90,0.38217,82,0.20498
ENSG00000160326,SLC2A6,22,-1.8462,32,-1.3140,108,0.99156,108,0.73226,54,-0.4863
ENSG00000123454,DBH,129,-2.4753,114,-2.6586,1746,4.80061,2,-8.4022,3,-7.7178
ENSG00000169925,BRD3,116,1.58713,39,-0.4476,28,-1.1669,44,-0.2654,53,0.05444
ENSG00000130558,OLFM1,62,-1.7988,171,-0.2012,103,-1.2017,312,0.88698,403,1.42187
ENSG00000130560,UBAC1,66,0.17949,62,0.04988,36,-0.9624,61,0.02174,98,0.89315
ENSG00000148411,NACC2,128,0.64073,111,0.38750,39,-1.5517,108,0.33954,111,0.38659
ENSG00000160360,GPSM1,24,-1.4507,78,0.49073,53,-0.2358,69,0.27007,79,0.49663
ENSG00000172889,EGFL7,131,0.24790,93,-0.3480,141,0.48932,144,0.40869,34,-1.9237
ENSG00000165716,DIPK1B,26,-2.0925,39,-1.5140,115,0.32939,150,0.75881,149,0.74521
ENSG00000244187,TMEM141,41,-0.8617,60,-0.2171,89,0.61945,58,-0.2890,74,0.12407
ENSG00000196642,RABL6,200,0.80161,144,0.19442,64,-1.3131,202,0.81984,98,-0.4614
ENSG00000054148,PHPT1,86,-0.4877,109,-0.0927,137,0.39934,59,-1.0772,161,0.60524
ENSG00000107223,EDF1,190,-0.4535,212,-0.2707,297,0.40811,181,-0.5286,313,0.40833
ENSG00000159069,FBXW5,68,0.02757,94,0.59793,69,0.04735,73,0.15326,30,-1.2885
ENSG00000107317,PTGDS,2402,1.44311,1478,0.46831,758,-0.8054,362,-1.8321,1059,-0.1205
ENSG00000148362,PAXX,62,0.05214,32,-1.0436,77,0.53348,45,-0.5113,72,0.29390
ENSG00000107331,ABCA2,477,1.90600,88,-1.2072,101,-1.1697,159,-0.2614,186,0.00387
ENSG00000107281,NPDC1,111,-1.3382,216,-0.2619,246,-0.0506,321,0.42986,372,0.70551
ENSG00000177239,MAN1B1,55,-0.6367,41,-1.0804,111,0.76130,86,0.12184,78,-0.0472
ENSG00000176978,DPP7,59,-0.1199,100,0.81656,42,-0.8010,86,0.52480,53,-0.3253
ENSG00000176884,GRIN1,163,-1.5152,266,-0.7482,270,-0.8581,953,1.62193,577,0.58670
ENSG00000176101,SSNA1,51,-0.2402,54,-0.1500,72,0.43667,63,0.10098,43,-0.5219
ENSG00000212864,RNF208,78,-0.7117,102,-0.2803,83,-0.7358,182,0.75348,192,0.86288
ENSG00000188229,TUBB4B,171,-2.1790,397,-0.8788,880,0.62229,1180,1.04200,538,-0.3827
ENSG00000188986,NELFB,51,-0.2450,35,-0.8433,54,-0.1746,70,0.32303,87,0.72310
ENSG00000165802,NSMF,86,-0.1012,153,0.94461,75,-0.3966,25,-2.0661,134,0.69084
ENSG00000182154,MRPL41,61,-1.1396,133,0.14208,132,0.17431,153,0.40051,122,-0.0025
ENSG00000148408,CACNA1B,8,-3.3302,49,-0.5535,100,0.91707,98,0.64563,56,-0.3378
ENSG00000015171,ZMYND11,147,0.78832,90,-0.0973,62,-0.8369,123,0.44740,87,-0.1492
ENSG00000151240,DIP2C,52,-0.0694,47,-0.2237,47,-0.3057,56,0.06628,76,0.59922
ENSG00000067064,IDI1,173,-0.9781,134,-1.3818,495,1.15888,383,0.35493,198,-0.7639
ENSG00000067057,PFKP,157,-1.6369,267,-0.8032,718,1.30354,364,-0.2957,375,-0.2468
ENSG00000107959,PITRM1,40,-0.5523,43,-0.4418,80,0.87691,33,-0.8538,58,0.06806
ENSG00000057608,GDI2,91,-1.0840,145,-0.3416,240,0.71432,164,-0.1313,183,0.05890
ENSG00000134453,RBM17,115,1.06441,66,0.04951,25,-1.7540,86,0.50738,71,0.16479
ENSG00000170525,PFKFB3,56,-0.3448,85,0.38896,73,0.13633,41,-0.8590,83,0.34390
ENSG00000165629,ATP5F1C,99,-1.3565,116,-1.0951,318,0.80327,163,-0.5621,350,0.78800
ENSG00000165632,TAF3,140,1.92909,41,-0.4354,17,-2.0922,39,-0.5244,69,0.42598
ENSG00000048740,CELF2,46,-0.3953,79,0.52245,22,-1.7851,58,-0.0093,125,1.44390
ENSG00000151461,UPF2,110,1.15980,43,-0.5405,36,-0.9430,89,0.75149,39,-0.6653
ENSG00000065665,SEC61A2,61,-1.4646,75,-1.1432,208,0.75621,232,0.77670,124,-0.3412
ENSG00000151465,CDC123,18,-1.9696,42,-0.7179,92,0.84835,44,-0.6432,99,0.78079
ENSG00000123240,OPTN,342,-0.3348,226,-1.0082,598,0.87584,434,0.07315,301,-0.5475
ENSG00000065809,FAM107B,183,3.10493,25,-1.0737,12,-2.3713,26,-0.9874,29,-0.8314
ENSG00000176244,ACBD7,52,-0.1018,151,2.07342,27,-1.3355,7,-3.1736,66,0.31123
ENSG00000148468,FAM171A1,261,1.11905,114,-0.3867,106,-0.6078,153,0.11746,120,-0.3070
ENSG00000026025,VIM,171,2.30943,72,0.43037,18,-2.0303,35,-0.7822,26,-1.2688
ENSG00000078114,NEBL,120,-0.4681,193,0.34342,197,0.50330,120,-0.4726,124,-0.4136
ENSG00000150867,PIP4K2A,367,2.14936,57,-1.3312,75,-1.0748,112,-0.2487,94,-0.5479
ENSG00000148450,MSRB2,99,-0.2868,101,-0.2560,147,0.51881,127,0.13889,83,-0.5821
ENSG00000107863,ARHGAP21,276,1.23624,101,-0.5879,128,-0.2391,109,-0.4560,118,-0.3273
ENSG00000151025,GPR158,36,-0.9455,53,-0.3349,95,0.95805,43,-0.6680,63,-0.0222
ENSG00000136750,GAD2,63,-1.6802,182,0.01868,10,-4.6892,266,0.70798,549,2.36533
ENSG00000136754,ABI1,49,-0.3765,62,0.02353,73,0.39934,42,-0.6447,69,0.19940
ENSG00000136758,YME1L1,87,-0.3885,100,-0.1648,89,-0.4303,162,0.70429,132,0.31897
ENSG00000107897,ACBD5,107,0.65312,88,0.28731,84,0.27864,42,-0.9238,41,-0.9871
ENSG00000099246,RAB18,101,-1.1021,141,-0.5587,216,0.20187,156,-0.4000,353,1.08913
ENSG00000095787,WAC,184,0.38777,92,-0.7796,125,-0.3418,213,0.65905,147,-0.0139
ENSG00000148516,ZEB1,74,0.18373,108,0.89336,71,0.14753,48,-0.5426,26,-1.4809
ENSG00000165322,ARHGAP12,40,-1.2398,98,0.23976,104,0.45711,92,0.13484,73,-0.2518
ENSG00000170759,KIF5B,511,1.57791,235,0.05521,163,-0.6659,134,-0.8782,159,-0.6032
ENSG00000150093,ITGB1,158,0.95540,47,-1.1473,106,0.26070,49,-1.0793,100,0.10131
ENSG00000108100,CCNY,96,0.21502,90,0.09604,98,0.32814,57,-0.6710,70,-0.3181
ENSG00000175395,ZNF25,18,-2.3299,85,0.11185,64,-0.4546,102,0.44276,145,1.11994
ENSG00000165733,BMS1,71,0.09821,48,-0.5470,55,-0.4072,137,1.35751,36,-1.0049
ENSG00000165731,RET,14,-2.4072,32,-1.1918,132,1.92352,63,-0.0976,28,-1.3899
ENSG00000107551,RASSF4,70,0.52822,38,-0.4969,44,-0.3467,50,-0.0495,65,0.39159
ENSG00000265354,TIMM23,31,-1.5333,52,-0.7130,113,0.83720,141,1.05240,29,-1.6065
ENSG00000266412,NCOA4,81,-0.9532,111,-0.4480,150,0.08507,180,0.38990,195,0.53193
ENSG00000107643,MAPK8,16,-2.1694,48,-0.4601,79,0.52370,72,0.24993,83,0.49730
ENSG00000197444,OGDHL,77,-1.4320,163,-0.2347,210,0.25385,250,0.51929,213,0.22460
ENSG00000122873,CISD1,106,-1.5924,249,-0.2259,317,0.24276,404,0.63466,312,0.16452
ENSG00000237949,LINC00844,175,1.50660,144,1.08928,39,-1.3479,32,-1.4689,52,-0.7304
ENSG00000165443,PHYHIPL,109,-1.5327,248,-0.2213,370,0.63190,259,-0.1464,338,0.31574
ENSG00000108091,CCDC6,48,-0.9299,93,0.16960,103,0.44650,83,-0.0258,77,-0.1589
ENSG00000151150,ANK3,221,0.39358,162,-0.1455,147,-0.3796,169,-0.0801,214,0.34074
ENSG00000171988,JMJD1C,115,1.15395,52,-0.2859,49,-0.4901,96,0.79946,11,-2.6750
ENSG00000108176,DNAJC12,52,-1.2929,89,-0.4166,107,-0.1495,217,1.20430,115,0.01432
ENSG00000096746,HNRNPH3,143,0.79594,101,0.15456,66,-0.6599,39,-1.4029,138,0.73300
ENSG00000204130,RUFY2,81,0.69862,46,-0.2898,66,0.40317,56,0.01623,16,-1.9852
ENSG00000060339,CCAR1,172,1.28738,94,0.13597,52,-1.0036,88,0.02173,64,-0.5062
ENSG00000198954,KIF1BP,31,-1.4491,48,-0.7550,70,-0.1684,67,-0.2096,169,1.55683
ENSG00000122958,VPS26A,66,-0.4455,67,-0.4387,131,1.02916,55,-0.7431,68,-0.4005
ENSG00000156515,HK1,132,-1.4623,182,-0.9667,443,0.71932,562,1.00590,199,-0.8251
ENSG00000171224,FAM241B,28,-1.5726,44,-0.8446,90,0.45373,113,0.78132,77,0.08014
ENSG00000079332,SAR1A,130,-0.2669,95,-0.7764,134,-0.2690,227,0.72518,193,0.42090
ENSG00000180817,PPA1,331,-0.7138,336,-0.6869,619,0.45375,555,0.15655,585,0.24928
ENSG00000148730,EIF4EBP2,105,0.78799,84,0.37113,53,-0.5042,66,-0.0563,47,-0.6100
ENSG00000166228,PCBD1,124,-0.6071,126,-0.5823,302,1.37012,133,-0.4912,83,-1.2462
ENSG00000197746,PSAP,934,-0.8038,1235,-0.3466,1498,-0.0224,2178,0.65676,1742,0.24580
ENSG00000107742,SPOCK2,367,-1.1380,499,-0.6462,583,-0.4745,1417,1.24306,959,0.47450
ENSG00000166295,ANAPC16,73,0.19657,53,-0.3448,43,-0.8198,77,0.29681,101,0.80937
ENSG00000107745,MICU1,54,-0.6749,79,-0.0266,93,0.31922,88,0.15646,76,-0.0908
ENSG00000182180,MRPS16,64,-0.0584,48,-0.5396,81,0.43817,79,0.29244,47,-0.5893
ENSG00000138279,ANXA7,105,-0.5475,102,-0.5937,163,0.25353,212,0.68216,127,-0.2238
ENSG00000107758,PPP3CB,90,-1.4069,116,-1.0068,241,0.25671,336,0.82224,263,0.35890
ENSG00000172586,CHCHD1,22,-1.7083,54,-0.3031,89,0.75681,52,-0.3703,82,0.41824
ENSG00000148660,CAMK2G,117,-0.6751,134,-0.4555,149,-0.3354,291,0.92578,213,0.34233
ENSG00000156650,KAT6B,131,2.06585,34,-0.5474,7,-3.2577,73,0.79024,33,-0.5909
ENSG00000156671,SAMD8,94,1.21703,46,-0.1299,40,-0.4457,15,-1.8611,61,0.38769
ENSG00000165637,VDAC2,88,-1.7846,164,-0.8226,362,0.69779,402,0.72990,237,-0.2189
ENSG00000156113,KCNMA1,41,-0.9163,62,-0.2300,60,-0.3500,95,0.52537,108,0.76177
ENSG00000138326,RPS24,770,0.41633,735,0.33155,527,-0.3015,373,-0.8148,722,0.29988
ENSG00000108175,ZMIZ1,85,-0.2612,80,-0.3678,66,-0.8128,174,1.04466,125,0.40323
ENSG00000108179,PPIF,77,-0.1687,59,-0.6208,99,0.33819,100,0.29295,76,-0.1832
ENSG00000165424,ZCCHC24,306,2.71781,90,0.00786,16,-2.8946,8,-3.6742,100,0.19196
ENSG00000122378,PRXL2A,195,-0.5272,253,-0.0920,319,0.40571,269,0.01561,246,-0.1411
ENSG00000165678,GHITM,279,-1.5573,467,-0.7477,858,0.35782,1046,0.64383,884,0.33386
ENSG00000107771,CCSER2,75,-1.3566,117,-0.6628,265,1.04482,203,0.27502,118,-0.6537
ENSG00000173267,SNCG,319,-1.6852,630,-0.6114,1409,1.09879,978,0.13031,703,-0.4334
ENSG00000148671,ADIRF,114,0.82647,148,1.35900,55,-0.5487,3,-4.7619,59,-0.3324
ENSG00000148672,GLUD1,171,-0.2783,309,0.77730,186,-0.1727,125,-0.7863,232,0.24847
ENSG00000138138,ATAD1,41,-1.3351,69,-0.5107,119,0.55788,121,0.44513,93,-0.0125
ENSG00000171862,PTEN,61,-0.9284,98,-0.1472,129,0.42150,34,-1.8035,191,1.07663
ENSG00000107798,LIPA,110,1.73151,33,-0.5527,30,-0.8256,36,-0.4113,35,-0.4184
ENSG00000185745,IFIT1,97,0.03145,51,-1.0066,73,-0.5304,165,1.02049,111,0.26699
ENSG00000180628,PCGF5,71,-0.0954,69,-0.1560,30,-1.7007,79,0.07986,173,1.62997
ENSG00000107864,CPEB3,36,-1.7939,99,-0.2245,88,-0.5080,196,1.03232,168,0.72826
ENSG00000138207,RBP4,27,-1.6147,32,-1.3506,21,-2.2744,214,2.17998,133,1.07809
ENSG00000148690,FRA10AC1,178,0.79321,99,-0.2510,102,-0.2567,95,-0.3253,115,-0.0061
ENSG00000108231,LGI1,5,-3.8519,35,-1.0692,73,0.20363,70,0.07655,145,1.49028
ENSG00000077147,TM9SF3,103,-0.5495,125,-0.2396,174,0.43210,120,-0.3073,166,0.25745
ENSG00000187122,SLIT1,21,-1.5554,58,0.03727,21,-1.8365,128,1.57932,92,0.88052
ENSG00000171314,PGAM1,273,-1.8336,696,-0.3573,1014,0.37766,1227,0.64388,927,0.13370
ENSG00000155252,PI4K2A,42,-0.8967,59,-0.3270,74,0.05560,132,1.14209,50,-0.5896
ENSG00000155256,ZFYVE27,35,-0.9751,41,-0.6872,60,-0.0992,125,1.29714,56,-0.1870
ENSG00000120053,GOT1,133,-1.6754,201,-1.0327,320,-0.3404,768,1.35873,520,0.57784
ENSG00000196072,BLOC1S2,50,-1.8896,70,-1.3641,290,1.53950,171,0.08596,106,-0.7065
ENSG00000099194,SCD,3115,2.27840,630,-0.8532,757,-0.6685,434,-1.4407,632,-0.8486
ENSG00000235823,OLMALINC,166,2.42483,26,-1.1648,35,-0.8122,43,-0.3394,13,-2.1841
ENSG00000166136,NDUFB8,252,-0.9133,319,-0.5335,507,0.32609,446,0.02707,600,0.56250
ENSG00000055950,MRPL43,90,0.64189,67,0.10164,61,-0.0784,70,0.18673,29,-1.2275
ENSG00000166167,BTRC,42,-1.0374,29,-1.6013,77,-0.0336,94,0.32211,152,1.24230
ENSG00000107829,FBXW4,101,1.22903,67,0.44713,36,-0.7589,39,-0.4873,36,-0.6414
ENSG00000198408,OGA,127,-0.8011,145,-0.5831,184,-0.2251,269,0.48054,322,0.82403
ENSG00000166197,NOLC1,51,-0.7223,55,-0.5947,98,0.49898,111,0.61170,60,-0.4616
ENSG00000059915,PSD,50,-1.1298,122,0.36007,100,0.00187,142,0.64109,84,-0.2895
