Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000175390,EIF3F,850,3.13523,175,0.02614,91,-0.9870,72,-1.4408,80,-1.2763,129,-0.4513,85,-1.0906,83,-1.1189
ENSG00000166402,TUB,83,0.19270,40,-0.9361,58,-0.3739,117,0.88364,106,0.68344,23,-1.7673,50,-0.6166,38,-1.0136
ENSG00000166405,RIC3,83,1.29904,0,-6.5103,24,-0.7570,57,0.74540,47,0.38023,17,-1.2041,17,-1.2223,35,-0.1663
ENSG00000166441,RPL27A,83,-2.5743,614,0.48200,947,1.23339,285,-0.8080,294,-0.7596,625,0.51084,512,0.18371,630,0.52532
ENSG00000166452,AKIP1,83,2.20764,0,-5.8496,0,-6.4750,21,-0.2601,28,0.27008,20,-0.2720,32,0.42208,9,-1.4346
ENSG00000175348,TMEM9B,83,-0.1604,259,1.80903,117,0.38494,58,-0.7988,85,-0.1467,63,-0.6061,61,-0.6526,54,-0.8327
ENSG00000175352,NRIP3,83,-0.0291,0,-7.6400,73,-0.2283,125,0.74277,156,1.20551,22,-2.0081,78,-0.1256,29,-1.6301
ENSG00000184014,DENND5A,83,-0.1882,0,-7.7842,155,0.82961,54,-0.9391,91,-0.0545,208,1.35385,87,-0.1257,115,0.33285
ENSG00000166471,TMEM41B,83,0.25130,89,0.36602,33,-1.1762,79,0.19860,89,0.42164,103,0.59567,20,-1.9005,46,-0.6859
ENSG00000205339,IPO7,83,-0.5943,131,0.11766,143,0.25462,130,0.12293,145,0.32512,90,-0.4746,81,-0.6415,139,0.20896
ENSG00000133812,SBF2,83,1.23920,116,1.86554,14,-1.5695,10,-2.2273,32,-0.4009,36,-0.1732,24,-0.7605,43,0.10566
ENSG00000255823,MTRNR2L8,391,-2.2401,430,-2.0972,778,-1.2143,756,-1.3586,1189,-0.6222,1702,-0.0004,4231,1.57386,5600,2.14127
ENSG00000110315,RNF141,83,-0.7017,252,1.10381,81,-0.7515,84,-0.7523,100,-0.4707,266,1.19690,122,-0.1074,134,0.04464
ENSG00000072952,MRVI1,83,0.61050,208,2.34142,25,-1.2449,24,-1.4306,25,-1.3559,26,-1.2002,67,0.25260,65,0.19811
ENSG00000198730,CTR9,83,0.79356,105,1.19840,5,-3.2547,55,0.13732,56,0.17126,33,-0.6760,31,-0.7949,32,-0.7178
ENSG00000110321,EIF4G2,225,-1.2353,444,-0.1878,631,0.37928,812,0.94550,517,0.06309,310,-0.7446,307,-0.7633,420,-0.2755
ENSG00000236287,ZBED5,83,1.17014,0,-6.6127,44,0.10350,34,-0.3439,50,0.35440,48,0.23493,28,-0.6328,43,0.04642
ENSG00000170242,USP47,83,-0.0017,86,0.04891,95,0.20119,68,-0.3603,73,-0.2252,101,0.31210,63,-0.4498,124,0.64600
ENSG00000050165,DKK3,638,-0.2361,959,0.42311,836,0.19645,873,0.30467,1152,0.85439,291,-1.4400,300,-1.3944,326,-1.2688
ENSG00000197702,PARVA,83,1.08576,36,-0.2739,53,0.31386,55,0.42740,37,-0.3014,30,-0.5775,21,-1.1346,28,-0.6546
ENSG00000187079,TEAD1,83,0.52473,236,2.51837,89,0.63150,15,-2.2600,28,-1.2774,34,-0.8930,41,-0.6175,36,-0.8182
ENSG00000148925,BTBD10,83,0.02530,79,-0.0638,72,-0.2061,133,0.93208,93,0.23903,50,-0.7736,32,-1.4209,51,-0.7292
ENSG00000197601,FAR1,83,-0.1710,12,-2.9765,62,-0.6331,110,0.31823,72,-0.4321,222,1.49635,44,-1.1555,139,0.65928
ENSG00000262655,SPON1,83,0.43679,283,2.83259,64,0.00862,6,-3.6866,48,-0.4995,3,-4.4499,46,-0.5021,51,-0.3574
ENSG00000129083,COPB1,83,0.13969,90,0.27207,102,0.46587,101,0.51774,79,0.05204,51,-0.6424,27,-1.5885,52,-0.6045
ENSG00000129084,PSMA1,83,-0.8483,98,-0.6046,198,0.52358,223,0.84654,183,0.45476,130,-0.1530,61,-1.3207,53,-1.5202
ENSG00000110696,C11orf58,83,-0.9800,247,0.75308,188,0.29125,147,-0.1094,140,-0.2024,162,0.05711,130,-0.2935,182,0.23841
ENSG00000110700,RPS13,409,-0.4441,650,0.29279,1342,1.56563,286,-1.0847,343,-0.7867,737,0.50212,507,-0.1077,519,-0.0696
ENSG00000011405,PIK3C2A,83,0.28443,177,1.60247,39,-0.8992,34,-1.1799,33,-1.2414,67,-0.0589,46,-0.6452,150,1.29795
ENSG00000070081,NUCB2,83,0.58838,34,-0.8113,125,1.30203,52,-0.1910,46,-0.3878,45,-0.4015,47,-0.3164,48,-0.3019
ENSG00000129159,KCNC1,83,0.69611,0,-7.0040,6,-3.1587,37,-0.6594,155,2.37502,21,-1.4718,34,-0.7466,17,-1.7304
ENSG00000129158,SERGEF,83,0.33158,46,-0.6144,90,0.46394,137,1.42834,48,-0.5970,25,-1.4899,40,-0.8124,24,-1.6077
ENSG00000110768,GTF2H1,83,1.39561,75,1.20005,5,-2.8439,24,-0.6830,39,0.09986,26,-0.5444,12,-1.7025,39,0.08389
ENSG00000134333,LDHA,83,-2.4504,174,-1.3610,422,0.00868,1128,2.21164,380,-0.1770,123,-1.8739,199,-1.1591,183,-1.2865
ENSG00000074319,TSG101,83,0.37266,40,-0.7703,134,1.19321,59,-0.2133,70,0.10582,51,-0.3933,44,-0.6382,50,-0.4241
ENSG00000110786,PTPN5,83,0.44075,0,-7.2231,124,1.11500,39,-0.8322,143,1.69858,9,-2.9537,29,-1.2202,27,-1.2892
ENSG00000166833,NAV2,83,1.30830,137,2.30491,4,-3.2461,18,-1.2798,15,-1.5039,22,-0.8617,27,-0.5241,44,0.21873
ENSG00000165973,NELL1,83,1.57993,0,-6.2943,26,-0.3743,5,-2.9343,88,2.14376,2,-4.0347,16,-1.0876,19,-0.8699
ENSG00000171714,ANO5,83,1.29912,0,-6.5102,31,-0.3306,54,0.63291,41,0.11503,0,-6.2626,25,-0.6543,55,0.58745
ENSG00000091664,SLC17A6,83,-0.5371,10,-3.6845,130,0.15961,43,-1.6594,339,2.44618,26,-2.2737,54,-1.2014,107,-0.1450
ENSG00000198168,SVIP,83,-0.9948,47,-1.8384,131,-0.3014,105,-0.7107,159,0.01395,557,2.28361,107,-0.6080,128,-0.3286
ENSG00000187398,LUZP2,83,-0.1507,112,0.32294,73,-0.3543,47,-1.1205,122,0.52815,51,-0.9044,95,0.06622,164,0.96935
ENSG00000129151,BBOX1,83,0.34214,396,3.65633,25,-1.5271,15,-2.3814,10,-2.9867,12,-2.5114,33,-1.1163,75,0.17844
ENSG00000109881,CCDC34,83,0.74741,185,2.26993,59,0.18969,36,-0.6450,44,-0.3293,1,-5.5385,13,-2.0611,26,-1.0993
ENSG00000148943,LIN7C,83,0.24151,136,1.06755,76,0.09017,28,-1.5323,87,0.36480,46,-0.7012,44,-0.7699,101,0.56314
ENSG00000170946,DNAJC24,83,1.71427,17,-0.9460,11,-1.5927,32,0.07133,29,-0.1333,36,0.24062,20,-0.6583,21,-0.6226
ENSG00000049449,RCN1,83,0.15367,325,2.74450,72,-0.0833,61,-0.3761,39,-1.1013,14,-2.4767,33,-1.2826,29,-1.4474
ENSG00000149100,EIF3M,83,-0.1919,89,-0.0797,90,-0.0757,103,0.16717,124,0.51629,86,-0.1450,59,-0.7201,79,-0.2810
ENSG00000060749,QSER1,83,1.66527,43,0.48386,12,-1.5168,7,-2.4198,22,-0.6028,56,0.93402,26,-0.2812,39,0.33184
ENSG00000280798,LINC00294,83,1.40528,0,-6.4276,19,-0.9653,48,0.50486,46,0.43237,27,-0.4468,34,-0.1232,13,-1.5968
ENSG00000176102,CSTF3,83,1.04846,103,1.42904,5,-3.0415,30,-0.6897,60,0.56555,26,-0.8438,30,-0.5832,17,-1.4947
ENSG00000110422,HIPK3,83,0.48020,74,0.28883,73,0.25804,57,-0.1379,25,-1.5184,36,-0.8355,51,-0.2975,138,1.36141
ENSG00000110427,KIAA1549L,83,1.00137,0,-6.7494,47,0.04865,66,0.70517,67,0.72676,4,-3.4735,25,-0.9251,30,-0.6404
ENSG00000085063,CD59,83,-2.2039,587,0.83047,537,0.68011,435,0.37629,412,0.27177,215,-0.7867,212,-0.8048,224,-0.7201
ENSG00000110429,FBXO3,83,-0.1734,162,0.92297,95,0.03500,87,-0.1158,127,0.58966,43,-1.1922,53,-0.8851,65,-0.5585
ENSG00000135387,CAPRIN1,83,-0.7843,334,1.51989,77,-0.9116,140,0.02441,139,0.01521,134,-0.0466,72,-1.0105,121,-0.2003
ENSG00000149089,APIP,83,1.56099,21,-0.7146,26,-0.4145,35,0.06692,12,-1.6853,63,1.05385,16,-1.0802,32,-0.0698
ENSG00000110435,PDHX,83,0.44343,10,-2.6938,39,-0.7569,93,0.72262,94,0.74866,40,-0.7034,36,-0.8927,52,-0.3155
ENSG00000026508,CD44,83,0.22534,456,3.91349,83,0.21628,8,-3.3312,3,-4.7668,26,-1.5364,14,-2.4209,39,-0.9583
ENSG00000110436,SLC1A2,83,-2.5611,422,-0.1116,852,1.05892,161,-1.7046,393,-0.2529,222,-1.1098,799,0.94706,1044,1.42881
ENSG00000166326,TRIM44,83,-0.9402,61,-1.3996,121,-0.3712,117,-0.4568,193,0.43758,189,0.34949,151,-0.0144,299,1.12999
ENSG00000110442,COMMD9,83,0.70693,64,0.28024,64,0.27409,58,0.11453,60,0.18133,32,-0.8038,24,-1.2634,38,-0.5357
ENSG00000166352,C11orf74,83,1.76687,43,0.59870,2,-3.9670,42,0.64333,16,-1.0296,16,-0.9290,19,-0.6943,19,-0.6712
ENSG00000148948,LRRC4C,892,5.09557,0,-8.0426,73,-0.6626,11,-3.6006,32,-2.0179,17,-2.8384,35,-1.7860,19,-2.6388
ENSG00000166181,API5,83,0.07653,126,0.75372,75,-0.0829,82,0.06423,86,0.15007,55,-0.5640,47,-0.7994,70,-0.2017
ENSG00000052841,TTC17,83,1.58126,29,-0.1884,28,-0.2385,23,-0.6520,32,-0.0459,34,0.03683,16,-1.1180,31,-0.1273
ENSG00000149084,HSD17B12,83,-1.1610,327,1.03175,54,-1.7931,219,0.39907,214,0.35579,192,0.13863,114,-0.6840,128,-0.5073
ENSG00000187479,C11orf96,83,1.22674,0,-6.5676,131,2.11082,12,-1.9515,55,0.57466,2,-4.3058,18,-1.2588,34,-0.2365
ENSG00000151348,EXT2,83,0.75308,152,1.85439,13,-2.0866,45,-0.2683,72,0.59758,16,-1.8138,12,-2.2160,15,-1.8542
ENSG00000085117,CD82,83,0.89649,155,2.07318,36,-0.4715,14,-2.0285,21,-1.3976,52,0.10630,66,0.50221,23,-1.1206
ENSG00000175274,TP53I11,83,1.07981,52,0.28790,64,0.61526,54,0.38202,38,-0.2501,15,-1.6466,26,-0.8172,14,-1.7538
ENSG00000019505,SYT13,83,-0.6096,0,-8.1730,63,-1.0314,212,1.06972,232,1.27801,36,-1.8837,85,-0.5706,73,-0.8059
ENSG00000175264,CHST1,83,0.13708,3,-4.7052,64,-0.2839,94,0.38400,121,0.89277,48,-0.7128,70,-0.1459,65,-0.2492
ENSG00000121671,CRY2,83,0.98383,64,0.52736,21,-1.1754,34,-0.5417,83,1.15113,15,-1.6493,33,-0.5207,11,-2.1003
ENSG00000121653,MAPK8IP1,83,-1.0233,162,0.00676,43,-2.0029,211,0.50119,135,-0.3115,385,1.49285,137,-0.2585,110,-0.5947
ENSG00000121680,PEX16,83,1.43806,44,0.35169,7,-2.3494,30,-0.3128,37,0.07092,48,0.47436,17,-1.1091,23,-0.6799
ENSG00000149091,DGKZ,83,0.67625,61,0.17076,24,-1.2775,65,0.28898,69,0.42768,73,0.45797,23,-1.3187,18,-1.6786
ENSG00000175224,ATG13,83,0.56729,62,0.09203,71,0.30709,52,-0.2317,69,0.29011,54,-0.1394,30,-1.0572,47,-0.3551
ENSG00000175220,ARHGAP1,83,0.81667,75,0.63460,61,0.28957,20,-1.5423,58,0.24297,67,0.44000,37,-0.4831,29,-0.8610
ENSG00000175216,CKAP5,83,-0.4103,73,-0.6081,106,-0.0246,135,0.41471,133,0.38588,115,0.09552,58,-0.9648,108,0.00428
ENSG00000134569,LRP4,83,1.23802,0,-6.5584,76,1.07339,14,-1.6704,31,-0.4404,67,0.86527,41,0.02762,41,0.05045
ENSG00000149179,C11orf49,83,0.24084,161,1.37322,42,-0.8438,90,0.41025,88,0.38304,14,-2.4556,35,-1.0892,27,-1.5152
ENSG00000149182,ARFGAP2,1709,4.23721,217,-0.2355,38,-2.8287,78,-1.9189,120,-1.2470,50,-2.4576,75,-1.8593,36,-2.9096
ENSG00000134575,ACP2,83,1.11549,66,0.70912,13,-1.8364,57,0.52870,47,0.17106,26,-0.7765,18,-1.3413,14,-1.6391
ENSG00000110514,MADD,769,3.13000,33,-2.3349,115,-0.4775,133,-0.2722,120,-0.4465,41,-2.0231,52,-1.6809,38,-2.1244
ENSG00000165916,PSMC3,83,-0.3502,13,-3.0682,83,-0.3471,179,1.06901,100,-0.0748,107,0.04066,97,-0.1136,99,-0.0844
ENSG00000149187,CELF1,83,0.02399,122,0.65347,86,0.07020,61,-0.5248,103,0.42195,53,-0.6903,76,-0.1237,73,-0.1793
ENSG00000213619,NDUFS3,83,-0.4581,117,0.07899,164,0.62816,101,-0.1835,163,0.72530,50,-1.2455,85,-0.4261,89,-0.3619
ENSG00000110536,PTPMT1,83,0.33737,255,2.43342,80,0.26274,45,-0.6857,39,-0.9247,22,-1.6952,39,-0.8387,28,-1.3542
ENSG00000172247,C1QTNF4,821,2.19238,108,-1.2496,227,-0.1134,83,-1.7586,221,-0.1701,132,-0.9536,321,0.44819,216,-0.1870
ENSG00000109919,MTCH2,83,0.11737,93,0.30106,69,-0.1883,112,0.70768,51,-0.7270,77,-0.0106,50,-0.6911,76,-0.0272
ENSG00000149177,PTPRJ,83,1.20346,0,-6.5860,55,0.49990,45,0.18411,55,0.54700,30,-0.4556,25,-0.7657,14,-1.6463
ENSG00000086205,FOLH1,83,1.44132,0,-6.3997,0,-7.0336,0,-8.2305,8,-2.3264,196,3.41904,16,-1.1873,46,0.40365
ENSG00000134817,APLNR,83,-0.3262,679,4.12954,87,-0.2514,27,-2.1237,16,-2.9227,3,-4.9315,34,-1.6778,50,-1.0949
ENSG00000149136,SSRP1,83,0.84351,81,0.80482,54,0.13356,48,-0.0511,48,-0.0813,31,-0.7398,42,-0.2881,15,-1.7837
ENSG00000134809,TIMM10,83,1.53353,41,0.30761,39,0.20629,36,0.11527,14,-1.4488,33,-0.0517,26,-0.3960,17,-1.0647
ENSG00000156587,UBE2L6,83,1.19098,23,-0.8998,68,0.83344,42,0.06593,26,-0.7916,31,-0.4232,47,0.20674,21,-1.0067
ENSG00000149131,SERPING1,83,0.24573,410,3.57736,128,0.97246,6,-3.8766,20,-2.0316,9,-3.0152,13,-2.5502,20,-1.9512
ENSG00000156603,MED19,83,1.99616,0,-5.9932,27,0.03498,25,-0.0904,22,-0.3780,27,0.03097,27,0.03370,9,-1.6862
ENSG00000213593,TMX2,83,-0.5500,167,0.56533,54,-1.2031,101,-0.2836,190,0.91457,171,0.60297,58,-1.1012,68,-0.8542
ENSG00000211450,SELENOH,83,-0.7651,44,-1.7286,132,-0.0454,242,1.13973,184,0.56339,110,-0.3292,76,-0.8987,63,-1.1870
ENSG00000198561,CTNND1,83,1.26356,50,0.37720,81,1.21998,17,-1.3300,11,-2.0026,49,0.36492,34,-0.2336,38,-0.0487
ENSG00000186660,ZFP91,83,0.36915,76,0.21789,58,-0.2046,24,-1.6345,55,-0.3390,109,0.82150,61,-0.1389,118,0.95069
ENSG00000110042,DTX4,83,1.27354,0,-6.5305,8,-2.4111,25,-0.7773,52,0.52865,73,1.04158,19,-1.1024,54,0.53784
ENSG00000110048,OSBP,83,0.86074,13,-2.0140,58,0.26500,54,0.16476,60,0.34721,39,-0.3873,24,-1.1177,50,0.00557
ENSG00000110107,PRPF19,857,2.75165,81,-1.3978,115,-0.8602,143,-0.5782,251,0.42505,48,-2.1510,75,-1.5078,34,-2.6753
ENSG00000110108,TMEM109,83,1.19080,48,0.25682,135,2.12967,20,-1.2156,23,-0.9652,9,-2.2169,23,-0.9159,26,-0.7086
ENSG00000006118,TMEM132A,83,-0.0675,162,1.03800,88,0.02864,75,-0.2697,112,0.47311,29,-1.6945,79,-0.1518,55,-0.7225
ENSG00000167986,DDB1,83,-1.0465,345,1.26365,179,0.14421,207,0.43234,165,0.00997,69,-1.3193,99,-0.7778,118,-0.5150
ENSG00000149532,CPSF7,83,1.19602,0,-5.8553,74,0.99348,27,-0.6922,55,0.55996,12,-1.8124,34,-0.3056,40,-0.0390
ENSG00000167985,SDHAF2,83,0.89663,41,-0.2678,83,0.89721,31,-0.7580,61,0.42106,27,-0.8847,38,-0.3908,28,-0.8464
ENSG00000011347,SYT7,83,1.39266,0,-6.4374,28,-0.4268,43,0.31104,69,1.25155,5,-2.7978,18,-1.0974,8,-2.3331
ENSG00000124920,MYRF,83,-0.0699,0,-7.6769,0,-8.2610,13,-2.9923,33,-1.5725,568,4.06220,69,-0.3614,57,-0.6551
ENSG00000134825,TMEM258,83,-0.7821,186,0.49354,319,1.43924,129,-0.1102,83,-0.8578,214,0.72892,81,-0.8222,67,-1.1215
ENSG00000134824,FADS2,83,-1.3068,653,2.18092,270,0.53828,134,-0.6400,98,-1.1508,88,-1.2192,177,-0.1515,208,0.11066
ENSG00000149485,FADS1,83,-0.4874,395,2.25668,164,0.59632,54,-1.2315,40,-1.7273,101,-0.1862,87,-0.4134,118,0.05572
ENSG00000221968,FADS3,83,0.88284,101,1.22743,56,0.23228,54,0.19437,52,0.13140,18,-1.4767,9,-2.5540,6,-3.0013
ENSG00000167996,FTH1,3446,0.40974,2918,0.13708,2978,0.17052,1646,-0.8360,1560,-0.9234,5031,1.05660,3001,0.18260,3010,0.18766
ENSG00000162174,ASRGL1,83,0.13787,70,-0.1357,27,-1.5634,65,-0.2926,86,0.21899,116,0.68748,67,-0.2001,98,0.40333
ENSG00000124942,AHNAK,83,-0.8445,616,2.75702,441,1.99402,17,-3.2872,17,-3.3530,32,-2.2624,44,-1.8104,149,0.05980
ENSG00000254772,EEF1G,707,1.13034,453,0.37047,518,0.59258,298,-0.3369,252,-0.6255,285,-0.3728,241,-0.6371,306,-0.2606
ENSG00000149541,B3GAT3,83,0.38881,91,0.53907,17,-2.0442,74,0.22122,105,0.91337,41,-0.7415,32,-1.0878,32,-1.0787
ENSG00000089597,GANAB,83,0.44992,137,1.31750,40,-0.7119,62,-0.0322,55,-0.2491,64,0.03459,36,-0.8555,36,-0.8635
ENSG00000204922,UQCC3,83,0.67871,123,1.37097,32,-0.8324,64,0.26369,64,0.26736,26,-1.1359,19,-1.6034,11,-2.3395
ENSG00000162191,UBXN1,83,0.47981,26,-1.3030,104,0.85512,55,-0.2038,45,-0.5358,80,0.41307,47,-0.4483,78,0.37298
ENSG00000168000,BSCL2,691,0.25468,106,-2.6042,482,-0.3216,999,1.03241,937,0.89485,202,-1.6496,246,-1.3530,306,-1.0244
ENSG00000162188,GNG3,311,0.33946,46,-2.5746,211,-0.2783,532,1.54668,275,0.15913,112,-1.2543,137,-0.9432,88,-1.6130
ENSG00000214753,HNRNPUL2,83,-0.4544,137,0.33203,120,0.12435,71,-0.7674,187,1.00966,96,-0.2262,88,-0.3748,73,-0.6596
ENSG00000168002,POLR2G,83,0.57590,23,-1.4518,92,0.74981,45,-0.4710,34,-0.9202,108,1.01405,50,-0.2402,72,0.33204
ENSG00000162231,NXF1,83,1.31710,43,0.17865,65,0.88758,24,-0.7780,46,0.33811,21,-0.9331,9,-2.0811,20,-0.9892
ENSG00000133316,WDR74,83,1.65182,0,-6.2403,26,-0.3466,34,0.13690,42,0.48761,12,-1.5202,16,-1.0512,31,-0.0646
ENSG00000168003,SLC3A2,1708,3.90617,269,-0.0218,218,-0.3513,82,-1.9539,96,-1.7138,24,-3.6019,76,-1.9405,75,-1.9623
ENSG00000176485,PLAAT3,83,-0.9758,268,0.89669,76,-1.1178,80,-1.1329,47,-1.9492,650,2.67706,133,-0.2605,98,-0.7249
ENSG00000184743,ATL3,83,1.53367,1,-5.1158,25,-0.4488,47,0.59861,4,-3.1110,85,1.57265,26,-0.4111,17,-1.0813
ENSG00000133318,RTN3,418,-1.2424,562,-0.7919,627,-0.6233,1427,0.81762,1492,0.91175,757,-0.3305,391,-1.3422,734,-0.3802
ENSG00000072518,MARK2,83,1.51975,0,-6.3398,0,-6.9739,22,-0.7567,64,1.24937,42,0.32704,26,-0.4073,19,-0.9379
ENSG00000176340,COX8A,83,-2.1816,297,-0.2614,628,0.97481,365,0.07446,467,0.54082,258,-0.4820,346,-0.0175,225,-0.6923
ENSG00000167770,OTUB1,83,-0.5374,99,-0.2701,126,0.11567,146,0.40554,177,0.78167,104,-0.1887,53,-1.2265,63,-0.9735
ENSG00000168439,STIP1,83,-0.2715,65,-0.6599,193,1.12428,128,0.47319,117,0.31307,68,-0.5913,49,-1.0707,41,-1.3602
ENSG00000149761,NUDT22,901,5.35650,0,-8.0057,19,-2.6138,36,-1.8240,24,-2.4267,20,-2.5632,25,-2.2553,11,-3.4204
ENSG00000110011,DNAJC4,83,1.29240,68,0.91965,25,-0.6611,24,-0.7894,36,-0.1064,34,-0.1844,26,-0.6161,29,-0.4491
ENSG00000173511,VEGFB,83,-0.6445,153,0.31862,263,1.24367,130,0.05529,112,-0.2077,64,-1.0531,144,0.21961,68,-0.9583
ENSG00000173486,FKBP2,83,1.03311,0,-6.7234,38,-0.2485,39,-0.2418,55,0.37367,59,0.44143,24,-0.9577,55,0.34630
ENSG00000173457,PPP1R14B,83,1.51800,0,-6.3409,40,0.25648,15,-1.3883,41,0.34724,8,-2.1641,45,0.44924,54,0.73065
ENSG00000002330,BAD,83,-0.0594,174,1.17165,46,-0.9818,120,0.61461,71,-0.3506,72,-0.2789,49,-0.8953,60,-0.5800
ENSG00000173264,GPR137,903,4.15707,119,-0.1991,59,-1.2914,36,-2.1268,70,-1.1084,37,-1.9831,16,-3.2029,8,-4.1195
ENSG00000173153,ESRRA,83,1.16160,75,0.98712,17,-1.3678,17,-1.5056,60,0.70388,18,-1.2685,23,-0.8831,45,0.12315
ENSG00000173113,TRMT112,83,-0.8206,164,0.24243,167,0.27585,221,0.86602,108,-0.4665,203,0.59485,63,-1.2494,72,-1.0334
ENSG00000126432,PRDX5,83,-2.7401,1139,1.36379,495,-0.0544,640,0.41549,530,0.06211,305,-0.8070,425,-0.2952,332,-0.6803
ENSG00000162302,RPS6KA4,83,1.54883,27,-0.3274,68,1.17511,22,-0.7444,33,-0.0369,17,-1.0588,18,-0.9192,13,-1.3840
ENSG00000110076,NRXN2,818,2.58946,5,-5.2361,87,-1.3065,171,-0.3099,213,0.07823,108,-0.9823,122,-0.8004,129,-0.7133
ENSG00000168066,SF1,83,-0.7142,311,1.47299,173,0.44780,105,-0.3991,132,0.01109,122,-0.1266,83,-0.7188,70,-0.9887
ENSG00000168067,MAP4K2,83,1.90150,0,-6.0584,6,-2.1691,12,-1.3212,44,0.86088,16,-0.8861,33,0.23881,30,0.07922
ENSG00000110047,EHD1,83,0.35810,83,0.34993,110,0.81693,65,-0.0387,62,-0.1325,48,-0.5037,45,-0.5996,43,-0.6725
ENSG00000110046,ATG2A,83,1.22134,67,0.84608,58,0.58734,27,-0.7028,43,0.13516,8,-2.3659,13,-1.6449,32,-0.3394
ENSG00000068971,PPP2R5B,83,0.46067,3,-4.4166,68,0.13733,87,0.60627,108,1.06976,25,-1.3767,32,-1.0175,25,-1.3999
ENSG00000213465,ARL2,83,-1.0153,220,0.51958,208,0.41923,157,-0.0348,183,0.23972,214,0.47061,118,-0.4872,80,-1.0721
ENSG00000149823,VPS51,83,0.21380,60,-0.3121,51,-0.5675,100,0.60054,80,0.16629,73,0.00169,70,-0.0678,32,-1.2696
ENSG00000149809,TM7SF2,726,2.83900,187,0.21526,64,-1.4502,140,-0.2707,104,-0.7683,96,-0.8235,42,-2.0684,31,-2.5013
ENSG00000149806,FAU,1455,1.42329,812,0.40496,951,0.66890,350,-1.0060,364,-0.9441,691,0.14055,448,-0.5450,548,-0.2313
ENSG00000162298,SYVN1,83,0.60667,110,1.08931,79,0.52292,44,-0.4655,57,-0.0251,51,-0.1719,22,-1.4631,27,-1.1597
ENSG00000149792,MRPL49,83,1.23719,95,1.47957,44,0.16719,37,-0.1320,27,-0.6558,9,-2.1570,26,-0.6333,12,-1.7915
ENSG00000014216,CAPN1,83,0.84717,0,-6.8765,72,0.61023,76,0.79497,69,0.61822,18,-1.5322,27,-0.9273,7,-2.8286
ENSG00000133884,DPF2,83,1.12417,98,1.42877,64,0.66752,22,-1.1005,22,-1.0905,56,0.43658,17,-1.3846,18,-1.2800
ENSG00000245532,NEAT1,83,-2.2901,1795,3.03165,270,-0.5257,173,-1.3059,93,-2.2588,383,0.02650,209,-0.9204,496,0.44638
ENSG00000251562,MALAT1,83,-5.0285,3880,0.74606,1337,-0.9573,721,-2.0104,1372,-1.0005,3564,0.60165,2804,0.20471,8847,2.32795
ENSG00000142186,SCYL1,83,0.76863,49,-0.0881,27,-1.0001,60,0.24320,69,0.52207,62,0.28859,27,-0.9937,15,-1.9096
ENSG00000168056,LTBP3,83,0.06987,371,2.95406,67,-0.2677,24,-1.9678,50,-0.7918,61,-0.4226,39,-1.1161,29,-1.5384
ENSG00000172977,KAT5,83,1.66733,0,-6.2288,12,-1.5166,47,0.74670,29,-0.1738,14,-1.2838,23,-0.4654,33,0.08186
ENSG00000172922,RNASEH2C,83,1.17962,22,-0.9743,102,1.56052,36,-0.2549,18,-1.4011,52,0.36116,20,-1.1275,27,-0.6628
ENSG00000172757,CFL1,83,-2.9399,788,0.48239,663,0.19683,744,0.44252,605,0.05611,800,0.50653,363,-0.7492,470,-0.3502
ENSG00000172500,FIBP,83,-0.0960,119,0.47572,82,-0.1299,107,0.35817,118,0.53509,51,-0.8658,41,-1.1910,59,-0.6218
ENSG00000175602,CCDC85B,83,-0.8556,107,-0.4715,167,0.23466,194,0.55603,157,0.15770,88,-0.7730,167,0.23864,128,-0.1936
ENSG00000175573,C11orf68,83,1.06162,0,-6.7002,30,-0.5794,45,0.03688,60,0.57720,45,0.02391,31,-0.5620,41,-0.0957
ENSG00000175550,DRAP1,83,-0.1420,19,-2.3832,214,1.46400,81,-0.1979,89,-0.0471,120,0.44287,72,-0.3643,62,-0.5927
ENSG00000175334,BANF1,83,-0.0654,166,1.08676,114,0.43525,56,-0.7414,82,-0.0954,115,0.45161,49,-0.8959,65,-0.4650
ENSG00000087365,SF3B2,83,-0.5475,306,1.65048,144,0.32555,91,-0.4629,102,-0.2641,94,-0.3559,84,-0.5409,85,-0.5213
ENSG00000175115,PACS1,83,0.75287,67,0.38501,36,-0.6102,49,-0.1312,73,0.60156,3,-4.0266,18,-1.5935,76,0.60529
ENSG00000174996,KLC2,83,0.50806,46,-0.4351,36,-0.8057,67,0.16208,103,1.01437,18,-1.8644,52,-0.2398,35,-0.8491
ENSG00000174903,RAB1B,83,-0.2330,203,1.25333,100,0.05793,84,-0.2530,85,-0.2193,93,-0.0540,82,-0.2548,66,-0.5952
ENSG00000174871,CNIH2,83,0.55359,24,-1.3605,83,0.54251,72,0.36794,75,0.43915,30,-1.0665,39,-0.6513,39,-0.6648
ENSG00000174851,YIF1A,83,0.66505,211,2.45540,1,-4.9908,41,-0.5076,25,-1.3211,63,0.20017,35,-0.7036,28,-1.0624
