Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000019995,ZRANB1,5,-3.1299,42,-0.0664,37,-0.2556,45,0.04849,79,1.02588,49,0.23340
ENSG00000175029,CTBP2,110,1.29579,28,-1.0977,14,-2.0556,52,-0.0135,106,1.22595,41,-0.4338
ENSG00000188690,UROS,200,1.38440,117,0.49221,22,-2.1732,74,-0.3440,66,-0.5343,69,-0.5303
ENSG00000107949,BCCIP,66,0.92674,41,0.09150,36,-0.1076,11,-1.8470,46,0.27324,34,-0.2253
ENSG00000150760,DOCK1,5,-2.7280,2,-4.3331,61,1.06570,19,-0.8967,53,0.81675,61,1.35436
ENSG00000108010,GLRX3,5,-3.1169,92,1.76812,9,-2.3980,33,-0.4431,33,-0.4171,40,-0.1260
ENSG00000175470,PPP2R2D,5,-2.5128,47,1.04913,13,-1.1734,24,-0.2598,14,-1.1240,39,0.62615
ENSG00000176171,BNIP3,97,-1.1910,379,1.34053,133,-0.7028,202,-0.0369,125,-0.8088,170,-0.3698
ENSG00000151640,DPYSL4,5,-2.2141,44,1.39935,12,-0.9835,16,-0.5794,20,-0.2217,22,-0.0900
ENSG00000165752,STK32C,5,-2.5909,39,0.54435,19,-0.7487,16,-0.9610,69,1.47893,26,-0.2560
ENSG00000068383,INPP5A,13,-1.4954,31,-0.2344,25,-0.5504,60,0.92002,33,-0.1314,44,0.45725
ENSG00000148826,NKX6-2,5,-2.9373,10,-2.2232,152,2.77486,6,-2.7377,6,-2.6658,58,0.86464
ENSG00000197177,ADGRA1,5,-3.1104,80,1.36249,6,-3.0082,40,-0.1162,73,0.90633,30,-0.6311
ENSG00000171798,KNDC1,115,-0.1348,105,-0.3094,58,-1.2009,123,-0.0169,289,1.51189,100,-0.4042
ENSG00000130640,TUBGCP2,5,-3.6471,94,0.83400,41,-0.6748,66,0.06872,127,1.22682,38,-0.8840
ENSG00000130643,CALY,282,-1.6392,1839,1.99510,205,-2.1174,839,0.06833,595,-0.4893,422,-1.1442
ENSG00000127884,ECHS1,162,0.00783,234,0.76503,91,-0.9163,98,-0.7893,162,0.00313,156,-0.0714
ENSG00000177963,RIC8A,94,0.55588,76,0.22384,12,-2.6058,40,-0.8305,119,0.96787,62,-0.1537
ENSG00000142082,SIRT3,5,-2.6889,37,0.26819,19,-0.8435,21,-0.6514,80,1.64286,29,-0.1887
ENSG00000185627,PSMD13,20,-2.1414,163,1.52845,54,-0.6887,61,-0.4809,70,-0.2643,66,-0.4343
ENSG00000185201,IFITM2,1431,5.60119,8,-5.0426,11,-4.2857,24,-3.2476,9,-4.6511,72,-1.7835
ENSG00000142089,IFITM3,1725,2.54860,64,-3.2323,246,-1.0367,180,-1.5132,526,0.17572,490,0.06665
ENSG00000182272,B4GALNT4,5,-3.8304,70,-0.0066,30,-1.3155,82,0.26049,181,1.71740,62,-0.2334
ENSG00000185187,SIGIRR,128,1.60657,24,-1.3563,51,-0.0557,20,-1.4672,38,-0.5096,67,0.50080
ENSG00000174915,PTDSS2,5,-2.7880,45,0.53678,31,-0.1841,42,0.35115,34,-0.0259,36,0.11249
ENSG00000023191,RNH1,5,-3.5408,65,0.22849,37,-0.6848,37,-0.7132,89,0.73473,82,0.71205
ENSG00000174775,HRAS,125,0.21214,191,1.19696,62,-0.9069,69,-0.7562,80,-0.5062,81,-0.5573
ENSG00000177030,DEAF1,66,-0.2180,87,0.27928,38,-1.0942,59,-0.3867,101,0.49021,83,0.18097
ENSG00000177156,TALDO1,5,-3.9673,131,1.13206,50,-0.6996,49,-0.7400,52,-0.6497,101,0.53507
ENSG00000177225,GATD1,5,-3.1038,23,-1.1015,29,-0.6192,34,-0.3850,118,1.86836,55,0.51544
ENSG00000184524,CEND1,216,-0.1552,500,1.73384,83,-1.6380,271,0.21792,122,-1.0550,104,-1.4337
ENSG00000177542,SLC25A22,5,-3.2426,92,1.52774,22,-1.1726,52,0.15856,67,0.59294,22,-1.2806
ENSG00000177600,RPLP2,2802,1.93959,431,-1.4444,626,-0.7337,364,-1.5633,844,-0.2580,1206,0.39642
ENSG00000177666,PNPLA2,76,1.42751,39,0.26491,6,-2.5401,39,0.22526,32,-0.1175,21,-0.8838
ENSG00000177697,CD151,283,1.65859,137,0.37780,39,-1.6710,69,-0.7858,90,-0.3669,76,-0.7255
ENSG00000177700,POLR2L,459,0.95306,289,0.17481,153,-0.8755,101,-1.5029,330,0.37170,247,-0.1281
ENSG00000177830,CHID1,5,-3.9402,123,1.01249,32,-1.3389,69,-0.1573,116,0.72554,70,-0.1532
ENSG00000183020,AP2A2,129,-0.3068,288,1.36353,49,-1.7868,146,-0.1038,186,0.29963,80,-1.1814
ENSG00000078902,TOLLIP,5,-4.6773,226,1.26953,67,-1.0111,143,0.20027,140,0.17156,103,-0.3871
ENSG00000174672,BRSK2,5,-2.9633,62,0.99569,25,-0.7000,73,1.09540,29,-0.4436,27,-0.6723
ENSG00000182208,MOB2,5,-2.4665,33,0.33835,35,0.41718,34,0.33263,35,0.40877,23,-0.3595
ENSG00000184545,DUSP8,5,-2.7045,60,1.37280,13,-1.4110,58,0.99197,15,-1.1986,24,-0.5598
ENSG00000244242,IFITM10,42,-0.2337,87,1.26819,29,-0.8478,37,-0.4645,36,-0.5068,37,-0.5292
ENSG00000117984,CTSD,171,-1.7789,974,1.31724,246,-1.2277,583,0.13877,487,-0.1588,428,-0.4199
ENSG00000214026,MRPL23,5,-3.3071,78,0.97039,13,-2.0659,36,-0.4770,46,-0.1207,69,0.68228
ENSG00000180176,TH,5,-5.8920,1066,4.88252,9,-5.1227,79,-2.0329,22,-3.8812,49,-2.9087
ENSG00000110651,CD81,1138,0.11950,544,-1.1783,821,-0.4123,558,-1.0186,2250,1.33922,1309,0.42380
ENSG00000129757,CDKN1C,5,-3.1186,4,-3.6036,158,2.46089,35,-0.4057,4,-3.5192,73,1.04337
ENSG00000205531,NAP1L4,5,-4.9048,219,0.78557,107,-0.5482,172,0.22910,146,-0.0472,166,0.19686
ENSG00000110619,CARS,5,-3.3563,73,0.74030,29,-0.9001,36,-0.5671,117,1.48399,37,-0.5637
ENSG00000177105,RHOG,5,-2.6692,16,-1.1926,43,0.49380,12,-1.4843,26,-0.3257,68,1.77212
ENSG00000167323,STIM1,71,0.86790,49,0.28191,17,-1.3843,27,-0.7307,92,1.35679,18,-1.4944
ENSG00000167325,RRM1,145,2.29796,31,-0.6318,5,-3.0626,31,-0.5483,49,0.17984,29,-0.7517
ENSG00000244734,HBB,66470,10.4550,5,-10.948,195,-5.6072,39,-7.8977,36,-8.0140,24,-8.8532
ENSG00000166311,SMPD1,5,-3.5898,111,1.37975,49,-0.3013,39,-0.6570,69,0.23009,46,-0.4761
ENSG00000166313,APBB1,62,-2.5476,598,1.33679,240,-0.4969,299,-0.1454,340,0.06210,239,-0.5739
ENSG00000110171,TRIM3,5,-2.2637,56,2.04674,12,-1.1044,18,-0.4084,9,-1.5424,18,-0.5490
ENSG00000132254,ARFIP2,63,0.47592,50,0.10626,19,-1.4558,54,0.20165,74,0.74195,35,-0.5377
ENSG00000132286,TIMM10B,37,0.06941,50,0.68312,38,0.10724,19,-0.9587,19,-1.0018,36,0.01996
ENSG00000166333,ILK,5,-3.5568,44,-0.4983,38,-0.6970,46,-0.3873,139,1.56274,75,0.50317
ENSG00000166337,TAF10,174,0.64637,113,-0.0927,85,-0.5381,67,-0.9039,209,0.97843,94,-0.4243
ENSG00000166340,TPP1,164,0.49647,115,-0.1161,110,-0.1670,82,-0.6405,149,0.33598,121,-0.0195
ENSG00000158042,MRPL17,84,1.13392,49,0.20452,25,-0.8549,37,-0.2677,39,-0.1661,33,-0.4920
ENSG00000175390,EIF3F,141,0.73773,63,-0.6798,45,-1.1248,48,-1.0058,121,0.46940,125,0.64309
ENSG00000166402,TUB,6,-3.3627,96,1.11975,19,-1.6630,72,0.40504,80,0.56984,43,-0.5159
ENSG00000166405,RIC3,5,-2.5946,59,1.50944,25,-0.3019,14,-1.2191,23,-0.4331,28,-0.1368
ENSG00000166441,RPL27A,1049,0.98976,273,-1.3574,540,-0.1527,271,-1.2343,588,-0.0128,875,0.80934
ENSG00000166444,ST5,5,-3.1274,14,-1.8858,27,-0.7304,19,-1.3175,154,2.46649,57,0.54030
ENSG00000175348,TMEM9B,5,-3.8321,73,0.07339,77,0.14433,55,-0.4131,130,1.06452,75,0.12882
ENSG00000175352,NRIP3,109,0.24379,198,1.73729,22,-2.2462,120,0.40932,34,-1.5615,35,-1.6824
ENSG00000184014,DENND5A,95,-0.3442,86,-0.5697,149,0.39317,116,-0.0176,105,-0.1925,152,0.51534
ENSG00000166471,TMEM41B,60,0.18851,53,-0.0266,28,-1.0164,36,-0.6292,83,0.74322,58,0.14962
ENSG00000205339,IPO7,98,0.06778,121,0.51471,65,-0.5966,69,-0.4838,128,0.51889,74,-0.4308
ENSG00000133812,SBF2,217,2.73609,5,-3.7113,32,-0.8725,30,-0.9697,51,-0.1344,51,-0.1419
ENSG00000148926,ADM,5,-2.5527,9,-1.9091,47,0.79351,36,0.33630,75,1.70473,26,-0.1932
ENSG00000255823,MTRNR2L8,2440,0.25313,601,-2.1093,5036,1.58715,3341,0.80040,809,-1.4937,1970,-0.1180
ENSG00000110315,RNF141,5,-4.3625,61,-0.9110,118,0.24374,68,-0.6357,117,0.23340,192,1.41079
ENSG00000072952,MRVI1,5,-2.6895,9,-2.1066,45,0.55385,47,0.63329,14,-1.2661,64,1.56004
ENSG00000198730,CTR9,5,-2.8606,47,0.51228,25,-0.6112,33,-0.1290,42,0.24815,45,0.44651
ENSG00000110321,EIF4G2,602,0.61027,560,0.58173,259,-0.7759,257,-0.7848,459,0.14465,333,-0.4315
ENSG00000236287,ZBED5,5,-2.3652,22,-0.3121,13,-1.0518,7,-1.8811,59,1.49124,38,0.83581
ENSG00000170242,USP47,91,0.45371,87,0.44554,67,-0.0620,58,-0.3008,22,-1.7529,72,0.06997
ENSG00000050165,DKK3,384,-0.8487,1125,1.17980,378,-0.8755,591,-0.1655,562,-0.2465,532,-0.3831
ENSG00000197702,PARVA,140,1.75805,52,-0.0574,24,-1.2394,31,-0.8762,46,-0.2347,41,-0.4689
ENSG00000187079,TEAD1,5,-3.0775,7,-2.8072,36,-0.2539,35,-0.2953,132,2.17455,56,0.59301
ENSG00000148925,BTBD10,5,-3.4651,117,1.78101,17,-1.8120,35,-0.6891,55,-0.0064,46,-0.3412
ENSG00000197601,FAR1,100,0.88623,76,0.50229,66,0.17327,29,-1.1164,41,-0.6033,44,-0.5650
ENSG00000262655,SPON1,5,-3.8795,20,-2.1655,77,0.08822,53,-0.5130,144,1.19568,132,1.30619
ENSG00000129083,COPB1,5,-3.0666,59,0.67455,15,-1.6129,22,-1.0527,93,1.39471,43,0.02951
ENSG00000129084,PSMA1,232,1.04882,208,1.05853,63,-1.1011,73,-0.8736,95,-0.4574,67,-1.1183
ENSG00000110696,C11orf58,57,-1.2603,140,0.16547,62,-1.1450,95,-0.4913,237,1.06907,148,0.27969
ENSG00000110700,RPS13,1159,1.04668,252,-1.5964,603,-0.0848,188,-1.8916,780,0.34243,925,0.77807
ENSG00000011405,PIK3C2A,5,-3.1874,10,-2.4055,41,-0.1389,43,-0.0802,92,1.24901,80,1.22539
ENSG00000070081,NUCB2,267,2.39172,40,-1.1429,34,-1.2708,35,-1.2380,60,-0.3996,71,-0.1609
ENSG00000129159,KCNC1,5,-2.9648,79,1.59644,29,-0.4911,67,0.92265,26,-0.6698,14,-1.7129
ENSG00000129158,SERGEF,5,-3.0822,91,1.76862,26,-0.7636,26,-0.7656,8,-2.4781,46,0.16102
ENSG00000110768,GTF2H1,66,1.23017,33,0.00766,24,-0.4994,26,-0.3479,37,0.22037,21,-0.7794
ENSG00000134333,LDHA,45,-2.8368,711,2.24392,108,-1.5487,210,-0.5211,151,-1.0301,192,-0.7472
ENSG00000074319,TSG101,5,-3.6134,97,0.99365,41,-0.6142,38,-0.7351,122,1.22858,42,-0.6589
ENSG00000110786,PTPN5,5,-3.0993,90,1.73243,16,-1.5006,57,0.50201,20,-1.1682,31,-0.5834
ENSG00000166833,NAV2,64,0.69748,7,-2.9134,26,-0.7472,16,-1.4578,120,1.93208,49,0.28518
ENSG00000091664,SLC17A6,5,-4.0535,205,2.30517,8,-3.5338,87,0.08580,51,-0.7582,48,-0.9462
ENSG00000198168,SVIP,179,0.50381,162,0.40124,148,0.17910,116,-0.2181,82,-0.7712,106,-0.4144
ENSG00000187398,LUZP2,21,-2.5138,58,-1.1306,68,-0.7676,85,-0.4353,140,0.39107,228,1.65842
ENSG00000176971,FIBIN,5,-2.9599,2,-4.6669,41,0.09411,18,-1.1839,101,1.74215,71,1.31981
ENSG00000129151,BBOX1,60,-0.1803,4,-4.3685,46,-0.6160,13,-2.4430,172,1.70271,120,1.25978
ENSG00000109881,CCDC34,5,-2.9355,40,0.10673,11,-1.9337,56,0.63750,95,1.65637,29,-0.5147
ENSG00000148943,LIN7C,5,-3.2671,40,-0.3488,60,0.37414,49,0.03134,58,0.32482,66,0.64432
ENSG00000049449,RCN1,76,0.20129,13,-2.7144,37,-0.9639,22,-1.7089,200,2.03001,90,0.57643
ENSG00000149100,EIF3M,372,2.14550,110,-0.1629,51,-1.3241,39,-1.7523,83,-0.5929,97,-0.3959
ENSG00000280798,LINC00294,5,-2.3994,47,1.26639,29,0.13968,30,0.20219,0,-6.0545,26,-0.0050
ENSG00000176102,CSTF3,12,-1.6660,44,0.42206,26,-0.5202,16,-1.2576,84,1.53480,29,-0.3397
ENSG00000110422,HIPK3,8,-2.8996,35,-0.9019,48,-0.2928,17,-1.9029,189,2.26665,65,0.23111
ENSG00000110427,KIAA1549L,5,-2.8320,62,1.22407,11,-1.8231,57,0.80843,54,0.70573,16,-1.3640
ENSG00000085063,CD59,394,0.03887,461,0.35672,291,-0.4548,255,-0.6588,411,0.11030,403,0.09018
ENSG00000110429,FBXO3,5,-3.8541,119,1.09626,49,-0.5921,35,-1.1248,122,0.91385,61,-0.2920
ENSG00000135363,LMO2,609,3.70417,10,-3.8533,15,-3.0519,45,-1.4856,141,0.31655,51,-1.4260
ENSG00000135387,CAPRIN1,5,-4.3678,135,0.55979,57,-0.9176,49,-1.1468,226,1.41780,105,0.04959
ENSG00000110435,PDHX,31,-0.8471,72,0.64347,26,-1.0760,72,0.53480,61,0.25297,42,-0.3826
ENSG00000026508,CD44,5,-4.1565,9,-3.6481,54,-0.8834,25,-2.0127,256,1.86210,194,1.69046
ENSG00000110436,SLC1A2,84,-2.7186,152,-2.0040,737,0.67094,310,-0.7551,403,-0.3400,1069,1.80055
ENSG00000149090,PAMR1,5,-3.4842,0,-6.3184,49,-0.2012,25,-1.2467,198,2.48333,83,0.82852
ENSG00000166326,TRIM44,66,-0.7294,98,-0.1182,109,0.07185,146,0.57454,96,-0.1253,110,0.10534
ENSG00000110442,COMMD9,33,-0.7461,66,0.44411,55,0.05066,49,-0.1239,45,-0.2671,55,0.06548
ENSG00000166181,API5,5,-3.4412,106,1.51638,53,-0.0445,36,-0.6477,23,-1.3197,52,-0.0816
ENSG00000052841,TTC17,5,-2.4806,34,0.40110,16,-0.8708,23,-0.3312,67,1.56491,22,-0.4341
ENSG00000149084,HSD17B12,5,-4.8918,193,0.55395,159,0.12832,120,-0.3295,217,0.66372,144,-0.0390
ENSG00000187479,C11orf96,1026,4.33127,41,-2.3892,50,-1.9191,49,-1.9594,13,-3.8801,80,-1.3343
ENSG00000151348,EXT2,10,-1.9337,46,0.45834,19,-1.0361,52,0.60856,74,1.25857,22,-0.9049
ENSG00000085117,CD82,5,-3.3740,19,-1.6807,99,1.14129,23,-1.2536,128,1.64980,59,0.26905
ENSG00000175274,TP53I11,6,-2.7014,70,1.38244,15,-1.4641,55,0.63666,12,-1.7486,36,-0.0638
ENSG00000019505,SYT13,5,-4.3551,251,2.27457,42,-1.3843,100,-0.0245,16,-2.7472,73,-0.6034
ENSG00000175264,CHST1,5,-3.8909,117,0.99075,38,-1.0255,77,0.07593,62,-0.2789,85,0.29471
ENSG00000121671,CRY2,5,-3.4635,53,-0.0580,33,-0.8003,79,0.61913,115,1.31108,50,-0.1809
ENSG00000121653,MAPK8IP1,47,-2.3093,270,0.48151,204,-0.0659,205,-0.0615,323,0.71734,190,-0.2101
ENSG00000121680,PEX16,5,-2.4799,33,0.35803,13,-1.1543,32,0.22339,47,0.90339,29,0.08772
ENSG00000149091,DGKZ,175,1.49652,99,0.54850,22,-1.9161,41,-0.9544,82,0.13145,44,-0.9803
ENSG00000175224,ATG13,5,-3.4255,75,0.70079,39,-0.4946,79,0.66943,59,0.16184,47,-0.2369
ENSG00000175220,ARHGAP1,5,-2.9481,36,-0.1388,42,0.13413,50,0.43863,65,0.90978,37,-0.0772
ENSG00000175216,CKAP5,8,-3.3437,146,1.44744,48,-0.7332,68,-0.1869,34,-1.2532,80,0.09657
ENSG00000134569,LRP4,5,-2.4315,2,-3.7798,31,0.23687,17,-0.7039,53,1.16436,52,1.48829
ENSG00000149179,C11orf49,5,-3.8326,122,1.19038,30,-1.3288,88,0.37577,102,0.62477,47,-0.7301
ENSG00000149182,ARFGAP2,37,-1.4146,118,0.50712,71,-0.4191,89,-0.0578,109,0.28585,96,0.09204
ENSG00000134575,ACP2,5,-3.0499,81,1.53642,18,-1.2558,43,0.09143,49,0.30147,25,-0.8815
ENSG00000110514,MADD,5,-4.1003,167,1.53508,51,-0.7971,90,0.10163,90,0.09401,54,-0.8159
ENSG00000165916,PSMC3,8,-4.1763,216,1.00609,120,-0.1869,133,-0.0112,113,-0.2780,134,0.00076
ENSG00000149187,CELF1,66,-0.3292,64,-0.4342,48,-0.8164,93,0.23313,178,1.41304,66,-0.3648
ENSG00000213619,NDUFS3,47,-0.5567,65,-0.0428,63,-0.0898,72,0.13920,122,1.05244,49,-0.5624
ENSG00000110536,PTPMT1,5,-3.2563,31,-0.7859,25,-1.0140,29,-0.7602,144,2.08642,57,0.37501
ENSG00000172247,C1QTNF4,5,-5.4284,62,-2.0966,275,0.40667,167,-0.4165,331,0.72651,413,1.45390
ENSG00000109919,MTCH2,5,-3.6522,87,0.67285,46,-0.4799,53,-0.2461,66,0.09910,77,0.42141
ENSG00000149177,PTPRJ,5,-2.3898,48,1.33511,17,-0.6341,47,1.00358,11,-1.2686,16,-0.8756
ENSG00000134817,APLNR,5,-4.8800,16,-3.5012,101,-0.5801,46,-1.7964,421,1.98059,280,1.46557
ENSG00000149136,SSRP1,5,-3.3152,56,0.25324,43,-0.2063,33,-0.6600,92,1.07972,55,0.19737
ENSG00000134809,TIMM10,5,-2.3165,21,-0.3128,18,-0.5064,12,-1.1632,43,0.94954,39,0.95762
ENSG00000156587,UBE2L6,5,-3.0213,51,0.45963,18,-1.2156,26,-0.6705,11,-1.9910,80,1.54687
ENSG00000149131,SERPING1,563,2.89544,11,-3.9961,25,-2.5656,25,-2.5934,347,1.70223,54,-1.5809
ENSG00000166793,YPEL4,56,0.87207,65,1.46513,6,-2.5567,17,-1.0799,36,0.10842,12,-1.7005
ENSG00000156603,MED19,5,-2.4206,28,0.07515,23,-0.2272,45,0.89405,48,1.00772,18,-0.6780
ENSG00000213593,TMX2,5,-4.1793,93,0.07765,59,-0.6764,110,0.34249,88,-0.0348,134,0.84282
ENSG00000211450,SELENOH,186,0.34934,185,0.39930,57,-1.5323,67,-1.2883,244,0.82484,143,-0.1067
ENSG00000198561,CTNND1,113,1.69133,17,-1.6563,14,-1.7787,36,-0.3265,100,1.43337,30,-0.7230
ENSG00000186660,ZFP91,5,-3.3854,21,-1.5485,62,0.28570,45,-0.2552,104,1.18897,81,0.89902
ENSG00000110042,DTX4,50,0.15471,36,-0.4069,35,-0.4394,48,0.08896,79,0.95832,39,-0.2628
ENSG00000110048,OSBP,62,0.63279,53,0.45725,25,-0.8246,46,0.14633,27,-0.7220,36,-0.2933
ENSG00000110107,PRPF19,176,0.34572,248,1.19701,37,-2.0836,117,-0.3218,85,-0.8215,116,-0.3862
ENSG00000110108,TMEM109,270,3.14617,19,-1.9665,16,-2.0417,25,-1.3702,43,-0.5191,45,-0.5406
ENSG00000006118,TMEM132A,6,-4.6971,153,0.16564,124,-0.2113,117,-0.3079,202,0.60730,186,0.56557
ENSG00000167986,DDB1,77,-1.5320,242,0.33115,88,-1.3339,135,-0.6657,537,1.76306,160,-0.4633
ENSG00000149532,CPSF7,5,-2.9255,38,0.03111,26,-0.5827,42,0.17435,77,1.23917,38,-0.0047
ENSG00000167985,SDHAF2,90,1.03257,63,0.46578,20,-1.4025,36,-0.5101,43,-0.2185,41,-0.3542
ENSG00000011347,SYT7,202,2.51708,67,0.37897,5,-3.5276,83,0.67480,7,-3.0104,7,-3.3163
ENSG00000124920,MYRF,21,-0.9316,6,-2.8040,106,1.90494,15,-1.4163,15,-1.4079,66,1.20392
ENSG00000134825,TMEM258,31,-2.0166,109,-0.0872,74,-0.6882,56,-1.1356,249,1.38334,143,0.45136
ENSG00000134824,FADS2,43,-2.6879,89,-1.7788,199,-0.3748,227,-0.1640,507,1.23888,427,1.15065
ENSG00000149485,FADS1,13,-3.4257,43,-1.8890,107,-0.3385,148,0.18844,230,0.95611,236,1.27094
ENSG00000221968,FADS3,115,1.43366,83,1.01636,6,-3.1265,29,-0.9249,66,0.42183,15,-2.1005
ENSG00000167996,FTH1,2874,0.08023,1176,-1.4702,4089,0.68365,1435,-1.0269,2694,-0.0269,4231,0.91702
ENSG00000162174,ASRGL1,30,-1.7473,117,0.45788,95,0.03695,118,0.39350,52,-0.9311,108,0.29042
ENSG00000124942,AHNAK,444,1.92110,13,-3.9818,64,-1.4093,41,-2.0688,269,0.92030,209,0.57287
ENSG00000254772,EEF1G,772,0.99960,354,-0.3812,252,-0.8662,202,-1.2071,395,-0.1541,572,0.55890
ENSG00000149541,B3GAT3,5,-3.8925,160,1.76414,40,-1.0057,41,-0.9363,63,-0.2892,66,-0.2501
ENSG00000089597,GANAB,15,-2.2045,102,1.01368,21,-1.6637,34,-0.9941,95,0.70027,68,0.14424
ENSG00000204922,UQCC3,5,-2.7895,58,1.12838,13,-1.4788,27,-0.3906,42,0.33988,35,0.06155
ENSG00000162191,UBXN1,101,0.61011,64,-0.1638,32,-1.2536,49,-0.5891,63,-0.1682,95,0.59977
ENSG00000168000,BSCL2,117,-2.3180,1253,2.14656,162,-1.8336,476,-0.1609,316,-0.8125,313,-0.9290
ENSG00000162188,GNG3,312,0.12678,704,2.22110,101,-1.6379,186,-0.7049,52,-2.6112,126,-1.4420
ENSG00000214753,HNRNPUL2,5,-4.2192,114,0.39429,66,-0.5535,105,0.20227,89,-0.0733,126,0.61736
ENSG00000168002,POLR2G,5,-3.7872,59,-0.2691,74,0.12708,52,-0.4412,82,0.30613,108,0.95670
ENSG00000162236,STX5,23,-0.5095,43,0.59116,10,-1.7027,25,-0.3811,60,1.10864,25,-0.4320
ENSG00000133316,WDR74,5,-2.3003,30,0.38291,19,-0.4344,22,-0.1891,26,0.09366,33,0.56075
ENSG00000168003,SLC3A2,139,0.08423,74,-1.0232,90,-0.6144,70,-1.0070,254,1.14076,178,0.60431
ENSG00000176485,PLAAT3,486,1.89951,59,-1.8306,163,-0.1138,55,-1.7827,199,0.21750,187,0.13323
ENSG00000184743,ATL3,55,0.71775,38,0.12589,17,-1.1831,25,-0.5501,43,0.29143,35,-0.0298
ENSG00000133318,RTN3,160,-2.5762,1804,1.74253,456,-0.9990,666,-0.4054,637,-0.4752,657,-0.4875
ENSG00000072518,MARK2,5,-2.5455,31,0.10634,18,-0.7146,32,0.16090,50,0.93928,32,0.21675
ENSG00000176340,COX8A,132,-1.4611,407,0.38355,253,-0.4561,190,-0.9042,478,0.59842,409,0.39369
ENSG00000167770,OTUB1,20,-2.5827,210,1.43684,59,-1.0047,125,0.20076,117,0.09790,72,-0.7833
ENSG00000168439,STIP1,5,-4.2281,180,1.48743,37,-1.4500,84,-0.1526,174,1.09240,41,-1.3981
ENSG00000149743,TRPT1,26,-0.2377,31,0.08667,9,-1.8604,44,0.65410,54,1.00259,22,-0.5392
ENSG00000149761,NUDT22,9,-1.7132,30,0.01245,36,0.35614,14,-1.1770,49,0.87637,34,0.25691
ENSG00000110011,DNAJC4,158,1.80484,36,-0.8975,54,-0.1479,24,-1.4237,67,0.20284,49,-0.3324
ENSG00000173511,VEGFB,5,-5.0063,207,0.52851,117,-0.4948,114,-0.5344,210,0.47173,206,0.52199
ENSG00000173486,FKBP2,5,-2.9893,59,0.74523,24,-0.8253,18,-1.3061,65,0.79842,48,0.33247
ENSG00000173457,PPP1R14B,5,-3.2585,34,-0.5896,38,-0.3460,38,-0.3592,93,1.18114,68,0.74253
ENSG00000002330,BAD,219,0.92405,144,0.23503,62,-1.1394,106,-0.3006,183,0.60100,83,-0.7854
ENSG00000173264,GPR137,163,1.67444,51,-0.4382,15,-2.2023,61,-0.1072,105,0.82736,36,-1.0345
ENSG00000173153,ESRRA,173,2.60865,21,-1.3602,17,-1.4988,35,-0.4582,45,-0.0182,28,-0.8779
ENSG00000173113,TRMT112,257,0.51383,303,0.99420,55,-1.9131,138,-0.5142,200,0.08956,130,-0.6810
ENSG00000126432,PRDX5,89,-2.8249,596,0.09521,340,-0.8192,388,-0.6098,1725,2.10147,402,-0.6312
ENSG00000162302,RPS6KA4,133,2.09425,22,-1.1960,17,-1.4440,31,-0.5370,65,0.68104,29,-0.7207
ENSG00000110076,NRXN2,242,0.72108,191,0.37326,84,-1.0123,220,0.55217,112,-0.5560,114,-0.6031
ENSG00000068976,PYGM,5,-2.6099,5,-2.9611,53,0.94299,2,-3.7945,35,0.22306,70,1.97696
ENSG00000168066,SF1,5,-4.4325,119,0.19615,70,-0.6835,87,-0.3426,292,1.84204,84,-0.4564
ENSG00000110047,EHD1,5,-3.7279,68,0.06116,41,-0.7366,77,0.25375,43,-0.6821,112,1.14911
ENSG00000110046,ATG2A,77,1.28948,55,0.81417,11,-1.8000,13,-1.6339,31,-0.2738,27,-0.5776
ENSG00000068971,PPP2R5B,26,-1.6987,157,1.55474,14,-2.6105,125,0.78012,64,-0.3391,45,-1.0129
ENSG00000213465,ARL2,50,-1.8634,202,0.39097,137,-0.3133,147,-0.1978,213,0.42098,188,0.24845
ENSG00000149823,VPS51,218,1.41623,98,-0.0050,64,-0.6850,56,-0.8929,96,-0.0367,78,-0.4209
ENSG00000149809,TM7SF2,5,-4.4405,160,0.82892,59,-0.9587,93,-0.2390,208,1.15149,88,-0.3773
ENSG00000149806,FAU,610,-0.0533,411,-0.7763,684,0.13368,232,-1.5666,736,0.25810,981,0.93150
ENSG00000162298,SYVN1,5,-2.6583,38,0.36255,25,-0.3865,21,-0.6104,73,1.49605,26,-0.3564
ENSG00000149792,MRPL49,5,-2.4625,39,0.70871,17,-0.7124,19,-0.5735,40,0.64263,30,0.16421
ENSG00000014216,CAPN1,107,0.61617,112,0.85577,33,-1.2761,61,-0.3160,46,-0.7606,61,-0.3465
ENSG00000133884,DPF2,5,-2.3340,34,0.62661,27,0.09639,14,-0.9179,29,0.21364,29,0.27750
ENSG00000245532,NEAT1,818,1.22529,98,-2.3765,368,-0.1695,296,-0.5212,1075,1.77689,257,-0.8352
ENSG00000251562,MALAT1,3142,0.45275,501,-2.5968,3564,0.67278,2152,-0.1792,4119,0.93378,2616,0.16694
ENSG00000142186,SCYL1,5,-3.2210,83,1.26588,51,0.13063,37,-0.3902,46,-0.0399,34,-0.5596
