Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000119414,PPP6C,58,-0.6792,47,-0.7848,82,0.08896,41,-0.9889,90,0.23952,206,1.73615
ENSG00000044574,HSPA5,391,1.06345,136,-1.1111,152,-0.9443,349,0.37691,90,-1.7353,206,-0.4709
ENSG00000165219,GAPVD1,35,-1.1950,31,-1.0474,37,-0.7816,45,-0.4973,90,0.63724,206,2.24536
ENSG00000119487,MAPKAP1,55,-0.4435,19,-1.8625,7,-3.2439,52,-0.3768,90,0.50650,206,2.07354
ENSG00000167081,PBX3,85,-0.2294,55,-0.8233,70,-0.4601,78,-0.2798,90,-0.0603,206,1.37415
ENSG00000196814,MVB12B,24,-2.3314,25,-1.7634,255,2.16816,35,-1.2646,90,0.22209,206,1.71467
ENSG00000136895,GARNL3,58,-0.3615,27,-1.4238,6,-3.4296,42,-0.7235,90,0.48709,206,2.04843
ENSG00000197958,RPL12,191,-1.4324,381,0.03903,573,0.72330,1116,1.99775,307,-0.3068,206,-0.9262
ENSG00000148356,LRSAM1,81,0.06870,10,-3.1176,52,-0.6480,26,-1.6943,90,0.22342,206,1.71631
ENSG00000136854,STXBP1,845,1.42556,171,-1.8001,98,-2.6235,217,-1.4417,878,0.78566,206,-1.5201
ENSG00000106992,AK1,115,-1.1817,54,-1.9691,75,-1.4836,880,2.98570,90,-1.2138,206,0.08272
ENSG00000160408,ST6GALNAC6,72,-0.4978,42,-1.1467,51,-0.8526,118,0.47703,90,0.03017,206,1.48186
ENSG00000136908,DPM2,55,-0.5845,17,-2.1056,37,-0.9866,59,-0.2570,90,0.41643,206,1.95785
ENSG00000167106,FAM102A,38,-1.6183,33,-1.4103,199,1.55603,58,-0.5393,90,0.15058,206,1.62715
ENSG00000148339,SLC25A25,52,-0.6160,24,-1.5705,6,-3.4895,75,0.16226,90,0.46282,206,2.01717
ENSG00000148334,PTGES2,114,0.35574,63,-0.7218,57,-0.8897,29,-1.9092,90,-0.1715,206,1.24359
ENSG00000171159,C9orf16,254,1.01190,87,-1.1514,101,-0.9292,143,-0.3880,90,-1.1039,206,0.20112
ENSG00000106976,DNM1,744,2.60864,132,-1.7073,56,-2.9548,123,-1.8067,90,-2.2728,206,-1.0311
ENSG00000167110,GOLGA2,93,-0.1737,64,-0.6977,85,-0.2563,79,-0.3724,90,-0.1596,206,1.25746
ENSG00000167112,TRUB2,89,0.03222,56,-0.6917,49,-0.9020,31,-1.5987,90,0.04713,206,1.50218
ENSG00000167113,COQ4,70,-0.6024,25,-1.9391,79,-0.2193,131,0.62333,90,-0.0008,206,1.44477
ENSG00000167114,SLC27A4,116,0.65059,54,-0.8490,1,-6.2490,18,-2.4698,90,-0.0470,206,1.38999
ENSG00000167123,CERCAM,19,-2.9802,72,-0.3965,385,2.77139,4,-4.4194,90,-0.0458,206,1.39137
ENSG00000197694,SPTAN1,629,1.19464,283,-0.6722,179,-1.3672,614,0.58485,90,-2.3931,206,-1.1553
ENSG00000119335,SET,160,-0.4593,223,0.23554,239,0.35147,341,0.96201,90,-1.1915,206,0.10673
ENSG00000160445,ZER1,139,0.59433,49,-1.2962,60,-0.9731,53,-1.1843,90,-0.3553,206,1.03131
ENSG00000107021,TBC1D13,63,-0.2642,46,-0.6603,23,-1.6854,11,-2.7467,90,0.42133,206,1.96410
ENSG00000136802,LRRC8A,159,0.70674,58,-1.1839,47,-1.5114,84,-0.6286,90,-0.5125,206,0.85295
ENSG00000148341,SH3GLB2,153,0.36735,72,-0.9679,171,0.40276,54,-1.4183,90,-0.6302,206,0.72099
ENSG00000148343,MIGA2,53,-0.4688,39,-0.7985,16,-2.0763,18,-1.9521,90,0.54393,206,2.12224
ENSG00000095321,CRAT,123,0.55743,46,-1.2328,54,-0.9892,22,-2.3233,90,-0.1867,206,1.22585
ENSG00000119383,PTPA,157,0.44099,65,-1.1292,81,-0.7844,134,0.00262,90,-0.6251,206,0.72667
ENSG00000148335,NTMT1,52,-0.4877,26,-1.4137,19,-1.8599,26,-1.3597,90,0.56276,206,2.14688
ENSG00000136819,C9orf78,81,-0.4965,107,0.10032,58,-0.8676,115,0.22849,90,-0.1723,206,1.24269
ENSG00000136878,USP20,73,-0.1433,23,-1.8362,38,-1.0863,46,-0.8131,90,0.24541,206,1.74343
ENSG00000187239,FNBP1,49,-1.5018,113,0.21734,217,1.37353,66,-0.6368,90,-0.1448,206,1.27482
ENSG00000148358,GPR107,73,-0.3132,19,-2.2152,98,0.26501,43,-1.0454,90,0.12580,206,1.59704
ENSG00000107130,NCS1,233,0.97049,122,-0.5178,66,-1.4597,108,-0.7085,90,-0.9894,206,0.32538
ENSG00000130707,ASS1,205,1.46517,19,-2.9380,18,-3.0032,37,-1.9327,90,-0.6114,206,0.74198
ENSG00000126878,AIF1L,17,-3.3657,108,0.03601,445,2.80202,35,-1.6821,90,-0.2572,206,1.14410
ENSG00000130723,PRRC2B,147,0.35852,96,-0.4687,60,-1.1878,119,-0.1230,90,-0.5661,206,0.79262
ENSG00000130714,POMT1,65,-0.4541,25,-1.7610,78,-0.0195,49,-0.7384,90,0.21460,206,1.70546
ENSG00000107263,RAPGEF1,57,-0.6343,29,-1.4191,31,-1.3661,84,0.20775,90,0.31725,206,1.83272
ENSG00000107290,SETX,44,-1.0407,37,-0.9969,42,-0.7935,77,0.16732,90,0.41953,206,1.96179
ENSG00000160271,RALGDS,48,-1.2640,32,-1.5271,187,1.36479,61,-0.5388,90,0.08975,206,1.55344
ENSG00000148296,SURF6,44,-1.0931,29,-1.3842,99,0.54542,43,-0.7943,90,0.38105,206,1.91296
ENSG00000148303,RPL7A,508,0.10977,393,-0.3430,680,0.55448,983,1.20848,90,-2.5697,206,-1.3372
ENSG00000148290,SURF1,67,-0.9288,69,-0.6066,85,-0.2792,191,1.08584,90,-0.1868,206,1.22582
ENSG00000148248,SURF4,54,-0.8569,32,-1.3582,94,0.29603,66,-0.2688,90,0.22968,206,1.72402
ENSG00000160326,SLC2A6,144,0.90273,35,-1.7015,36,-1.6510,16,-2.8132,90,-0.2737,206,1.12503
ENSG00000123454,DBH,1578,4.18099,41,-4.3220,0,-10.972,95,-3.1237,90,-3.2013,206,-1.9829
ENSG00000169925,BRD3,19,-2.3568,54,-0.3129,90,0.52109,70,0.11226,90,0.52973,206,2.10372
ENSG00000130558,OLFM1,255,1.01818,126,-0.6016,58,-1.7670,149,-0.3291,90,-1.1123,206,0.19205
ENSG00000130559,CAMSAP1,51,-0.6650,24,-1.6282,59,-0.2459,31,-1.2415,90,0.45328,206,2.00493
ENSG00000130560,UBAC1,34,-1.3826,25,-1.4652,26,-1.4419,104,0.78035,90,0.52568,206,2.09844
ENSG00000148411,NACC2,39,-1.7800,102,0.15522,169,1.01754,110,0.28114,90,-0.0453,206,1.39197
ENSG00000165688,PMPCA,76,-0.0262,25,-1.6985,28,-1.5219,36,-1.1545,90,0.26084,206,1.76252
ENSG00000172889,EGFL7,210,1.31319,63,-1.2504,9,-4.0803,52,-1.5155,90,-0.6950,206,0.64875
ENSG00000165716,DIPK1B,106,0.42142,34,-1.5162,18,-2.4315,46,-1.0661,90,-0.0143,206,1.42873
ENSG00000233016,SNHG7,66,-0.5785,28,-1.6811,103,0.33990,64,-0.4271,90,0.11573,206,1.58484
ENSG00000244187,TMEM141,144,0.37970,46,-1.5532,110,-0.2077,101,-0.3483,90,-0.5285,206,0.83493
ENSG00000196642,RABL6,83,-0.6202,158,0.62816,121,0.18383,66,-0.7726,90,-0.2980,206,1.09712
ENSG00000054148,PHPT1,129,-0.5804,102,-0.7585,184,0.17728,387,1.48680,90,-0.9525,206,0.36554
ENSG00000107223,EDF1,460,1.05516,204,-0.7440,311,-0.0795,293,-0.1775,90,-1.9811,206,-0.7281
ENSG00000159069,FBXW5,104,-0.1407,92,-0.2912,89,-0.3460,98,-0.1928,90,-0.3221,206,1.06935
ENSG00000107317,PTGDS,360,-2.4000,1572,0.42149,4818,2.64922,2832,1.47847,90,-3.9085,206,-2.7000
ENSG00000148362,PAXX,58,-0.7864,27,-1.6947,89,0.13786,92,0.18101,90,0.15275,206,1.62979
ENSG00000107331,ABCA2,116,-1.4879,167,-0.5231,1051,3.01387,111,-1.1448,90,-1.4671,206,-0.1877
ENSG00000107281,NPDC1,416,1.25512,85,-1.8401,151,-0.9821,338,0.29887,90,-1.7573,206,-0.4940
ENSG00000177239,MAN1B1,109,0.25073,31,-1.7756,77,-0.3924,52,-1.0063,90,-0.1555,206,1.26233
ENSG00000176978,DPP7,126,-0.0131,70,-0.9200,51,-1.4030,218,0.91704,90,-0.5424,206,0.81922
ENSG00000176884,GRIN1,416,2.10281,117,-1.1203,29,-3.1874,41,-2.6648,90,-1.5099,206,-0.2331
ENSG00000176101,SSNA1,73,-0.5676,41,-1.2687,122,0.46042,80,-0.2256,90,-0.0374,206,1.40133
ENSG00000212864,RNF208,82,0.02713,40,-1.0932,52,-0.7054,15,-2.5791,90,0.16474,206,1.64440
ENSG00000188229,TUBB4B,988,1.85825,157,-2.0303,146,-2.1441,761,0.41979,90,-2.8521,206,-1.6266
ENSG00000188986,NELFB,55,-0.8825,26,-1.7301,54,-0.6565,137,0.86429,90,0.15802,206,1.63620
ENSG00000165802,NSMF,54,-1.5621,64,-0.8866,72,-0.6993,366,2.16909,90,-0.3572,206,1.02918
ENSG00000182154,MRPL41,193,0.36235,112,-0.6524,161,-0.0874,183,0.12161,90,-0.9917,206,0.32282
ENSG00000148408,CACNA1B,101,0.58098,18,-2.2701,14,-2.6636,7,-3.6001,90,0.15062,206,1.62720
ENSG00000015171,ZMYND11,53,-2.3100,68,-1.4078,106,-0.7315,104,-0.7682,828,3.24460,206,0.32559
ENSG00000151240,DIP2C,45,-0.8533,41,-0.7252,54,-0.2990,16,-2.1660,90,0.53346,206,2.10858
ENSG00000107937,GTPBP4,51,-0.5681,51,-0.3967,21,-1.7181,12,-2.5125,90,0.53787,206,2.11433
ENSG00000067064,IDI1,409,1.38391,124,-1.2130,195,-0.5072,167,-0.7496,90,-1.6887,206,-0.4220
ENSG00000067057,PFKP,621,2.07405,117,-1.7294,95,-2.0394,227,-0.7150,90,-2.1126,206,-0.8650
ENSG00000107959,PITRM1,117,0.31007,25,-2.1610,91,-0.2165,58,-0.9105,90,-0.2356,206,1.16907
ENSG00000187134,AKR1C1,78,0.10375,6,-3.5847,0,-8.1230,58,-0.4028,90,0.30878,206,1.82214
ENSG00000057608,GDI2,282,1.00977,97,-1.1526,160,-0.3765,145,-0.5343,90,-1.2647,206,0.02812
ENSG00000134453,RBM17,27,-3.1737,54,-1.5820,38,-2.1108,101,-0.6400,857,3.73875,206,0.50670
ENSG00000170525,PFKFB3,38,-1.6447,56,-0.6351,34,-1.3825,210,1.64103,90,0.13047,206,1.60271
ENSG00000165629,ATP5F1C,280,1.06369,54,-1.9919,159,-0.3565,160,-0.3526,90,-1.2356,206,0.05930
ENSG00000165632,TAF3,27,-1.6789,68,0.18108,31,-1.0452,44,-0.5018,90,0.64636,206,2.25755
ENSG00000107485,GATA3,142,1.07664,8,-3.7621,12,-3.1488,19,-2.4991,90,-0.1755,206,1.23892
ENSG00000048740,CELF2,37,-1.4304,55,-0.4485,39,-0.9613,115,0.76531,90,0.35013,206,1.87396
ENSG00000151461,UPF2,25,-1.7781,66,0.13692,45,-0.4612,34,-0.9117,90,0.66790,206,2.28640
ENSG00000065665,SEC61A2,143,0.63921,26,-2.2748,97,-0.2641,40,-1.6205,90,-0.3869,206,0.99524
ENSG00000151465,CDC123,64,-0.3473,28,-1.4830,41,-0.9088,40,-0.9549,90,0.33711,206,1.85760
ENSG00000123240,OPTN,398,1.08869,184,-0.6682,207,-0.4827,246,-0.2096,90,-1.7520,206,-0.4884
ENSG00000065809,FAM107B,14,-3.5336,80,-0.3872,421,2.74289,65,-0.7077,90,-0.2050,206,1.20460
ENSG00000176244,ACBD7,8,-3.9267,94,0.47648,23,-1.7178,192,1.78314,90,0.39702,206,1.93318
ENSG00000148468,FAM171A1,109,-1.5373,124,-0.9246,540,1.54345,56,-2.1336,657,1.94630,206,-0.1336
ENSG00000026025,VIM,30,-2.6773,57,-1.1483,66,-0.9269,539,2.99340,90,-0.4533,206,0.91981
ENSG00000136738,STAM,77,0.02234,25,-1.7060,51,-0.6378,6,-3.7927,90,0.27420,206,1.77908
ENSG00000120594,PLXDC2,20,-2.2567,30,-1.2067,26,-1.4172,147,1.42927,90,0.55099,206,2.13146
ENSG00000078114,NEBL,163,-0.0403,120,-0.5190,84,-1.0688,341,1.23669,90,-0.9597,206,0.35767
ENSG00000150867,PIP4K2A,43,-2.6859,197,0.19574,878,3.32862,30,-2.6817,90,-1.0395,206,0.27090
ENSG00000148450,MSRB2,119,-0.0135,72,-0.8117,76,-0.7279,159,0.46397,90,-0.4576,206,0.91495
ENSG00000107863,ARHGAP21,109,-0.9676,218,0.43861,381,1.43909,171,0.04313,90,-0.9664,206,0.35034
ENSG00000151025,GPR158,90,0.23065,25,-1.8400,49,-0.8223,13,-2.7224,90,0.13845,206,1.61240
ENSG00000136750,GAD2,95,0.21798,56,-0.7152,35,-1.4061,22,-2.0824,90,0.03700,206,1.49004
ENSG00000136754,ABI1,68,-0.5599,25,-1.8556,47,-0.9456,132,0.71716,90,0.07962,206,1.54123
ENSG00000136758,YME1L1,98,-1.4222,39,-2.4073,81,-1.3318,137,-0.5217,855,2.99457,206,0.13426
ENSG00000107897,ACBD5,67,-0.5904,38,-1.2782,107,0.34871,68,-0.3888,90,0.06304,206,1.52127
ENSG00000099246,RAB18,249,0.84850,81,-1.3129,139,-0.4711,174,-0.1169,90,-1.1452,206,0.15653
ENSG00000095787,WAC,127,0.00266,66,-1.0129,125,-0.0273,147,0.23581,90,-0.5457,206,0.81561
ENSG00000148516,ZEB1,67,-0.6765,103,0.24410,9,-3.3448,125,0.56258,90,0.01920,206,1.46874
ENSG00000165322,ARHGAP12,120,0.04852,64,-0.9614,153,0.42089,69,-0.8488,90,-0.4320,206,0.94401
ENSG00000170759,KIF5B,103,-2.2594,361,0.19559,294,-0.1356,169,-1.0004,1439,2.99377,206,-0.6938
ENSG00000216937,CCDC7,5,-4.3560,57,-0.0787,43,-0.5246,123,1.24115,90,0.68072,206,2.30364
ENSG00000150093,ITGB1,143,0.13661,60,-1.2607,234,0.91467,61,-1.2554,90,-0.6527,206,0.69579
ENSG00000095794,CREM,53,-0.5945,28,-1.3903,21,-1.7811,59,-0.2497,90,0.44527,206,1.99467
ENSG00000108100,CCNY,100,-0.1650,67,-0.7432,142,0.45693,59,-0.9449,90,-0.2802,206,1.11763
ENSG00000175395,ZNF25,105,0.26421,34,-1.5656,50,-0.9894,54,-0.8743,90,-0.0851,206,1.34494
ENSG00000165733,BMS1,47,-0.7100,29,-1.2319,24,-1.5062,37,-0.8348,90,0.56682,206,2.15221
ENSG00000165731,RET,115,0.63070,19,-2.3510,37,-1.4034,17,-2.5575,90,-0.0371,206,1.40172
ENSG00000169740,ZNF32,50,-2.2590,43,-1.9869,15,-3.4464,70,-1.2429,871,3.69408,206,0.46009
ENSG00000107551,RASSF4,21,-2.3094,35,-1.0510,91,0.47617,109,0.78258,90,0.44913,206,1.99961
ENSG00000265354,TIMM23,121,-0.9222,29,-2.7465,20,-3.3069,17,-3.5769,879,3.20751,206,0.20758
ENSG00000266412,NCOA4,145,0.23558,77,-0.8508,118,-0.1969,124,-0.1064,90,-0.6161,206,0.73666
ENSG00000107643,MAPK8,66,-0.1777,16,-2.2332,46,-0.6840,17,-2.1329,90,0.38062,206,1.91241
ENSG00000197444,OGDHL,198,1.24584,35,-2.0561,5,-4.7304,79,-0.8367,90,-0.6282,206,0.72318
ENSG00000099290,WASHC2A,61,-0.3276,15,-2.3204,44,-0.6999,25,-1.5595,90,0.43178,206,1.97743
ENSG00000122873,CISD1,377,0.50950,121,-1.4801,63,-2.4385,134,-1.3259,798,1.64903,206,-0.6666
ENSG00000237949,LINC00844,20,-3.4487,152,0.23651,205,0.74543,451,2.29308,90,-0.6008,206,0.75375
ENSG00000165443,PHYHIPL,290,1.24997,72,-1.5576,92,-1.1762,147,-0.4601,90,-1.2136,206,0.08297
ENSG00000108091,CCDC6,89,0.04485,36,-1.3665,43,-1.1126,57,-0.6690,90,0.03940,206,1.49291
ENSG00000151150,ANK3,115,-0.2792,179,0.54733,188,0.63561,34,-2.0332,90,-0.5653,206,0.79356
ENSG00000171988,JMJD1C,28,-1.7632,56,-0.2708,71,0.11571,59,-0.1767,90,0.50992,206,2.07797
ENSG00000108176,DNAJC12,246,0.00867,37,-2.8767,27,-3.2903,69,-1.9377,883,2.41249,206,-0.2764
ENSG00000096746,HNRNPH3,71,-0.9509,67,-0.7549,138,0.41110,186,0.91557,90,-0.2889,206,1.10755
ENSG00000204130,RUFY2,61,-0.8083,39,-1.2515,129,0.65767,72,-0.2890,90,0.06071,206,1.51848
ENSG00000060339,CCAR1,54,-1.1180,114,0.40615,108,0.31584,68,-0.4333,90,0.01803,206,1.46734
ENSG00000165732,DDX21,25,-1.8185,57,-0.1106,44,-0.5462,56,-0.1630,90,0.62811,206,2.23321
ENSG00000198954,KIF1BP,81,-0.1358,20,-2.2122,80,-0.0925,46,-0.9426,90,0.09223,206,1.55643
ENSG00000122958,VPS26A,88,-0.0553,61,-0.6327,49,-0.9618,54,-0.8111,90,-0.0068,206,1.43770
ENSG00000156515,HK1,512,2.14379,81,-1.9668,50,-2.6763,150,-1.0438,90,-1.8094,206,-0.5487
ENSG00000171224,FAM241B,127,-0.8973,20,-3.3239,10,-4.2992,43,-2.2491,901,3.19075,206,0.15643
ENSG00000079332,SAR1A,99,-0.1072,95,-0.1249,58,-0.8998,83,-0.3498,90,-0.2180,206,1.18948
ENSG00000180817,PPA1,651,1.38024,202,-1.1742,502,0.26218,248,-0.8606,90,-2.3781,206,-1.1398
ENSG00000148730,EIF4EBP2,29,-1.7074,62,-0.0942,23,-1.6349,95,0.61299,90,0.51907,206,2.08985
ENSG00000166228,PCBD1,252,1.43152,34,-2.3995,32,-2.4730,104,-0.7169,90,-0.9413,206,0.37774
ENSG00000197746,PSAP,1790,0.82671,607,-1.2557,1128,-0.2946,2291,0.88627,812,-0.8101,206,-2.8579
ENSG00000107742,SPOCK2,748,0.57717,185,-1.8403,136,-2.2921,282,-1.2081,1696,1.83443,206,-1.6775
ENSG00000166295,ANAPC16,47,-1.1436,56,-0.5508,45,-0.8883,125,0.76665,90,0.21711,206,1.70855
ENSG00000107745,MICU1,88,0.28425,33,-1.3704,8,-3.4596,24,-1.8164,90,0.20914,206,1.69874
ENSG00000182180,MRPS16,71,-1.8496,30,-2.6613,62,-1.5884,93,-0.9830,887,3.39119,206,0.28552
ENSG00000138279,ANXA7,159,0.43032,74,-0.9529,87,-0.7023,130,-0.0663,90,-0.6492,206,0.69972
ENSG00000107758,PPP3CB,261,-0.0731,89,-1.7050,73,-2.0023,112,-1.3567,891,2.22427,206,-0.4173
ENSG00000166348,USP54,9,-3.5046,44,-0.5963,183,1.89686,14,-2.2565,90,0.57099,206,2.15769
ENSG00000172586,CHCHD1,61,-0.6363,48,-0.8091,52,-0.6731,80,-0.0037,90,0.18983,206,1.67507
ENSG00000148660,CAMK2G,152,0.23419,108,-0.4081,40,-1.8987,200,0.60575,90,-0.6864,206,0.65836
ENSG00000035403,VCL,70,-0.0981,29,-1.4407,9,-3.0835,41,-0.8810,90,0.34468,206,1.86710
ENSG00000185009,AP3M1,59,-0.2701,21,-1.7340,10,-2.8393,31,-1.1663,90,0.50473,206,2.07125
ENSG00000165637,VDAC2,298,1.17450,90,-1.2794,67,-1.7164,204,-0.0114,90,-1.2838,206,0.00769
ENSG00000156113,KCNMA1,59,-0.7312,30,-1.5414,39,-1.1366,128,0.75882,90,0.17031,206,1.65120
ENSG00000138326,RPS24,600,-0.5274,804,0.11860,813,0.13688,2413,2.16092,90,-3.1969,206,-1.9784
ENSG00000108175,ZMIZ1,63,-0.7877,37,-1.3321,81,-0.1456,131,0.65012,90,0.02383,206,1.47428
ENSG00000108179,PPIF,67,-0.7632,46,-1.0819,139,0.68021,85,-0.1325,90,-0.0471,206,1.38986
ENSG00000165424,ZCCHC24,6,-4.8952,172,0.70222,465,2.74749,57,-1.0527,90,-0.3601,206,1.02588
ENSG00000122378,PRXL2A,273,-0.1711,158,-0.9653,176,-0.7997,448,0.71634,548,1.07522,206,-0.5511
ENSG00000165678,GHITM,734,1.46950,224,-1.1694,118,-2.1265,304,-0.7016,472,-0.0067,206,-1.2940
ENSG00000107771,CCSER2,137,0.29617,93,-0.4402,63,-1.0448,106,-0.2441,90,-0.4962,206,0.87134
ENSG00000173267,SNCG,1087,1.84459,272,-1.3604,141,-2.3380,249,-1.4914,643,-0.0193,206,-1.7732
ENSG00000148671,ADIRF,40,-2.1434,71,-0.7960,67,-0.8953,465,2.63579,90,-0.4281,206,0.94839
ENSG00000148672,GLUD1,186,-0.0834,161,-0.2804,163,-0.2629,364,1.09263,90,-1.1813,206,0.11767
ENSG00000138138,ATAD1,117,0.43640,32,-1.7328,49,-1.0997,55,-0.9505,90,-0.1726,206,1.24236
ENSG00000171862,PTEN,99,-0.1989,70,-0.6864,54,-1.0726,150,0.55218,90,-0.2826,206,1.11484
ENSG00000107798,LIPA,39,-2.9052,66,-1.5516,345,1.11095,45,-2.1125,804,2.96950,206,0.22171
ENSG00000185745,IFIT1,95,-0.0935,44,-1.2633,53,-0.9838,117,0.26585,90,-0.1539,206,1.26416
ENSG00000180628,PCGF5,62,-0.6454,68,-0.2767,35,-1.3123,84,0.05801,90,0.16943,206,1.65013
ENSG00000107864,CPEB3,107,0.53121,40,-1.2425,28,-1.7516,6,-3.9823,90,0.02141,206,1.47139
ENSG00000138207,RBP4,92,0.47244,10,-3.0863,3,-4.4717,21,-2.0030,90,0.24341,206,1.74096
ENSG00000148690,FRA10AC1,168,-0.1365,234,0.45636,180,0.02865,213,0.30085,90,-1.0601,206,0.24854
ENSG00000108231,LGI1,84,0.30442,33,-1.2878,0,-8.1249,12,-2.7489,90,0.28991,206,1.79861
ENSG00000095637,SORBS1,18,-2.5445,42,-0.7332,19,-1.9285,180,1.73074,90,0.46811,206,2.02398
ENSG00000197430,OPALIN,4,-4.9460,96,0.47956,206,1.89060,34,-1.1749,90,0.37031,206,1.89938
ENSG00000077147,TM9SF3,175,-0.6678,89,-1.4859,140,-0.8018,154,-0.6524,803,2.31293,206,-0.1914
ENSG00000052749,RRP12,68,-0.0654,27,-1.4465,16,-2.1760,15,-2.3343,90,0.42330,206,1.96660
ENSG00000171314,PGAM1,1079,2.21100,278,-1.2212,213,-1.6236,375,-0.7660,90,-2.8967,206,-1.6722
ENSG00000171160,MORN4,63,-0.1586,29,-1.2819,8,-3.1880,20,-1.8484,90,0.47540,206,2.03336
ENSG00000155252,PI4K2A,84,-1.4807,35,-2.3923,31,-2.5354,28,-2.6832,872,3.44780,206,0.34216
ENSG00000155256,ZFYVE27,55,-0.5043,27,-1.4276,32,-1.1784,37,-0.9454,90,0.45845,206,2.01156
ENSG00000120053,GOT1,533,0.99516,64,-2.7206,93,-2.1740,144,-1.5285,828,1.32663,206,-0.9791
ENSG00000196072,BLOC1S2,168,0.83601,35,-1.9750,42,-1.7083,97,-0.4246,90,-0.5469,206,0.81415
ENSG00000099194,SCD,428,-1.6680,1029,0.13631,4658,3.26829,825,-0.2210,90,-3.5417,206,-2.3294
ENSG00000235823,OLMALINC,20,-2.4252,71,-0.0003,137,1.10798,56,-0.3795,90,0.37854,206,1.90978
ENSG00000166136,NDUFB8,441,0.85962,193,-0.8495,242,-0.4974,483,0.62895,90,-1.9985,206,-0.7463
ENSG00000055950,MRPL43,61,-0.7792,30,-1.6151,117,0.52298,81,-0.0897,90,0.08832,206,1.55171
ENSG00000166167,BTRC,72,-0.2040,16,-2.3807,55,-0.5491,46,-0.8125,90,0.23544,206,1.73113
ENSG00000166171,DPCD,61,-0.4712,23,-1.7535,0,-7.3781,102,0.53613,90,0.32214,206,1.83884
ENSG00000107829,FBXW4,27,-1.8249,37,-0.8978,94,0.57997,59,-0.1722,90,0.50677,206,2.07389
ENSG00000198408,OGA,178,0.30383,99,-0.7412,112,-0.5573,212,0.47653,90,-0.8940,206,0.42945
ENSG00000166197,NOLC1,71,-0.1148,33,-1.2553,9,-3.1114,48,-0.6996,90,0.30516,206,1.81761
ENSG00000107862,GBF1,54,-0.6034,15,-2.2781,41,-0.8362,56,-0.3285,90,0.43123,206,1.97672
ENSG00000059915,PSD,120,0.56256,47,-1.1455,8,-3.7521,54,-0.9393,90,-0.1413,206,1.27894
ENSG00000107872,FBXL15,104,0.26636,66,-0.5678,16,-2.6292,53,-0.8891,90,-0.0739,206,1.35814
ENSG00000107874,CUEDC2,111,0.03686,46,-1.3520,83,-0.4414,115,0.08498,90,-0.3089,206,1.08460
ENSG00000138107,ACTR1A,338,1.39335,101,-1.2319,137,-0.7598,109,-1.1163,90,-1.3997,206,-0.1161
ENSG00000171206,TRIM8,23,-1.9578,48,-0.3624,35,-0.8413,70,0.24163,90,0.67471,206,2.29555
ENSG00000138175,ARL3,109,-0.1390,72,-0.7457,58,-1.0660,174,0.68824,90,-0.3918,206,0.98969
ENSG00000166275,BORCS7,86,-0.2595,27,-1.9293,64,-0.6151,125,0.45547,90,-0.0876,206,1.34197
ENSG00000076685,NT5C2,55,-0.6735,39,-0.9621,42,-0.8426,59,-0.3448,90,0.34743,206,1.87055
ENSG00000148798,INA,689,1.28426,128,-1.9769,51,-3.3248,143,-1.8107,885,1.10654,206,-1.2607
ENSG00000173915,ATP5MD,821,1.13746,254,-1.2677,479,-0.2835,835,0.63032,90,-2.8056,206,-1.5790
ENSG00000148834,GSTO1,266,1.00574,65,-1.6733,141,-0.4873,159,-0.3014,90,-1.1783,206,0.12094
ENSG00000148700,ADD3,34,-2.2018,142,0.51877,91,-0.2119,268,1.67807,90,-0.2282,206,1.17769
ENSG00000119950,MXI1,29,-2.1248,66,-0.3976,156,1.03661,127,0.67727,90,0.09753,206,1.56283
ENSG00000108055,SMC3,12,-3.0563,43,-0.5631,53,-0.2601,117,1.08546,90,0.62171,206,2.22470
ENSG00000150593,PDCD4,73,-0.4300,35,-1.3855,33,-1.4844,125,0.60859,90,0.06028,206,1.51796
ENSG00000108061,SHOC2,133,-1.6017,70,-2.1447,51,-2.6117,53,-2.5527,1639,3.84255,206,-0.5036
ENSG00000150594,ADRA2A,224,1.55574,7,-4.3677,21,-2.8713,55,-1.4706,90,-0.7161,206,0.62541
ENSG00000165813,CCDC186,53,-0.5467,41,-0.7582,2,-4.8807,51,-0.4341,90,0.48190,206,2.04174
ENSG00000099204,ABLIM1,111,-0.1937,97,-0.3366,41,-1.6496,202,0.87183,90,-0.4592,206,0.91311
ENSG00000165868,HSPA12A,217,1.14336,78,-1.0213,51,-1.6644,63,-1.3462,90,-0.8109,206,0.52069
ENSG00000187164,SHTN1,128,-0.5938,257,0.74134,302,1.02762,115,-0.5673,90,-0.9489,206,0.36943
ENSG00000165646,SLC18A2,1527,1.84414,55,-4.1981,60,-4.0788,111,-3.1925,1692,1.04932,206,-2.2782
ENSG00000165650,PDZD8,71,-1.7936,46,-2.0064,91,-0.9710,47,-1.9705,849,3.32483,206,0.32562
ENSG00000165669,FAM204A,45,-1.0923,30,-1.3618,55,-0.4479,97,0.47227,90,0.34053,206,1.86190
ENSG00000151893,CACUL1,53,-0.6245,49,-0.5270,17,-2.1527,46,-0.6346,90,0.44083,206,1.98899
