gene_name	LCNMadj_subclus	DEtest_unadjP.05_forCluster	Nsigmodels_forCluster
PIK3CD	X2_LCNMadj	E4_noAncestry_wRin	4
ZNF260	X2_LCNMadj	E4_noAncestry_wRin	4
TMEM44	X2_LCNMadj	E4_noAncestry_wRin	4
ENPP6	X2_LCNMadj	E4_noAncestry_wRin	4
BMP4	X2_LCNMadj	E4_noAncestry_wRin	4
FAM136A	X2_LCNMadj	E4_noAncestry_wRin	4
PALM	X2_LCNMadj	E4_noAncestry_wRin	2
NUP35	X2_LCNMadj	E4_noAncestry_wRin	4
PCSK5	X2_LCNMadj	E4_noAncestry_wRin	3
INSYN2A	X2_LCNMadj	E4_noAncestry_wRin	3
CBLN2	X2_LCNMadj	E4_noAncestry_wRin	3
ANKMY1	X2_LCNMadj	E4_noAncestry_wRin	3
HEMK1	X2_LCNMadj	E4_noAncestry_wRin	3
FAM114A2	X2_LCNMadj	E4_noAncestry_wRin	3
DOK3	X2_LCNMadj	E4_noAncestry_wRin	3
BDNF-AS	X2_LCNMadj	E4_noAncestry_wRin	3
INCENP	X2_LCNMadj	E4_noAncestry_wRin	3
MISP3	X2_LCNMadj	E4_noAncestry_wRin	4
PPP1R3C	X2_LCNMadj	E4_noAncestry_wRin	4
CDKN1B	X2_LCNMadj	E4_noAncestry_wRin	3
DIS3L2	X2_LCNMadj	E4_noAncestry_wRin	4
EPHA3	X2_LCNMadj	E4_noAncestry_wRin	4
PINX1	X2_LCNMadj	E4_noAncestry_wRin	4
ZNF354A	X2_LCNMadj	E4_noAncestry_wRin	4
AC015871.1	X2_LCNMadj	E4_noAncestry_wRin	4
IRX1	X2_LCNMadj	E4_noAncestry_wRin	4
BICD1	X2_LCNMadj	E4_noAncestry_wRin	3
GXYLT1	X2_LCNMadj	E4_noAncestry_wRin	4
DCLRE1A	X2_LCNMadj	E4_noAncestry_wRin	4
FOXK2	X2_LCNMadj	E4_noAncestry_wRin	4
VPS37A	X2_LCNMadj	E4_noAncestry_wRin	4
DGKH	X2_LCNMadj	E4_noAncestry_wRin	4
ING1	X2_LCNMadj	E4_noAncestry_wRin	4
CARTPT	X2_LCNMadj	E4_noAncestry_wRin	1
COPS3	X2_LCNMadj	E4_noAncestry_wRin	3
PSMG2	X2_LCNMadj	E4_noAncestry_wRin	4
MAPK11	X2_LCNMadj	E4_noAncestry_wRin	4
PRXL2B	X2_LCNMadj	E4_noAncestry_wRin	2
AC010624.2	X2_LCNMadj	E4_noAncestry_wRin	4
AC022098.1	X2_LCNMadj	E4_noAncestry_wRin	4
SETDB1	X2_LCNMadj	E4_noAncestry_wRin	4
DTNA	X2_LCNMadj	E4_noAncestry_wRin	1
RYBP	X2_LCNMadj	E4_noAncestry_wRin	4
TCHP	X2_LCNMadj	E4_noAncestry_wRin	4
CANT1	X2_LCNMadj	E4_noAncestry_wRin	2
DCUN1D5	X2_LCNMadj	E4_noAncestry_wRin	2
SPAG16	X2_LCNMadj	E4_noAncestry_wRin	4
NIN	X2_LCNMadj	E4_noAncestry_wRin	1
NAGA	X2_LCNMadj	E4_noAncestry_wRin	4
DNAJB2	X2_LCNMadj	E4_noAncestry_wRin	2
SETD4	X2_LCNMadj	E4_noAncestry_wRin	4
AC005070.3	X2_LCNMadj	E4_noAncestry_wRin	2
MARC1	X2_LCNMadj	E4_noAncestry_wRin	4
GRIP2	X2_LCNMadj	E4_noAncestry_wRin	4
PRDM11	X2_LCNMadj	E4_noAncestry_wRin	4
PRIMA1	X2_LCNMadj	E4_noAncestry_wRin	4
ILKAP	X2_LCNMadj	E4_noAncestry_wRin	4
NCOA6	X2_LCNMadj	E4_noAncestry_wRin	4
SOD1	X2_LCNMadj	E4_noAncestry_wRin	3
ING5	X2_LCNMadj	E4_noAncestry_wRin	4
GALNT10	X2_LCNMadj	E4_noAncestry_wRin	2
ACP1	X2_LCNMadj	E4_noAncestry_wRin	4
TAMM41	X2_LCNMadj	E4_noAncestry_wRin	2
AC106820.4	X2_LCNMadj	E4_noAncestry_wRin	2
ARL10	X2_LCNMadj	E4_noAncestry_wRin	4
SCLT1	X2_LCNMadj	E4_noAncestry_wRin	4
PCCA	X2_LCNMadj	E4_noAncestry_wRin	4
CCNB1IP1	X2_LCNMadj	E4_noAncestry_wRin	4
CAND2	X2_LCNMadj	E4_noAncestry_wRin	4
PPP1R14B-AS1	X2_LCNMadj	E4_noAncestry_wRin	4
NEXN	X2_LCNMadj	E4_noAncestry_wRin	4
GLI1	X2_LCNMadj	E4_noAncestry_wRin	4
LINC01792	X2_LCNMadj	E4_noAncestry_wRin	4
LRATD1	X2_LCNMadj	E4_noAncestry_wRin	3
HS3ST2	X2_LCNMadj	E4_noAncestry_wRin	4
ACTR1A	X2_LCNMadj	E4_noAncestry_wRin	4
ZNF487	X2_LCNMadj	E4_noAncestry_wRin	3
FAM124A	X2_LCNMadj	E4_noAncestry_wRin	3
PLCXD1	X2_LCNMadj	E4_noAncestry_wRin	4
GEMIN5	X2_LCNMadj	E4_noAncestry_wRin	4
LRRC7	X2_LCNMadj	E4_noAncestry_wRin	4
ZNF655	X2_LCNMadj	E4_noAncestry_wRin	3
SFRP1	X2_LCNMadj	E4_noAncestry_wRin	1
NUDT5	X2_LCNMadj	E4_noAncestry_wRin	4
TRAF3IP2-AS1	X2_LCNMadj	E4_noAncestry_wRin	4
NDC1	X2_LCNMadj	E4_noAncestry_wRin	4
MAD2L1BP	X2_LCNMadj	E4_noAncestry_wRin	4
LY6G5B	X2_LCNMadj	E4_noAncestry_wRin	4
ELMOD3	X2_LCNMadj	E4_noAncestry_wRin	4
LIN28B-AS1	X2_LCNMadj	E4_noAncestry_wRin	4
MTRNR2L5	X2_LCNMadj	E4_noAncestry_wRin	4
EVI2B	X2_LCNMadj	E4_noAncestry_wRin	4
CA8	X2_LCNMadj	E4_noAncestry_wRin	3
LINC01128	X2_LCNMadj	E4_noAncestry_wRin	4
ENTPD1	X2_LCNMadj	E4_noAncestry_wRin	4
CDH24	X2_LCNMadj	E4_noAncestry_wRin	4
SIDT2	X2_LCNMadj	E4_noAncestry_wRin	3
VAMP2	X2_LCNMadj	E4_noAncestry_wRin	1
POP7	X2_LCNMadj	E4_noAncestry_wRin	4
BSG	X2_LCNMadj	E4_noAncestry_wRin	2
MSH6	X2_LCNMadj	E4_noAncestry_wRin	4
EMCN	X2_LCNMadj	E4_noAncestry_wRin	3
CCDC117	X2_LCNMadj	E4_noAncestry_wRin	4
NCOA4	X2_LCNMadj	E4_noAncestry_wRin	2
GPM6A	X2_LCNMadj	E4_noAncestry_wRin	1
HEIH	X2_LCNMadj	E4_noAncestry_wRin	4
LARGE1	X2_LCNMadj	E4_noAncestry_wRin	4
ZNF781	X2_LCNMadj	E4_noAncestry_wRin	3
IFIH1	X2_LCNMadj	E4_noAncestry_wRin	4
C4orf33	X2_LCNMadj	E4_noAncestry_wRin	3
RNF126	X2_LCNMadj	E4_noAncestry_wRin	2
SRF	X2_LCNMadj	E4_noAncestry_wRin	4
TGFB3	X2_LCNMadj	E4_noAncestry_wRin	4
KAT6A	X2_LCNMadj	E4_noAncestry_wRin	4
ACOX1	X2_LCNMadj	E4_noAncestry_wRin	4
ACTR6	X2_LCNMadj	E4_noAncestry_wRin	4
SCN8A	X2_LCNMadj	E4_noAncestry_wRin	3
RAD51AP1	X2_LCNMadj	E4_noAncestry_wRin	4
TMSB4X	X2_LCNMadj	E4_noAncestry_wRin	2
COMMD10	X2_LCNMadj	E4_noAncestry_wRin	4
AC245884.9	X2_LCNMadj	E4_noAncestry_wRin	4
DXO	X2_LCNMadj	E4_noAncestry_wRin	3
PDE4D	X2_LCNMadj	E4_noAncestry_wRin	4
UTP3	X2_LCNMadj	E4_noAncestry_wRin	3
IL6ST	X2_LCNMadj	E4_noAncestry_wRin	3
C1orf158	X2_LCNMadj	E4_noAncestry_wRin	2
C1orf232	X2_LCNMadj	E4_noAncestry_wRin	2
SYNC	X2_LCNMadj	E4_noAncestry_wRin	2
MROH7	X2_LCNMadj	E4_noAncestry_wRin	2
C1orf87	X2_LCNMadj	E4_noAncestry_wRin	2
ZRANB2-AS2	X2_LCNMadj	E4_noAncestry_wRin	2
LRRIQ3	X2_LCNMadj	E4_noAncestry_wRin	2
LPAR3	X2_LCNMadj	E4_noAncestry_wRin	2
CD58	X2_LCNMadj	E4_noAncestry_wRin	2
HIST2H3PS2	X2_LCNMadj	E4_noAncestry_wRin	2
ADAMTSL4	X2_LCNMadj	E4_noAncestry_wRin	2
TDRKH-AS1	X2_LCNMadj	E4_noAncestry_wRin	2
CENPL	X2_LCNMadj	E4_noAncestry_wRin	2
NUAK2	X2_LCNMadj	E4_noAncestry_wRin	2
DYRK3	X2_LCNMadj	E4_noAncestry_wRin	2
USH2A	X2_LCNMadj	E4_noAncestry_wRin	2
MIXL1	X2_LCNMadj	E4_noAncestry_wRin	2
GKN1	X2_LCNMadj	E4_noAncestry_wRin	2
STARD7-AS1	X2_LCNMadj	E4_noAncestry_wRin	2
TTN-AS1	X2_LCNMadj	E4_noAncestry_wRin	2
CCNYL1	X2_LCNMadj	E4_noAncestry_wRin	2
LINC02610	X2_LCNMadj	E4_noAncestry_wRin	2
GRM7	X2_LCNMadj	E4_noAncestry_wRin	2
NEK10	X2_LCNMadj	E4_noAncestry_wRin	2
EOMES	X2_LCNMadj	E4_noAncestry_wRin	2
CCDC13	X2_LCNMadj	E4_noAncestry_wRin	2
AMIGO3	X2_LCNMadj	E4_noAncestry_wRin	2
AC074044.1	X2_LCNMadj	E4_noAncestry_wRin	2
AC108718.1	X2_LCNMadj	E4_noAncestry_wRin	2
LINC01014	X2_LCNMadj	E4_noAncestry_wRin	2
DTHD1	X2_LCNMadj	E4_noAncestry_wRin	2
NSUN7	X2_LCNMadj	E4_noAncestry_wRin	2
CHIC2	X2_LCNMadj	E4_noAncestry_wRin	2
AC020741.1	X2_LCNMadj	E4_noAncestry_wRin	2
ANTXR2	X2_LCNMadj	E4_noAncestry_wRin	2
C4orf47	X2_LCNMadj	E4_noAncestry_wRin	2
CKMT2-AS1	X2_LCNMadj	E4_noAncestry_wRin	2
POU5F2	X2_LCNMadj	E4_noAncestry_wRin	2
LOX	X2_LCNMadj	E4_noAncestry_wRin	2
SLC27A6	X2_LCNMadj	E4_noAncestry_wRin	2
KCNIP1	X2_LCNMadj	E4_noAncestry_wRin	2
AL022068.1	X2_LCNMadj	E4_noAncestry_wRin	2
COL21A1	X2_LCNMadj	E4_noAncestry_wRin	2
PRIM2	X2_LCNMadj	E4_noAncestry_wRin	2
CGA	X2_LCNMadj	E4_noAncestry_wRin	2
TRDN	X2_LCNMadj	E4_noAncestry_wRin	2
C6orf118	X2_LCNMadj	E4_noAncestry_wRin	2
AC013470.2	X2_LCNMadj	E4_noAncestry_wRin	2
SNHG26	X2_LCNMadj	E4_noAncestry_wRin	2
AC007036.2	X2_LCNMadj	E4_noAncestry_wRin	2
ZNF92	X2_LCNMadj	E4_noAncestry_wRin	2
EFCAB10	X2_LCNMadj	E4_noAncestry_wRin	2
EFCAB1	X2_LCNMadj	E4_noAncestry_wRin	2
MAPK15	X2_LCNMadj	E4_noAncestry_wRin	2
C9orf135	X2_LCNMadj	E4_noAncestry_wRin	2
AL137847.1	X2_LCNMadj	E4_noAncestry_wRin	2
AL354920.1	X2_LCNMadj	E4_noAncestry_wRin	2
CKS2	X2_LCNMadj	E4_noAncestry_wRin	2
WDR38	X2_LCNMadj	E4_noAncestry_wRin	2
CUBN	X2_LCNMadj	E4_noAncestry_wRin	2
ARMC3	X2_LCNMadj	E4_noAncestry_wRin	2
AL512598.1	X2_LCNMadj	E4_noAncestry_wRin	2
CSGALNACT2	X2_LCNMadj	E4_noAncestry_wRin	2
SFTPD	X2_LCNMadj	E4_noAncestry_wRin	2
NAA40	X2_LCNMadj	E4_noAncestry_wRin	2
AP002813.1	X2_LCNMadj	E4_noAncestry_wRin	2
POU2AF1	X2_LCNMadj	E4_noAncestry_wRin	2
BARX2	X2_LCNMadj	E4_noAncestry_wRin	2
AC009318.1	X2_LCNMadj	E4_noAncestry_wRin	2
ALG10B	X2_LCNMadj	E4_noAncestry_wRin	2
AC025262.1	X2_LCNMadj	E4_noAncestry_wRin	2
RFLNA	X2_LCNMadj	E4_noAncestry_wRin	2
LCP1	X2_LCNMadj	E4_noAncestry_wRin	2
PCCA-DT	X2_LCNMadj	E4_noAncestry_wRin	2
LTB4R	X2_LCNMadj	E4_noAncestry_wRin	2
CFAP161	X2_LCNMadj	E4_noAncestry_wRin	2
WDR93	X2_LCNMadj	E4_noAncestry_wRin	2
NHLRC4	X2_LCNMadj	E4_noAncestry_wRin	2
TBX6	X2_LCNMadj	E4_noAncestry_wRin	2
TSNAXIP1	X2_LCNMadj	E4_noAncestry_wRin	2
CCL2	X2_LCNMadj	E4_noAncestry_wRin	2
LHX1-DT	X2_LCNMadj	E4_noAncestry_wRin	2
HSD17B1	X2_LCNMadj	E4_noAncestry_wRin	2
C17orf82	X2_LCNMadj	E4_noAncestry_wRin	2
NUP85	X2_LCNMadj	E4_noAncestry_wRin	2
AC005837.1	X2_LCNMadj	E4_noAncestry_wRin	2
AC012615.1	X2_LCNMadj	E4_noAncestry_wRin	2
ZNF559	X2_LCNMadj	E4_noAncestry_wRin	2
AC008567.3	X2_LCNMadj	E4_noAncestry_wRin	2
AC010618.3	X2_LCNMadj	E4_noAncestry_wRin	2
AC016590.3	X2_LCNMadj	E4_noAncestry_wRin	2
PLAUR	X2_LCNMadj	E4_noAncestry_wRin	2
AC021092.1	X2_LCNMadj	E4_noAncestry_wRin	2
AC005261.2	X2_LCNMadj	E4_noAncestry_wRin	2
AL121761.1	X2_LCNMadj	E4_noAncestry_wRin	2
AL133325.3	X2_LCNMadj	E4_noAncestry_wRin	2
XKR7	X2_LCNMadj	E4_noAncestry_wRin	2
ADAMTS1	X2_LCNMadj	E4_noAncestry_wRin	2
AL773573.1	X2_LCNMadj	E4_noAncestry_wRin	2
UMODL1-AS1	X2_LCNMadj	E4_noAncestry_wRin	2
SRPK3	X2_LCNMadj	E4_noAncestry_wRin	2
AC093227.1	X2_LCNMadj	E4_noAncestry_wRin	4
AC090617.10	X2_LCNMadj	E4_noAncestry_wRin	4
MRTFA	X2_LCNMadj	E4_noAncestry_wRin	4
CSNK2A1	X2_LCNMadj	E4_noAncestry_wRin	3
CACNA1I	X2_LCNMadj	E4_noAncestry_wRin	4
ASB13	X2_LCNMadj	E4_noAncestry_wRin	4
BTBD16	X2_LCNMadj	E4_noAncestry_wRin	4
AL138976.2	X2_LCNMadj	E4_noAncestry_wRin	4
UNC50	X2_LCNMadj	E4_noAncestry_wRin	3
SLC16A3	X2_LCNMadj	E4_noAncestry_wRin	4
STIM2-AS1	X2_LCNMadj	E4_noAncestry_wRin	3
TBPL1	X2_LCNMadj	E4_noAncestry_wRin	3
HECTD2	X2_LCNMadj	E4_noAncestry_wRin	4
SLC10A5	X2_LCNMadj	E4_noAncestry_wRin	3
CABCOCO1	X2_LCNMadj	E4_noAncestry_wRin	4
WIZ	X2_LCNMadj	E4_noAncestry_wRin	4
MEN1	X2_LCNMadj	E4_noAncestry_wRin	3
ZCWPW1	X2_LCNMadj	E4_noAncestry_wRin	4
IMPA1	X2_LCNMadj	E4_noAncestry_wRin	3
NTNG2	X2_LCNMadj	E4_noAncestry_wRin	4
NIT1	X2_LCNMadj	E4_noAncestry_wRin	4
NHSL2	X2_LCNMadj	E4_noAncestry_wRin	3
MRPL16	X2_LCNMadj	E4_noAncestry_wRin	4
ANKRD34C-AS1	X2_LCNMadj	E4_noAncestry_wRin	4
AL512353.1	X2_LCNMadj	E4_noAncestry_wRin	4
PCBD2	X2_LCNMadj	E4_noAncestry_wRin	4
VWCE	X2_LCNMadj	E4_noAncestry_wRin	4
CNGB1	X2_LCNMadj	E4_noAncestry_wRin	4
MAN1C1	X2_LCNMadj	E4_noAncestry_wRin	1
PKD2	X2_LCNMadj	E4_noAncestry_wRin	4
OSCAR	X2_LCNMadj	E4_noAncestry_wRin	4
FMO2	X2_LCNMadj	E4_noAncestry_wRin	4
LINC02018	X2_LCNMadj	E4_noAncestry_wRin	4
BMPER	X2_LCNMadj	E4_noAncestry_wRin	4
COQ10A	X2_LCNMadj	E4_noAncestry_wRin	4
CUL4B	X2_LCNMadj	E4_noAncestry_wRin	2
PPFIA1	X2_LCNMadj	E4_noAncestry_wRin	4
BCO2	X2_LCNMadj	E4_noAncestry_wRin	4
PPHLN1	X2_LCNMadj	E4_noAncestry_wRin	2
WDR18	X2_LCNMadj	E4_noAncestry_wRin	4
GOPC	X2_LCNMadj	E4_noAncestry_wRin	4
TAF6	X2_LCNMadj	E4_noAncestry_wRin	2
SLC10A7	X2_LCNMadj	E4_noAncestry_wRin	4
AC144652.1	X2_LCNMadj	E4_noAncestry_wRin	4
ZNF843	X2_LCNMadj	E4_noAncestry_wRin	3
LCOR	X2_LCNMadj	E4_noAncestry_wRin	4
SLC25A14	X2_LCNMadj	E4_noAncestry_wRin	3
STK17B	X2_LCNMadj	E4_noAncestry_wRin	4
PCDHB5	X2_LCNMadj	E4_noAncestry_wRin	4
MTERF2	X2_LCNMadj	E4_noAncestry_wRin	4
PNMA5	X2_LCNMadj	E4_noAncestry_wRin	4
CLSPN	X2_LCNMadj	E4_noAncestry_wRin	4
C6orf226	X2_LCNMadj	E4_noAncestry_wRin	4
AC027682.6	X2_LCNMadj	E4_noAncestry_wRin	4
BAHD1	X2_LCNMadj	E4_noAncestry_wRin	3
MMP24	X2_LCNMadj	E4_noAncestry_wRin	4
TPD52	X2_LCNMadj	E4_noAncestry_wRin	1
ERCC3	X2_LCNMadj	E4_noAncestry_wRin	4
PAQR7	X2_LCNMadj	E4_noAncestry_wRin	4
ECH1	X2_LCNMadj	E4_noAncestry_wRin	2
FLRT1	X2_LCNMadj	E4_noAncestry_wRin	2
AKAP9	X2_LCNMadj	E4_noAncestry_wRin	1
RUBCN	X2_LCNMadj	E4_noAncestry_wRin	4
PTGFRN	X2_LCNMadj	E4_noAncestry_wRin	4
P4HA2	X2_LCNMadj	E4_noAncestry_wRin	1
CYB561D2	X2_LCNMadj	E4_noAncestry_wRin	4
FAM182A	X2_LCNMadj	E4_noAncestry_wRin	4
LINC00987	X2_LCNMadj	E4_noAncestry_wRin	2
HSD11B1	X2_LCNMadj	E4_noAncestry_wRin	4
PGBD1	X2_LCNMadj	E4_noAncestry_wRin	4
HHEX	X2_LCNMadj	E4_noAncestry_wRin	4
RNASEL	X2_LCNMadj	E4_noAncestry_wRin	4
SNTG1	X2_LCNMadj	E4_noAncestry_wRin	4
PWRN1	X2_LCNMadj	E4_noAncestry_wRin	4
RNF31	X2_LCNMadj	E4_noAncestry_wRin	4
AC093787.2	X2_LCNMadj	E4_noAncestry_wRin	4
SPRED1	X2_LCNMadj	E4_noAncestry_wRin	4
KCNG1	X2_LCNMadj	E4_noAncestry_wRin	4
AC024075.2	X2_LCNMadj	E4_noAncestry_wRin	2
NRBF2	X2_LCNMadj	E4_noAncestry_wRin	3
UAP1L1	X2_LCNMadj	E4_noAncestry_wRin	3
FXYD5	X2_LCNMadj	E4_noAncestry_wRin	4
DNAAF4	X2_LCNMadj	E4_noAncestry_wRin	4
RBMX2	X2_LCNMadj	E4_noAncestry_wRin	3
MBTPS1	X2_LCNMadj	E4_noAncestry_wRin	1
AL109615.4	X2_LCNMadj	E4_noAncestry_wRin	3
EIF4G2	X2_LCNMadj	E4_noAncestry_wRin	2
ZBTB5	X2_LCNMadj	E4_noAncestry_wRin	4
ZSWIM4	X2_LCNMadj	E4_noAncestry_wRin	4
RABGGTA	X2_LCNMadj	E4_noAncestry_wRin	2
LINC00853	X2_LCNMadj	E4_noAncestry_wRin	4
OBSCN	X2_LCNMadj	E4_noAncestry_wRin	4
ANKZF1	X2_LCNMadj	E4_noAncestry_wRin	4
AC005076.1	X2_LCNMadj	E4_noAncestry_wRin	4
LYN	X2_LCNMadj	E4_noAncestry_wRin	4
C10orf25	X2_LCNMadj	E4_noAncestry_wRin	4
BANP	X2_LCNMadj	E4_noAncestry_wRin	4
ERG	X2_LCNMadj	E4_noAncestry_wRin	4
ARHGAP30	X2_LCNMadj	E4_noAncestry_wRin	4
NUP210	X2_LCNMadj	E4_noAncestry_wRin	4
PLCXD2	X2_LCNMadj	E4_noAncestry_wRin	4
TEK	X2_LCNMadj	E4_noAncestry_wRin	4
SCAMP4	X2_LCNMadj	E4_noAncestry_wRin	3
TMEM9	X2_LCNMadj	E4_noAncestry_wRin	3
COQ10B	X2_LCNMadj	E4_noAncestry_wRin	4
ADRA1B	X2_LCNMadj	E4_noAncestry_wRin	4
KDM7A	X2_LCNMadj	E4_noAncestry_wRin	4
AC091138.1	X2_LCNMadj	E4_noAncestry_wRin	2
AC097382.3	X2_LCNMadj	E4_noAncestry_wRin	4
SEC14L5	X2_LCNMadj	E4_noAncestry_wRin	3
LINC00672	X2_LCNMadj	E4_noAncestry_wRin	3
UBE2W	X2_LCNMadj	E4_noAncestry_wRin	4
PPP1R16B	X2_LCNMadj	E4_noAncestry_wRin	3
ARHGAP18	X2_LCNMadj	E4_noAncestry_wRin	4
TECR	X2_LCNMadj	E4_noAncestry_wRin	2
AC008966.1	X2_LCNMadj	E4_noAncestry_wRin	4
SNAPC1	X2_LCNMadj	E4_noAncestry_wRin	2
BCKDHB	X2_LCNMadj	E4_noAncestry_wRin	4
MIR193BHG	X2_LCNMadj	E4_noAncestry_wRin	4
APOE	X2_LCNMadj	E4_noAncestry_wRin	4
LGR4	X2_LCNMadj	E4_noAncestry_wRin	4
FAM192A	X2_LCNMadj	E4_noAncestry_wRin	4
PLEKHG5	X2_LCNMadj	E4_noAncestry_wRin	2
SLC12A8	X2_LCNMadj	E4_noAncestry_wRin	2
ARRDC3-AS1	X2_LCNMadj	E4_noAncestry_wRin	2
LDB1	X2_LCNMadj	E4_noAncestry_wRin	2
A2ML1	X2_LCNMadj	E4_noAncestry_wRin	2
CRADD	X2_LCNMadj	E4_noAncestry_wRin	2
AP002360.1	X2_LCNMadj	E4_noAncestry_wRin	4
MOB3C	X2_LCNMadj	E4_noAncestry_wRin	4
GPR161	X2_LCNMadj	E4_noAncestry_wRin	4
LYAR	X2_LCNMadj	E4_noAncestry_wRin	4
CAPN15	X2_LCNMadj	E4_noAncestry_wRin	4
RCSD1	X2_LCNMadj	E4_noAncestry_wRin	4
LRRC37A3	X2_LCNMadj	E4_noAncestry_wRin	4
IGFBP2	X2_LCNMadj	E4_noAncestry_wRin	4
AC104794.3	X2_LCNMadj	E4_noAncestry_wRin	3
STBD1	X2_LCNMadj	E4_noAncestry_wRin	3
CEP68	X2_LCNMadj	E4_noAncestry_wRin	4
SLC41A3	X2_LCNMadj	E4_noAncestry_wRin	3
STOX1	X2_LCNMadj	E4_noAncestry_wRin	4
RET	X2_LCNMadj	E4_noAncestry_wRin	3
SNX4	X2_LCNMadj	E4_noAncestry_wRin	3
PSPC1	X2_LCNMadj	E4_noAncestry_wRin	2
ARL16	X2_LCNMadj	E4_noAncestry_wRin	4
SLC8B1	X2_LCNMadj	E4_noAncestry_wRin	4
PIK3C2A	X2_LCNMadj	E4_noAncestry_wRin	1
SSTR3	X2_LCNMadj	E4_noAncestry_wRin	3
NHLRC2	X2_LCNMadj	E4_noAncestry_wRin	4
KRT222	X2_LCNMadj	E4_noAncestry_wRin	3
SPIN2B	X2_LCNMadj	E4_noAncestry_wRin	4
FBXO28	X2_LCNMadj	E4_noAncestry_wRin	3
SEC13	X2_LCNMadj	E4_noAncestry_wRin	4
SNHG12	X2_LCNMadj	E4_noAncestry_wRin	3
PDS5A	X2_LCNMadj	E4_noAncestry_wRin	1
DHX33	X2_LCNMadj	E4_noAncestry_wRin	4
FSD1L	X2_LCNMadj	E4_noAncestry_wRin	4
SHISA3	X2_LCNMadj	E4_noAncestry_wRin	4
C17orf67	X2_LCNMadj	E4_noAncestry_wRin	3
CLEC16A	X2_LCNMadj	E4_noAncestry_wRin	2
RAB40C	X2_LCNMadj	E4_noAncestry_wRin	4
SLC30A10	X2_LCNMadj	E4_noAncestry_wRin	4
ANKRD30B	X2_LCNMadj	E4_noAncestry_wRin	4
NUDT8	X2_LCNMadj	E4_noAncestry_wRin	4
E2F6	X2_LCNMadj	E4_noAncestry_wRin	4
SENP5	X2_LCNMadj	E4_noAncestry_wRin	4
DIP2C	X2_LCNMadj	E4_noAncestry_wRin	3
TANC2	X2_LCNMadj	E4_noAncestry_wRin	3
RXYLT1	X2_LCNMadj	E4_noAncestry_wRin	1
TBP	X2_LCNMadj	E4_noAncestry_wRin	4
ATP7A	X2_LCNMadj	E4_noAncestry_wRin	4
DNAH9	X2_LCNMadj	E4_noAncestry_wRin	2
ZGPAT	X2_LCNMadj	E4_noAncestry_wRin	2
TRMT5	X2_LCNMadj	E4_noAncestry_wRin	2
ZDHHC12	X2_LCNMadj	E4_noAncestry_wRin	4
KRCC1	X2_LCNMadj	E4_noAncestry_wRin	2
ATP7B	X2_LCNMadj	E4_noAncestry_wRin	2
TMEM173	X2_LCNMadj	E4_noAncestry_wRin	3
ATP6AP1L	X2_LCNMadj	E4_noAncestry_wRin	4
AL035071.1	X2_LCNMadj	E4_noAncestry_wRin	3
MED1	X2_LCNMadj	E4_noAncestry_wRin	2
YIPF2	X2_LCNMadj	E4_noAncestry_wRin	3
RAE1	X2_LCNMadj	E4_noAncestry_wRin	2
RNF180	X2_LCNMadj	E4_noAncestry_wRin	2
SMIM3	X2_LCNMadj	E4_noAncestry_wRin	4
AL135925.1	X2_LCNMadj	E4_noAncestry_wRin	4
TDRD9	X2_LCNMadj	E4_noAncestry_wRin	4
WDR5	X2_LCNMadj	E4_noAncestry_wRin	3
LINC00685	X2_LCNMadj	E4_noAncestry_wRin	4
FAAP100	X2_LCNMadj	E4_noAncestry_wRin	3
FITM2	X2_LCNMadj	E4_noAncestry_wRin	3
FLNC	X2_LCNMadj	E4_noAncestry_wRin	3
FOXN3-AS1	X2_LCNMadj	E4_noAncestry_wRin	3
SMS	X2_LCNMadj	E4_noAncestry_wRin	4
CNOT6L	X2_LCNMadj	E4_noAncestry_wRin	2
RBM34	X2_LCNMadj	E4_noAncestry_wRin	1
TYMSOS	X2_LCNMadj	E4_noAncestry_wRin	2
FBXO48	X2_LCNMadj	E4_noAncestry_wRin	2
GLIPR1L2	X2_LCNMadj	E4_noAncestry_wRin	4
SPIDR	X2_LCNMadj	E4_noAncestry_wRin	3
DMAP1	X2_LCNMadj	E4_noAncestry_wRin	4
AC245100.6	X2_LCNMadj	E4_noAncestry_wRin	2
POU6F2	X2_LCNMadj	E4_noAncestry_wRin	2
HTR5A-AS1	X2_LCNMadj	E4_noAncestry_wRin	2
AP002495.1	X2_LCNMadj	E4_noAncestry_wRin	2
ACOT2	X2_LCNMadj	E4_noAncestry_wRin	2
ZNF71	X2_LCNMadj	E4_noAncestry_wRin	2
ARPC4	X2_LCNMadj	E4_noAncestry_wRin	3
C3orf62	X2_LCNMadj	E4_noAncestry_wRin	3
SUSD4	X2_LCNMadj	E4_noAncestry_wRin	3
RUNX1T1	X2_LCNMadj	E4_noAncestry_wRin	4
CTPS1	X2_LCNMadj	E4_noAncestry_wRin	4
TRIM4	X2_LCNMadj	E4_noAncestry_wRin	4
COA3	X2_LCNMadj	E4_noAncestry_wRin	2
AL596244.1	X2_LCNMadj	E4_noAncestry_wRin	4
ZNF181	X2_LCNMadj	E4_noAncestry_wRin	4
GATA3	X2_LCNMadj	E4_noAncestry_wRin	3
VPS45	X2_LCNMadj	E4_noAncestry_wRin	2
MT-ATP8	X2_LCNMadj	E4_noAncestry_wRin	3
ZBTB14	X2_LCNMadj	E4_noAncestry_wRin	3
