gene_id	rn	source	type	gene_version	gene_name	gene_type	gene_search	chr	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000162426	ENSG00000162426	HAVANA	gene	14	SLC45A1	protein_coding	SLC45A1; ENSG00000162426	chr1	0.129448468218262	5.65025342360087	1.81185957416643	0.0716577200579415	0.146780513619652	-5.15124472363874
ENSG00000119844	ENSG00000119844	HAVANA	gene	15	AFTPH	protein_coding	AFTPH; ENSG00000119844	chr2	-0.152009493966076	5.12217861591455	-1.80968429942645	0.0719960315973306	0.147425969954701	-4.99185948277719
ENSG00000172020	ENSG00000172020	HAVANA	gene	12	GAP43	protein_coding	GAP43; ENSG00000172020	chr3	-0.0617353009155135	9.37106892610295	-1.80941704993384	0.0720376866486185	0.147463743867694	-6.00807236362234
ENSG00000168002	ENSG00000168002	HAVANA	gene	12	POLR2G	protein_coding	POLR2G; ENSG00000168002	chr11	-0.130325850462454	5.76972883258971	-1.80844570039839	0.072189254463962	0.147717334250988	-5.17586382138998
ENSG00000108509	ENSG00000108509	HAVANA	gene	21	CAMTA2	protein_coding	CAMTA2; ENSG00000108509	chr17	0.129416908104865	5.65419056314113	1.80832527206166	0.0722080642404106	0.147717334250988	-5.17418506238959
ENSG00000136738	ENSG00000136738	HAVANA	gene	15	STAM	protein_coding	STAM; ENSG00000136738	chr10	0.128801574789853	5.71530437641656	1.8079319377836	0.0722695275591662	0.147788877778908	-5.16541857389455
ENSG00000068120	ENSG00000068120	HAVANA	gene	15	COASY	protein_coding	COASY; ENSG00000068120	chr17	0.137432498645072	5.68506070828153	1.80780383224519	0.072289554947568	0.147788877778908	-5.12759904561397
ENSG00000134371	ENSG00000134371	HAVANA	gene	13	CDC73	protein_coding	CDC73; ENSG00000134371	chr1	-0.180757444832452	4.83167888626196	-1.80714975770958	0.0723918811698973	0.147950470554367	-4.94360468555055
ENSG00000185043	ENSG00000185043	HAVANA	gene	12	CIB1	protein_coding	CIB1; ENSG00000185043	chr15	-0.152077429252935	5.29608855775408	-1.8064395219956	0.0725031288675342	0.148130186760229	-5.07035346565125
ENSG00000166197	ENSG00000166197	HAVANA	gene	16	NOLC1	protein_coding	NOLC1; ENSG00000166197	chr10	-0.111091692144591	5.89043967548833	-1.8055663780523	0.0726400870157513	0.148179960461264	-5.23188303533456
ENSG00000090520	ENSG00000090520	HAVANA	gene	11	DNAJB11	protein_coding	DNAJB11; ENSG00000090520	chr3	-0.149987927137671	5.0938735767127	-1.80555763059947	0.0726414601885502	0.148179960461264	-5.03782485742058
ENSG00000090266	ENSG00000090266	HAVANA	gene	13	NDUFB2	protein_coding	NDUFB2; ENSG00000090266	chr7	-0.117928730038571	7.98052892077177	-1.80826157134884	0.0726524310873488	0.148179960461264	-5.73542159510941
ENSG00000130703	ENSG00000130703	HAVANA	gene	16	OSBPL2	protein_coding	OSBPL2; ENSG00000130703	chr20	-0.134783263781409	5.35705220827295	-1.80548684018617	0.0726525736368783	0.148179960461264	-5.08852260642185
ENSG00000162604	ENSG00000162604	HAVANA	gene	12	TM2D1	protein_coding	TM2D1; ENSG00000162604	chr1	0.117116071543489	5.76670277711288	1.80540454414135	0.0726654951280685	0.148179960461264	-5.2045265867642
ENSG00000235106	ENSG00000235106	HAVANA	gene	10	BRD3OS	protein_coding	BRD3OS; ENSG00000235106	chr9	-0.16177705392923	4.9847877836162	-1.80539231575457	0.072667415297025	0.148179960461264	-4.97983003354747
ENSG00000197530	ENSG00000197530	HAVANA	gene	12	MIB2	protein_coding	MIB2; ENSG00000197530	chr1	-0.167792446831389	4.69922270289104	-1.80382398209195	0.0729140310343894	0.148635146997918	-4.94282295041315
ENSG00000024862	ENSG00000024862	HAVANA	gene	17	CCDC28A	protein_coding	CCDC28A; ENSG00000024862	chr6	0.113305744174554	6.2881625648923	1.80364121537026	0.0729428154236176	0.148646135087128	-5.30009041965332
ENSG00000111237	ENSG00000111237	HAVANA	gene	19	VPS29	protein_coding	VPS29; ENSG00000111237	chr12	0.0914486585601013	6.88355168205743	1.80230115046561	0.0731541521010446	0.149029010083372	-5.47250589859621
ENSG00000167004	ENSG00000167004	HAVANA	gene	13	PDIA3	protein_coding	PDIA3; ENSG00000167004	chr15	0.081780447821612	7.24444640454072	1.80148358463952	0.0732833352741919	0.14924433087571	-5.5865819609636
ENSG00000072201	ENSG00000072201	HAVANA	gene	14	LNX1	protein_coding	LNX1; ENSG00000072201	chr4	0.185044202119349	4.69704356440933	1.80090791436522	0.0733744094879969	0.14938192819184	-4.91174844054127
ENSG00000198231	ENSG00000198231	HAVANA	gene	13	DDX42	protein_coding	DDX42; ENSG00000198231	chr17	-0.116586697876578	6.15739535527623	-1.80070174494656	0.0734070493202639	0.149400509731248	-5.2912209614206
ENSG00000106688	ENSG00000106688	HAVANA	gene	12	SLC1A1	protein_coding	SLC1A1; ENSG00000106688	chr9	0.135619847869333	5.56382205981804	1.79693300628242	0.0740058123174162	0.150537666955479	-5.14844174882415
ENSG00000136861	ENSG00000136861	HAVANA	gene	18	CDK5RAP2	protein_coding	CDK5RAP2; ENSG00000136861	chr9	0.152607409782484	5.06736405180077	1.79688686254895	0.0740131683300153	0.150537666955479	-5.05021552800356
ENSG00000219481	ENSG00000219481	HAVANA	gene	10	NBPF1	protein_coding	NBPF1; ENSG00000219481	chr1	0.206330768224536	4.77360295214118	1.79630676825381	0.074105695596725	0.150677628742909	-4.95184613299204
ENSG00000213465	ENSG00000213465	HAVANA	gene	8	ARL2	protein_coding	ARL2; ENSG00000213465	chr11	-0.0845023176904647	7.22032635831144	-1.79408870098511	0.0744603653259791	0.151350339501366	-5.55360972433622
ENSG00000165775	ENSG00000165775	HAVANA	gene	18	FUNDC2	protein_coding	FUNDC2; ENSG00000165775	chrX	-0.106616873619091	6.34238415994133	-1.7926045325884	0.0746984643702437	0.15170545693795	-5.35073041472245
ENSG00000144744	ENSG00000144744	HAVANA	gene	17	UBA3	protein_coding	UBA3; ENSG00000144744	chr3	-0.121711023187337	5.63594296342707	-1.79257314841934	0.0747035059660007	0.15170545693795	-5.18598922482926
ENSG00000115665	ENSG00000115665	HAVANA	gene	9	SLC5A7	protein_coding	SLC5A7; ENSG00000115665	chr2	0.209342763863859	5.07332791368656	1.79271557763106	0.074716581216743	0.15170545693795	-4.98945042845044
ENSG00000010404	ENSG00000010404	HAVANA	gene	18	IDS	protein_coding	IDS; ENSG00000010404	chrX	0.0606354416277863	9.29877732447401	1.79240466571109	0.0747305760490687	0.15170545693795	-6.01745312908736
ENSG00000113282	ENSG00000113282	HAVANA	gene	13	CLINT1	protein_coding	CLINT1; ENSG00000113282	chr5	0.156248290154664	5.10028401955973	1.79157194484686	0.0748644878085378	0.151918695004423	-5.05103899475
ENSG00000134986	ENSG00000134986	HAVANA	gene	13	NREP	protein_coding	NREP; ENSG00000134986	chr5	-0.183144087717494	4.83127004673608	-1.79145421553066	0.0748834360645032	0.151918695004423	-5.01564104289513
ENSG00000009335	ENSG00000009335	HAVANA	gene	18	UBE3C	protein_coding	UBE3C; ENSG00000009335	chr7	0.114009824905379	5.58416855674666	1.79088364644783	0.0749753237706942	0.152056561518989	-5.15054573656874
ENSG00000110442	ENSG00000110442	HAVANA	gene	12	COMMD9	protein_coding	COMMD9; ENSG00000110442	chr11	-0.143959994923876	5.53346362780978	-1.7893979345618	0.0752150269912194	0.152494027282134	-5.1262108771535
ENSG00000163697	ENSG00000163697	HAVANA	gene	17	APBB2	protein_coding	APBB2; ENSG00000163697	chr4	-0.130375133283712	5.59653909245829	-1.78880106777955	0.0753115023243803	0.152640920500514	-5.16510982962029
ENSG00000140199	ENSG00000140199	HAVANA	gene	12	SLC12A6	protein_coding	SLC12A6; ENSG00000140199	chr15	0.167243194234865	4.89087884465803	1.78845139069999	0.0753680701316899	0.152706861484935	-5.00784785879393
ENSG00000170832	ENSG00000170832	HAVANA	gene	13	USP32	protein_coding	USP32; ENSG00000170832	chr17	0.132879850272245	5.37775354722453	1.78788286992504	0.0754601152726881	0.15284461984146	-5.14391144103713
ENSG00000064652	ENSG00000064652	HAVANA	gene	11	SNX24	protein_coding	SNX24; ENSG00000064652	chr5	-0.171215230793011	4.57105716625417	-1.78702686789015	0.0755988789507634	0.153076888735867	-4.93696525413875
ENSG00000172465	ENSG00000172465	HAVANA	gene	14	TCEAL1	protein_coding	TCEAL1; ENSG00000172465	chrX	0.106389034821465	6.53326731764286	1.78685147888789	0.075627336589169	0.153085726883587	-5.41944727297078
ENSG00000067445	ENSG00000067445	HAVANA	gene	21	TRO	protein_coding	TRO; ENSG00000067445	chrX	0.11508276275447	5.93893247084367	1.78575615802961	0.0758052567028096	0.15339700671645	-5.27928524752277
ENSG00000181195	ENSG00000181195	HAVANA	gene	11	PENK	protein_coding	PENK; ENSG00000181195	chr8	-0.289395740679366	5.58591444727882	-1.78901108695178	0.0758325543484346	0.153403390744971	-5.1939144640042
ENSG00000142230	ENSG00000142230	HAVANA	gene	13	SAE1	protein_coding	SAE1; ENSG00000142230	chr19	0.100908546815415	6.29096202622686	1.78495034942174	0.0759363691978804	0.153564509829195	-5.34459737955679
ENSG00000185070	ENSG00000185070	HAVANA	gene	11	FLRT2	protein_coding	FLRT2; ENSG00000185070	chr14	0.150408991889733	5.26493236273421	1.78415765972939	0.076065529081202	0.15377676480495	-5.11029257210899
ENSG00000139505	ENSG00000139505	HAVANA	gene	11	MTMR6	protein_coding	MTMR6; ENSG00000139505	chr13	0.0996314016104538	6.6590359952757	1.78344255737002	0.0761822019586652	0.153936246772961	-5.43489005087755
ENSG00000162734	ENSG00000162734	HAVANA	gene	12	PEA15	protein_coding	PEA15; ENSG00000162734	chr1	-0.0544780921306014	9.51713797328435	-1.78331270065477	0.0762034045766057	0.153936246772961	-6.07321966499658
ENSG00000101146	ENSG00000101146	HAVANA	gene	13	RAE1	protein_coding	RAE1; ENSG00000101146	chr20	0.158027278901614	4.87373512230517	1.78312278434622	0.0762344222847117	0.153936246772961	-5.02438265268154
ENSG00000003756	ENSG00000003756	HAVANA	gene	17	RBM5	protein_coding	RBM5; ENSG00000003756	chr3	-0.14085177211614	5.18481645013802	-1.78308053887679	0.0762413233545025	0.153936246772961	-5.10609478229619
ENSG00000105963	ENSG00000105963	HAVANA	gene	15	ADAP1	protein_coding	ADAP1; ENSG00000105963	chr7	0.118188123999195	6.06357792563269	1.78252987008125	0.0763313256548042	0.15406900991443	-5.32301414211582
ENSG00000088727	ENSG00000088727	HAVANA	gene	12	KIF9	protein_coding	KIF9; ENSG00000088727	chr3	-0.219754767479099	4.03802995308909	-1.78156969775582	0.0764884669178668	0.154337160621189	-4.83984512551603
ENSG00000254656	ENSG00000254656	HAVANA	gene	2	RTL1	protein_coding	RTL1; ENSG00000254656	chr14	0.190233188921574	4.68374293277757	1.78047694391952	0.0766676298908269	0.154649562008354	-4.92982563538872
ENSG00000119227	ENSG00000119227	HAVANA	gene	8	PIGZ	protein_coding	PIGZ; ENSG00000119227	chr3	0.132151717432508	5.59489298399642	1.77975086927274	0.0767868644523218	0.154840919304999	-5.22910361811334
ENSG00000184205	ENSG00000184205	HAVANA	gene	14	TSPYL2	protein_coding	TSPYL2; ENSG00000184205	chrX	-0.0851683049372252	7.14606859232827	-1.77899495086583	0.0769111617936843	0.15504236105237	-5.59713393118827
ENSG00000260804	ENSG00000260804	HAVANA	gene	3	LINC01963	lncRNA	LINC01963; ENSG00000260804	chr2	0.168582370981824	5.00607248739644	1.77681558741912	0.0772704452071686	0.155717224499318	-5.04577268448597
ENSG00000177628	ENSG00000177628	HAVANA	gene	16	GBA	protein_coding	GBA; ENSG00000177628	chr1	0.0965754334462652	7.05417719809958	1.77617744267194	0.0773759084612531	0.155833646858375	-5.54014446583641
ENSG00000204536	ENSG00000204536	HAVANA	gene	14	CCHCR1	protein_coding	CCHCR1; ENSG00000204536	chr6	0.192905574001119	4.58723776199343	1.77616922573268	0.0773772672077705	0.155833646858375	-4.95748350141925
ENSG00000123545	ENSG00000123545	HAVANA	gene	6	NDUFAF4	protein_coding	NDUFAF4; ENSG00000123545	chr6	0.131889337683284	6.18454238659692	1.77582877875278	0.0774335804796478	0.155897645870622	-5.33634429992129
ENSG00000196459	ENSG00000196459	HAVANA	gene	14	TRAPPC2	protein_coding	TRAPPC2; ENSG00000196459	chrX	0.164737442508095	4.70062497389751	1.77539245813049	0.0775058014071471	0.155993621203995	-4.95939743892638
ENSG00000041802	ENSG00000041802	HAVANA	gene	11	LSG1	protein_coding	LSG1; ENSG00000041802	chr3	0.162068341466466	4.84236170483913	1.77476181535334	0.0776102848072916	0.156154448912454	-5.00809487299221
ENSG00000115239	ENSG00000115239	HAVANA	gene	22	ASB3	protein_coding	ASB3; ENSG00000115239	chr2	-0.145903999401538	5.1770453657004	-1.77354081515814	0.0778129060113459	0.156503418291201	-5.07449534882245
ENSG00000173320	ENSG00000173320	HAVANA	gene	12	STOX2	protein_coding	STOX2; ENSG00000173320	chr4	-0.118411340588377	5.66700512516982	-1.77341994661081	0.0778329873780601	0.156503418291201	-5.2327472278715
ENSG00000106682	ENSG00000106682	HAVANA	gene	14	EIF4H	protein_coding	EIF4H; ENSG00000106682	chr7	-0.0781512849736057	7.6025728901322	-1.77326478562456	0.0778587724032715	0.156505738642957	-5.68696789342205
ENSG00000185627	ENSG00000185627	HAVANA	gene	18	PSMD13	protein_coding	PSMD13; ENSG00000185627	chr11	0.0892562108321595	7.0556607111432	1.77152503484195	0.0781483688467193	0.15703818331817	-5.57029138111291
ENSG00000143850	ENSG00000143850	HAVANA	gene	16	PLEKHA6	protein_coding	PLEKHA6; ENSG00000143850	chr1	-0.133681810851007	5.48553982173002	-1.7670538005356	0.0788967020440535	0.158491825731241	-5.18917454439834
ENSG00000166816	ENSG00000166816	HAVANA	gene	14	LDHD	protein_coding	LDHD; ENSG00000166816	chr16	0.133154194103697	5.60992987128957	1.76650540448426	0.0789888882959454	0.158626863537433	-5.20661027477368
ENSG00000168936	ENSG00000168936	HAVANA	gene	11	TMEM129	protein_coding	TMEM129; ENSG00000168936	chr4	0.141922382311403	5.34382018834259	1.76515095877272	0.0792169513657916	0.15900998346483	-5.1471692627119
ENSG00000167815	ENSG00000167815	HAVANA	gene	12	PRDX2	protein_coding	PRDX2; ENSG00000167815	chr19	0.0491766772778224	9.45809920256185	1.76507525260949	0.0792297147701687	0.15900998346483	-6.09437305164891
ENSG00000001084	ENSG00000001084	HAVANA	gene	13	GCLC	protein_coding	GCLC; ENSG00000001084	chr6	-0.155591825638439	4.68934313964721	-1.7646079351951	0.0793085377782301	0.159117918864185	-5.01179015013853
ENSG00000170035	ENSG00000170035	HAVANA	gene	16	UBE2E3	protein_coding	UBE2E3; ENSG00000170035	chr2	0.097668578028788	6.58952032205442	1.76393548981349	0.0794220727859512	0.159295407349095	-5.45029058967566
ENSG00000165283	ENSG00000165283	HAVANA	gene	16	STOML2	protein_coding	STOML2; ENSG00000165283	chr9	0.107859074859329	6.13063231474549	1.76236275206944	0.0796881325628361	0.159778603440915	-5.36643557471544
ENSG00000131242	ENSG00000131242	HAVANA	gene	18	RAB11FIP4	protein_coding	RAB11FIP4; ENSG00000131242	chr17	-0.119892287101659	5.98999888024921	-1.76210774233641	0.079731341263215	0.159814808323807	-5.32442640509006
ENSG00000100442	ENSG00000100442	HAVANA	gene	11	FKBP3	protein_coding	FKBP3; ENSG00000100442	chr14	0.0828185068814245	7.30077860186087	1.76189446053742	0.0797674943504417	0.159836852444877	-5.64295941656702
ENSG00000155959	ENSG00000155959	HAVANA	gene	12	VBP1	protein_coding	VBP1; ENSG00000155959	chrX	0.0837107503729522	7.0375048772906	1.7613049769641	0.0798674867367288	0.159957226714953	-5.57047489217629
ENSG00000067840	ENSG00000067840	HAVANA	gene	12	PDZD4	protein_coding	PDZD4; ENSG00000067840	chrX	0.129432842810847	5.91893114357711	1.76124352637487	0.0798779163309011	0.159957226714953	-5.29758484216984
ENSG00000135241	ENSG00000135241	HAVANA	gene	17	PNPLA8	protein_coding	PNPLA8; ENSG00000135241	chr7	0.104798795602787	6.36055519980076	1.76062676792528	0.079982656409015	0.160116508765873	-5.41297442840424
ENSG00000175040	ENSG00000175040	HAVANA	gene	6	CHST2	protein_coding	CHST2; ENSG00000175040	chr3	0.127379864247422	5.74781251957307	1.75783706331743	0.0804578203267069	0.161017004836503	-5.26214509734983
ENSG00000092108	ENSG00000092108	HAVANA	gene	21	SCFD1	protein_coding	SCFD1; ENSG00000092108	chr14	0.127420869790229	5.66740651807269	1.75663997360132	0.0806624255066875	0.161375645991654	-5.26191796802606
ENSG00000174516	ENSG00000174516	HAVANA	gene	15	PELI3	protein_coding	PELI3; ENSG00000174516	chr11	0.118450815570434	5.52711809786788	1.75647326903589	0.0806909522234401	0.16138190444688	-5.22452258928929
ENSG00000213593	ENSG00000213593	HAVANA	gene	10	TMX2	protein_coding	TMX2; ENSG00000213593	chr11	-0.0890085483561798	6.60815563737654	-1.75570931741901	0.0808217863696377	0.161543962599724	-5.4764542993189
ENSG00000119203	ENSG00000119203	HAVANA	gene	14	CPSF3	protein_coding	CPSF3; ENSG00000119203	chr2	0.160311624246022	4.81123814047267	1.75565661047075	0.0808308193480572	0.161543962599724	-5.00226090028511
ENSG00000119414	ENSG00000119414	HAVANA	gene	11	PPP6C	protein_coding	PPP6C; ENSG00000119414	chr9	0.105743781236349	5.88063612961494	1.75555489829054	0.0808482532368777	0.161543962599724	-5.3118232522926
ENSG00000074603	ENSG00000074603	HAVANA	gene	19	DPP8	protein_coding	DPP8; ENSG00000074603	chr15	-0.131447893144609	5.47342836839561	-1.7545168603366	0.0810263533202171	0.161848930838309	-5.19941771526938
ENSG00000135108	ENSG00000135108	HAVANA	gene	14	FBXO21	protein_coding	FBXO21; ENSG00000135108	chr12	-0.0986446725636281	6.43212732629563	-1.75384923365464	0.0811410701453388	0.162027140070234	-5.43897666385286
ENSG00000179262	ENSG00000179262	HAVANA	gene	10	RAD23A	protein_coding	RAD23A; ENSG00000179262	chr19	-0.0880105331170977	6.83500711919835	-1.75348553139007	0.0812036202166488	0.162101100489031	-5.54025928164977
ENSG00000117625	ENSG00000117625	HAVANA	gene	13	RCOR3	protein_coding	RCOR3; ENSG00000117625	chr1	-0.170385521806487	4.94651851913406	-1.75321647539731	0.0812499182670326	0.162142581868318	-5.06456117370609
ENSG00000116353	ENSG00000116353	HAVANA	gene	16	MECR	protein_coding	MECR; ENSG00000116353	chr1	0.138200626744792	5.07892671887164	1.75199970763308	0.0814595644823151	0.162509912942113	-5.11758992412852
ENSG00000140992	ENSG00000140992	HAVANA	gene	19	PDPK1	protein_coding	PDPK1; ENSG00000140992	chr16	0.108334506168105	6.05607125210714	1.74938189712135	0.0819121076003503	0.163361434931772	-5.3764455077058
ENSG00000124140	ENSG00000124140	HAVANA	gene	13	SLC12A5	protein_coding	SLC12A5; ENSG00000124140	chr20	-0.0906267495182869	6.95558719901755	-1.74911523573945	0.0819583207436501	0.163402312521228	-5.5739935554604
ENSG00000133027	ENSG00000133027	HAVANA	gene	18	PEMT	protein_coding	PEMT; ENSG00000133027	chr17	0.132023566030408	5.57761280663813	1.74801632100053	0.082148990694666	0.163731081202606	-5.24046239808212
ENSG00000254505	ENSG00000254505	HAVANA	gene	10	CHMP4A	protein_coding	CHMP4A; ENSG00000254505	chr14	-0.139414628078093	5.01319331223121	-1.74705651823768	0.0823158202571234	0.16400726980364	-5.10284548941745
ENSG00000115307	ENSG00000115307	HAVANA	gene	17	AUP1	protein_coding	AUP1; ENSG00000115307	chr2	0.118005700554956	5.92932885381444	1.74692221503187	0.0823391864453275	0.16400726980364	-5.3439821349252
ENSG00000141030	ENSG00000141030	HAVANA	gene	13	COPS3	protein_coding	COPS3; ENSG00000141030	chr17	0.0964531723113025	6.47100270302913	1.74676082372498	0.0823672726174571	0.164011798875375	-5.44944923912738
ENSG00000002834	ENSG00000002834	HAVANA	gene	18	LASP1	protein_coding	LASP1; ENSG00000002834	chr17	0.0862192623148408	6.64277800884836	1.74646762677424	0.0824183163444931	0.164050681232998	-5.50358767767407
ENSG00000125841	ENSG00000125841	HAVANA	gene	13	NRSN2	protein_coding	NRSN2; ENSG00000125841	chr20	-0.108145000087309	6.19655639406265	-1.74628466710459	0.0824501815608857	0.164050681232998	-5.40180780549968
ENSG00000099917	ENSG00000099917	HAVANA	gene	17	MED15	protein_coding	MED15; ENSG00000099917	chr22	0.146304628057504	5.42494855584448	1.74620388078385	0.0824642549351899	0.164050681232998	-5.19246222293928
ENSG00000115677	ENSG00000115677	HAVANA	gene	17	HDLBP	protein_coding	HDLBP; ENSG00000115677	chr2	0.0738385820492926	7.43845035740888	1.74533753874058	0.0826152994448451	0.164299722276227	-5.68416080884237
ENSG00000037241	ENSG00000037241	HAVANA	gene	7	RPL26L1	protein_coding	RPL26L1; ENSG00000037241	chr5	0.148136355718595	5.09373998504053	1.74437521659369	0.0827833428275775	0.164582403105891	-5.12793804863497
ENSG00000111640	ENSG00000111640	HAVANA	gene	15	GAPDH	protein_coding	GAPDH; ENSG00000111640	chr12	0.0615159286484897	11.6316725872212	1.74709863630437	0.0828607275222133	0.164684724015059	-6.64946305691543
ENSG00000139410	ENSG00000139410	HAVANA	gene	15	SDSL	protein_coding	SDSL; ENSG00000139410	chr12	0.133158324553675	5.28604209194263	1.74367326577036	0.0829060955314636	0.16472336804469	-5.18401725081934
ENSG00000003056	ENSG00000003056	HAVANA	gene	8	M6PR	protein_coding	M6PR; ENSG00000003056	chr12	0.10374239607965	6.11556898088435	1.74109307432014	0.0833585816190096	0.165570624447386	-5.37460625348467
ENSG00000100604	ENSG00000100604	HAVANA	gene	13	CHGA	protein_coding	CHGA; ENSG00000100604	chr14	0.0811887198980212	7.33311486662655	1.73998542673011	0.0835534466647108	0.165905812533616	-5.68973221979332
ENSG00000112379	ENSG00000112379	HAVANA	gene	9	ARFGEF3	protein_coding	ARFGEF3; ENSG00000112379	chr6	0.0904627478827909	7.11800038472442	1.73929333422245	0.0836753930803033	0.166064963760128	-5.63198695679234
ENSG00000181191	ENSG00000181191	HAVANA	gene	11	PJA1	protein_coding	PJA1; ENSG00000181191	chrX	0.0911163481590833	6.42491621156368	1.73923391571131	0.0836858693673164	0.166064963760128	-5.4836333185089
ENSG00000173821	ENSG00000173821	HAVANA	gene	19	RNF213	protein_coding	RNF213; ENSG00000173821	chr17	-0.160516896224411	4.80841115983483	-1.73886850373406	0.0837503199854745	0.166130893490625	-5.04384714737497
ENSG00000169689	ENSG00000169689	HAVANA	gene	15	CENPX	protein_coding	CENPX; ENSG00000169689	chr17	0.117277013729026	6.39954313791715	1.73874912021835	0.0837713853862074	0.166130893490625	-5.49753774420546
ENSG00000133731	ENSG00000133731	HAVANA	gene	10	IMPA1	protein_coding	IMPA1; ENSG00000133731	chr8	0.100610529461684	6.19858387583558	1.73859274391199	0.0837989847638686	0.166133775098166	-5.40561975083342
ENSG00000164684	ENSG00000164684	HAVANA	gene	13	ZNF704	protein_coding	ZNF704; ENSG00000164684	chr8	-0.157627273711231	4.71223588714894	-1.73711704050512	0.084059802308842	0.166598872074355	-5.0350490772115
ENSG00000143575	ENSG00000143575	HAVANA	gene	14	HAX1	protein_coding	HAX1; ENSG00000143575	chr1	-0.107686031199371	5.89060228274711	-1.73665648157754	0.0841413375509915	0.166708468599626	-5.32133810769864
ENSG00000157837	ENSG00000157837	HAVANA	gene	16	SPPL3	protein_coding	SPPL3; ENSG00000157837	chr12	0.0930179571645295	6.63597493233474	1.73585229002306	0.0842838626692203	0.166938797818026	-5.52478659982364
ENSG00000131943	ENSG00000131943	HAVANA	gene	17	C19orf12	protein_coding	C19orf12; ENSG00000131943	chr19	0.106414680863442	6.20322771823147	1.73473275248159	0.0844826038100621	0.16728029436246	-5.42183046985661
ENSG00000170043	ENSG00000170043	HAVANA	gene	12	TRAPPC1	protein_coding	TRAPPC1; ENSG00000170043	chr17	0.0778926013038479	7.08772564086005	1.73437640892403	0.0845459423366889	0.167353556887016	-5.62434068382354
ENSG00000120251	ENSG00000120251	HAVANA	gene	20	GRIA2	protein_coding	GRIA2; ENSG00000120251	chr4	0.0915011166887503	6.76609630737539	1.73382502829389	0.08464402419747	0.167486529568473	-5.57156058395313
ENSG00000110429	ENSG00000110429	HAVANA	gene	14	FBXO3	protein_coding	FBXO3; ENSG00000110429	chr11	0.109375745039032	6.35740783509825	1.73370247134427	0.0846658377359043	0.167486529568473	-5.45528022450777
ENSG00000133706	ENSG00000133706	HAVANA	gene	18	LARS	protein_coding	LARS; ENSG00000133706	chr5	-0.106236542749422	6.13950352825206	-1.73259905957136	0.0848624371871178	0.167823195109538	-5.37481037062966
ENSG00000131171	ENSG00000131171	HAVANA	gene	13	SH3BGRL	protein_coding	SH3BGRL; ENSG00000131171	chrX	-0.0822635450118758	7.09386034205856	-1.73201405947877	0.0849668199977729	0.167977341090805	-5.63736738683198
ENSG00000070413	ENSG00000070413	HAVANA	gene	20	DGCR2	protein_coding	DGCR2; ENSG00000070413	chr22	0.0992669248234428	6.64759633423174	1.73177443600482	0.0850096067383182	0.168009655121391	-5.52392784637873
ENSG00000110046	ENSG00000110046	HAVANA	gene	13	ATG2A	protein_coding	ATG2A; ENSG00000110046	chr11	0.133493085968817	5.27437104913524	1.73029333284339	0.0852744599227256	0.168480696004042	-5.19160723248346
ENSG00000138606	ENSG00000138606	HAVANA	gene	19	SHF	protein_coding	SHF; ENSG00000138606	chr15	-0.22101512847587	4.37970709199377	-1.72988627637186	0.0853473681214676	0.16857232733721	-4.94309049836765
ENSG00000138430	ENSG00000138430	HAVANA	gene	16	OLA1	protein_coding	OLA1; ENSG00000138430	chr2	0.0722914081683381	7.30309549868103	1.72861529489233	0.0855753416633727	0.168936575723885	-5.69941867893441
ENSG00000110171	ENSG00000110171	HAVANA	gene	20	TRIM3	protein_coding	TRIM3; ENSG00000110171	chr11	0.18005454865909	4.75945428024161	1.72856173089996	0.0855849602227236	0.168936575723885	-5.0389073616237
ENSG00000204386	ENSG00000204386	HAVANA	gene	11	NEU1	protein_coding	NEU1; ENSG00000204386	chr6	0.126122529306056	5.47870693191397	1.72827783328731	0.0856359548161419	0.16898473816825	-5.25010575972073
ENSG00000261824	ENSG00000261824	HAVANA	gene	7	LINC00662	lncRNA	LINC00662; ENSG00000261824	chr19	0.154831241842821	4.78818548444404	1.72787706871721	0.0857079835693316	0.16907436435875	-5.09485365250915
ENSG00000167522	ENSG00000167522	HAVANA	gene	16	ANKRD11	protein_coding	ANKRD11; ENSG00000167522	chr16	-0.101629974591836	6.47261780407498	-1.72732296986914	0.0858076521425391	0.169218442493387	-5.50990998324636
ENSG00000141542	ENSG00000141542	HAVANA	gene	11	RAB40B	protein_coding	RAB40B; ENSG00000141542	chr17	-0.155676377990797	5.06675005060782	-1.72696572596931	0.0858719614717122	0.16929272205748	-5.1648592656752
ENSG00000115514	ENSG00000115514	HAVANA	gene	12	TXNDC9	protein_coding	TXNDC9; ENSG00000115514	chr2	0.131592895331838	5.29480775362872	1.72652628662136	0.0859511210832968	0.169396223127564	-5.21955793273117
ENSG00000175573	ENSG00000175573	HAVANA	gene	7	C11orf68	protein_coding	C11orf68; ENSG00000175573	chr11	-0.120990058689015	5.51843952362738	-1.72550939863498	0.0861345289485723	0.169652545997101	-5.26273179534859
ENSG00000240972	ENSG00000240972	HAVANA	gene	2	MIF	protein_coding	MIF; ENSG00000240972	chr22	0.0662451104599509	9.63336191091973	1.72607591115414	0.0861345787514399	0.169652545997101	-6.21452775594518
ENSG00000076984	ENSG00000076984	HAVANA	gene	17	MAP2K7	protein_coding	MAP2K7; ENSG00000076984	chr19	-0.177905882811302	4.68520556829648	-1.72434546267008	0.0863448497904039	0.170009140067489	-5.05801148802407
