ensg	gene_name	chr	Outcome	Region	SxG_beta	SxG_SE	SxG_p	fem_beta	fem_SE	fem_p	fem_fdr	male_beta	male_SE	male_p	male_fdr	model
ENSG00000101439	CST3	20	Tangles	DLPFC	-0.154767257	0.071007747	0.029670143	-0.01415786	0.051611144	0.784027267	0.893754672	-0.172575844	0.048779754	0.00046637	0.022607391	e4adj
ENSG00000124151	NCOA3	20	Tangles	DLPFC	0.171156115	0.071740977	0.017348412	0.033112001	0.051038784	0.5169839	0.711936162	0.205492913	0.049666186	4.55E-05	0.007334777	e4adj
ENSG00000124215	CDH26	20	Tangles	DLPFC	0.156035209	0.071496853	0.029460235	0.012517672	0.05174349	0.80900749	0.90540789	0.175154477	0.049857843	0.000510215	0.023498754	e4adj
ENSG00000125510	OPRL1	20	Tangles	DLPFC	0.187486265	0.07124032	0.00870967	-0.164218173	0.054267888	0.002690078	0.040109394	0.024387053	0.046828354	0.602902367	0.827057323	e4adj
ENSG00000125520	SLC2A4RG	20	Tangles	DLPFC	-0.214640762	0.07103722	0.002620412	0.07196865	0.05358701	0.180269267	0.385032621	-0.146030507	0.047072422	0.002100881	0.047898952	e4adj
ENSG00000149636	DSN1	20	Tangles	DLPFC	0.164159037	0.070333292	0.019918656	-0.187425556	0.051822028	0.000349388	0.01458999	-0.023854249	0.047805745	0.618152321	0.835233964	e4adj
ENSG00000158296	SLC13A3	20	Tangles	DLPFC	-0.164434961	0.071523171	0.021839472	-0.002034291	0.050258651	0.967739949	0.987269113	-0.168093056	0.050295051	0.000935226	0.031715081	e4adj
ENSG00000184402	SS18L1	20	Tangles	DLPFC	0.17175402	0.072285052	0.017806157	-0.15179938	0.048475228	0.001909063	0.032883226	0.02481573	0.053049586	0.640274461	0.846116472	e4adj
ENSG00000198053	SIRPA	20	Tangles	DLPFC	0.156442166	0.071540126	0.029138049	0.030617423	0.050878434	0.547773218	0.735370913	0.190117831	0.050161021	0.000181533	0.01365959	e4adj
ENSG00000215305	VPS16	20	Tangles	DLPFC	0.144710387	0.073139641	0.048316173	-0.15332885	0.047340209	0.001333316	0.028079601	-0.005613828	0.054825232	0.918510688	0.971409449	e4adj
ENSG00000233508	PTPRT-DT	20	Tangles	DLPFC	0.209723425	0.071214042	0.00335289	-0.1495575	0.050948768	0.003585529	0.045315039	0.058895814	0.049617655	0.236157059	0.553603465	e4adj
ENSG00000132792	CTNNBL1	20	Tangles	PCC	-0.30901106	0.087849128	0.000488303	0.267011992	0.067366824	0.000104812	0.028747308	-0.045450094	0.056888796	0.425334568	0.821893542	e4adj
ENSG00000227063	RPL41P1	20	Tangles	PCC	0.264238627	0.088032406	0.002862964	-0.294464821	0.063974283	7.65E-06	0.009486971	-0.034873173	0.060041388	0.562054445	0.883505122	e4adj
ENSG00000061656	SPAG4	20	Tangles	CN	0.233948198	0.078811449	0.00314588	-0.232936843	0.055609689	3.99E-05	0.014334519	0.003456909	0.056028445	0.950854843	0.981597879	e4adj
ENSG00000088340	FER1L4	20	Tangles	CN	0.209487709	0.078701458	0.008038055	-0.211822905	0.054670561	0.000138886	0.020949603	-0.002179092	0.056540206	0.969289397	0.98780348	e4adj
ENSG00000132635	PCED1A	20	Tangles	CN	0.171095774	0.079023564	0.030879663	0.025884896	0.060021833	0.666679516	0.856005679	0.213007481	0.05260726	6.99E-05	0.010190968	e4adj
ENSG00000185513	L3MBTL1	20	Tangles	CN	0.203801714	0.078767034	0.009969484	-0.200854147	0.056665395	0.00047514	0.033755677	0.008218765	0.055364692	0.882117255	0.956917068	e4adj
ENSG00000198171	DDRGK1	20	Tangles	CN	0.157438536	0.079522804	0.048308677	0.001268216	0.060695819	0.983347602	0.99410548	0.168648094	0.052548099	0.00151558	0.046414443	e4adj
ENSG00000214078	CPNE1	20	Tangles	CN	0.202898505	0.078766864	0.010300557	-0.04429937	0.060110633	0.461885686	0.734799277	0.170613407	0.051708209	0.001118839	0.040438357	e4adj
ENSG00000227063	RPL41P1	20	Tangles	CN	-0.177451309	0.078632047	0.024482485	-0.010730715	0.060924288	0.860343256	0.947461837	-0.18907464	0.05035802	0.000218898	0.019135739	e4adj
ENSG00000228340	MIR646HG	20	Tangles	CN	0.23572381	0.079639107	0.003232554	-0.192350152	0.057014627	0.000868482	0.044433643	0.045622555	0.055690244	0.413491	0.696560018	e4adj
ENSG00000267882		20	Tangles	CN	0.161567297	0.078631367	0.040454869	0.037912616	0.060228656	0.529652865	0.778717902	0.207995509	0.051226062	6.68E-05	0.010190968	e4adj
ENSG00000279253		20	Tangles	CN	0.170529504	0.078428904	0.03017825	0.032806968	0.058825253	0.577583233	0.805399073	0.215708281	0.052393508	5.31E-05	0.009341166	e4adj
ENSG00000283757		20	Tangles	CN	0.193305545	0.078619449	0.014300898	0.010175365	0.057796508	0.86040364	0.947461837	0.207305199	0.053094121	0.000123421	0.014147788	e4adj
ENSG00000142173	COL6A2	21	Tangles	DLPFC	-0.153136635	0.072465991	0.034987369	0.155641821	0.051081697	0.002515485	0.038445525	0.00281984	0.051957012	0.956753655	0.984822271	e4adj
ENSG00000159082	SYNJ1	21	Tangles	DLPFC	0.183638605	0.07102435	0.009952519	-0.164679583	0.051194672	0.001436855	0.028986467	0.01849493	0.049074275	0.706528476	0.880704262	e4adj
ENSG00000160307	S100B	21	Tangles	DLPFC	-0.204842299	0.070623238	0.003859966	0.031506871	0.053373656	0.55542448	0.740676861	-0.172454391	0.046854804	0.000275203	0.0172249	e4adj
ENSG00000166265	CYYR1	21	Tangles	DLPFC	-0.175939515	0.071546908	0.01420595	0.153861833	0.050488482	0.002511069	0.038412391	-0.023450337	0.051514121	0.649274813	0.850648576	e4adj
ENSG00000185437	SH3BGR	21	Tangles	DLPFC	0.192850284	0.07095972	0.006759615	-0.009053051	0.052709608	0.863746098	0.934901747	0.190500645	0.04789954	8.73E-05	0.009744488	e4adj
ENSG00000215386	MIR99AHG	21	Tangles	DLPFC	-0.156110717	0.07007655	0.026263343	0.220585315	0.053586134	4.97E-05	0.006060105	0.061598176	0.046275344	0.184145938	0.488814921	e4adj
ENSG00000269950		21	Tangles	DLPFC	-0.14337723	0.071027431	0.043964046	0.153624694	0.051454063	0.003060332	0.042341613	-0.000670741	0.050135952	0.98933464	0.995560775	e4adj
ENSG00000159131	GART	21	Tangles	PCC	0.234085864	0.090909651	0.010403597	-0.235254804	0.060437579	0.000137677	0.03121943	-0.000371501	0.065607579	0.995487996	0.998856271	e4adj
ENSG00000227039	ITGB2-AS1	21	Tangles	CN	0.214378023	0.078478813	0.006538108	-0.23104253	0.058910701	0.000115595	0.019460224	-0.017068251	0.052203419	0.743991765	0.897813274	e4adj
ENSG00000093000	NUP50	22	Tangles	DLPFC	0.178437883	0.070687527	0.011844852	-0.177497644	0.051471023	0.000643574	0.01949778	0.002530213	0.048470607	0.958402847	0.985451284	e4adj
ENSG00000093072	ADA2	22	Tangles	DLPFC	-0.157441772	0.071904234	0.028931059	-0.007649947	0.051463519	0.881930301	0.944680482	-0.166034145	0.050114453	0.001034134	0.032966867	e4adj
ENSG00000100226	GTPBP1	22	Tangles	DLPFC	-0.171597702	0.071157592	0.016180726	0.01153954	0.051290565	0.822143623	0.912885989	-0.16094254	0.048997837	0.001140244	0.034806308	e4adj
ENSG00000100321	SYNGR1	22	Tangles	DLPFC	0.159781599	0.071061031	0.024899703	-0.173403883	0.052192044	0.001001747	0.024108236	-0.013270826	0.04846092	0.784388997	0.917228945	e4adj
ENSG00000100422	CERK	22	Tangles	DLPFC	0.142926063	0.071224896	0.045223836	0.006576082	0.052116288	0.899672387	0.953404991	0.150819035	0.048426331	0.002018843	0.047185954	e4adj
ENSG00000128203	ASPHD2	22	Tangles	DLPFC	0.181151456	0.070878744	0.010835874	-0.006870218	0.052730458	0.896423945	0.951792453	0.174093439	0.048162479	0.000351812	0.019774367	e4adj
ENSG00000205634	LINC00898	22	Tangles	DLPFC	0.15559928	0.0705273	0.027739998	-0.214187477	0.053482544	7.81E-05	0.007459045	-0.053700105	0.04725112	0.256649461	0.572698	e4adj
ENSG00000226450	CYP2D8P	22	Tangles	DLPFC	0.151334677	0.071133585	0.033781405	-0.155693913	0.050747967	0.002349766	0.037073368	-0.002716564	0.049963143	0.956675015	0.984822271	e4adj
ENSG00000226471		22	Tangles	DLPFC	-0.171039928	0.071047619	0.016362573	0.037057454	0.056259596	0.510597112	0.707110071	-0.141458721	0.045750531	0.00217278	0.04859356	e4adj
ENSG00000241973	PI4KA	22	Tangles	DLPFC	0.17917338	0.071063224	0.011945105	-0.16260882	0.051628435	0.00179812	0.032239748	0.015877873	0.049227165	0.747263146	0.900902094	e4adj
ENSG00000244425	RN7SL268P	22	Tangles	DLPFC	0.183524006	0.0706556	0.009618668	-0.174105105	0.053770853	0.001337672	0.028079601	0.009199402	0.046320999	0.842707526	0.941502779	e4adj
ENSG00000286129		22	Tangles	DLPFC	0.171066908	0.070815291	0.015998785	-0.014400179	0.054740409	0.792680766	0.897881091	0.15623951	0.045780644	0.000730183	0.027618354	e4adj
ENSG00000100276	RASL10A	22	Tangles	CN	-0.172935924	0.082203816	0.035930251	-0.03156853	0.055466899	0.569808147	0.801439495	-0.205401777	0.05982582	0.000704515	0.032890226	e4adj
ENSG00000100359	SGSM3	22	Tangles	CN	0.228599698	0.078673291	0.003837076	-0.062116075	0.061591555	0.314252937	0.615375048	0.177241634	0.050634071	0.000555625	0.029469497	e4adj
ENSG00000170638	TRABD	22	Tangles	CN	0.278163269	0.078212782	0.000413856	-0.220403957	0.059214985	0.000247756	0.027371957	0.062174601	0.051546143	0.228955983	0.533258104	e4adj
ENSG00000183307	TMEM121B	22	Tangles	CN	-0.158014475	0.078552575	0.044833725	0.205028063	0.056413142	0.000342818	0.031250144	0.038236553	0.055044864	0.48796498	0.751395654	e4adj
ENSG00000183963	SMTN	22	Tangles	CN	0.179387645	0.079478881	0.024462466	0.028147852	0.058327468	0.629844832	0.836858062	0.219368896	0.054895302	8.62E-05	0.011446544	e4adj
ENSG00000228315	GUSBP11	22	Tangles	CN	0.247450479	0.079159197	0.001881645	-0.08967988	0.061578995	0.146645175	0.42864961	0.166173221	0.050826131	0.001239072	0.041577761	e4adj
ENSG00000000003	TSPAN6	X	Tangles	DLPFC	-0.198594652	0.070817705	0.005203022	0.145358938	0.053982212	0.007481571	0.047159118	-0.052149166	0.046415231	0.262096538	0.57823204	e4adj
ENSG00000008086	CDKL5	X	Tangles	DLPFC	-0.154910034	0.074287531	0.037459357	0.158045018	0.050667243	0.001987368	0.024775859	-0.00178155	0.053858552	0.97363384	0.993819819	e4adj
ENSG00000011677	GABRA3	X	Tangles	DLPFC	0.150568561	0.071164031	0.034766761	-0.139680888	0.051552135	0.007121894	0.047159118	0.009115796	0.049611122	0.854335992	0.966295346	e4adj
ENSG00000062096	ARSF	X	Tangles	DLPFC	-0.15832964	0.071718815	0.027640482	0.156576855	0.051841068	0.002740056	0.031370847	-0.003730677	0.049734918	0.940255122	0.987796111	e4adj
ENSG00000067445	TRO	X	Tangles	DLPFC	0.177176133	0.071363653	0.013306069	-0.178636462	0.050740952	0.000496816	0.011979389	0.000424982	0.050302539	0.993264678	0.997947434	e4adj
ENSG00000067842	ATP2B3	X	Tangles	DLPFC	0.228051231	0.070325743	0.00124826	-0.223951051	0.051155195	1.65E-05	0.002348862	0.002645698	0.048771241	0.956773939	0.990313985	e4adj
ENSG00000085224	ATRX	X	Tangles	DLPFC	-0.214022594	0.071059973	0.002704031	0.24002457	0.050405174	2.98E-06	0.001669961	0.021937232	0.050091084	0.661735826	0.887687486	e4adj
ENSG00000101911	PRPS2	X	Tangles	DLPFC	0.156267768	0.071270177	0.028712382	-0.1557367	0.049310036	0.001746874	0.022790618	-0.000208821	0.051090715	0.99674153	0.997947434	e4adj
ENSG00000101977	MCF2	X	Tangles	DLPFC	0.258074698	0.070719606	0.000285518	-0.176365223	0.053538262	0.001104072	0.018451529	0.081913539	0.047122025	0.08316552	0.363787657	e4adj
ENSG00000102078	SLC25A14	X	Tangles	DLPFC	0.148071974	0.071227706	0.038048128	-0.137522843	0.051438821	0.007912852	0.048251193	0.008956548	0.049555957	0.856695197	0.966952133	e4adj
ENSG00000123570	RAB9B	X	Tangles	DLPFC	0.17878246	0.071327354	0.012452158	-0.136896161	0.051138713	0.007834072	0.048251193	0.041044663	0.049930214	0.411698057	0.699886696	e4adj
ENSG00000123575	FAM199X	X	Tangles	DLPFC	0.151415417	0.071493751	0.034590142	-0.146314842	0.053794744	0.006908956	0.047159118	0.013184274	0.048508953	0.785968185	0.945127059	e4adj
ENSG00000125354	SEPTIN6	X	Tangles	DLPFC	0.213851524	0.070831787	0.002640769	-0.183231632	0.051242776	0.000406292	0.011396489	0.030494133	0.049040125	0.534526249	0.792491625	e4adj
ENSG00000125676	THOC2	X	Tangles	DLPFC	-0.145061282	0.070615515	0.040377933	0.181929861	0.051802735	0.000512487	0.011979389	0.032563384	0.048288203	0.500598214	0.765219613	e4adj
ENSG00000130032	PRRG3	X	Tangles	DLPFC	0.156341366	0.070642001	0.027256654	-0.195111404	0.050911098	0.000154314	0.006965239	-0.039677569	0.049406735	0.422555834	0.707623351	e4adj
ENSG00000147044	CASK	X	Tangles	DLPFC	-0.21834991	0.077489028	0.004991807	0.185397734	0.058144572	0.001579361	0.021095749	-0.031068843	0.051896065	0.549835879	0.803275855	e4adj
ENSG00000147099	HDAC8	X	Tangles	DLPFC	-0.290643595	0.075341631	0.000126649	0.207370253	0.055468595	0.000221265	0.007301737	-0.082602447	0.051338608	0.108660135	0.401041682	e4adj
ENSG00000147246	HTR2C	X	Tangles	DLPFC	0.193192416	0.071371788	0.006982765	-0.158056387	0.054656702	0.004107585	0.03790914	0.035372096	0.046807772	0.45042109	0.735245972	e4adj
ENSG00000149970	CNKSR2	X	Tangles	DLPFC	-0.261430541	0.083343111	0.0017903	0.203776148	0.070726643	0.004244721	0.037977427	-0.057337654	0.047691005	0.230193037	0.54719616	e4adj
ENSG00000173681	BCLAF3	X	Tangles	DLPFC	-0.170959601	0.071633232	0.017308966	0.140627673	0.052023987	0.007256616	0.047159118	-0.032546032	0.049258761	0.509295078	0.770120051	e4adj
ENSG00000177189	RPS6KA3	X	Tangles	DLPFC	0.180272222	0.070886441	0.011233196	-0.013760001	0.05257675	0.793721387	0.896596293	0.167827022	0.047676454	0.00049737	0.04033005	e4adj
ENSG00000184785	SMIM10	X	Tangles	DLPFC	-0.181473028	0.070083926	0.009844698	0.218513782	0.051361867	2.80E-05	0.002615155	0.036254543	0.048225667	0.452771837	0.735245972	e4adj
ENSG00000186462	NAP1L2	X	Tangles	DLPFC	0.15675235	0.071845474	0.029505956	-0.143334915	0.049577413	0.004116102	0.03790914	0.012990718	0.051381146	0.80057068	0.945516108	e4adj
ENSG00000186787	SPIN2B	X	Tangles	DLPFC	0.197452841	0.071901519	0.006207681	-0.132399558	0.049805556	0.008269917	0.049355567	0.066404535	0.051289112	0.196402738	0.523595948	e4adj
ENSG00000198814	GK	X	Tangles	DLPFC	0.174778931	0.070344084	0.013235759	-0.226407135	0.052376538	2.09E-05	0.002348862	-0.047942267	0.047718635	0.315846863	0.658699219	e4adj
ENSG00000198910	L1CAM	X	Tangles	DLPFC	0.164741309	0.070913649	0.020500327	-0.159337023	0.051291476	0.00207245	0.025274885	0.004150668	0.049379455	0.933066775	0.985782412	e4adj
ENSG00000198947	DMD	X	Tangles	DLPFC	-0.185722906	0.070873769	0.008999461	0.151511399	0.053153313	0.004665092	0.038863197	-0.033643582	0.047795081	0.482025732	0.755671476	e4adj
ENSG00000203930	LINC00632	X	Tangles	DLPFC	-0.249060047	0.073730709	0.000776737	0.236552242	0.057190058	4.58E-05	0.003668248	-0.021111667	0.048558477	0.664039372	0.887687486	e4adj
ENSG00000204131	NHSL2	X	Tangles	DLPFC	-0.183263003	0.071996271	0.011158637	0.147587951	0.052953163	0.005653276	0.043248402	-0.036704505	0.048899484	0.453467212	0.735245972	e4adj
ENSG00000230590	FTX	X	Tangles	DLPFC	-0.269499765	0.083180157	0.001260509	0.193403642	0.071449355	0.007177484	0.047159118	-0.077451264	0.046947781	0.100030561	0.380670538	e4adj
ENSG00000269335	IKBKG	X	Tangles	DLPFC	0.155803389	0.07088589	0.028327918	-0.176888021	0.051887669	0.000740161	0.014318289	-0.019648663	0.048582698	0.686175457	0.897306366	e4adj
ENSG00000147121	KRBOX4	X	Tangles	PCC	-0.175796391	0.087848007	0.046087746	0.267921787	0.068656288	0.000132602	0.04819974	0.091589486	0.056592372	0.10724252	0.570015251	e4adj
ENSG00000185985	SLITRK2	X	Tangles	PCC	0.283331416	0.090068217	0.001787167	-0.243012883	0.063111153	0.000161473	0.04819974	0.045020954	0.062753267	0.473995769	0.904055896	e4adj
ENSG00000044446	PHKA2	X	Tangles	CN	0.179427313	0.078831383	0.023288721	-0.20027385	0.056454579	0.00047011	0.030397319	-0.016980641	0.055429102	0.759610307	0.926519736	e4adj
ENSG00000147162	OGT	X	Tangles	CN	0.237377175	0.079654947	0.003030857	-0.017490561	0.058113353	0.763703345	0.914626355	0.228218025	0.054406285	3.87E-05	0.010768523	e4adj
ENSG00000147174	GCNA	X	Tangles	CN	0.221978314	0.078230171	0.004742985	-0.031648783	0.059102692	0.592823183	0.822978065	0.198583263	0.051735996	0.000159242	0.018790499	e4adj
ENSG00000166707	ZCCHC18	X	Tangles	CN	0.16757266	0.079005692	0.034441924	0.059446489	0.055467295	0.284945909	0.618469898	0.226225816	0.055589608	6.44E-05	0.010768523	e4adj
ENSG00000185973	TMLHE	X	Tangles	CN	0.262497012	0.079826478	0.001083214	-0.218617583	0.060936742	0.000406664	0.029991479	0.044646542	0.05193717	0.390871298	0.700954608	e4adj
ENSG00000229807	XIST	X	Tangles	CN	1.37721929	0.38270368	0.000353738	-1.207340545	0.35476646	0.000783898	0.030833336	0.268716477	0.172637612	0.120926618	0.424682766	e4adj
ENSG00000055070	SZRD1	1	Tangles	DLPFC	-0.189776988	0.073974474	0.010542009	0.225689102	0.050646296	1.17E-05	0.002388871	0.034974695	0.053848912	0.516506146	0.75729711	noe4
ENSG00000069275	NUCKS1	1	Tangles	DLPFC	-0.156290546	0.073500667	0.033871615	0.151212472	0.053504872	0.005023276	0.049528396	-0.00844491	0.05035396	0.86692183	0.943388952	noe4
ENSG00000081026	MAGI3	1	Tangles	DLPFC	0.20112685	0.07292812	0.005991814	-0.231787811	0.053575731	2.06E-05	0.003517951	-0.028790001	0.049682621	0.562694248	0.784447273	noe4
ENSG00000085433	WDR47	1	Tangles	DLPFC	0.186273641	0.074042034	0.012132119	-0.171791615	0.051954797	0.00105771	0.021880263	0.017376655	0.052362971	0.740230397	0.885488434	noe4
ENSG00000099260	PALMD	1	Tangles	DLPFC	-0.249646492	0.07317642	0.00068854	0.043582028	0.055939728	0.436533315	0.64390925	-0.212268571	0.047978773	1.35E-05	0.002304513	noe4
ENSG00000116132	PRRX1	1	Tangles	DLPFC	-0.230557434	0.07378001	0.00186278	0.16061913	0.052877095	0.002591535	0.034839931	-0.074843583	0.051898542	0.150296427	0.416226101	noe4
ENSG00000116138	DNAJC16	1	Tangles	DLPFC	0.223007633	0.073518237	0.002521061	-0.181070576	0.052016466	0.000572666	0.016274889	0.040226741	0.051763624	0.437688079	0.700194383	noe4
ENSG00000116260	QSOX1	1	Tangles	DLPFC	0.172381386	0.072873429	0.018317521	-0.22775865	0.052714642	2.11E-05	0.003531328	-0.053408377	0.050232998	0.288526426	0.577405532	noe4
ENSG00000116497	S100PBP	1	Tangles	DLPFC	-0.149777586	0.07329547	0.041433657	0.161706164	0.054219148	0.003090909	0.038410444	0.014894132	0.049627057	0.764289155	0.896949122	noe4
ENSG00000116675	DNAJC6	1	Tangles	DLPFC	0.153207697	0.073671775	0.037978779	-0.188847397	0.052326478	0.00035929	0.013117927	-0.034857897	0.051602765	0.499867148	0.745503182	noe4
ENSG00000117153	KLHL12	1	Tangles	DLPFC	0.236257728	0.074798667	0.001663618	-0.167591672	0.051437197	0.001248271	0.023646575	0.07263295	0.053835817	0.178287368	0.45531614	noe4
ENSG00000117298	ECE1	1	Tangles	DLPFC	-0.171801796	0.073962972	0.02051696	0.213493356	0.052819132	6.72E-05	0.006223079	0.035405685	0.052070926	0.497051159	0.743470504	noe4
ENSG00000117305	HMGCL	1	Tangles	DLPFC	-0.152792187	0.073098432	0.037010339	-0.05711505	0.053893449	0.290087242	0.508314984	-0.208966468	0.049068507	2.74E-05	0.003242069	noe4
ENSG00000117614	SYF2	1	Tangles	DLPFC	-0.159828646	0.074259198	0.031764108	0.149702131	0.051624042	0.004005451	0.04390672	-0.010520587	0.05281472	0.84224059	0.930997862	noe4
ENSG00000117691	NENF	1	Tangles	DLPFC	-0.218193405	0.073467567	0.003095582	0.059032052	0.055223383	0.285931965	0.50415019	-0.157923449	0.048571567	0.001277148	0.029058083	noe4
ENSG00000118200	CAMSAP2	1	Tangles	DLPFC	0.161964994	0.074210639	0.029452422	0.050420659	0.051886316	0.331946215	0.549502517	0.212351311	0.052238828	6.12E-05	0.005610658	noe4
ENSG00000118473	SGIP1	1	Tangles	DLPFC	0.153560537	0.072973401	0.035757081	-0.250604963	0.052301978	2.59E-06	0.001485969	-0.091218021	0.051253924	0.076116168	0.290247035	noe4
ENSG00000122406	RPL5	1	Tangles	DLPFC	-0.154854568	0.074560099	0.038227218	0.172309528	0.054418436	0.001700144	0.028149567	0.013353727	0.051210847	0.79445377	0.910050874	noe4
ENSG00000127423	AUNIP	1	Tangles	DLPFC	0.162136741	0.073461574	0.027678361	-0.177575292	0.055971134	0.001665176	0.027704836	-0.014123948	0.048108427	0.769274141	0.899084961	noe4
ENSG00000135823	STX6	1	Tangles	DLPFC	0.159622622	0.074591171	0.032752852	0.008879721	0.051806974	0.864023199	0.930750498	0.17170738	0.053117481	0.001361024	0.030286836	noe4
ENSG00000143149	ALDH9A1	1	Tangles	DLPFC	-0.188558129	0.073939606	0.011010117	0.020192542	0.05341898	0.705692069	0.838128893	-0.166905742	0.051331099	0.001276296	0.029058083	noe4
ENSG00000143257	NR1I3	1	Tangles	DLPFC	0.178106897	0.073396078	0.015526993	0.006551493	0.055720278	0.906479484	0.95283991	0.185744588	0.047997823	0.000133206	0.008014419	noe4
ENSG00000143363	PRUNE1	1	Tangles	DLPFC	0.178216772	0.073477675	0.015577891	0.028149293	0.052955416	0.595414898	0.763745542	0.207377106	0.050724574	5.56E-05	0.005194702	noe4
ENSG00000143457	GOLPH3L	1	Tangles	DLPFC	0.164994135	0.073797594	0.025727464	0.009147851	0.054783625	0.867495627	0.932668331	0.173785151	0.049671447	0.000537168	0.018247697	noe4
ENSG00000143811	PYCR2	1	Tangles	DLPFC	-0.16545497	0.072761349	0.023315576	-0.09303884	0.052616457	0.078022694	0.231603926	-0.257908413	0.049721114	3.90E-07	0.000266615	noe4
ENSG00000152763	DNAI4	1	Tangles	DLPFC	-0.188843238	0.074015283	0.010971293	0.176167255	0.051585069	0.00072428	0.018407806	-0.013800679	0.052694362	0.793574943	0.909688384	noe4
ENSG00000153363	LINC00467	1	Tangles	DLPFC	-0.157099986	0.073244402	0.032356597	-0.053329858	0.054244869	0.326324343	0.544362398	-0.206553387	0.049264463	3.62E-05	0.003885297	noe4
ENSG00000155367	PPM1J	1	Tangles	DLPFC	0.152405677	0.073852395	0.039472419	-0.206197294	0.052373946	0.000102333	0.007848146	-0.050263069	0.051879576	0.333392081	0.620022106	noe4
ENSG00000157191	NECAP2	1	Tangles	DLPFC	-0.203239135	0.073832017	0.006085764	0.172016108	0.052482015	0.001168162	0.022969365	-0.032833208	0.0516917	0.525791351	0.763431597	noe4
ENSG00000159363	ATP13A2	1	Tangles	DLPFC	0.152052478	0.073462476	0.038890961	-0.167222671	0.053812139	0.002064891	0.031141042	-0.01833576	0.050719945	0.717968648	0.873908697	noe4
ENSG00000160753	RUSC1	1	Tangles	DLPFC	0.189027996	0.073490251	0.010341993	-0.169370266	0.053459895	0.00169003	0.028009255	0.019264521	0.050635683	0.703873653	0.867692743	noe4
ENSG00000162576	MXRA8	1	Tangles	DLPFC	-0.174590997	0.073884085	0.018437979	-0.042322755	0.054680736	0.43953375	0.64666034	-0.215029283	0.049436627	1.86E-05	0.00265676	noe4
ENSG00000162599	NFIA	1	Tangles	DLPFC	-0.158796786	0.073796304	0.031802237	0.159003144	0.054068053	0.003525073	0.040817765	-0.00295097	0.050450549	0.953394775	0.981730554	noe4
ENSG00000162607	USP1	1	Tangles	DLPFC	-0.14822078	0.074150949	0.046061022	0.17150093	0.053613029	0.001525296	0.026459631	0.023627545	0.051036192	0.643725582	0.833885603	noe4
ENSG00000162664	ZNF326	1	Tangles	DLPFC	-0.165830426	0.073115313	0.023673345	0.205936823	0.052689488	0.000114539	0.008283076	0.041645889	0.050569338	0.410844269	0.681452775	noe4
ENSG00000162687	KCNT2	1	Tangles	DLPFC	0.149713292	0.073722717	0.042711639	-0.160775713	0.054353224	0.003339646	0.03986485	-0.007021226	0.049953461	0.888314008	0.954450195	noe4
ENSG00000162728	KCNJ9	1	Tangles	DLPFC	0.174691227	0.07373565	0.018138665	0.026880288	0.053333094	0.61462105	0.776432787	0.210370442	0.051134869	5.01E-05	0.005051069	noe4
ENSG00000162757	C1orf74	1	Tangles	DLPFC	0.150464047	0.074110645	0.042762541	-0.17360891	0.055357056	0.001879229	0.029540366	-0.020364424	0.049466989	0.680865303	0.855688837	noe4
ENSG00000162852	CNST	1	Tangles	DLPFC	0.144284215	0.073154653	0.049023866	0.039582489	0.05455867	0.468701508	0.669976619	0.185719206	0.049294153	0.000197834	0.010001143	noe4
ENSG00000171385	KCND3	1	Tangles	DLPFC	0.153622407	0.073468134	0.036939908	0.030066307	0.054034484	0.578327551	0.752548882	0.18204381	0.04986738	0.000307794	0.012985857	noe4
ENSG00000171793	CTPS1	1	Tangles	DLPFC	0.232920689	0.073716577	0.001657471	-0.076481544	0.054028263	0.157920989	0.350472139	0.158860493	0.050042308	0.00165414	0.033642872	noe4
ENSG00000172456	FGGY	1	Tangles	DLPFC	-0.156554673	0.073464595	0.033485893	-0.032158133	0.057236785	0.574636428	0.750213637	-0.184492696	0.047001596	0.000107143	0.007300373	noe4
ENSG00000179403	VWA1	1	Tangles	DLPFC	-0.183211083	0.0744491	0.014134701	0.032367556	0.05299802	0.541833739	0.725331254	-0.156690639	0.051923025	0.00276131	0.044332308	noe4
ENSG00000182134	TDRKH	1	Tangles	DLPFC	0.172469478	0.073016421	0.018486095	-0.26315221	0.053662498	1.53E-06	0.001378709	-0.086924863	0.049675306	0.081148008	0.300793614	noe4
ENSG00000183155	RABIF	1	Tangles	DLPFC	0.151696677	0.073935268	0.040619656	-0.00149507	0.053720218	0.977815462	0.988101884	0.149930201	0.050444748	0.00319253	0.048749566	noe4
ENSG00000183317	EPHA10	1	Tangles	DLPFC	0.14673044	0.073853559	0.04739348	-0.179200518	0.054075623	0.001031325	0.021595898	-0.029796822	0.051080371	0.560100823	0.782858303	noe4
ENSG00000188290	HES4	1	Tangles	DLPFC	-0.16269813	0.074037687	0.028358997	-0.039003901	0.051482648	0.449269804	0.655285799	-0.203069723	0.052148162	0.000121138	0.007692348	noe4
ENSG00000188859	FAM78B	1	Tangles	DLPFC	0.250062999	0.074159555	0.000793486	-0.090732483	0.053354734	0.090049877	0.251459755	0.16036114	0.051389388	0.001978134	0.037143273	noe4
ENSG00000196407	THEM5	1	Tangles	DLPFC	0.212432142	0.073755829	0.004113421	-0.163571966	0.056037622	0.003774211	0.042645948	0.049326524	0.048323046	0.308174276	0.596823512	noe4
