gene_id	rn	source	type	gene_version	gene_name	gene_type	gene_search	chr	dev_nobatch	rank_nobatch
ENSG00000132549	ENSG00000132549	HAVANA	gene	18	VPS13B	protein_coding	VPS13B; ENSG00000132549	chr8	18247.129424037	9247
ENSG00000253532	ENSG00000253532	HAVANA	gene	1	AC107909.1	lncRNA	AC107909.1; ENSG00000253532	chr8	21.7314647541802	29110.5
ENSG00000253539	ENSG00000253539	HAVANA	gene	1	AC018442.2	lncRNA	AC018442.2; ENSG00000253539	chr8	21.8371514009248	29060
ENSG00000164919	ENSG00000164919	HAVANA	gene	11	COX6C	protein_coding	COX6C; ENSG00000164919	chr8	136017.178134643	190
ENSG00000287952	ENSG00000287952	HAVANA	gene	1	AC105328.1	lncRNA	AC105328.1; ENSG00000287952	chr8	131.951381392274	24552
ENSG00000132554	ENSG00000132554	HAVANA	gene	20	RGS22	protein_coding	RGS22; ENSG00000132554	chr8	10526.4208221224	11885
ENSG00000156509	ENSG00000156509	HAVANA	gene	14	FBXO43	protein_coding	FBXO43; ENSG00000156509	chr8	1026.04209111639	18747
ENSG00000147669	ENSG00000147669	HAVANA	gene	11	POLR2K	protein_coding	POLR2K; ENSG00000147669	chr8	60609.8517514437	1862
ENSG00000104450	ENSG00000104450	HAVANA	gene	12	SPAG1	protein_coding	SPAG1; ENSG00000104450	chr8	17229.5930039051	9587
ENSG00000034677	ENSG00000034677	HAVANA	gene	13	RNF19A	protein_coding	RNF19A; ENSG00000034677	chr8	39663.31475856	4168
ENSG00000253217	ENSG00000253217	HAVANA	gene	1	AP001574.1	lncRNA	AP001574.1; ENSG00000253217	chr8	21.6183186213191	29161
ENSG00000253824	ENSG00000253824	HAVANA	gene	2	AP003472.1	lncRNA	AP003472.1; ENSG00000253824	chr8	623.69828140601	20158
ENSG00000253842	ENSG00000253842	HAVANA	gene	2	AP003472.2	lncRNA	AP003472.2; ENSG00000253842	chr8	688.960329679507	19855
ENSG00000253666	ENSG00000253666	HAVANA	gene	2	AP000424.1	lncRNA	AP000424.1; ENSG00000253666	chr8	795.65036946762	19485
ENSG00000186106	ENSG00000186106	HAVANA	gene	11	ANKRD46	protein_coding	ANKRD46; ENSG00000186106	chr8	52679.8128622361	2523
ENSG00000174226	ENSG00000174226	HAVANA	gene	9	SNX31	protein_coding	SNX31; ENSG00000174226	chr8	3260.58227029851	15507
ENSG00000070756	ENSG00000070756	HAVANA	gene	16	PABPC1	protein_coding	PABPC1; ENSG00000070756	chr8	111882.699475134	358
ENSG00000260368	ENSG00000260368	HAVANA	gene	1	AC027373.1	lncRNA	AC027373.1; ENSG00000260368	chr8	610.335728600132	20233
ENSG00000164924	ENSG00000164924	HAVANA	gene	18	YWHAZ	protein_coding	YWHAZ; ENSG00000164924	chr8	138701.277790096	175
ENSG00000248599	ENSG00000248599	HAVANA	gene	2	AC018781.1	lncRNA	AC018781.1; ENSG00000248599	chr8	2979.76480653603	15756
ENSG00000253395	ENSG00000253395	HAVANA	gene	1	AP003469.2	lncRNA	AP003469.2; ENSG00000253395	chr8	164.627514208158	23932
ENSG00000253355	ENSG00000253355	HAVANA	gene	1	AP003469.1	lncRNA	AP003469.1; ENSG00000253355	chr8	21.2848736228598	29299
ENSG00000253737	ENSG00000253737	HAVANA	gene	1	AP003469.3	lncRNA	AP003469.3; ENSG00000253737	chr8	167.509877042671	23876
ENSG00000261087	ENSG00000261087	HAVANA	gene	1	AP003469.4	lncRNA	AP003469.4; ENSG00000261087	chr8	23372.5464485785	7707
ENSG00000120963	ENSG00000120963	HAVANA	gene	12	ZNF706	protein_coding	ZNF706; ENSG00000120963	chr8	53385.9164820989	2438
ENSG00000271882	ENSG00000271882	HAVANA	gene	1	AP001330.4	lncRNA	AP001330.4; ENSG00000271882	chr8	1564.01054347869	17520
ENSG00000253679	ENSG00000253679	HAVANA	gene	1	LINC02844	lncRNA	LINC02844; ENSG00000253679	chr8	43.8546639771694	27153
ENSG00000287479	ENSG00000287479	HAVANA	gene	1	AP001330.5	lncRNA	AP001330.5; ENSG00000287479	chr8	23.2264245235338	28459
ENSG00000253282	ENSG00000253282	HAVANA	gene	1	AP001330.1	lncRNA	AP001330.1; ENSG00000253282	chr8	228.01748633979	23048
ENSG00000254024	ENSG00000254024	HAVANA	gene	1	AP001207.3	lncRNA	AP001207.3; ENSG00000254024	chr8	62.5432574312168	26409
ENSG00000104490	ENSG00000104490	HAVANA	gene	18	NCALD	protein_coding	NCALD; ENSG00000104490	chr8	66284.6965287032	1504
ENSG00000253629	ENSG00000253629	HAVANA	gene	1	AP000426.1	lncRNA	AP000426.1; ENSG00000253629	chr8	330.913191237686	22002
ENSG00000048392	ENSG00000048392	HAVANA	gene	11	RRM2B	protein_coding	RRM2B; ENSG00000048392	chr8	40558.832948475	4026
ENSG00000246263	ENSG00000246263	HAVANA	gene	3	UBR5-AS1	lncRNA	UBR5-AS1; ENSG00000246263	chr8	3630.44110387752	15187
ENSG00000104517	ENSG00000104517	HAVANA	gene	13	UBR5	protein_coding	UBR5; ENSG00000104517	chr8	35910.6139436749	4831
ENSG00000272037	ENSG00000272037	HAVANA	gene	1	AP002907.1	lncRNA	AP002907.1; ENSG00000272037	chr8	471.844142267585	20940
ENSG00000253633	ENSG00000253633	HAVANA	gene	2	AP002852.1	lncRNA	AP002852.1; ENSG00000253633	chr8	1040.25180881097	18710
ENSG00000155087	ENSG00000155087	HAVANA	gene	4	ODF1	protein_coding	ODF1; ENSG00000155087	chr8	124.939531058226	24746
ENSG00000155090	ENSG00000155090	HAVANA	gene	15	KLF10	protein_coding	KLF10; ENSG00000155090	chr8	10792.0561932324	11788
ENSG00000283959	ENSG00000283959	HAVANA	gene	1	AP002851.1	lncRNA	AP002851.1; ENSG00000283959	chr8	1339.38062810069	17998
ENSG00000253669	ENSG00000253669	HAVANA	gene	4	GASAL1	lncRNA	GASAL1; ENSG00000253669	chr8	2340.75485215654	16407
ENSG00000155096	ENSG00000155096	HAVANA	gene	14	AZIN1	protein_coding	AZIN1; ENSG00000155096	chr8	68844.5273443783	1356
ENSG00000253320	ENSG00000253320	HAVANA	gene	7	AZIN1-AS1	lncRNA	AZIN1-AS1; ENSG00000253320	chr8	11839.0894209765	11417
ENSG00000253263	ENSG00000253263	HAVANA	gene	1	AP003354.1	lncRNA	AP003354.1; ENSG00000253263	chr8	162.567348484186	23970
ENSG00000155097	ENSG00000155097	HAVANA	gene	12	ATP6V1C1	protein_coding	ATP6V1C1; ENSG00000155097	chr8	71934.0050443809	1200
ENSG00000250929	ENSG00000250929	HAVANA	gene	2	LINC01181	lncRNA	LINC01181; ENSG00000250929	chr8	21.5853441311425	29172
ENSG00000236939	ENSG00000236939	HAVANA	gene	2	BAALC-AS2	lncRNA	BAALC-AS2; ENSG00000236939	chr8	6157.62349835866	13634
ENSG00000164929	ENSG00000164929	HAVANA	gene	17	BAALC	protein_coding	BAALC; ENSG00000164929	chr8	106552.166309363	420
ENSG00000247081	ENSG00000247081	HAVANA	gene	8	BAALC-AS1	lncRNA	BAALC-AS1; ENSG00000247081	chr8	11434.5825559256	11548
ENSG00000253851	ENSG00000253851	HAVANA	gene	1	AC025370.1	lncRNA	AC025370.1; ENSG00000253851	chr8	259.902677619271	22705
ENSG00000164930	ENSG00000164930	HAVANA	gene	12	FZD6	protein_coding	FZD6; ENSG00000164930	chr8	9671.39226494879	12182
ENSG00000164932	ENSG00000164932	HAVANA	gene	13	CTHRC1	protein_coding	CTHRC1; ENSG00000164932	chr8	5991.92327670114	13716
ENSG00000266289	ENSG00000266289	HAVANA	gene	1	AC012213.3	lncRNA	AC012213.3; ENSG00000266289	chr8	752.636360869194	19618
ENSG00000164933	ENSG00000164933	HAVANA	gene	12	SLC25A32	protein_coding	SLC25A32; ENSG00000164933	chr8	30687.1569101595	5956
ENSG00000164934	ENSG00000164934	HAVANA	gene	14	DCAF13	protein_coding	DCAF13; ENSG00000164934	chr8	23013.8238131516	7803
ENSG00000261670	ENSG00000261670	HAVANA	gene	1	AC012213.2	lncRNA	AC012213.2; ENSG00000261670	chr8	629.046926937369	20135
ENSG00000271830	ENSG00000271830	HAVANA	gene	1	AC012213.4	lncRNA	AC012213.4; ENSG00000271830	chr8	5967.39599484771	13728
ENSG00000253477	ENSG00000253477	HAVANA	gene	5	AC012213.1	lncRNA	AC012213.1; ENSG00000253477	chr8	558.640937721407	20455
ENSG00000176406	ENSG00000176406	HAVANA	gene	23	RIMS2	protein_coding	RIMS2; ENSG00000176406	chr8	41792.7479778039	3837
ENSG00000147647	ENSG00000147647	HAVANA	gene	13	DPYS	protein_coding	DPYS; ENSG00000147647	chr8	5468.96826671392	14004
ENSG00000164935	ENSG00000164935	HAVANA	gene	6	DCSTAMP	protein_coding	DCSTAMP; ENSG00000164935	chr8	160.401259754387	24005
ENSG00000147650	ENSG00000147650	HAVANA	gene	11	LRP12	protein_coding	LRP12; ENSG00000147650	chr8	22582.03115096	7918
ENSG00000169946	ENSG00000169946	HAVANA	gene	14	ZFPM2	protein_coding	ZFPM2; ENSG00000169946	chr8	18851.9390152444	9056
ENSG00000254041	ENSG00000254041	HAVANA	gene	1	AC021546.1	lncRNA	AC021546.1; ENSG00000254041	chr8	56.6940944631515	26819
ENSG00000251003	ENSG00000251003	HAVANA	gene	9	ZFPM2-AS1	lncRNA	ZFPM2-AS1; ENSG00000251003	chr8	279.593241940565	22494
ENSG00000254141	ENSG00000254141	HAVANA	gene	1	AC103853.2	lncRNA	AC103853.2; ENSG00000254141	chr8	177.253610886417	23738
ENSG00000253526	ENSG00000253526	HAVANA	gene	1	AC090802.1	lncRNA	AC090802.1; ENSG00000253526	chr8	21.5946521204557	29169
ENSG00000254615	ENSG00000254615	HAVANA	gene	3	AC027031.2	lncRNA	AC027031.2; ENSG00000254615	chr8	8540.97413568575	12595
ENSG00000164830	ENSG00000164830	HAVANA	gene	18	OXR1	protein_coding	OXR1; ENSG00000164830	chr8	63492.36342956	1659
ENSG00000253582	ENSG00000253582	HAVANA	gene	1	AC090579.1	lncRNA	AC090579.1; ENSG00000253582	chr8	357.201743010797	21785
ENSG00000174429	ENSG00000174429	HAVANA	gene	4	ABRA	protein_coding	ABRA; ENSG00000174429	chr8	108.11533350105	25147
ENSG00000287289	ENSG00000287289	HAVANA	gene	1	AP000428.2	lncRNA	AP000428.2; ENSG00000287289	chr8	530.424205258964	20628
ENSG00000154188	ENSG00000154188	HAVANA	gene	10	ANGPT1	protein_coding	ANGPT1; ENSG00000154188	chr8	12026.1939238259	11343
ENSG00000286766	ENSG00000286766	HAVANA	gene	1	AC091010.1	lncRNA	AC091010.1; ENSG00000286766	chr8	42.5911914484557	27344
ENSG00000287949	ENSG00000287949	HAVANA	gene	1	AC025508.1	lncRNA	AC025508.1; ENSG00000287949	chr8	438.283282767618	21182
ENSG00000147655	ENSG00000147655	HAVANA	gene	12	RSPO2	protein_coding	RSPO2; ENSG00000147655	chr8	6178.16730533854	13618
ENSG00000104408	ENSG00000104408	HAVANA	gene	10	EIF3E	protein_coding	EIF3E; ENSG00000104408	chr8	63731.3723923786	1640
ENSG00000104412	ENSG00000104412	HAVANA	gene	8	EMC2	protein_coding	EMC2; ENSG00000104412	chr8	56071.6619917714	2186
ENSG00000164841	ENSG00000164841	HAVANA	gene	5	TMEM74	protein_coding	TMEM74; ENSG00000164841	chr8	10447.5454710308	11909
ENSG00000253796	ENSG00000253796	HAVANA	gene	2	AC104248.1	lncRNA	AC104248.1; ENSG00000253796	chr8	209.987336753198	23281
ENSG00000174417	ENSG00000174417	HAVANA	gene	2	TRHR	protein_coding	TRHR; ENSG00000174417	chr8	134.389353252885	24493
ENSG00000120526	ENSG00000120526	HAVANA	gene	11	NUDCD1	protein_coding	NUDCD1; ENSG00000120526	chr8	19027.527509004	8990
ENSG00000120533	ENSG00000120533	HAVANA	gene	13	ENY2	protein_coding	ENY2; ENSG00000120533	chr8	52823.0571694535	2501
ENSG00000205038	ENSG00000205038	HAVANA	gene	12	PKHD1L1	protein_coding	PKHD1L1; ENSG00000205038	chr8	370.889496627663	21672
ENSG00000147654	ENSG00000147654	HAVANA	gene	15	EBAG9	protein_coding	EBAG9; ENSG00000147654	chr8	32774.0220284493	5471
ENSG00000147642	ENSG00000147642	HAVANA	gene	17	SYBU	protein_coding	SYBU; ENSG00000147642	chr8	63410.633810982	1665
ENSG00000248050	ENSG00000248050	HAVANA	gene	1	AC079061.1	lncRNA	AC079061.1; ENSG00000248050	chr8	131.418347617835	24562
ENSG00000164794	ENSG00000164794	HAVANA	gene	9	KCNV1	protein_coding	KCNV1; ENSG00000164794	chr8	3611.52993456179	15203
ENSG00000255402	ENSG00000255402	HAVANA	gene	1	AC027451.1	lncRNA	AC027451.1; ENSG00000255402	chr8	40.8114374938065	27617
ENSG00000253877	ENSG00000253877	HAVANA	gene	6	LINC01608	lncRNA	LINC01608; ENSG00000253877	chr8	9616.29130861414	12210
ENSG00000253103	ENSG00000253103	HAVANA	gene	2	LINC01609	lncRNA	LINC01609; ENSG00000253103	chr8	152.362460347083	24129
ENSG00000164796	ENSG00000164796	HAVANA	gene	18	CSMD3	protein_coding	CSMD3; ENSG00000164796	chr8	20798.8096592785	8424
ENSG00000287819	ENSG00000287819	HAVANA	gene	1	AC055788.2	lncRNA	AC055788.2; ENSG00000287819	chr8	23.0308489735505	28541.5
ENSG00000286937	ENSG00000286937	HAVANA	gene	1	AC055788.1	lncRNA	AC055788.1; ENSG00000286937	chr8	265.289551465155	22650
ENSG00000253207	ENSG00000253207	HAVANA	gene	3	AC103993.1	lncRNA	AC103993.1; ENSG00000253207	chr8	43.1679906232638	27255
ENSG00000104447	ENSG00000104447	HAVANA	gene	12	TRPS1	protein_coding	TRPS1; ENSG00000104447	chr8	33195.975813314	5369
ENSG00000227170	ENSG00000227170	HAVANA	gene	1	AF178030.1	lncRNA	AF178030.1; ENSG00000227170	chr8	96.5672796631424	25391
ENSG00000249917	ENSG00000249917	HAVANA	gene	3	LINC00536	lncRNA	LINC00536; ENSG00000249917	chr8	81.6919261937177	25754
ENSG00000287826	ENSG00000287826	HAVANA	gene	1	AC090994.1	lncRNA	AC090994.1; ENSG00000287826	chr8	209.312387648621	23286
ENSG00000147677	ENSG00000147677	HAVANA	gene	11	EIF3H	protein_coding	EIF3H; ENSG00000147677	chr8	66579.7266306466	1482
ENSG00000147679	ENSG00000147679	HAVANA	gene	12	UTP23	protein_coding	UTP23; ENSG00000147679	chr8	23739.7644180686	7625
ENSG00000164754	ENSG00000164754	HAVANA	gene	14	RAD21	protein_coding	RAD21; ENSG00000164754	chr8	78657.839829189	963
ENSG00000253327	ENSG00000253327	HAVANA	gene	2	RAD21-AS1	lncRNA	RAD21-AS1; ENSG00000253327	chr8	915.797603085588	19088
ENSG00000205002	ENSG00000205002	HAVANA	gene	4	AARD	protein_coding	AARD; ENSG00000205002	chr8	4278.1043331505	14698
ENSG00000164756	ENSG00000164756	HAVANA	gene	12	SLC30A8	protein_coding	SLC30A8; ENSG00000164756	chr8	712.899454818533	19761
ENSG00000253622	ENSG00000253622	HAVANA	gene	1	AC027419.2	lncRNA	AC027419.2; ENSG00000253622	chr8	22.0495267457153	28966
ENSG00000286308	ENSG00000286308	HAVANA	gene	1	AC084114.1	lncRNA	AC084114.1; ENSG00000286308	chr8	136.096952163366	24459
ENSG00000164758	ENSG00000164758	HAVANA	gene	7	MED30	protein_coding	MED30; ENSG00000164758	chr8	13323.0799761954	10876
ENSG00000182197	ENSG00000182197	HAVANA	gene	11	EXT1	protein_coding	EXT1; ENSG00000182197	chr8	12434.9718187089	11193
ENSG00000177570	ENSG00000177570	HAVANA	gene	14	SAMD12	protein_coding	SAMD12; ENSG00000177570	chr8	27149.5809223462	6772
ENSG00000225885	ENSG00000225885	HAVANA	gene	7	AC023590.1	lncRNA	AC023590.1; ENSG00000225885	chr8	450.613734681413	21082
ENSG00000281641	ENSG00000281641	HAVANA	gene	3	SAMD12-AS1	lncRNA	SAMD12-AS1; ENSG00000281641	chr8	332.080994535642	21994
ENSG00000164761	ENSG00000164761	HAVANA	gene	9	TNFRSF11B	protein_coding	TNFRSF11B; ENSG00000164761	chr8	2916.51640902026	15810
ENSG00000184374	ENSG00000184374	HAVANA	gene	3	COLEC10	protein_coding	COLEC10; ENSG00000184374	chr8	857.896517037217	19267
ENSG00000147676	ENSG00000147676	HAVANA	gene	14	MAL2	protein_coding	MAL2; ENSG00000147676	chr8	21239.2988138505	8298
ENSG00000286282	ENSG00000286282	HAVANA	gene	1	AC021733.4	lncRNA	AC021733.4; ENSG00000286282	chr8	276.173125784376	22531
ENSG00000136999	ENSG00000136999	HAVANA	gene	5	CCN3	protein_coding	CCN3; ENSG00000136999	chr8	12916.5904068228	11022
ENSG00000136960	ENSG00000136960	HAVANA	gene	12	ENPP2	protein_coding	ENPP2; ENSG00000136960	chr8	100591.482363313	505
ENSG00000064313	ENSG00000064313	HAVANA	gene	12	TAF2	protein_coding	TAF2; ENSG00000064313	chr8	19896.1203596616	8710
ENSG00000286362	ENSG00000286362	HAVANA	gene	1	AP005717.2	lncRNA	AP005717.2; ENSG00000286362	chr8	502.391081728816	20779
ENSG00000136982	ENSG00000136982	HAVANA	gene	6	DSCC1	protein_coding	DSCC1; ENSG00000136982	chr8	4119.24804676362	14815
ENSG00000245330	ENSG00000245330	HAVANA	gene	4	AP005717.1	lncRNA	AP005717.1; ENSG00000245330	chr8	272.190898322518	22574
ENSG00000155792	ENSG00000155792	HAVANA	gene	10	DEPTOR	protein_coding	DEPTOR; ENSG00000155792	chr8	14026.8152558943	10642
ENSG00000254343	ENSG00000254343	HAVANA	gene	2	AC091563.1	lncRNA	AC091563.1; ENSG00000254343	chr8	8505.35795035164	12612
ENSG00000187955	ENSG00000187955	HAVANA	gene	12	COL14A1	protein_coding	COL14A1; ENSG00000187955	chr8	5751.51700890729	13816
ENSG00000172172	ENSG00000172172	HAVANA	gene	8	MRPL13	protein_coding	MRPL13; ENSG00000172172	chr8	35432.4661199051	4929
ENSG00000172167	ENSG00000172167	HAVANA	gene	8	MTBP	protein_coding	MTBP; ENSG00000172167	chr8	2541.31963375174	16192
ENSG00000172164	ENSG00000172164	HAVANA	gene	15	SNTB1	protein_coding	SNTB1; ENSG00000172164	chr8	17044.7117051945	9637
ENSG00000272502	ENSG00000272502	HAVANA	gene	1	AC104958.2	lncRNA	AC104958.2; ENSG00000272502	chr8	1429.98910639794	17784
ENSG00000253619	ENSG00000253619	HAVANA	gene	1	AC068413.1	lncRNA	AC068413.1; ENSG00000253619	chr8	20.0419637037437	29627
ENSG00000170961	ENSG00000170961	HAVANA	gene	7	HAS2	protein_coding	HAS2; ENSG00000170961	chr8	5965.20084470248	13729
ENSG00000248690	ENSG00000248690	HAVANA	gene	8	HAS2-AS1	lncRNA	HAS2-AS1; ENSG00000248690	chr8	8072.96539805546	12773
ENSG00000254303	ENSG00000254303	HAVANA	gene	1	AC037486.1	lncRNA	AC037486.1; ENSG00000254303	chr8	61.8856314644263	26459
ENSG00000255364	ENSG00000255364	HAVANA	gene	1	SMILR	lncRNA	SMILR; ENSG00000255364	chr8	77.5577006764344	25983
ENSG00000253819	ENSG00000253819	HAVANA	gene	2	LINC01151	lncRNA	LINC01151; ENSG00000253819	chr8	1836.12440943216	17074
ENSG00000255325	ENSG00000255325	HAVANA	gene	2	AC108136.1	lncRNA	AC108136.1; ENSG00000255325	chr8	224.326092850296	23104
ENSG00000263443	ENSG00000263443	HAVANA	gene	1	AC100872.2	lncRNA	AC100872.2; ENSG00000263443	chr8	21.8532434418325	29050
ENSG00000272384	ENSG00000272384	HAVANA	gene	1	AC016405.3	lncRNA	AC016405.3; ENSG00000272384	chr8	1314.25576773812	18063
ENSG00000272043	ENSG00000272043	HAVANA	gene	1	AC016405.2	lncRNA	AC016405.2; ENSG00000272043	chr8	217.619657214514	23176
ENSG00000178764	ENSG00000178764	HAVANA	gene	8	ZHX2	protein_coding	ZHX2; ENSG00000178764	chr8	19646.395145512	8788
ENSG00000253372	ENSG00000253372	HAVANA	gene	5	AC016405.1	lncRNA	AC016405.1; ENSG00000253372	chr8	342.079317834362	21924
ENSG00000259631	ENSG00000259631	HAVANA	gene	1	AC104316.2	lncRNA	AC104316.2; ENSG00000259631	chr8	127.394099207619	24684
ENSG00000253607	ENSG00000253607	HAVANA	gene	1	AC104316.1	lncRNA	AC104316.1; ENSG00000253607	chr8	76.3095122659979	26044
ENSG00000136986	ENSG00000136986	HAVANA	gene	10	DERL1	protein_coding	DERL1; ENSG00000136986	chr8	37488.8648098969	4557
ENSG00000156787	ENSG00000156787	HAVANA	gene	17	TBC1D31	protein_coding	TBC1D31; ENSG00000156787	chr8	10088.9189065783	12024
ENSG00000287657	ENSG00000287657	HAVANA	gene	1	AC068228.3	lncRNA	AC068228.3; ENSG00000287657	chr8	3347.15991546945	15419
ENSG00000147689	ENSG00000147689	HAVANA	gene	16	FAM83A	protein_coding	FAM83A; ENSG00000147689	chr8	160.190579330678	24008
ENSG00000204949	ENSG00000204949	HAVANA	gene	9	FAM83A-AS1	lncRNA	FAM83A-AS1; ENSG00000204949	chr8	280.023745064328	22490
ENSG00000189376	ENSG00000189376	HAVANA	gene	12	C8orf76	protein_coding	C8orf76; ENSG00000189376	chr8	18550.4138961459	9141
ENSG00000165156	ENSG00000165156	HAVANA	gene	15	ZHX1	protein_coding	ZHX1; ENSG00000165156	chr8	45365.4523886094	3332
ENSG00000156802	ENSG00000156802	HAVANA	gene	13	ATAD2	protein_coding	ATAD2; ENSG00000156802	chr8	12587.7038432207	11134
ENSG00000156795	ENSG00000156795	HAVANA	gene	8	WDYHV1	protein_coding	WDYHV1; ENSG00000156795	chr8	21965.0365738305	8084
ENSG00000156804	ENSG00000156804	HAVANA	gene	7	FBXO32	protein_coding	FBXO32; ENSG00000156804	chr8	35521.3207501445	4903
ENSG00000253286	ENSG00000253286	HAVANA	gene	6	AC135166.1	lncRNA	AC135166.1; ENSG00000253286	chr8	148.277905553366	24205
ENSG00000104537	ENSG00000104537	HAVANA	gene	17	ANXA13	protein_coding	ANXA13; ENSG00000104537	chr8	2486.68896605675	16262
ENSG00000176853	ENSG00000176853	HAVANA	gene	16	FAM91A1	protein_coding	FAM91A1; ENSG00000176853	chr8	34774.9606638766	5049
ENSG00000214814	ENSG00000214814	HAVANA	gene	7	FER1L6	protein_coding	FER1L6; ENSG00000214814	chr8	76.4892490884235	26035
ENSG00000253868	ENSG00000253868	HAVANA	gene	4	FER1L6-AS2	lncRNA	FER1L6-AS2; ENSG00000253868	chr8	1908.52680036184	16956
ENSG00000214803	ENSG00000214803	HAVANA	gene	3	AC090921.1	lncRNA	AC090921.1; ENSG00000214803	chr8	433.446217268043	21217
ENSG00000253227	ENSG00000253227	HAVANA	gene	2	AC090192.2	lncRNA	AC090192.2; ENSG00000253227	chr8	435.862707786293	21196
ENSG00000164983	ENSG00000164983	HAVANA	gene	7	TMEM65	protein_coding	TMEM65; ENSG00000164983	chr8	39547.8571293821	4188
ENSG00000183665	ENSG00000183665	HAVANA	gene	5	TRMT12	protein_coding	TRMT12; ENSG00000183665	chr8	11900.3928928578	11393
ENSG00000245149	ENSG00000245149	HAVANA	gene	4	RNF139-AS1	lncRNA	RNF139-AS1; ENSG00000245149	chr8	3241.12230023476	15524
ENSG00000170881	ENSG00000170881	HAVANA	gene	4	RNF139	protein_coding	RNF139; ENSG00000170881	chr8	33263.5934462707	5357
ENSG00000147687	ENSG00000147687	HAVANA	gene	19	TATDN1	protein_coding	TATDN1; ENSG00000147687	chr8	29869.047353767	6133
ENSG00000253106	ENSG00000253106	HAVANA	gene	1	AC090198.1	lncRNA	AC090198.1; ENSG00000253106	chr8	654.432633337159	20015
ENSG00000147684	ENSG00000147684	HAVANA	gene	9	NDUFB9	protein_coding	NDUFB9; ENSG00000147684	chr8	99397.0513811597	518
ENSG00000170873	ENSG00000170873	HAVANA	gene	18	MTSS1	protein_coding	MTSS1; ENSG00000170873	chr8	38507.184418404	4379
ENSG00000255491	ENSG00000255491	HAVANA	gene	3	AC100858.3	lncRNA	AC100858.3; ENSG00000255491	chr8	514.643164496329	20716
ENSG00000249816	ENSG00000249816	HAVANA	gene	7	LINC00964	lncRNA	LINC00964; ENSG00000249816	chr8	1028.26135270118	18739
ENSG00000180938	ENSG00000180938	HAVANA	gene	6	ZNF572	protein_coding	ZNF572; ENSG00000180938	chr8	2333.0870287646	16413
ENSG00000253513	ENSG00000253513	HAVANA	gene	1	AC009908.1	lncRNA	AC009908.1; ENSG00000253513	chr8	41.9098176453978	27450
ENSG00000104549	ENSG00000104549	HAVANA	gene	12	SQLE	protein_coding	SQLE; ENSG00000104549	chr8	50484.3374821018	2737
ENSG00000164961	ENSG00000164961	HAVANA	gene	16	WASHC5	protein_coding	WASHC5; ENSG00000164961	chr8	34628.4886797268	5081
ENSG00000156831	ENSG00000156831	HAVANA	gene	8	NSMCE2	protein_coding	NSMCE2; ENSG00000156831	chr8	14519.7831275326	10487
ENSG00000173334	ENSG00000173334	HAVANA	gene	4	TRIB1	protein_coding	TRIB1; ENSG00000173334	chr8	13890.5057510498	10698
ENSG00000286122	ENSG00000286122	HAVANA	gene	1	AC016074.2	lncRNA	AC016074.2; ENSG00000286122	chr8	401.211877025567	21447
ENSG00000245164	ENSG00000245164	HAVANA	gene	8	LINC00861	lncRNA	LINC00861; ENSG00000245164	chr8	376.614572040359	21628
ENSG00000168672	ENSG00000168672	HAVANA	gene	4	LRATD2	protein_coding	LRATD2; ENSG00000168672	chr8	14646.28310642	10451
ENSG00000253438	ENSG00000253438	HAVANA	gene	4	PCAT1	lncRNA	PCAT1; ENSG00000253438	chr8	1618.84456196951	17423
ENSG00000254166	ENSG00000254166	HAVANA	gene	3	CASC19	lncRNA	CASC19; ENSG00000254166	chr8	474.384724794269	20928
ENSG00000282961	ENSG00000282961	HAVANA	gene	1	PRNCR1	lncRNA	PRNCR1; ENSG00000282961	chr8	3881.91639209293	14991
ENSG00000246228	ENSG00000246228	HAVANA	gene	6	CASC8	lncRNA	CASC8; ENSG00000246228	chr8	91.5376220154256	25560
ENSG00000212993	ENSG00000212993	HAVANA	gene	5	POU5F1B	protein_coding	POU5F1B; ENSG00000212993	chr8	442.113754321101	21142
ENSG00000286266	ENSG00000286266	HAVANA	gene	1	AC104370.1	lncRNA	AC104370.1; ENSG00000286266	chr8	82.8923766111293	25713
ENSG00000286010	ENSG00000286010	HAVANA	gene	1	AC108925.1	lncRNA	AC108925.1; ENSG00000286010	chr8	254.095748091888	22768
ENSG00000249375	ENSG00000249375	HAVANA	gene	8	CASC11	lncRNA	CASC11; ENSG00000249375	chr8	61.9856585549671	26451
ENSG00000136997	ENSG00000136997	HAVANA	gene	19	MYC	protein_coding	MYC; ENSG00000136997	chr8	5787.49420310081	13801
ENSG00000249859	ENSG00000249859	HAVANA	gene	11	PVT1	lncRNA	PVT1; ENSG00000249859	chr8	2467.17477525628	16283
ENSG00000254275	ENSG00000254275	HAVANA	gene	6	LINC00824	lncRNA	LINC00824; ENSG00000254275	chr8	2133.34972161742	16666
ENSG00000229140	ENSG00000229140	HAVANA	gene	10	CCDC26	lncRNA	CCDC26; ENSG00000229140	chr8	2272.47927921218	16490
ENSG00000287785	ENSG00000287785	HAVANA	gene	1	AC103833.2	lncRNA	AC103833.2; ENSG00000287785	chr8	22.2569970090368	28882
ENSG00000285108	ENSG00000285108	HAVANA	gene	1	AC103718.1	lncRNA	AC103718.1; ENSG00000285108	chr8	40.8234575267219	27615
ENSG00000147697	ENSG00000147697	HAVANA	gene	9	GSDMC	protein_coding	GSDMC; ENSG00000147697	chr8	3540.73575580457	15266
