gene_id	HVG_rank	gene_name
ENSG00000204978	13056	ERICH4
ENSG00000205015	11921	LINC02138
ENSG00000205038	12406	PKHD1L1
ENSG00000205045	8679	SLFN12L
ENSG00000205084	4383	TMEM231
ENSG00000205085	6277	FAM71F2
ENSG00000205089	6906	CCNI2
ENSG00000205090	3653	TMEM240
ENSG00000205106	8284	LINC02716
ENSG00000205116	11539	TMEM88B
ENSG00000205133	3108	TRIQK
ENSG00000205138	11513	SDHAF1
ENSG00000205189	3309	ZBTB10
ENSG00000205208	8263	C4orf46
ENSG00000205212	10176	CCDC144NL
ENSG00000205213	3915	LGR4
ENSG00000205221	9683	VIT
ENSG00000205231	13326	TTLL10-AS1
ENSG00000205250	4181	E2F4
ENSG00000205268	6862	PDE7A
ENSG00000205269	7562	TMEM170B
ENSG00000205307	4664	SAP25
ENSG00000205309	3558	NT5M
ENSG00000205334	12833	LINC01460
ENSG00000205336	1056	ADGRG1
ENSG00000205358	6363	MT1H
ENSG00000205362	5315	MT1A
ENSG00000205363	4011	INSYN1
ENSG00000205364	189	MT1M
ENSG00000205403	11568	CFI
ENSG00000205413	8411	SAMD9
ENSG00000205426	9361	KRT81
ENSG00000205464	8527	ATP6AP1L
ENSG00000205476	5213	CCDC85C
ENSG00000205502	7095	C2CD4B
ENSG00000205531	4548	NAP1L4
ENSG00000205542	322	TMSB4X
ENSG00000205544	1928	TMEM256
ENSG00000205560	4128	CPT1B
ENSG00000205572	9321	SERF1B
ENSG00000205581	3026	HMGN1
ENSG00000205592	12294	MUC19
ENSG00000205628	10385	LINC01446
ENSG00000205632	5509	LINC01310
ENSG00000205639	9651	MFSD2B
ENSG00000205649	12252	HTN3
ENSG00000205670	6511	SMIM11A
ENSG00000205682	7969	AC020741.1
ENSG00000205683	2450	DPF3
ENSG00000205696	4251	ADARB2-AS1
ENSG00000205707	1784	ETFRF1
ENSG00000205710	10954	C17orf107
ENSG00000205726	1994	ITSN1
ENSG00000205730	6672	ITPRIPL2
ENSG00000205744	9226	DENND1C
ENSG00000205755	13963	CRLF2
ENSG00000205758	2950	CRYZL1
ENSG00000205784	13055	ARRDC5
ENSG00000205791	5414	LOH12CR2
ENSG00000205809	9235	KLRC2
ENSG00000205810	3990	KLRC3
ENSG00000205832	10292	C16orf96
ENSG00000205837	8962	LINC00487
ENSG00000205838	11046	TTC23L
ENSG00000205853	9449	RFPL3S
ENSG00000205861	9943	PCOTH
ENSG00000205899	11605	BHLHA9
ENSG00000205903	1768	ZNF316
ENSG00000205913	13810	SRRM2-AS1
ENSG00000205927	411	OLIG2
ENSG00000205930	5569	C21orf62-AS1
ENSG00000205937	3088	RNPS1
ENSG00000205978	10008	NYNRIN
ENSG00000206028	12310	Z99774.1
ENSG00000206052	3063	DOK6
ENSG00000206053	383	JPT2
ENSG00000206077	8614	ZDHHC11B
ENSG00000206127	5696	GOLGA8O
ENSG00000206172	10	HBA1
ENSG00000206177	8539	HBM
ENSG00000206190	2557	ATP10A
ENSG00000206195	3457	DUXAP8
ENSG00000206337	6521	HCP5
ENSG00000206384	12832	COL6A6
ENSG00000206418	4357	RAB12
ENSG00000206432	11856	TMEM200C
ENSG00000206503	269	HLA-A
ENSG00000206527	2357	HACD2
ENSG00000206538	6713	VGLL3
ENSG00000206557	8638	TRIM71
ENSG00000206560	3342	ANKRD28
ENSG00000206562	5807	METTL6
ENSG00000206567	9159	AC022007.1
ENSG00000206573	4387	THUMPD3-AS1
ENSG00000206579	8443	XKR4
ENSG00000207955	439	AL359091.1
ENSG00000211448	1015	DIO2
ENSG00000211584	418	SLC48A1
ENSG00000211592	3940	IGKC
ENSG00000211643	13218	IGLV5-52
ENSG00000211651	13857	IGLV1-44
ENSG00000211677	8408	IGLC2
ENSG00000211679	12362	IGLC3
ENSG00000211689	7524	TRGC1
ENSG00000211695	13112	TRGV9
ENSG00000211751	6848	TRBC1
ENSG00000211801	13378	TRAV21
ENSG00000211817	13411	TRAV38-2DV8
ENSG00000211829	8669	TRDC
ENSG00000211892	12884	IGHG4
ENSG00000211895	9586	IGHA1
ENSG00000211896	5531	IGHG1
ENSG00000211898	13883	IGHD
ENSG00000212123	7218	PRR22
ENSG00000212124	8996	TAS2R19
ENSG00000212126	12994	TAS2R50
ENSG00000212127	11479	TAS2R14
ENSG00000212128	9274	TAS2R13
ENSG00000212694	6360	LINC01089
ENSG00000212710	11064	CTAGE1
ENSG00000212916	7295	MAP10
ENSG00000212978	11956	AC016747.1
ENSG00000212993	9571	POU5F1B
ENSG00000213015	3729	ZNF580
ENSG00000213020	4274	ZNF611
ENSG00000213047	8064	DENND1B
ENSG00000213057	9400	C1orf220
ENSG00000213062	5424	Z99572.1
ENSG00000213064	2466	SFT2D2
ENSG00000213079	4142	SCAF8
ENSG00000213088	4094	ACKR1
ENSG00000213121	8319	AL590867.1
ENSG00000213139	6786	CRYGS
ENSG00000213145	952	CRIP1
ENSG00000213160	6411	KLHL23
ENSG00000213185	9558	FAM24B
ENSG00000213186	2145	TRIM59
ENSG00000213199	9722	ASIC3
ENSG00000213203	5261	GIMAP1
ENSG00000213213	8277	CCDC183
ENSG00000213221	8569	DNLZ
ENSG00000213231	11171	TCL1B
ENSG00000213265	12001	TSGA13
ENSG00000213339	4060	QTRT1
ENSG00000213380	6213	COG8
ENSG00000213390	3593	ARHGAP19
ENSG00000213397	6609	HAUS7
ENSG00000213398	4733	LCAT
ENSG00000213401	13277	MAGEA12
ENSG00000213420	7126	GPC2
ENSG00000213445	2843	SIPA1
ENSG00000213462	7229	ERV3-1
ENSG00000213463	1629	SYNJ2BP
ENSG00000213465	1254	ARL2
ENSG00000213468	6720	FIRRE
ENSG00000213516	3239	RBMXL1
ENSG00000213533	7835	STIMATE
ENSG00000213563	4584	C8orf82
ENSG00000213578	5283	CPLX3
ENSG00000213588	6843	ZBTB9
ENSG00000213600	13442	U73169.1
ENSG00000213619	5986	NDUFS3
ENSG00000213625	1729	LEPROT
ENSG00000213654	5813	GPSM3
ENSG00000213658	5628	LAT
ENSG00000213676	6102	ATF6B
ENSG00000213694	3848	S1PR3
ENSG00000213719	3696	CLIC1
ENSG00000213722	2122	DDAH2
ENSG00000213741	2121	RPS29
ENSG00000213742	13484	ZNF337-AS1
ENSG00000213762	5340	ZNF134
ENSG00000213782	8296	DDX47
ENSG00000213853	1333	EMP2
ENSG00000213859	9662	KCTD11
ENSG00000213888	7290	LINC01521
ENSG00000213889	5609	PPM1N
ENSG00000213901	11117	SLC23A3
ENSG00000213904	4097	LIPE-AS1
ENSG00000213918	4920	DNASE1
ENSG00000213920	4565	MDP1
ENSG00000213923	835	CSNK1E
ENSG00000213927	9699	CCL27
ENSG00000213928	3763	IRF9
ENSG00000213934	5176	HBG1
ENSG00000213937	6955	CLDN9
ENSG00000213949	1658	ITGA1
ENSG00000213963	7125	AC019080.1
ENSG00000213977	1022	TAX1BP3
ENSG00000213983	4228	AP1G2
ENSG00000213988	6388	ZNF90
ENSG00000213996	13027	TM6SF2
ENSG00000213999	4084	MEF2B
ENSG00000214013	5733	GANC
ENSG00000214021	7702	TTLL3
ENSG00000214022	3789	REPIN1
ENSG00000214029	5909	ZNF891
ENSG00000214046	1961	SMIM7
ENSG00000214063	3942	TSPAN4
ENSG00000214078	7281	CPNE1
ENSG00000214102	11982	WEE2
ENSG00000214106	5763	PAXIP1-AS2
ENSG00000214140	2086	PRCD
ENSG00000214145	11239	LINC00887
ENSG00000214146	11326	LINC02026
ENSG00000214184	11899	GCC2-AS1
ENSG00000214194	3093	SMIM30
ENSG00000214212	6907	C19orf38
ENSG00000214216	12427	IQCJ
ENSG00000214226	7940	C17orf67
ENSG00000214253	272	FIS1
ENSG00000214279	11327	SCART1
ENSG00000214290	9997	COLCA2
ENSG00000214293	8734	APTR
ENSG00000214309	11168	MBLAC1
ENSG00000214338	3205	SOGA3
ENSG00000214353	6835	VAC14-AS1
ENSG00000214357	9962	NEURL1B
ENSG00000214367	4188	HAUS3
ENSG00000214401	8175	KANSL1-AS1
ENSG00000214402	2227	LCNL1
ENSG00000214413	2691	BBIP1
ENSG00000214432	8666	VPS33B-DT
ENSG00000214456	3996	PLIN5
ENSG00000214546	10532	AC087491.1
ENSG00000214548	107	MEG3
ENSG00000214562	9162	NUTM2D
ENSG00000214575	5079	CPEB1
ENSG00000214595	5847	EML6
ENSG00000214655	9381	ZSWIM8
ENSG00000214700	11336	C12orf71
ENSG00000214706	4013	IFRD2
ENSG00000214708	12999	AC116407.1
ENSG00000214717	7262	ZBED1
ENSG00000214719	7697	AC005562.1
ENSG00000214756	2930	CSKMT
ENSG00000214773	11609	AC112512.1
ENSG00000214787	8850	MS4A4E
ENSG00000214851	13528	LINC00612
ENSG00000214860	12649	EVPLL
ENSG00000214922	7099	HLA-F-AS1
ENSG00000214941	2563	ZSWIM7
ENSG00000214946	11657	TBC1D26
ENSG00000214954	4096	LRRC69
ENSG00000214955	12691	AP000317.1
ENSG00000214960	6016	CRPPA
ENSG00000215012	5102	RTL10
ENSG00000215018	10148	COL28A1
ENSG00000215039	1338	CD27-AS1
ENSG00000215045	12223	GRID2IP
ENSG00000215067	3505	ALOX12-AS1
ENSG00000215068	7177	AC025171.2
ENSG00000215114	4909	UBXN2B
ENSG00000215193	2990	PEX26
ENSG00000215196	6499	BASP1-AS1
ENSG00000215231	11247	LINC01020
ENSG00000215252	6366	GOLGA8B
ENSG00000215256	5369	DHRS4-AS1
ENSG00000215271	7584	HOMEZ
ENSG00000215274	10883	GAGE10
ENSG00000215277	12557	RNF212B
ENSG00000215301	2304	DDX3X
ENSG00000215374	7016	FAM66B
ENSG00000215386	2211	MIR99AHG
ENSG00000215397	11422	SCRT2
ENSG00000215403	12930	Z82180.1
ENSG00000215417	8896	MIR17HG
ENSG00000215421	8862	ZNF407
ENSG00000215440	4310	NPEPL1
ENSG00000215454	11103	KRTAP10-4
ENSG00000215474	12850	SKOR2
ENSG00000215498	11452	FAM230B
ENSG00000215529	13928	EFCAB8
ENSG00000215568	12495	GAB4
ENSG00000215595	11866	C20orf202
ENSG00000215612	4410	HMX1
ENSG00000215644	13952	GCGR
ENSG00000215717	3845	TMEM167B
ENSG00000215817	9327	ZC3H11B
ENSG00000215883	6690	CYB5RL
ENSG00000215910	12980	C1orf167
ENSG00000215915	3503	ATAD3C
ENSG00000216490	9286	IFI30
ENSG00000216895	8899	AC009403.1
ENSG00000216921	3048	FAM240C
ENSG00000216937	1208	CCDC7
ENSG00000217128	4200	FNIP1
ENSG00000217702	9855	AC073263.1
ENSG00000218305	11476	CDC14C
ENSG00000218357	8840	LINC01644
ENSG00000218537	9312	MIF-AS1
ENSG00000218672	7857	AC008060.1
ENSG00000218739	3411	CEBPZOS
ENSG00000218891	4847	ZNF579
ENSG00000219073	13095	CELA3B
ENSG00000219410	12591	AC125494.1
ENSG00000219435	9559	CATSPERZ
ENSG00000219445	12132	AC019155.2
ENSG00000219481	1611	NBPF1
ENSG00000219607	5865	PPP1R3G
ENSG00000219626	4683	FAM228B
ENSG00000220256	12815	AC093802.1
ENSG00000221819	13600	GAS8-AS1
ENSG00000221826	12682	PSG3
ENSG00000221829	13362	FANCG
ENSG00000221836	12326	OR2A5
ENSG00000221843	10229	C2orf16
ENSG00000221858	12646	OR2A12
ENSG00000221866	6464	PLXNA4
ENSG00000221869	931	CEBPD
ENSG00000221882	10868	OR3A2
ENSG00000221883	7898	ARIH2OS
ENSG00000221887	3630	HMSD
ENSG00000221914	2073	PPP2R2A
ENSG00000221923	4751	ZNF880
ENSG00000221932	5318	HEPN1
ENSG00000221963	2400	APOL6
ENSG00000221978	5124	CCNL2
ENSG00000221988	6684	PPT2
ENSG00000222005	13030	LINC01118
ENSG00000222009	7793	BTBD19
ENSG00000222012	11535	AC005481.1
ENSG00000222014	9784	RAB6C
ENSG00000222020	7539	HDAC4-AS1
ENSG00000222028	13209	PSMB11
ENSG00000222030	13347	LINC01793
ENSG00000222035	9485	KIAA2012-AS1
ENSG00000222036	13561	POTEM
ENSG00000222041	6941	CYTOR
ENSG00000223343	13787	AC137630.1
ENSG00000223382	13702	LINC01778
ENSG00000223387	12668	LINC02068
ENSG00000223393	10310	AL118511.1
ENSG00000223417	13367	TRIM49D1
ENSG00000223432	10642	AC009988.1
ENSG00000223461	13088	AC004471.1
ENSG00000223466	13271	LINC01825
ENSG00000223482	4473	NUTM2A-AS1
ENSG00000223485	8894	LINC01615
ENSG00000223496	2785	EXOSC6
ENSG00000223510	13714	CDRT15
ENSG00000223516	10443	AFF2-IT1
ENSG00000223525	7464	RABGAP1L-IT1
ENSG00000223536	13287	AC008164.1
ENSG00000223542	11332	AL024497.1
ENSG00000223546	7416	LINC00630
ENSG00000223547	3062	ZNF844
ENSG00000223548	10418	AC034228.1
ENSG00000223609	7111	HBD
ENSG00000223635	10822	AL121990.1
ENSG00000223658	12856	C1GALT1C1L
ENSG00000223692	10074	DIP2A-IT1
ENSG00000223701	10585	RAET1E-AS1
ENSG00000223704	11037	LINC01422
ENSG00000223716	13689	AL135785.1
ENSG00000223720	13867	AL109659.1
ENSG00000223727	12536	AC034195.1
ENSG00000223745	6250	CCDC18-AS1
ENSG00000223749	7800	MIR503HG
ENSG00000223776	9616	LGALS8-AS1
ENSG00000223791	11233	UBE2E1-AS1
ENSG00000223797	2748	ENTPD3-AS1
ENSG00000223799	11240	IL10RB-DT
ENSG00000223802	1769	CERS1
ENSG00000223812	9127	AC073365.1
ENSG00000223821	12022	AL603910.1
ENSG00000223823	13170	LINC01342
ENSG00000223872	13456	AC006372.1
ENSG00000223911	8816	AC009480.1
ENSG00000223930	7976	AC117453.1
ENSG00000223944	8958	AL353604.1
ENSG00000223969	7322	AC002456.1
ENSG00000224020	13826	MIR181A2HG
ENSG00000224032	1801	EPB41L4A-AS1
ENSG00000224057	10777	EGFR-AS1
ENSG00000224074	9939	LINC00691
ENSG00000224078	4038	SNHG14
ENSG00000224086	5650	AC245452.1
ENSG00000224137	13550	LINC01857
ENSG00000224153	9436	LINC02054
ENSG00000224157	10884	HCG14
ENSG00000224165	5444	DNAJC27-AS1
ENSG00000224189	1527	HAGLR
ENSG00000224216	9409	AC234781.1
ENSG00000224223	7692	VSTM2A-OT1
ENSG00000224238	11834	WARS2-IT1
ENSG00000224239	11976	AC090044.1
ENSG00000224259	7247	LINC01133
ENSG00000224271	8771	AL117329.1
ENSG00000224272	5882	AC131097.2
ENSG00000224281	8704	SLC25A5-AS1
ENSG00000224310	12804	LINC01567
ENSG00000224356	7710	AL356966.1
ENSG00000224358	8336	TMCO1-AS1
ENSG00000224388	13547	BACE2-IT1
ENSG00000224389	8467	C4B
ENSG00000224391	13529	LINC01280
ENSG00000224404	11852	Z68323.1
ENSG00000224407	13413	AL136988.1
ENSG00000224409	13804	AC114489.1
ENSG00000224417	10838	AL606970.1
ENSG00000224420	6896	ADM5
ENSG00000224424	7054	PRKAR2A-AS1
ENSG00000224429	11025	LINC00539
ENSG00000224467	12716	AC009313.1
ENSG00000224470	1911	ATXN1L
ENSG00000224478	12026	AL356417.1
ENSG00000224481	10262	AC245100.1
ENSG00000224514	10757	LINC00620
ENSG00000224536	9259	AC096677.1
ENSG00000224568	12083	LINC01886
ENSG00000224578	4761	HNRNPA1P48
ENSG00000224583	13327	AL356277.2
ENSG00000224614	11720	TNK2-AS1
ENSG00000224616	6679	RTCA-AS1
ENSG00000224635	7936	AL391095.1
ENSG00000224655	10668	LINC01823
ENSG00000224660	5749	SH3BP5-AS1
ENSG00000224675	12171	AC009227.1
ENSG00000224687	8141	RASAL2-AS1
ENSG00000224691	12681	AL133553.1
ENSG00000224712	9074	NPIPA3
ENSG00000224714	11943	LINC02671
ENSG00000224715	13934	Z82186.1
ENSG00000224729	10992	PCOLCE-AS1
ENSG00000224738	12268	AC099850.1
ENSG00000224745	11315	AC063965.2
ENSG00000224771	13409	ATP2B2-IT2
ENSG00000224790	7605	AP000704.1
ENSG00000224794	7254	AL022326.1
ENSG00000224795	5693	NTM-AS1
ENSG00000224805	7797	LINC00853
ENSG00000224812	6812	TMEM72-AS1
ENSG00000224821	13445	COL4A2-AS2
ENSG00000224822	6668	THRB-IT1
ENSG00000224832	12688	LINC01689
ENSG00000224843	6159	LINC00240
ENSG00000224870	4105	MRPL20-AS1
ENSG00000224877	903	NDUFAF8
ENSG00000224884	10046	AC034187.1
ENSG00000224888	7726	AC138028.2
ENSG00000224897	4902	POT1-AS1
ENSG00000224914	6338	LINC00863
ENSG00000224918	11281	AC066595.1
ENSG00000224924	1363	LINC00320
ENSG00000224934	11228	AL391684.1
ENSG00000224939	11723	LINC00184
ENSG00000224940	9173	PRRT4
ENSG00000224945	8990	AL353150.1
ENSG00000224959	9598	AC017002.1
ENSG00000224961	9073	LINC01752
ENSG00000224965	10251	LINC02586
ENSG00000224968	13935	LINC01645
ENSG00000224975	11292	INE1
ENSG00000224982	8634	TMEM233
ENSG00000225032	9562	AL162586.1
ENSG00000225057	13133	AC012485.1
ENSG00000225064	13334	LINC01802
ENSG00000225096	10000	AL445250.1
ENSG00000225113	8707	AL355310.1
ENSG00000225127	8733	LINC00237
ENSG00000225140	2605	AL358216.1
ENSG00000225163	12318	LINC00618
ENSG00000225172	13031	AC096631.1
ENSG00000225173	12680	AL662890.1
ENSG00000225174	8128	OSTM1-AS1
ENSG00000225177	2768	AL590617.2
ENSG00000225180	9595	PVALEF
ENSG00000225194	9076	LINC00092
ENSG00000225214	11394	AC079790.1
ENSG00000225226	13543	LINC01795
ENSG00000225233	13226	AL592402.1
ENSG00000225243	12963	AL021026.1
ENSG00000225279	7216	AL121987.1
ENSG00000225300	12415	AL591623.1
ENSG00000225313	13610	AL513327.1
ENSG00000225331	7421	LINC01678
ENSG00000225335	10420	AC016027.1
ENSG00000225377	11477	NRSN2-AS1
ENSG00000225383	8022	SFTA1P
ENSG00000225386	12961	AC099754.1
ENSG00000225408	10533	AL136980.1
ENSG00000225417	13292	AL049648.1
ENSG00000225434	12459	LINC01504
ENSG00000225446	12244	LINC01763
ENSG00000225457	12876	AC073346.1
ENSG00000225458	13235	AL049812.2
ENSG00000225470	580	JPX
ENSG00000225473	12829	ATP13A4-AS1
ENSG00000225527	8580	AL450384.1
ENSG00000225532	13856	AL731684.1
ENSG00000225546	13718	LINC02476
ENSG00000225548	12496	LINC01980
ENSG00000225556	6602	C2CD4D
ENSG00000225561	13769	LINC01710
ENSG00000225564	12914	LINC01492
ENSG00000225595	12121	LINC01623
ENSG00000225611	12516	LINC02158
ENSG00000225614	4085	ZNF469
ENSG00000225649	11454	AC064875.1
ENSG00000225663	1864	MCRIP1
ENSG00000225683	2468	PACRG-AS3
ENSG00000225684	8729	FAM225B
ENSG00000225689	11626	AL008633.1
ENSG00000225697	6452	SLC26A6
ENSG00000225706	3747	PTPRD-AS1
ENSG00000225731	9040	AP001627.1
ENSG00000225733	542	FGD5-AS1
ENSG00000225742	10957	LINC02036
ENSG00000225746	3917	MEG8
ENSG00000225775	12425	AL137220.1
ENSG00000225783	2390	MIAT
ENSG00000225791	3752	TRAM2-AS1
ENSG00000225792	4563	AC004540.2
ENSG00000225826	12220	LINC00626
ENSG00000225830	7788	ERCC6
ENSG00000225839	13258	TRMT2B-AS1
ENSG00000225850	13659	AL355490.1
ENSG00000225867	12150	AL022315.1
ENSG00000225877	6766	PSG8-AS1
ENSG00000225880	12115	LINC00115
ENSG00000225889	4587	AC012368.1
ENSG00000225903	12555	AL035404.2
ENSG00000225914	4315	TSBP1-AS1
ENSG00000225921	7284	NOL7
ENSG00000225924	12798	TAB2-AS1
ENSG00000225930	10625	LINC02249
ENSG00000225945	13449	AL121574.1
ENSG00000225953	6028	SATB2-AS1
ENSG00000225963	9655	AC009950.1
ENSG00000225964	11288	NRIR
ENSG00000225973	5786	PIGBOS1
ENSG00000225975	5329	LINC01534
ENSG00000225979	13596	AC010746.2
ENSG00000225986	5229	UBXN10-AS1
ENSG00000225988	11355	LAMP5-AS1
ENSG00000226029	7827	LINC01772
ENSG00000226051	9953	ZNF503-AS1
ENSG00000226053	11995	LINC01776
ENSG00000226091	10072	LINC00937
ENSG00000226124	9963	FTCDNL1
ENSG00000226125	10394	LINC01907
ENSG00000226134	11639	AL359502.1
ENSG00000226137	3041	BAIAP2-DT
ENSG00000226167	8325	AP4B1-AS1
ENSG00000226174	9675	TEX22
ENSG00000226179	1901	LINC00685
ENSG00000226180	6465	AC010536.1
ENSG00000226200	8034	SGMS1-AS1
ENSG00000226235	12333	LEMD1-AS1
ENSG00000226251	12483	LINC02608
ENSG00000226252	9217	AL135960.1
ENSG00000226258	10832	GRM7-AS3
ENSG00000226266	6255	AC009961.1
ENSG00000226272	10001	ARHGAP26-AS1
ENSG00000226281	12236	AL031123.1
ENSG00000226308	8440	AL122058.1
ENSG00000226320	10971	LINC01811
ENSG00000226328	5002	NUP50-DT
ENSG00000226330	11656	AL606489.1
ENSG00000226332	8082	AL354836.1
ENSG00000226352	13228	PSPC1-AS2
ENSG00000226363	7003	HAGLROS
ENSG00000226367	13006	ST7-AS2
ENSG00000226419	3158	SLC16A1-AS1
ENSG00000226425	12155	AL358613.1
ENSG00000226426	12826	AC012558.1
ENSG00000226438	12248	AL442071.1
ENSG00000226440	13438	AL365214.2
ENSG00000226445	5539	BX322234.1
ENSG00000226471	6823	Z93930.2
ENSG00000226479	4831	TMEM185B
ENSG00000226482	11034	ADIPOQ-AS1
ENSG00000226496	568	LINC00323
ENSG00000226510	8116	UPK1A-AS1
ENSG00000226519	11786	LINC00390
ENSG00000226562	3955	CYP4F26P
ENSG00000226571	13246	AL592429.2
ENSG00000226578	11426	AL132657.1
ENSG00000226581	6832	LINC02848
ENSG00000226620	11416	LINC00343
ENSG00000226647	12545	AL365356.1
ENSG00000226648	6968	PLCG1-AS1
ENSG00000226688	3963	ENTPD1-AS1
ENSG00000226696	10645	LENG8-AS1
ENSG00000226698	8542	AL034380.1
ENSG00000226702	13022	MIR217HG
ENSG00000226711	5455	FAM66C
ENSG00000226717	9935	PTPRD-AS2
ENSG00000226722	13395	LINC00424
ENSG00000226746	8523	SMCR5
ENSG00000226758	12808	DISC1-IT1
ENSG00000226761	12141	TAS2R46
ENSG00000226763	10545	SRRM5
ENSG00000226771	13502	AP001136.1
ENSG00000226777	12975	FAM30A
ENSG00000226791	10330	LINC02611
ENSG00000226792	12443	C13orf42
ENSG00000226800	12872	CACTIN-AS1
ENSG00000226808	9467	LINC00840
ENSG00000226824	8233	AC006001.2
ENSG00000226833	7132	AC092164.1
ENSG00000226835	11384	ARHGAP29-AS1
ENSG00000226853	7738	AC010894.2
ENSG00000226861	11714	AL390835.1
ENSG00000226862	8372	AC104463.2
ENSG00000226887	8651	ERVMER34-1
ENSG00000226891	7426	LINC01359
ENSG00000226900	13637	AL451069.1
ENSG00000226913	10005	BSN-DT
ENSG00000226939	8875	AC062021.1
ENSG00000226950	3413	DANCR
ENSG00000226954	13960	AL023802.1
ENSG00000226979	12285	LTA
ENSG00000226985	12995	LINC01203
ENSG00000226994	7127	AC079352.1
ENSG00000227014	13267	AC007285.1
ENSG00000227028	9216	SLC8A1-AS1
ENSG00000227036	4171	LINC00511
ENSG00000227039	11497	ITGB2-AS1
ENSG00000227051	1414	C14orf132
ENSG00000227057	6909	WDR46
ENSG00000227066	10402	Z98257.1
ENSG00000227071	13048	FOCAD-AS1
ENSG00000227088	6809	AC012494.1
ENSG00000227110	3691	LMCD1-AS1
ENSG00000227115	1885	LINC01630
ENSG00000227117	12302	HORMAD2-AS1
ENSG00000227128	11029	LBX1-AS1
ENSG00000227165	7727	WDR11-AS1
ENSG00000227170	13203	AF178030.1
ENSG00000227186	13678	AC018511.1
ENSG00000227188	11916	MGAT3-AS1
ENSG00000227189	13321	AC092535.2
ENSG00000227192	13563	AL023581.2
ENSG00000227195	10503	MIR663AHG
ENSG00000227198	13352	C6orf47-AS1
ENSG00000227199	8498	ST7-AS1
ENSG00000227200	12788	AL162724.1
ENSG00000227210	8392	AC079145.1
ENSG00000227214	12696	HCG15
ENSG00000227220	11055	AL133346.1
ENSG00000227252	9353	AC012063.1
ENSG00000227253	13291	AL158834.2
ENSG00000227308	13539	LINC02832
ENSG00000227313	13794	LINC02630
ENSG00000227336	13736	LINC00434
ENSG00000227338	13616	AL139280.1
ENSG00000227345	8304	PARG
ENSG00000227355	8055	AL359644.1
ENSG00000227388	12043	AL133410.1
ENSG00000227392	4757	HPN-AS1
ENSG00000227407	13740	AC245884.1
ENSG00000227455	8224	AL450345.1
ENSG00000227486	10740	AL050309.1
ENSG00000227500	4463	SCAMP4
ENSG00000227507	9914	LTB
ENSG00000227516	8930	AL160163.1
ENSG00000227518	12351	AL928970.1
ENSG00000227533	7939	SLC2A1-AS1
ENSG00000227540	8096	AC016394.1
ENSG00000227542	11519	AC092614.1
ENSG00000227543	12629	SPAG5-AS1
ENSG00000227544	1268	AC018647.1
ENSG00000227574	13884	AC112229.2
ENSG00000227619	10028	AL391056.1
ENSG00000227627	10031	AL080276.2
ENSG00000227640	10219	SOX21-AS1
ENSG00000227674	8951	LINC00355
ENSG00000227676	12317	LINC01068
ENSG00000227681	10975	AL033504.1
ENSG00000227698	9439	AP001619.1
ENSG00000227704	13508	AL354892.1
ENSG00000227729	10654	RD3L
ENSG00000227733	6957	AC239809.3
ENSG00000227764	11633	LINC01693
ENSG00000227811	8180	INKA2-AS1
ENSG00000227857	12997	AL358075.2
ENSG00000227863	13647	AC002383.1
ENSG00000227868	9252	TEX46
ENSG00000227896	7892	AL731569.1
ENSG00000227906	9891	SNAP25-AS1
ENSG00000227914	12664	AL136979.1
ENSG00000227917	11870	AL449043.1
ENSG00000227946	8095	AC007383.2
ENSG00000227947	10996	LINC01738
ENSG00000227953	6495	LINC01341
ENSG00000227963	10117	RBM15-AS1
ENSG00000228005	11561	AC020743.1
ENSG00000228016	12039	RAPGEF4-AS1
ENSG00000228021	4823	AL158835.1
ENSG00000228031	12316	AC078842.1
ENSG00000228033	11229	AC010967.1
ENSG00000228037	9848	AL139246.3
ENSG00000228043	8928	AC114763.1
ENSG00000228044	8257	AL160408.1
ENSG00000228055	13514	FAM245A
ENSG00000228058	11495	LINC01736
ENSG00000228060	12391	PABPC4-AS1
ENSG00000228061	9172	AC131571.1
ENSG00000228067	10069	LINC01740
ENSG00000228084	6390	AC118553.1
ENSG00000228109	4499	MELTF-AS1
ENSG00000228113	13524	AC003991.1
ENSG00000228124	12352	AL096678.1
ENSG00000228150	11256	AL357140.2
ENSG00000228172	11048	AL020996.1
ENSG00000228189	13068	LINC02843
ENSG00000228192	9027	AL512353.1
ENSG00000228201	10437	AL022341.1
ENSG00000228221	12284	LINC00578
ENSG00000228223	4241	HCG11
ENSG00000228242	11255	AC093495.1
ENSG00000228251	11099	AC012442.1
ENSG00000228262	6670	LINC01320
ENSG00000228271	13901	LINC02048
ENSG00000228274	12105	AL021707.2
ENSG00000228288	9844	PCAT6
ENSG00000228302	13196	AL512770.1
ENSG00000228308	11070	LINC01209
ENSG00000228317	13532	AL158070.1
ENSG00000228340	7874	MIR646HG
ENSG00000228350	13247	LINC02585
ENSG00000228355	12747	BX322559.1
ENSG00000228363	13582	AC015971.1
ENSG00000228391	8819	AC011995.1
ENSG00000228392	8442	AL162391.1
ENSG00000228393	4886	LINC01004
ENSG00000228397	8170	LINC01635
ENSG00000228400	5139	AC079154.1
ENSG00000228401	9088	AL590226.1
ENSG00000228403	13114	AC035139.1
ENSG00000228404	13490	AP001468.1
ENSG00000228408	1960	AL031056.1
ENSG00000228414	11698	LINC01185
ENSG00000228421	13830	AC005013.1
ENSG00000228423	12564	AL357552.2
ENSG00000228434	3930	AC004951.1
ENSG00000228436	6189	AL139260.1
ENSG00000228459	11545	LINC01546
