gene_id	gene_name	nsigsamps	meanrank	V13M06-331_A1s2	V13M06-331_A1s1	V13M06-331_B1s2	V13M06-331_B1s1	V13M06-331_C1s2	V13M06-331_C1s1	V13M06-331_D1s2	V13M06-333_A1s1	V13M06-333_A1s2	V13M06-333_B1s2	V13M06-333_B1s1	V13M06-333_C1s1	V13M06-333_C1s2	V13M06-333_D1s1	V13M06-333_D1s2	V13M06-332_A1s1	V13M06-332_A1s2	V13M06-332_B1s1	V13M06-332_B1s2	V13M06-332_D1s2	V13M06-332_D1s1	V13M06-404_A1s1	V13M06-404_A1s2	V13M06-404_B1s2	V13M06-404_B1s1	V13M06-404_C1s1	V13M06-404_C1s2	V13M06-404_D1s1	V13M06-404_D1s2	V13M06-403_D1s2	V13M06-403_D1s1	V13M06-402_A1s1	V13M06-402_A1s2	V13M06-402_B1s2	V13M06-402_B1s1	V13M06-402_C1s2	V13M06-402_C1s1	V13M06-402_D1s2	V13M06-402_D1s1	V13M06-401_A1s2	V13M06-401_A1s1	V13M06-401_C1s1	V13M06-401_D1s1	V13M06-401_D1s2	V13M06-386_A1s2	V13M06-386_A1s1	V13M06-386_C1s1	V13M06-386_D1s1	V13M06-386_D1s2	V13B23-366_A1s1	V13B23-284_A1s1	V13B23-284_A1s2	V13B23-284_C1s2	V13B23-284_C1s1	V13B23-284_D1s2	V13B23-284_D1s1	V13F27-339_A1s1	V13F27-339_A1s2	V13F27-339_B1s2	V13F27-339_B1s1	V13F27-339_C1s1	V13B23-286_A1s1	V13B23-286_A1s2	V13M06-331_D1s1	V13M06-401_B1s2	V13M06-401_B1s1	V13B23-284_B1s1	V13F27-339_C1s2
ENSG00000151779	NBAS	1	73																																																									73											
ENSG00000151806	GUF1	2	141											79									203																																																
ENSG00000151881	TMEM267	1	211																																																															211					
ENSG00000151914	DST	2	210					193																227																																															
ENSG00000151948	GLT1D1	1	35							35																																																													
ENSG00000152061	RABGAP1L	1	118																			118																																																	
ENSG00000152082	MZT2B	4	73.25										165				28																																			77			23																
ENSG00000152102	FAM168B	1	103																									103																																											
ENSG00000152128	TMEM163	2	187											175																																																						199			
ENSG00000152133	GPATCH11	1	171															171																																																					
ENSG00000152137	HSPB8	1	8																																																																		8		
ENSG00000152154	TMEM178A	2	47.5								62																																											33																	
ENSG00000152214	RIT2	4	100.25		38								187																								48																128																		
ENSG00000152234	ATP5F1A	3	143.333333333333											121											41																																									268					
ENSG00000152291	TGOLN2	1	53																																																										53										
ENSG00000152332	UHMK1	1	248																																			248																																	
ENSG00000152377	SPOCK1	6	132.666666666667	45														210				145	138															199																																59	
ENSG00000152402	GUCY1A2	1	16																																											16																									
ENSG00000152492	CCDC50	1	120																																												120																								
ENSG00000152495	CAMK4	1	147					147																																																															
ENSG00000152503	TRIM36	1	135																																																																				135
ENSG00000152556	PFKM	1	115																							115																																													
ENSG00000152558	TMEM123	1	51																																								51																												
ENSG00000152583	SPARCL1	12	99.0833333333333	235										68			12		10		107	58		182				97				6															240																		58	116					
ENSG00000152601	MBNL1	1	34									34																																																											
ENSG00000152661	GJA1	14	65.2857142857143			36					90				68	38			32								106	114					43																	123			25		18					76					130	15					
ENSG00000152684	PELO	2	62																																																														50				74		
ENSG00000152700	SAR1B	2	261																									178																																								344			
ENSG00000152778	IFIT5	1	56							56																																																													
ENSG00000152795	HNRNPDL	5	111.2																				166																	13								79																126							172
ENSG00000152818	UTRN	1	393																																																																	393			
ENSG00000152932	RAB3C	1	257																																																																	257			
ENSG00000152954	NRSN1	1	144												144																																																								
ENSG00000152969	JAKMIP1	1	36		36																																																																		
ENSG00000153006	SREK1IP1	2	10.5			3																																					18																												
ENSG00000153037	SRP19	1	17														17																																																						
ENSG00000153048	CARHSP1	1	221																		221																																																		
ENSG00000153130	SCOC	6	134.166666666667	100					164													33		279																							133													96											
ENSG00000153147	SMARCA5	1	77																						77																																														
ENSG00000153187	HNRNPU	1	206																																												206																								
ENSG00000153250	RBMS1	3	201.333333333333																					251																																					47							306			
ENSG00000153253	SCN3A	1	245																																																																			245	
ENSG00000153310	FAM49B	3	210.666666666667																		213																																206																	213	
ENSG00000153317	ASAP1	1	56																																																															56					
ENSG00000153558	FBXL2	1	185																																																		185																		
ENSG00000153561	RMND5A	2	242																					232																																												252			
ENSG00000153774	CFDP1	2	200																					245																							155																								
ENSG00000153786	ZDHHC7	2	74																																																													14				134			
ENSG00000153815	CMIP	2	58																			25																																																91	
ENSG00000153820	SPHKAP	2	173.5																					200																																										147					
ENSG00000153904	DDAH1	2	133.5													51																																																						216	
ENSG00000153914	SREK1	2	170																																												75																					265			
ENSG00000153944	MSI2	2	75																																															47																				103	
ENSG00000153956	CACNA2D1	4	175.75										59															129																																94										421	
ENSG00000153982	GDPD1	1	8																																																										8										
ENSG00000154027	AK5	1	52																																	52																																			
ENSG00000154079	SDHAF4	2	237.5																																																													121				354			
ENSG00000154096	THY1	5	68.6	91			41																141																																													53		17	
ENSG00000154118	JPH3	1	6																																																6																				
ENSG00000154146	NRGN	1	59															59																																																					
ENSG00000154153	RETREG1	2	117.5														97	138																																																					
ENSG00000154174	TOMM70	2	69.5																																			117											22																						
ENSG00000154217	PITPNC1	1	116														116																																																						
ENSG00000154229	PRKCA	1	5																																																			5																	
ENSG00000154265	ABCA5	2	203.5																														2																																					405	
ENSG00000154277	UCHL1	20	67	16					129	51											58	135	29	155			31	77									57	41							8		24	5				20									12			41	230		64				157
ENSG00000154305	MIA3	1	65																																												65																								
ENSG00000154328	NEIL2	2	155														107																																																					203	
ENSG00000154380	ENAH	1	65																																																														65						
ENSG00000154518	ATP5MC3	3	84																				192																										12					48																	
ENSG00000154639	CXADR	1	143																				143																																																
ENSG00000154640	BTG3	1	140					140																																																															
ENSG00000154645	CHODL	3	61																						64													95																														24			
ENSG00000154654	NCAM2	1	278	278																																																																			
ENSG00000154710	RABGEF1	1	101												101																																																								
ENSG00000154723	ATP5PF	1	74									74																																																											
ENSG00000154767	XPC	2	81.5													41						122																																																	
ENSG00000154889	MPPE1	1	40																						40																																														
ENSG00000154917	RAB6B	3	65.3333333333333																																								39											68																89	
ENSG00000154975	CA10	1	134										134																																																										
ENSG00000155008	APOOL	2	131.5																				121															142																																	
ENSG00000155096	AZIN1	1	159																																																														159						
ENSG00000155097	ATP6V1C1	2	122																					193						51																																									
ENSG00000155158	TTC39B	1	33											33																																																									
ENSG00000155189	AGPAT5	3	58.6666666666667																																														47				59							70											
ENSG00000155229	MMS19	1	42																																42																																				
ENSG00000155252	PI4K2A	2	185		122																																																															248			
ENSG00000155256	ZFYVE27	1	32															32																																																					
ENSG00000155304	HSPA13	1	457																																																																			457	
ENSG00000155368	DBI	6	78.6666666666667												64												105					15	16					166																																	106
ENSG00000155380	SLC16A1	1	32									32																																																											
ENSG00000155463	OXA1L	1	195	195																																																																			
ENSG00000155506	LARP1	6	147.833333333333																					234						24													55																			31						352		191	
ENSG00000155511	GRIA1	1	139															139																																																					
ENSG00000155849	ELMO1	4	142	134								48																										28																														358			
ENSG00000155876	RRAGA	2	54															93																																											15										
ENSG00000155886	SLC24A2	1	8																																				8																																
ENSG00000155959	VBP1	2	121.5																			51																																											192						
ENSG00000155961	RAB39B	1	244																			244																																																	
ENSG00000155970	MICU3	1	9																																																											9									
ENSG00000155980	KIF5A	1	17																																					17																															
ENSG00000156011	PSD3	1	264																																																																			264	
ENSG00000156050	FAM161B	1	207						207																																																														
ENSG00000156103	MMP16	1	181																			181																																																	
ENSG00000156113	KCNMA1	1	122					122																																																															
ENSG00000156256	USP16	2	28																						11																																												45		
ENSG00000156261	CCT8	1	66																							66																																													
ENSG00000156298	TSPAN7	2	163	247							79																																																												
ENSG00000156381	ANKRD9	1	223										223																																																										
ENSG00000156411	ATP5MPL	3	96.3333333333333		53																97																																													139					
ENSG00000156414	TDRD9	1	29										29																																																										
ENSG00000156467	UQCRB	4	141.5																			235																				11																								173		147			
ENSG00000156471	PTDSS1	4	125.25						162	65																												246	28																																
ENSG00000156475	PPP2R2B	2	139.5																																															113																166					
ENSG00000156482	RPL30	6	104.5											132							25	303					33																									81																		53	
ENSG00000156502	SUPV3L1	1	171												171																																																								
ENSG00000156508	EEF1A1	5	46											12							41			124				48				5																																							
ENSG00000156515	HK1	5	189.4																			257	273					182	6									229																																	
ENSG00000156587	UBE2L6	1	134																																																																			134	
ENSG00000156639	ZFAND3	1	162												162																																																								
ENSG00000156642	NPTN	2	48.5																																									21																				76							
ENSG00000156735	BAG4	2	89																									115																																											63
ENSG00000156795	WDYHV1	1	184																		184																																																		
ENSG00000156885	COX6A2	1	319																																																														319						
ENSG00000156931	VPS8	1	57						57																																																														
ENSG00000156959	LHFPL4	1	51																																											51																									
ENSG00000156973	PDE6D	2	152	132									172																																																										
ENSG00000157005	SST	4	37.75					21									73											43																																								14			
ENSG00000157020	SEC13	1	78																							78																																													
ENSG00000157045	NTAN1	2	138.5					151					126																																																										
ENSG00000157064	NMNAT2	1	54															54																																																					
ENSG00000157087	ATP2B2	1	23																																				23																																
ENSG00000157152	SYN2	1	188																					188																																															
ENSG00000157168	NRG1	1	201						201																																																														
ENSG00000157181	ODR4	1	38							38																																																													
ENSG00000157193	LRP8	1	22																																																																				22
ENSG00000157219	HTR5A	3	111.666666666667	96											66			173																																																					
ENSG00000157224	CLDN12	1	27																						27																																														
ENSG00000157259	GATAD1	1	66													66																																																							
ENSG00000157368	IL34	1	72												72																																																								
ENSG00000157404	KIT	1	11								11																																																												
ENSG00000157445	CACNA2D3	2	93																				88																																									98							
ENSG00000157470	FAM81A	1	142															142																																																					
ENSG00000157500	APPL1	1	54										54																																																										
ENSG00000157514	TSC22D3	3	143.666666666667															78					262																									91																							
ENSG00000157540	DYRK1A	2	128					41																																							215																								
ENSG00000157637	SLC38A10	2	133					174										92																																																					
ENSG00000157654	PALM2-AKAP2	1	160																					160																																															
ENSG00000157782	CABP1	1	82													82																																																							
ENSG00000157823	AP3S2	3	170.666666666667																		29																													103																				380	
ENSG00000157827	FMNL2	1	313																																																														313						
ENSG00000157837	SPPL3	1	100																																																																			100	
ENSG00000157870	PRXL2B	1	177																																																														177						
ENSG00000158109	TPRG1L	1	69																																																									69											
ENSG00000158186	MRAS	1	66																				66																																																
ENSG00000158201	ABHD3	2	27.5							15																																																												40	
ENSG00000158301	GPRASP2	1	52																																							52																													
ENSG00000158470	B4GALT5	2	110					176																																						44																									
ENSG00000158480	SPATA2	2	110.5															220															1																																						
ENSG00000158526	TSR2	3	95																		89																																165																	31	
ENSG00000158528	PPP1R9A	2	50																				80																		20																														
ENSG00000158560	DYNC1I1	7	92.4285714285714					114					175							66		127						69														41																													55
ENSG00000158669	GPAT4	1	49	49																																																																			
ENSG00000158710	TAGLN2	3	108																		57																																		28															239	
ENSG00000158747	NBL1	3	161																				272																	55													156																		
ENSG00000158796	DEDD	1	205																																																																205				
ENSG00000158806	NPM2	1	22																																																											22									
ENSG00000158828	PINK1	2	71																							112													30																																
ENSG00000158856	DMTN	4	149.5								71																																																						218	183	126				
ENSG00000158864	NDUFS2	1	44																																																	44																			
ENSG00000158882	TOMM40L	1	177					177																																																															
ENSG00000158987	RAPGEF6	1	99																																											99																									
ENSG00000159069	FBXW5	1	5																														5																																						
ENSG00000159082	SYNJ1	2	100																			180																		20																															
ENSG00000159140	SON	2	157.5																																	23																																292			
ENSG00000159164	SV2A	2	116																					90			142																																												
ENSG00000159176	CSRP1	2	38.5																11																																		66																		
ENSG00000159199	ATP5MC1	1	164																				164																																																
ENSG00000159200	RCAN1	1	156																				156																																																
ENSG00000159202	UBE2Z	2	53	64															42																																																				
ENSG00000159228	CBR1	2	79.5																																																		150																	9	
ENSG00000159335	PTMS	2	170.5																																												48																		293						
ENSG00000159346	ADIPOR1	1	111																																																																				111
ENSG00000159348	CYB5R1	1	35																																																35																				
ENSG00000159352	PSMD4	4	118																								146														8						158																			160					
ENSG00000159363	ATP13A2	4	233.25																					256																												26														177				474	
ENSG00000159377	PSMB4	2	101														60																																																					142	
ENSG00000159409	CELF3	4	52.5										32		37			133																												8																									
ENSG00000159445	THEM4	1	59																																																														59						
ENSG00000159459	UBR1	1	153																									153																																											
ENSG00000159461	AMFR	1	138																																												138																								
ENSG00000159592	GPBP1L1	1	80										80																																																										
ENSG00000159685	CHCHD6	2	33.5																			38																																										29							
ENSG00000159692	CTBP1	2	137	244																																																																			30
ENSG00000159713	TPPP3	7	141.857142857143					78	141						116		88						176	255				139																																											
ENSG00000159720	ATP6V0D1	7	119.142857142857																				59													61		75															127												42	54				416	
ENSG00000159753	CARMIL2	2	91.5																																																																72	111			
ENSG00000159842	ABR	4	142.25																					270				156										133						10																											
ENSG00000159884	CCDC107	3	60.6666666666667			40								41										101																																															
ENSG00000160007	ARHGAP35	1	41																																41																																				
ENSG00000160014	CALM3	5	148								77				207							250		178																						28																									
ENSG00000160058	BSDC1	1	47																																																																47				
ENSG00000160075	SSU72	1	12																																																											12									
ENSG00000160087	UBE2J2	1	166						166																																																														
ENSG00000160111	CPAMD8	1	163					163																																																															
ENSG00000160113	NR2F6	1	100																																																																100				
ENSG00000160131	VMA21	3	161.666666666667																																																											34								368	83
ENSG00000160209	PDXK	2	198.5																																																																	260		137	
ENSG00000160211	G6PD	1	207																					207																																															
ENSG00000160213	CSTB	3	148.666666666667											40				110				296																																																	
ENSG00000160221	GATD3A	1	235										235																																																										
ENSG00000160256	FAM207A	2	182																																		34																																	330	
ENSG00000160271	RALGDS	1	191																																												191																								
ENSG00000160285	LSS	4	139.75	318																																				35															24										182						
ENSG00000160293	VAV2	1	61							61																																																													
ENSG00000160299	PCNT	1	37																																																															37					
ENSG00000160307	S100B	1	42																																																																		42		
ENSG00000160310	PRMT2	6	153.333333333333							136																107												80														71														129		397			
ENSG00000160408	ST6GALNAC6	1	19					19																																																															
ENSG00000160551	TAOK1	1	24																																																																				24
ENSG00000160570	DEDD2	1	102																																																									102											
ENSG00000160678	S100A1	3	142																			225		187																																										14					
ENSG00000160679	CHTOP	1	185																																																																			185	
ENSG00000160710	ADAR	1	150																																			150																																	
ENSG00000160714	UBE2Q1	2	142.5																2					283																																															
ENSG00000160752	FDPS	3	200.333333333333					155																221																							225																								
ENSG00000160753	RUSC1	3	163																																												44																	92						353	
ENSG00000160767	FAM189B	3	225.666666666667	188											225							264																																																	
ENSG00000160781	PAQR6	3	56.6666666666667																								132																																			17		21							
ENSG00000160799	CCDC12	1	318																																																														318						
ENSG00000160803	UBQLN4	1	205																		205																																																		
ENSG00000160917	CPSF4	1	307																																																																	307			
ENSG00000160948	VPS28	3	85.3333333333333																	67																																				51														138	
ENSG00000160953	PWWP3A	2	109.5																							38		181																																											
ENSG00000160959	LRRC14	1	219															219																																																					
ENSG00000160991	ORAI2	3	45.6666666666667			6																																																														11			120
ENSG00000161011	SQSTM1	3	85.6666666666667																					49			111																					97																							
ENSG00000161016	RPL8	1	57																																	57																																			
ENSG00000161082	CELF5	1	59																																																										59										
ENSG00000161091	MFSD12	2	138.5										192																																																								85		
ENSG00000161202	DVL3	1	102																																																																	102			
ENSG00000161203	AP2M1	1	228																					228																																															
ENSG00000161267	BDH1	1	234																			234																																																	
ENSG00000161526	SAP30BP	1	268																																																																	268			
ENSG00000161542	PRPSAP1	1	61								61																																																												
ENSG00000161544	CYGB	9	20.3333333333333	43				13							8							47													3				46							5	15									3															
ENSG00000161547	SRSF2	2	127																																																	76																		178	
ENSG00000161642	ZNF385A	1	94																																											94																									
ENSG00000161654	LSM12	2	129.5																			213		46																																															
ENSG00000161671	EMC10	1	36																																	36																																			
ENSG00000161677	JOSD2	1	384																																																																			384	
ENSG00000161813	LARP4	1	61																																																																	61			
ENSG00000161960	EIF4A1	2	39																																													67															11								
ENSG00000161970	RPL26	3	97					195	28															68																																															
ENSG00000161980	POLR3K	1	154		154																																																																		
ENSG00000162065	TBC1D24	1	89																																																																		89		
ENSG00000162174	ASRGL1	3	112.666666666667														128					80																																														130			
ENSG00000162188	GNG3	3	47.3333333333333																				37																																	53						52									
ENSG00000162222	TTC9C	1	165																																																																	165			
ENSG00000162244	RPL29	4	66.75		45		35						177																													10																													
ENSG00000162300	ZFPL1	1	211																			211																																																	
ENSG00000162374	ELAVL4	3	115.666666666667																			248																							5								94																		
ENSG00000162378	ZYG11B	1	68																																			68																																	
ENSG00000162384	CZIB	1	49																																																																	49			
ENSG00000162402	USP24	1	211																																																																	211			
ENSG00000162407	PLPP3	1	60																																																									60											
ENSG00000162413	KLHL21	4	59.5						77		93														15																																												53		
ENSG00000162426	SLC45A1	2	98.5											15							182																																																		
ENSG00000162434	JAK1	3	97.6666666666667															208																																36											49										
ENSG00000162512	SDC3	2	114.5						111					118																																																									
ENSG00000162585	FAAP20	3	94.3333333333333												54	15																															214																								
ENSG00000162595	DIRAS3	8	134.25	331																		218		105		88		70															5																							135					122
ENSG00000162599	NFIA	1	101																		101																																																		
ENSG00000162616	DNAJB4	1	20																																													20																							
ENSG00000162623	TYW3	1	56																																	56																																			
ENSG00000162636	FAM102B	1	320																																																																	320			
ENSG00000162642	C1orf52	1	97																						97																																														
ENSG00000162704	ARPC5	1	165																																																														165						
ENSG00000162722	TRIM58	2	148.5																																											36																			261						
ENSG00000162734	PEA15	2	48																																				36													60																			
ENSG00000162735	PEX19	1	78														78																																																						
ENSG00000162736	NCSTN	1	215																																																																	215			
ENSG00000162738	VANGL2	1	56										56																																																										
ENSG00000162772	ATF3	1	78																																																		78																		
ENSG00000162819	BROX	1	104											104																																																									
ENSG00000162852	CNST	2	66.5																																								65				68																								
ENSG00000162869	PPP1R21	2	63.5		43																																																																84		
ENSG00000162873	KLHDC8A	1	37																																														37																						
ENSG00000162923	WDR26	1	267	267																																																																			
ENSG00000162951	LRRTM1	1	136																		136																																																		
ENSG00000162961	DPY30	2	265.5																		258			273																																															
ENSG00000162989	KCNJ3	1	170																																																		170																		
ENSG00000163032	VSNL1	2	23.5																																																				27		20														
ENSG00000163069	SGCB	1	67																						67																																														
ENSG00000163082	SGPP2	1	35																																																															35					
ENSG00000163170	BOLA3	1	280																					280																																															
ENSG00000163281	GNPDA2	1	8							8																																																													
ENSG00000163320	CGGBP1	1	156		156																																																																		
ENSG00000163328	GPR155	3	111.666666666667											58										269																												8																			
ENSG00000163344	PMVK	1	151																																																																			151	
ENSG00000163346	PBXIP1	2	267																																																														281					253	
ENSG00000163349	HIPK1	1	20																								20																																												
ENSG00000163399	ATP1A1	20	86.75		46		25	157					229	111	28			134			63	158	77	7	37	57												16	69				76																			15			10	138		282			
ENSG00000163453	IGFBP7	4	166.5								81											269																															122												194						
ENSG00000163463	KRTCAP2	1	27																																																																			27	
ENSG00000163466	ARPC2	1	39											39																																																									
ENSG00000163468	CCT3	2	101													30						172																																																	
ENSG00000163497	FEV	3	2								1		4		1																																																								
ENSG00000163517	HDAC11	1	246																																																																			246	
ENSG00000163531	NFASC	1	469																																																																			469	
ENSG00000163536	SERPINI1	1	92																																																		92																		
ENSG00000163539	CLASP2	1	122										122																																																										
ENSG00000163541	SUCLG1	1	200																																												200																								
ENSG00000163584	RPL22L1	1	9																																																																	9			
ENSG00000163597	SNHG16	1	188												188																																																								
ENSG00000163605	PPP4R2	1	181																																																																181				
ENSG00000163618	CADPS	2	171.5																					261														82																																	
ENSG00000163625	WDFY3	1	82											82																																																									
ENSG00000163630	SYNPR	3	61.6666666666667					80																																										85																					20
ENSG00000163634	THOC7	2	84.5		107												62																																																						
ENSG00000163636	PSMD6	1	93																																																																93				
ENSG00000163681	SLMAP	1	149												149																																																								
ENSG00000163682	RPL9	2	58.5												30																																																	87							
ENSG00000163683	SMIM14	1	140																																																																	140			
ENSG00000163704	PRRT3	1	52																																																													52							
ENSG00000163714	U2SURP	1	51		51																																																																		
ENSG00000163743	RCHY1	1	23					23																																																															
ENSG00000163754	GYG1	2	57						90																																													24																	
ENSG00000163755	HPS3	1	228																		228																																																		
ENSG00000163788	SNRK	1	71																																																																	71			
ENSG00000163798	SLC4A1AP	2	193.5																				25																																													362			
ENSG00000163866	SMIM12	1	25																																																												25								
ENSG00000163872	YEATS2	1	263																																																															263					
ENSG00000163888	CAMK2N2	1	102																																																																			102	
ENSG00000163902	RPN1	4	100.25						27																	79										24																																		271	
ENSG00000163904	SENP2	1	205																																																																	205			
ENSG00000163931	TKT	3	203.666666666667		112																																						33																											466	
ENSG00000163938	GNL3	1	21																																													21																							
ENSG00000163947	ARHGEF3	1	148																																																																	148			
ENSG00000163950	SLBP	2	100						146											54																																																			
ENSG00000163956	LRPAP1	3	125.333333333333																					289																												36																		51	
ENSG00000163995	ABLIM2	1	218																		218																																																		
ENSG00000164031	DNAJB14	3	144.333333333333											86								275																															72																		
ENSG00000164032	H2AFZ	3	167												142							314																																																45	
ENSG00000164039	BDH2	1	46																																																															46					
ENSG00000164040	PGRMC2	1	175																					175																																															
ENSG00000164050	PLXNB1	2	162																																																																	3		321	
ENSG00000164054	SHISA5	1	58																																																																			58	
ENSG00000164061	BSN	1	73																																													73																							
ENSG00000164062	APEH	1	73																		73																																																		
ENSG00000164070	HSPA4L	3	140.666666666667																			131																138															153																		
ENSG00000164076	CAMKV	1	220																																																														220						
ENSG00000164089	ETNPPL	4	136.25																									6																			182						190												167						
ENSG00000164091	WDR82	1	170												170																																																								
ENSG00000164096	C4orf3	2	328																																																		169																	487	
ENSG00000164106	SCRG1	2	222																																																																	366		78	
ENSG00000164111	ANXA5	2	104.5																	59				150																																															
ENSG00000164114	MAP9	3	49.6666666666667										62																											45																					42										
ENSG00000164124	TMEM144	2	163																				130																																													196			
ENSG00000164125	GASK1B	2	225.5																					266																							185																								
ENSG00000164162	ANAPC10	1	129																			129																																																	
ENSG00000164172	MOCS2	2	57																																									20						94																					
ENSG00000164176	EDIL3	1	155						155																																																														
ENSG00000164187	LMBRD2	1	65																								65																																												
ENSG00000164209	SLC25A46	1	232																																			232																																	
ENSG00000164211	STARD4	2	127.5	248																								7																																											
ENSG00000164241	C5orf63	20	42.55									24						166						51		39	76						33		1								2	4	23	9						53	113			10				15	3				7	21	125	76			
ENSG00000164252	AGGF1	2	146.5																																												117																		176						
ENSG00000164292	RHOBTB3	3	161.333333333333													71					265																																														148				
ENSG00000164326	CARTPT	20	56.05	207		4	6		48	18			78		158			190			9	7	62	25	31		15	33	21																																		24	74		51					60
ENSG00000164332	UBLCP1	1	85																																												85																								
ENSG00000164346	NSA2	1	315																																																														315						
ENSG00000164366	CCDC127	1	32																																																													32							
ENSG00000164398	ACSL6	2	234		81																																																															387			
ENSG00000164402	SEPTIN8	2	70.5																																											85				56																					
ENSG00000164405	UQCRQ	4	113.5											151				195								12												96																																	
ENSG00000164418	GRIK2	1	38																																															38																					
ENSG00000164434	FABP7	5	144										157	154	180						146																																																83		
ENSG00000164442	CITED2	1	234																																												234																								
ENSG00000164463	CREBRF	1	297																			297																																																	
ENSG00000164466	SFXN1	1	108																							108																																													
ENSG00000164543	STK17A	1	66																																																																		66		
ENSG00000164587	RPS14	2	21.5											19																									24																																
ENSG00000164603	BMT2	2	205					223	187																																																														
ENSG00000164604	GPR85	1	60																		60																																																		
ENSG00000164615	CAMLG	1	157																																																																	157			
ENSG00000164620	RELL2	2	176																				162																								190																								
ENSG00000164638	SLC29A4	2	148															156			140																																																		
ENSG00000164683	HEY1	1	79		79																																																																		
ENSG00000164687	FABP5	1	9																																							9																													
ENSG00000164708	PGAM2	1	90																																													90																							
ENSG00000164713	BRI3	2	119																																																		109											129							
ENSG00000164733	CTSB	4	90.75																															20																83					42															218	
ENSG00000164741	DLC1	1	33																							33																																													
ENSG00000164754	RAD21	2	275.5																																				56																															495	
ENSG00000164830	OXR1	2	94																																																															163					25
ENSG00000164880	INTS1	2	32.5																	52																													13																						
ENSG00000164885	CDK5	1	71																																																																71				
ENSG00000164902	PHAX	1	197																																																																197				
ENSG00000164919	COX6C	8	107.375	201	118										228																						72					16						52		40																132					
ENSG00000164924	YWHAZ	5	117.2											57																																				62															212	188					67
ENSG00000164929	BAALC	2	88.5																		67																																												110						
ENSG00000164941	INTS8	1	91						91																																																														
ENSG00000164951	PDP1	1	194										194																																																										
ENSG00000164961	WASHC5	1	184															184																																																					
ENSG00000164975	SNAPC3	1	143																			143																																																	
ENSG00000164978	NUDT2	2	275																																												171																							379	
ENSG00000164983	TMEM65	1	53	53																																																																			
ENSG00000164985	PSIP1	2	118																																					10																														226	
ENSG00000165006	UBAP1	1	194					194																																																															
ENSG00000165023	DIRAS2	3	101.666666666667		169				85																																									51																					
ENSG00000165061	ZMAT4	1	209																																																															209					
ENSG00000165092	ALDH1A1	1	1																	1																																																			
ENSG00000165119	HNRNPK	1	39																											39																																									
ENSG00000165152	TMEM246	2	188																																																				13													363			
ENSG00000165169	DYNLT3	1	127																																																																				127
ENSG00000165175	MID1IP1	1	117																																																																	117			
ENSG00000165194	PCDH19	2	61.5				38																			85																																													
ENSG00000165209	STRBP	2	101															80																													122																								
ENSG00000165238	WNK2	2	144.5											108																																																								181	
ENSG00000165240	ATP7A	5	87.8	116					41				133																																								121								28										
ENSG00000165264	NDUFB6	4	170.75															216									148											243																															76		
ENSG00000165280	VCP	3	118.666666666667														95						211																																												50				
ENSG00000165322	ARHGAP12	2	134																					239																																						29									
ENSG00000165355	FBXO33	2	95.5						116																														75																																
ENSG00000165410	CFL2	1	259																																																															259					
ENSG00000165434	PGM2L1	1	106																				106																																																
ENSG00000165443	PHYHIPL	2	88.5						106																																						71																								
ENSG00000165462	PHOX2A	9	118.777777777778		90			99	50				159		119									288														159												74						31															
ENSG00000165476	REEP3	1	271																					271																																															
ENSG00000165502	RPL36AL	3	110.666666666667														15				128																	189																																	
ENSG00000165548	TMEM63C	1	77																																								77																												
ENSG00000165553	NGB	1	60												60																																																								
ENSG00000165566	AMER2	1	242																																			242																																	
ENSG00000165629	ATP5F1C	1	65																																				65																																
ENSG00000165637	VDAC2	1	175																																			175																																	
ENSG00000165646	SLC18A2	18	53.1111111111111	35				8	167	83					49			169	8			15	8	14			23										15	161								38	20						74												38		31				
ENSG00000165650	PDZD8	2	94																																												96																						92		
