gene_name	logFC	P.Value	adj.P.Val	t	B	gene_id	chr
STMP1	0.0999392566205861	0.149748012274894	0.256836140197547	1.44653711776548	-5.78671783555685	ENSG00000243317	chr7
NDUFA5	-0.0593276668847338	0.15003007453104	0.257254418965543	-1.44553029805267	-6.35277624764974	ENSG00000128609	chr7
GOPC	0.118719826586455	0.150146288729354	0.257388179941389	1.44511589549372	-5.7006138931324	ENSG00000047932	chr6
PSMB4	0.0479235577749382	0.150534856251259	0.257871783121861	1.44373210974031	-6.34291063355157	ENSG00000159377	chr1
HSPA4L	0.0659164680341862	0.15057280196933	0.257871783121861	1.44359712280466	-6.1210112819625	ENSG00000164070	chr4
STRBP	-0.132357694720616	0.150581008538867	0.257871783121861	-1.44356793244445	-5.52926722451872	ENSG00000165209	chr9
NFU1	-0.122271976347792	0.150581504349325	0.257871783121861	-1.44356616891045	-5.67771266200315	ENSG00000169599	chr2
LAMTOR3	0.0829140331548279	0.150707736892312	0.258022369363025	1.44311732113894	-5.89291562810324	ENSG00000109270	chr4
BIRC6	-0.127332207924404	0.15089076282918	0.258270088714478	-1.44246704475241	-5.59049938249147	ENSG00000115760	chr2
IRF9	0.119769887703538	0.151071534716667	0.258454428694793	1.44182537149381	-5.58941167879308	ENSG00000213928	chr14
EIF3G	-0.0850843556428291	0.151075187798737	0.258454428694793	-1.44181241048794	-5.88113944154797	ENSG00000130811	chr19
COX6B1	-0.0712453411067617	0.151173384724846	0.258556763871869	-1.44146891303786	-6.36853301809577	ENSG00000126267	chr19
KAT5	0.141762256209849	0.15138088891681	0.258845951429581	1.4407286458178	-5.47391333098372	ENSG00000172977	chr11
MORN4	0.105325509435763	0.151468434489859	0.25892992721598	1.44041859091033	-5.7245496310405	ENSG00000171160	chr10
C1QBP	0.0710656480034011	0.151672619186647	0.259213200269011	1.43969597668017	-6.11226171481916	ENSG00000108561	chr17
VPS9D1	0.143746725707781	0.151924378154522	0.259577614919355	1.43880602364519	-5.54560849104663	ENSG00000075399	chr16
NOMO1	0.0886539084823701	0.152217302992847	0.259949687956234	1.43777197558595	-5.91716152906993	ENSG00000103512	chr16
NEURL4	0.159707088139958	0.152256644157998	0.259949687956234	1.43763321450575	-5.47836126991257	ENSG00000215041	chr17
C1orf122	-0.0535280555711157	0.152257899461971	0.259949687956234	-1.43762878734883	-6.24412964398073	ENSG00000197982	chr1
SYN1	0.0618737281683321	0.152414946845317	0.260151886723309	1.43707513962393	-6.32220363156068	ENSG00000008056	chrX
PDLIM7	0.114997897991731	0.152880283231817	0.260880057784385	1.43543722983828	-5.69623670006791	ENSG00000196923	chr5
SRSF8	-0.0987082095261469	0.153287816687379	0.261507199529929	-1.43400591542086	-5.80143242596598	ENSG00000263465	chr11
TXN	0.0724845166971218	0.153325432409562	0.261507199529929	1.43387395091951	-6.3463016888724	ENSG00000136810	chr9
PRR13	0.0786944098562445	0.153596167396588	0.26190265242997	1.43292488261433	-6.05780629273565	ENSG00000205352	chr12
SLC25A27	-0.184627449085697	0.153849766126201	0.262227062904337	-1.43203704841996	-5.37388775946128	ENSG00000153291	chr6
PSMG2	-0.111280692819686	0.153864268912104	0.262227062904337	-1.43198630894029	-5.66098538340919	ENSG00000128789	chr18
ADARB1	0.0995009847926545	0.153964193194613	0.262292699678142	1.43163681321106	-5.70098269758094	ENSG00000197381	chr21
RAC3	0.101558130367772	0.153980648245073	0.262292699678142	1.43157927660577	-5.82041033528146	ENSG00000169750	chr17
PTPRU	0.149337300377488	0.154341198635235	0.262840408292613	1.43031975984273	-5.57552214458875	ENSG00000060656	chr1
NUDC	-0.0724192220056104	0.154493343473348	0.262955746534504	-1.42978894597068	-6.10619603353996	ENSG00000090273	chr1
SLITRK4	-0.114164869977887	0.154494477812964	0.262955746534504	-1.42978498990911	-5.71431725882224	ENSG00000179542	chrX
NFX1	-0.133185799673057	0.15452602056258	0.262955746534504	-1.42967499202975	-5.51628546280401	ENSG00000086102	chr9
EIF3M	0.0737602940220725	0.154686562197016	0.263162467050833	1.42911540741892	-5.99301010249058	ENSG00000149100	chr11
TRAPPC13	0.130978434257168	0.154727575947399	0.263165786204904	1.42897252105155	-5.60981964157531	ENSG00000113597	chr5
VSTM2A	-0.115682136990546	0.154893652152104	0.263381760360608	-1.42839423033305	-5.70789268207429	ENSG00000170419	chr7
DDX52	-0.149238767378885	0.155028228158524	0.263544075978798	-1.42792597398916	-5.47045578141391	ENSG00000278053	chr17
NOL3	0.092416585278424	0.155225224514705	0.263812395952465	1.42724108734055	-5.93091350997696	ENSG00000140939	chr16
DNAJC3	-0.136196553264996	0.155285257649381	0.263847864006023	-1.4270325056563	-5.5781091581404	ENSG00000102580	chr13
LRRC40	0.123491607807831	0.155568605832984	0.26426265695835	1.42604886096367	-5.62414362656632	ENSG00000066557	chr1
ASMTL	-0.0980216306737178	0.155883607620212	0.264730996858424	-1.42495693867031	-5.85765206516517	ENSG00000169093	chrX
CHID1	0.0804124309272725	0.156586932989176	0.265858409160302	1.42252500962239	-5.92406974685691	ENSG00000177830	chr11
ANKRD35	-0.139229331651995	0.156913934915414	0.266346480102077	-1.42139715977579	-5.44381806579772	ENSG00000198483	chr1
LETM1	-0.120967473844262	0.157037701545783	0.266489419474544	-1.42097074971818	-5.59046233690425	ENSG00000168924	chr4
DRG2	0.105226231125154	0.157120241626496	0.266562343953085	1.42068651920541	-5.75220531701111	ENSG00000108591	chr17
ATP5MC3	0.0573695946360875	0.157206449272026	0.266599050105459	1.42038978107341	-6.53895534615525	ENSG00000154518	chr2
NUDCD2	-0.1376934391389	0.157221022126909	0.266599050105459	-1.42033963166525	-5.5091793853429	ENSG00000170584	chr5
CHKA	0.11224612775713	0.157493744727127	0.266910504137313	1.41940176890563	-5.67687158120553	ENSG00000110721	chr11
RNF152	0.116225406500184	0.157496754335293	0.266910504137313	1.41939142612183	-5.77934093403327	ENSG00000176641	chr18
FLYWCH1	0.0897104261641637	0.157523551202309	0.266910504137313	1.41929934298269	-5.86486235373795	ENSG00000059122	chr16
ABHD17A	-0.0912940492388632	0.157732745847709	0.267197764338954	-1.41858089016888	-5.9068476026341	ENSG00000129968	chr19
SYT5	0.0734150711567443	0.157787620359955	0.267223529000758	1.41839255104255	-6.07138313808389	ENSG00000129990	chr19
CAMK2A	0.125326100441791	0.158034296398563	0.267561817059598	1.41754653219521	-5.68375139301169	ENSG00000070808	chr5
SUPT5H	0.0841496278473883	0.158066800044115	0.267561817059598	1.41743513044081	-5.8771433156862	ENSG00000196235	chr19
IFIT5	0.0958435825727761	0.158110365864809	0.267568333290936	1.41728584204238	-5.73203481361948	ENSG00000152778	chr10
UBAC1	-0.160391586808306	0.158302995484956	0.267768968761671	-1.41700601848957	-5.64233311256171	ENSG00000130560	chr9
FAM20B	0.102500412753902	0.158308416591619	0.267768968761671	1.41660757092714	-5.77556286431598	ENSG00000116199	chr1
ICMT	0.092500713969172	0.158473940566943	0.26798166104405	1.41604119209699	-5.75381763656596	ENSG00000116237	chr1
CDH8	0.0906246441590621	0.158556646431967	0.268054235134796	1.41575836389706	-5.89530629201326	ENSG00000150394	chr16
LZTS3	-0.144212544691601	0.158810344821575	0.268415778490454	-1.41489149660458	-5.60850948089653	ENSG00000088899	chr20
MRPL27	0.0853590981229528	0.159606847761787	0.269694339947619	1.41217675746757	-5.94898266026902	ENSG00000108826	chr17
DPM2	-0.136036085820741	0.159807816814732	0.26996621411255	-1.41149342307053	-5.58312821140649	ENSG00000136908	chr9
TUBB4A	0.0520333107319182	0.159913860226686	0.270077632576381	1.4111331186199	-6.50467925993354	ENSG00000104833	chr19
RRM1	0.116905758820273	0.16004058112506	0.270187987204489	1.41070279694779	-5.70907576130021	ENSG00000167325	chr11
C19orf25	0.108856965862389	0.160059411746047	0.270187987204489	1.41063887367168	-5.77538988976114	ENSG00000119559	chr19
APBB2	-0.10491458281873	0.160171148264598	0.270308874213076	-1.41025968572688	-5.76587295805797	ENSG00000163697	chr4
TXNDC9	0.106729049154103	0.160488935832291	0.270728472299723	1.40918234597373	-5.71797023297311	ENSG00000115514	chr2
ADSS	0.0938219592930167	0.160500151160026	0.270728472299723	1.40914435431551	-5.84704657162447	ENSG00000035687	chr1
GUK1	0.0546025562276675	0.160681285779091	0.270966163277532	1.40853104504192	-6.38794066075273	ENSG00000143774	chr1
RABL3	0.111264007266166	0.160767066800567	0.271042975234089	1.40824078023306	-5.70263584706406	ENSG00000144840	chr3
EPB41L4B	0.139643834465692	0.16104668729228	0.271441599412032	1.40729542209198	-5.53886879667129	ENSG00000095203	chr9
MRPS35	0.0932728374382368	0.161117392596759	0.271441599412032	1.40705657531262	-5.85621709606121	ENSG00000061794	chr12
EPS8	0.116007705699658	0.161124381185797	0.271441599412032	1.40703297177317	-5.77880265145037	ENSG00000151491	chr12
ABCC8	0.164712629099264	0.161474333725988	0.271963146577996	1.40585202381558	-5.46233988979953	ENSG00000006071	chr11
UBE2QL1	0.0804623409410006	0.161680615514799	0.272242516051787	1.40515681901538	-5.97128953094944	ENSG00000215218	chr5
NTPCR	-0.0905023709339048	0.162151155660937	0.272966600621622	-1.40357354133774	-5.88633176405305	ENSG00000135778	chr1
CES2	-0.118319533600258	0.162296191137954	0.273142503046815	-1.40308622965278	-5.62178837163037	ENSG00000172831	chr16
ZDHHC17	0.0885255755029757	0.162972880214703	0.274212860640973	1.40081695805822	-5.9059613006226	ENSG00000186908	chr12
AJM1	-0.151688954484821	0.163241657135936	0.2745468218497	-1.39991760475322	-5.50855747865372	ENSG00000232434	chr9
CLUAP1	-0.14230397330036	0.163252867497387	0.2745468218497	-1.39988011827461	-5.49499443397493	ENSG00000103351	chr16
MECP2	-0.097364969182876	0.163714479867507	0.275254417486247	-1.39833822271202	-5.7784090995341	ENSG00000169057	chrX
UCK1	0.12579399859669	0.163827210043169	0.27537522805909	1.39796217904554	-5.60255136246818	ENSG00000130717	chr9
RALBP1	-0.0727177012573712	0.164269115115798	0.276049146554036	-1.39648997161744	-6.06318884484238	ENSG00000017797	chr18
SNX11	0.151002352201698	0.164468053411315	0.276314532626441	1.39582819018937	-5.5243606087283	ENSG00000002919	chr17
EIF4H	-0.0600731185663292	0.164807169310543	0.276815233020476	-1.394701498543	-6.29305806374636	ENSG00000106682	chr7
DCUN1D1	-0.103273740250047	0.164981527296833	0.277039020288824	-1.39412288988226	-5.6787224963869	ENSG00000043093	chr3
UBQLN2	0.0632263088802523	0.165125621468894	0.2772118893187	1.39364506218002	-6.22536152629211	ENSG00000188021	chrX
ISOC2	0.0868688889592457	0.165327030345224	0.277480867821569	1.3929777043868	-5.9734028157626	ENSG00000063241	chr19
CAMK1	0.132813974447121	0.165733731185061	0.278094183560089	1.39163200067559	-5.60058741998685	ENSG00000134072	chr3
NDUFAF1	-0.121993476175711	0.165914240406011	0.278327748410183	-1.39103552902434	-5.61700018496502	ENSG00000137806	chr15
COPZ1	-0.0849288350156678	0.166036361555124	0.278456809885178	-1.39063227301315	-5.91246678176131	ENSG00000111481	chr12
KDM5C	-0.129262146453777	0.166073840302604	0.278456809885178	-1.39050855962256	-5.53238387912989	ENSG00000126012	chrX
CKMT1B	0.0828642655177578	0.166232927060349	0.278654199951623	1.38998366656039	-6.08929733822023	ENSG00000237289	chr15
RPL26L1	0.11269604147479	0.166396939337403	0.278859746347284	1.38944292076824	-5.68220108584908	ENSG00000037241	chr5
PRDX4	-0.12927555044214	0.166951834364831	0.279640813599721	-1.38761643151148	-5.69969645972149	ENSG00000123131	chrX
PMPCA	0.0961134134897819	0.166965128144244	0.279640813599721	1.38757273025189	-5.83932890086234	ENSG00000165688	chr9
CLPTM1L	0.0823154890786526	0.166987530519768	0.279640813599721	1.38749909184534	-5.97294025394545	ENSG00000049656	chr5
PAK2	-0.0997145371941466	0.167534616305376	0.28044232717034	-1.38570309575396	-5.82783945284231	ENSG00000180370	chr3
TMEM126B	0.0782563196178874	0.167549408766605	0.28044232717034	1.38565459616624	-6.02819348424033	ENSG00000171204	chr11
NSMCE1	0.0914217929724392	0.167613965678642	0.280480697162695	1.38544297335443	-5.80883133187467	ENSG00000169189	chr16
DYSF	0.121435382586303	0.168390355981403	0.28170991513452	1.38290272416714	-5.69871258549962	ENSG00000135636	chr2
OTUB1	0.0688290832510985	0.168703352828177	0.28215267246234	1.38188114576569	-6.18097449867438	ENSG00000167770	chr11
KPNA1	-0.101720889487545	0.16873877354175	0.28215267246234	-1.38176562781198	-5.79068582488741	ENSG00000114030	chr3
HNRNPK	-0.0454666970201618	0.16925604754561	0.282947392633939	-1.38008072288915	-6.45938199857717	ENSG00000165119	chr9
DCTN5	-0.0796012572668934	0.169361115199075	0.283052799081163	-1.37973896439443	-5.94165241252631	ENSG00000166847	chr16
MRPL21	0.0948427657526336	0.169445911324896	0.283124281893805	1.37946326093952	-5.90725081274526	ENSG00000197345	chr11
ERCC1	-0.110380952482062	0.170091736613904	0.284132910877231	-1.37736686003735	-5.70230576927211	ENSG00000012061	chr19
SERF2	-0.0568741471535095	0.170184210035461	0.284211292913155	-1.3770671764826	-6.53896555738979	ENSG00000140264	chr15
CCDC90B	0.0959425998858743	0.170223032047585	0.284211292913155	1.37694140058664	-5.93138826266919	ENSG00000137500	chr11
ANKRD11	-0.079595169161272	0.170554878135858	0.284694800297641	-1.37586716614923	-6.06028827138285	ENSG00000167522	chr16
AMOTL1	-0.11142726744369	0.170618173378312	0.284729906873839	-1.37566244950899	-5.67612032069324	ENSG00000166025	chr11
RCOR3	-0.142400656408005	0.17106065058215	0.285397623321433	-1.37423293935436	-5.67065322451263	ENSG00000117625	chr1
PAK3	0.0586899533736807	0.171312278451779	0.285746674902113	1.37342125071091	-6.37379856994428	ENSG00000077264	chrX
MPZL1	0.0796859199167566	0.171486243289699	0.285966044812551	1.37286060966413	-5.94220559261393	ENSG00000197965	chr1
LNP1	0.143690150696758	0.17187287557473	0.286480738536834	1.37161613505879	-5.65871397807574	ENSG00000206535	chr3
POLD4	0.09596185014846	0.171879938424504	0.286480738536834	1.37159342113197	-5.72937692487213	ENSG00000175482	chr11
PGD	0.0797098024712843	0.172081919109703	0.286746447945108	1.37094415473133	-6.08979598106356	ENSG00000142657	chr1
GPKOW	-0.13003518334873	0.172175361557039	0.286831209399053	-1.37064397871692	-5.55560741519446	ENSG00000068394	chrX
CPSF6	-0.102214497253287	0.172332943590741	0.287022754257311	-1.37013803790745	-5.79174045268975	ENSG00000111605	chr12
DIP2C	-0.118892870169953	0.172425181584321	0.287105399983581	-1.36984205583885	-5.66772448006317	ENSG00000151240	chr10
ELOVL6	0.121608511749876	0.172598345173471	0.287322720887985	1.36928671435511	-5.6627399603512	ENSG00000170522	chr4
TFAM	-0.137149166204509	0.172710622684693	0.287438603020449	-1.36892686106068	-5.54748914048631	ENSG00000108064	chr10
SOD2	0.0504485450217853	0.172893245477036	0.287671473148627	1.36834192528872	-6.43655195739017	ENSG00000112096	chr6
PHKB	0.104138919091441	0.172946063742848	0.287688304058164	1.36817283668099	-5.80563257884417	ENSG00000102893	chr16
COPS4	0.0750510061041227	0.173065082936294	0.287815221856779	1.36779195980972	-6.19192531738131	ENSG00000138663	chr4
PSMF1	0.0785187467295918	0.173627764713944	0.288679726277849	1.36599397308129	-6.01976228356555	ENSG00000125818	chr20
ABRACL	0.135928673833967	0.174034769948702	0.289285034577944	1.36469616756056	-5.62021013759215	ENSG00000146386	chr6
MTDH	-0.0771612846034619	0.174135840085398	0.289381636570134	-1.3643742425795	-6.16046348138408	ENSG00000147649	chr8
HMGA1	-0.110195099853137	0.17423220687922	0.289445066271574	-1.3640674295262	-5.81833786520283	ENSG00000137309	chr6
DMAC1	-0.0794628085526599	0.17425993599488	0.289445066271574	-1.36397916911129	-6.12877061900499	ENSG00000137038	chr9
COPA	0.0679115690141581	0.174514629629236	0.289796662512241	1.36316898597031	-6.19095846770489	ENSG00000122218	chr1
NCKIPSD	0.108376225343146	0.174757820128588	0.290128988222351	1.3623962247181	-5.89340328413738	ENSG00000213672	chr3
AC107398.3	0.0860386705244967	0.174825955235928	0.290170598774193	1.36217986400793	-6.03323024074684	ENSG00000260918	chr4
ARL3	-0.0798112119978667	0.174936407848514	0.290282408787053	-1.36182926028282	-6.0468304895662	ENSG00000138175	chr10
EID2	0.0818574540291186	0.174980337847366	0.290283805978258	1.36168986197777	-5.99057077133014	ENSG00000176396	chr19
AL161772.1	-0.098278971543273	0.175379770243092	0.290874818347541	-1.36042359307817	-5.8376828907016	ENSG00000278291	chr13
PNP	0.129667099063915	0.175550668313884	0.29108659917072	1.359882479644	-5.58825182073199	ENSG00000198805	chr14
ADAR	0.0508812006829116	0.175830037374392	0.291478090991948	1.35899876778417	-6.30297658481664	ENSG00000160710	chr1
ACTN1	0.114979068557538	0.175893343135026	0.291511304477409	1.35879866311756	-5.69258612484441	ENSG00000072110	chr14
CEP170B	0.0700395871402542	0.176027462407747	0.291661833310623	1.35837490117486	-6.23429527326302	ENSG00000099814	chr14
LINC01963	0.126272655368769	0.176145170697778	0.291785103267994	1.35800319116917	-5.69570390836057	ENSG00000260804	chr2
RUVBL2	0.0956345397736857	0.176226825889956	0.291848605216479	1.35774544261514	-5.92948668811045	ENSG00000183207	chr19
UQCC2	-0.0893169431940901	0.176352018232397	0.291984159948798	-1.35735044121587	-6.06201814019085	ENSG00000137288	chr6
PIGX	0.112706631130684	0.176506731539168	0.29214124140322	1.35686258761303	-5.85758248476121	ENSG00000163964	chr3
UBE2D2	0.0738685759961131	0.176549751576283	0.29214124140322	1.35672699071056	-6.17569526885314	ENSG00000131508	chr5
TOMM70	0.0697955983338483	0.176576983077618	0.29214124140322	1.35664117127765	-6.1768754196745	ENSG00000154174	chr3
CHAMP1	0.130485433140221	0.176764005135579	0.292277817879756	1.35605204421163	-5.61525857025669	ENSG00000198824	chr13
DCUN1D2	0.127021936061964	0.176769589442891	0.292277817879756	1.35603446061942	-5.60625759967226	ENSG00000150401	chr13
PSEN2	0.108164056421786	0.176789685002227	0.292277817879756	1.35597118816348	-5.71094782280591	ENSG00000143801	chr1
UQCRH	0.0490192784012162	0.176844412033864	0.292296566210045	1.3557989031723	-6.57507252189961	ENSG00000173660	chr1
LGALS1	0.0653917289115977	0.176889593753009	0.292299532282076	1.35707877464241	-6.74815105541213	ENSG00000100097	chr22
BICD2	0.137444933419805	0.177050026866139	0.292462801268014	1.35515196925252	-5.59485562322252	ENSG00000185963	chr9
PRPF19	0.0654654207432079	0.177075221370377	0.292462801268014	1.35507273762623	-6.22439007918852	ENSG00000110107	chr11
DCTN6	-0.081843253971952	0.177495744958945	0.293085498477553	-1.35375152420942	-6.04890034255268	ENSG00000104671	chr8
MARK1	0.104345434770281	0.177755410179112	0.29338817049493	1.3529368736941	-5.82925395736756	ENSG00000116141	chr1
CTTN	-0.0862414245641254	0.177795777749381	0.29338817049493	-1.35281030833025	-5.9607837352049	ENSG00000085733	chr11
EBPL	0.149290880913425	0.177809692760991	0.29338817049493	1.35276668527632	-5.59866307636427	ENSG00000123179	chr13
RNF38	0.104774154535842	0.178461103035804	0.294266110581146	1.35072739914399	-5.79413965104214	ENSG00000137075	chr9
DOP1B	0.143997613766573	0.178465696201274	0.294266110581146	1.35071303975862	-5.50137266754135	ENSG00000142197	chr21
MRPL24	-0.0997809077035123	0.178472811018935	0.294266110581146	-1.35069079760444	-5.87662226212466	ENSG00000143314	chr1
DDAH1	-0.056710429230785	0.178908468440155	0.294912246606637	-1.34933012239715	-6.33619020516006	ENSG00000153904	chr1
AFF2	0.10911371879496	0.179060827521179	0.29504268147624	1.34885485053519	-5.73610776226785	ENSG00000155966	chrX
DTNBP1	-0.133097290417496	0.179075185476673	0.29504268147624	-1.34881007768817	-5.72020919421187	ENSG00000047579	chr6
FAM133A	0.102305898114296	0.179447213223754	0.295577098141088	1.34765090953236	-5.93184555130248	ENSG00000179083	chrX
COX15	0.113237277450493	0.179487295308771	0.295577098141088	1.347526128866	-5.66583426572636	ENSG00000014919	chr10
HINT1	0.0707421391552181	0.17971122180073	0.295873534035073	1.3482772697231	-6.69236924441719	ENSG00000169567	chr5
SLF2	-0.137797197789006	0.180065246716727	0.296383964605568	-1.34572920933078	-5.6000119264928	ENSG00000119906	chr10
ZRANB1	-0.0975407119787297	0.180203653329729	0.296477340733748	-1.34529952824006	-5.80712477685765	ENSG00000019995	chr10
PRKCA	-0.100405708798045	0.180243832386375	0.296477340733748	-1.34517483931032	-6.05995014259649	ENSG00000154229	chr17
TFPT	-0.114374383064246	0.18025399846303	0.296477340733748	-1.34514329390545	-5.80522897456774	ENSG00000105619	chr19
PLA2G15	0.119677153126567	0.180575743656362	0.296934045646306	1.34414560412742	-5.70841570546314	ENSG00000103066	chr16
SPIDR	0.120709192987845	0.180729591436457	0.297114508908593	1.34366901268452	-5.62496158449732	ENSG00000164808	chr8
FGF14	0.106270557047289	0.181271390891841	0.297899190107104	1.34199303450546	-5.82335529579041	ENSG00000102466	chr13
PUM1	0.0660716825770171	0.181295336119805	0.297899190107104	1.34191904997335	-6.21538430389019	ENSG00000134644	chr1
SCYL1	0.10016898654587	0.181403009593674	0.298003432243984	1.34158645726252	-5.88549089007001	ENSG00000142186	chr11
MAP4K3	0.120261255418643	0.181598730425554	0.298252229857863	1.34098227308211	-5.71263168402352	ENSG00000011566	chr2
SRP9	-0.0566507874013613	0.181644233949674	0.298254253989508	-1.34084187491331	-6.38385541628507	ENSG00000143742	chr1
WDR13	-0.0929169427013452	0.181692789027537	0.298261286471373	-1.34069209038953	-5.93159941235587	ENSG00000101940	chrX
TANC2	0.0948579292038358	0.181985443308331	0.29866892364634	1.33978993306362	-5.90599420717559	ENSG00000170921	chr17
FBXO42	0.127819283971053	0.18222029724591	0.298981525218142	1.33906673972874	-5.66019455736571	ENSG00000037637	chr1
SCN8A	0.125573983866335	0.183074081659088	0.300244933990227	1.33644351085679	-5.789241718425	ENSG00000196876	chr12
RNF26	0.13170440120826	0.183079440230348	0.300244933990227	1.33642707569658	-5.60557302624129	ENSG00000173456	chr11
DDOST	-0.152313184054841	0.183272642344959	0.300453782542082	-1.33583474953682	-5.58760744748314	ENSG00000244038	chr1
ADIPOR1	0.0958629443398928	0.183295984302799	0.300453782542082	1.33576321849333	-5.9147613199562	ENSG00000159346	chr1
CPLX1	-0.110435076148714	0.18375084822379	0.301126116391067	-1.33437065185288	-5.91002358690354	ENSG00000168993	chr4
RPA2	0.104363006825445	0.183832389612812	0.301186480744532	1.33412128496056	-5.82126347539624	ENSG00000117748	chr1
CDK5R1	0.0653030153645906	0.184213864388866	0.301738099778213	1.33295576849621	-6.1295348668068	ENSG00000176749	chr17
CREBBP	-0.116382616718445	0.184301563416905	0.3018083696499	-1.33268807721117	-5.69060342272308	ENSG00000005339	chr16
SLC25A25	0.0993259350292579	0.18483715541373	0.302611887247218	1.33105530356626	-5.87168855882032	ENSG00000148339	chr9
UBXN6	0.0656213670115511	0.185077574132733	0.302920353772775	1.33032352525613	-6.23922453577666	ENSG00000167671	chr19
REPIN1	-0.116467789395377	0.185115495989686	0.302920353772775	-1.33020816475415	-5.76176487631226	ENSG00000214022	chr7
SLC22A17	-0.0413066740066199	0.185238373665605	0.303047820151817	-1.32983448474313	-6.77348699901009	ENSG00000092096	chr14
ATRAID	-0.104851248098666	0.185311525542508	0.303086222563644	-1.32961211231059	-5.78322842791788	ENSG00000138085	chr2
OGFOD1	0.0901476554732916	0.185351823803208	0.303086222563644	1.3294896386705	-5.92257206078446	ENSG00000087263	chr16
KLHL32	0.131450836708613	0.18548359407992	0.303119138347359	1.32908930373931	-5.62855411393325	ENSG00000186231	chr6
PPP2R5C	-0.0627323627279957	0.185493122330633	0.303119138347359	-1.32906036391948	-6.1893439899141	ENSG00000078304	chr14
RPS19BP1	0.0772397299125451	0.18550693296811	0.303119138347359	1.32901841932497	-6.18633191373887	ENSG00000187051	chr22
FBXO3	0.0832510309567294	0.185644351121013	0.303270124515583	1.32860119038229	-6.07944051265461	ENSG00000110429	chr11
UBE2G2	-0.11451657603982	0.185701175123525	0.303289410135075	-1.32842872866043	-5.75229148089174	ENSG00000184787	chr21
SELENOW	0.0450641497529087	0.185784326698464	0.303331577396929	1.32817643324399	-6.84689904533483	ENSG00000178980	chr19
GCAT	0.0902874795877553	0.185817043181999	0.303331577396929	1.32807718918191	-5.95674949798466	ENSG00000100116	chr22
GGH	0.123077379904441	0.185888794906517	0.303375196532269	1.32785957897517	-5.75414490333414	ENSG00000137563	chr8
SAMD4A	-0.0919229710754577	0.186613564484621	0.30448427801717	-1.32566498383349	-5.92888190988432	ENSG00000020577	chr14
SRSF3	-0.0703643555645552	0.186711596389648	0.304509421334303	-1.32536863200057	-6.17676455376983	ENSG00000112081	chr6
FUBP1	-0.0976318431702996	0.186719373538965	0.304509421334303	-1.32534512653089	-5.8645347257652	ENSG00000162613	chr1
PSMC5	-0.0537840959827838	0.186775883055942	0.304527861604036	-1.32517435541703	-6.4212156584157	ENSG00000087191	chr17
WDR46	-0.125287117137421	0.186868271382952	0.304604777233716	-1.32489524181851	-5.6568655466214	ENSG00000227057	chr6
FOXK2	0.124995778968168	0.187183862654153	0.305045399782542	1.3239425860764	-5.71203656404712	ENSG00000141568	chr17
GRPEL1	0.094149382335087	0.187256880173838	0.305088011549141	1.32372234301517	-5.91047956811877	ENSG00000109519	chr4
AQR	-0.126492193139362	0.187300581233078	0.305088011549141	-1.32359055790393	-5.60920972504843	ENSG00000021776	chr15
RMND5A	-0.123169817694259	0.187435606427398	0.305213470562941	-1.32318351989101	-5.67281272627378	ENSG00000153561	chr2
SLC9A9	0.135144495234712	0.187468211546601	0.305213470562941	1.32308526337647	-5.56754775990353	ENSG00000181804	chr3
AP2S1	0.0553647760117872	0.187527649730073	0.305229730946433	1.32290617733572	-6.4193935416078	ENSG00000042753	chr19
EMC4	0.0703245407165163	0.18757067456388	0.305229730946433	1.32277657074303	-6.28483532845452	ENSG00000128463	chr15
FAM234A	-0.134492873922334	0.187614118427962	0.305229730946433	-1.3226457243269	-5.66307185377763	ENSG00000167930	chr16
GTPBP3	0.123688240279807	0.187673073798086	0.305251930994135	1.32246819563632	-5.70868106381001	ENSG00000130299	chr19
ARHGAP23	-0.0853381464354097	0.187856507433131	0.305466133394649	-1.32191609850505	-5.92013521628131	ENSG00000275832	chr17
MPHOSPH6	-0.102117503616178	0.187895451504739	0.305466133394649	-1.32179893657084	-5.85683379912322	ENSG00000135698	chr16
EFR3A	0.0738460548163245	0.188243516551527	0.305958159471083	1.32075259606517	-6.19001838680685	ENSG00000132294	chr8
DACH1	0.1200599790134	0.18845915141552	0.306234757136121	1.32010508416547	-5.75609392419319	ENSG00000276644	chr13
SNX24	-0.126431806414033	0.188547855036823	0.306243281075791	-1.31983888343152	-5.64802046822902	ENSG00000064652	chr5
PCBP2	-0.0491369007175981	0.188555310954784	0.306243281075791	-1.31981651236722	-6.51841012677282	ENSG00000197111	chr12
ALDH18A1	0.114713371389712	0.188710178868569	0.306348056738851	1.31935198853055	-5.66071293190798	ENSG00000059573	chr10
RAB3GAP2	0.0775761925277267	0.188710766730923	0.306348056738851	1.31935022578694	-6.15692637724955	ENSG00000118873	chr1
DHFR	-0.121859489867106	0.188934331510941	0.306637097419709	-1.31868014803019	-5.70729174888917	ENSG00000228716	chr5
KLC2	0.0820799953305818	0.189081170017382	0.306801503469919	1.31824035814728	-6.0730537195469	ENSG00000174996	chr11
AK6	-0.114547366303023	0.189560604461895	0.307505367748564	-1.31680618920718	-5.72079109906413	ENSG00000085231	chr5
CCDC106	-0.100264783712912	0.189896650940538	0.307976345061724	-1.3158025534939	-5.77822176188133	ENSG00000173581	chr19
PDAP1	-0.0668765154044486	0.190018589973208	0.308099937581107	-1.31543869685672	-6.16255191361441	ENSG00000106244	chr7
