gene_id	gene_name	V13M06-331_A1s2	V13M06-331_A1s1	V13M06-331_B1s1	V13M06-331_B1s2	V13M06-331_C1s2	V13M06-331_C1s1	V13M06-331_D1s1	V13M06-331_D1s2	V13M06-333_A1s2	V13M06-333_A1s1	V13M06-333_B1s1	V13M06-333_B1s2	V13M06-333_C1s2	V13M06-333_C1s1	V13M06-333_D1s1	V13M06-333_D1s2	V13M06-332_A1s2	V13M06-332_A1s1	V13M06-332_B1s1	V13M06-332_B1s2	V13M06-332_C1s1	V13M06-332_C1s2	V13M06-332_D1s2	V13M06-332_D1s1	V13M06-404_A1s1	V13M06-404_A1s2	V13M06-404_B1s2	V13M06-404_B1s1	V13M06-404_C1s1	V13M06-404_C1s2	V13M06-404_D1s1	V13M06-404_D1s2	V13M06-403_A1s1	V13M06-403_A1s2	V13M06-403_B1s2	V13M06-403_B1s1	V13M06-403_C1s1	V13M06-403_C1s2	V13M06-403_D1s1	V13M06-403_D1s2	V13M06-402_A1s1	V13M06-402_A1s2	V13M06-402_B1s1	V13M06-402_B1s2	V13M06-402_C1s2	V13M06-402_C1s1	V13M06-402_D1s1	V13M06-402_D1s2	V13M06-401_A1s1	V13M06-401_A1s2	V13M06-401_B1s1	V13M06-401_B1s2	V13M06-401_C1s1	V13M06-401_C1s2	V13M06-401_D1s1	V13M06-401_D1s2	V13M06-386_A1s2	V13M06-386_A1s1	V13M06-386_B1s2	V13M06-386_B1s1	V13M06-386_C1s1	V13M06-386_C1s2	V13M06-386_D1s2	V13M06-386_D1s1	V13B23-366_A1s1	V13B23-284_A1s2	V13B23-284_A1s1	V13B23-284_B1s2	V13B23-284_B1s1	V13B23-284_C1s2	V13B23-284_C1s1	V13B23-284_D1s1	V13B23-284_D1s2	V13F27-339_A1s1	V13F27-339_A1s2	V13F27-339_B1s1	V13F27-339_B1s2	V13F27-339_C1s2	V13F27-339_C1s1	V13F27-339_D1s2	V13F27-339_D1s1	V13B23-286_A1s1	V13B23-286_A1s2	V13B23-286_B1s2	V13B23-286_B1s1	meanrank	samples_signif	Gene for PCA, Harmony, Clustering
ENSG00000140416	TPM1						1421																		977							138	249																															39																1845							778.166666666667	6	No
ENSG00000140463	BBS4															938	1303																																																																						1120.5	2	No
ENSG00000140479	PCSK6											122			411																																265									868												202											658	931							493.857142857143	7	No
ENSG00000140488	CELF6						995	779	1294	1453	2250		2210		1686	512	925			1947	868			1070	883		1634																	1431									721																823										778	929			1170	1060			1210.38095238095	21	No
ENSG00000140526	ABHD2										2096	1657	1941	2397	2584		1539									1649																1682											1641																																		1909.55555555556	9	No
ENSG00000140538	NTRK3					761					1268			1165	2116					2181						1779																1044																																													1473.42857142857	7	No
ENSG00000140545	MFGE8														1732																																																																								1732	1	No
ENSG00000140600	SH3GL3									1449					2582					1915																																																												1093							1759.75	4	No
ENSG00000140612	SEC11A													2400																																																																									2400	1	No
ENSG00000140632	GLYR1						1733							1553							1456					1640		1709	2262													1927											1383																																		1707.875	8	No
ENSG00000140688	C16orf58						1095				2668			1791	2772					1516																																																																			1968.4	5	No
ENSG00000140718	FTO						2182		1195	1139	1677			1298	2791					1034	1113					2130		1091	1444													1399			860								1018				917												571						1214		1177		1301	1660			1813				1382.09523809524	21	No
ENSG00000140740	UQCRC2		245				555				999	1058	659	901	1226	1581	1083	556		1245						664		1267	734													999	622	1490																										183		427			1029				538	968				918			867.260869565217	23	No
ENSG00000140795	MYLK3								57					96																																																																									76.5	2	No
ENSG00000140836	ZFHX3																1053																																																															1761							1407	2	No
ENSG00000140848	CPNE2														1816																																																																								1816	1	No
ENSG00000140905	GCSH						1727			706	1540	1523	1665		2720	997					1585							1024	1216			582																																				665									899										1296.07692307692	13	No
ENSG00000140939	NOL3						1663						1458		2687		1844			1935	855																																																														1060	484			1498.25	8	No
ENSG00000140941	MAP1LC3B	340		447	108	161	204	736	569	754	629	447	292	614	553	139	228	1090		250	290			405	731	510	362	883	439		236	905	1057							534		373	427	366	179		793			246	439	742	393	518	595	451	151	353	116			192	243	295		637	367	652	420	263	104	420			677	184	406	702	351	690			327	200	719		450.064516129032	62	Yes
ENSG00000140943	MBTPS1					712	1482																																														1360																																		1184.66666666667	3	No
ENSG00000140945	CDH13					1188	1153				2282		1640	1269	1768	1195	1520																																							886																															1433.44444444444	9	No
ENSG00000140983	RHOT2															1563																																																																							1563	1	No
ENSG00000140988	RPS2	537		318	522		1027	698		1241	1947	545	445	395	897			780	185	358	223		107	779	513	282	490	889	486	242	594	180	135			83		139	53	314	392	323	678	245	663		462		372		428	369	414	502	469				309	213		262	880	183	34		219	288					124		321	323	875			525	433	399	564	1224	224	212	464.475409836066	61	Yes
ENSG00000140990	NDUFB10	457	401				524			905				1058	2494		772			1120	1364					506	1397	1581	525				1003									1258	381	770		622				309		676						716	777			968	1159					1026	883						1205				482	1584			1325	1194	915		948.65625	32	No
ENSG00000140992	PDPK1										2669						1285							1022																																																															1658.66666666667	3	No
ENSG00000140995	DEF8					741		1559			2015					1085					1763																																651																						1255				1598								1333.375	8	No
ENSG00000141002	TCF25	572				623	602	1285	989			1030	1930	715	1601	944	1796	1126	393	846	1675			1114		1611	1467	1255	1485			1514										1259		434								405	1675						919			733	852						431						979		1191			679	351	458	1444	467	606	566	1000.57894736842	38	No
ENSG00000141012	GALNS														616																																																																								616	1	No
ENSG00000141027	NCOR1											484	1175		861	1148											1493	1555	2002			1240			212		104	152				620																	862																		905		704	630	454		681	719	883	494	827.52380952381	21	No
ENSG00000141030	COPS3						851	1171			2318	1554		827	1617					1387																																																															1623				1418.5	8	No
ENSG00000141232	TOB1								145		2089	1741		404	1160										214				286																						208																																				780.875	8	No
ENSG00000141252	VPS53													1146																													1375																																												1260.5	2	No
ENSG00000141258	SGSM2									1207	2026				2873																																																																								2035.33333333333	3	No
ENSG00000141279	NPEPPS					476	1505	733		1471	1171		2304			1344	875	1015			1613					1317		598	2285																		647						1744			1138																								777			1326	1546			1257.10526315789	19	No
ENSG00000141338	ABCA8																																																							728																															728	1	No
ENSG00000141349	G6PC3	778	617	293	617	413	343	279	355	997	1388	486	761	1184	1238	233	434	1068		384	124			274	171	1059	520	190	408	370												1009	586	693	560								196			690	464	56	310			402	580			203		1128	628						388	499	363	501	342	272			103	193	863	530	530.86	50	Yes
ENSG00000141367	CLTC	423	110	299	368	265	152	418	1212	454	493	708	429	460	512	239	484	527		395	304			329	466	295	690	692	850	513	313	931	936							116		156	433	530	638		397	511	396			203	225	444	169	330	398	642	767			586	213			288	280	1143	199	211	233		185		350	544	300	415	400	357		181	356	258	701		434.71875	64	Yes
ENSG00000141378	PTRH2														2795																																																																								2795	1	No
ENSG00000141385	AFG3L2																1038																																							1117																								1421							1192	3	No
ENSG00000141404	GNAL					570					1719																																																																												1144.5	2	No
ENSG00000141424	SLC39A6												955					1163		1750																						1629																																													1374.25	4	No
ENSG00000141425	RPRD1A						2263	1118				1493	1879	971	1990											2120	892		1765													1788		1505							592												965					1511															1786				1509.2	15	No
ENSG00000141433	ADCYAP1							67	127	422	883			1795		447	179							118	229																										405																	299									111										423.5	12	No
ENSG00000141447	OSBPL1A									1040	2162	748			2777																	652	733														363																					1204											1387								1229.55555555556	9	No
ENSG00000141456	PELP1														2735																																																																								2735	1	No
ENSG00000141458	NPC1										1080	672	1791																																																							543												1586							1134.4	5	No
ENSG00000141469	SLC14A1							1152	1143	561	953		753	631	1232		819								791	1029	784		1123			532	365																				625	490	316																										398	424	562	978			745.761904761905	21	No
ENSG00000141503	MINK1													2627						1550																																																																			2088.5	2	No
ENSG00000141504	SAT2								1210																																																																														1210	1	No
ENSG00000141522	ARHGDIA	685	288	488	316	442	385	410	790	1623	1025	1552	798	1952	1805	558	190	552		512	522	207		365	435	1331	646	1226	710	653	613	1349	618	229								697	321	805				461					1025			856	311	544	312			509	147		244	409		1051	658	514		290			976	619	408	366	572	625	238	198	197	246	481	393	629.133333333333	60	Yes
ENSG00000141526	SLC16A3					373	1379							808	2868						1199																																763																																		1231.66666666667	6	No
ENSG00000141540	TTYH2								1124	514	793	513	232		1140										1194																	1892				281	216																					514									1106	338	407	979			1658				806.3125	16	No
ENSG00000141542	RAB40B										1637	258	2006					1009																																																		1126												988							1170.66666666667	6	No
ENSG00000141551	CSNK1D						1233	1257			1734						1342			2127					917	1670			1354													1200																																			829	942									1327.72727272727	11	No
ENSG00000141552	ANAPC11					1043	2085		1020					2411		1661				1390							791	1012	1391			998	1061										1359	1412																								486	994																		1274.26666666667	15	No
ENSG00000141562	NARF					1237					1634																																																																												1435.5	2	No
ENSG00000141576	RNF157																	1112																																																																					1112	1	No
ENSG00000141580	WDR45B						1710														1718						1569																																									1463																			1615	4	No
ENSG00000141627	DYM																1248																																																																						1248	1	No
ENSG00000141639	MAPK4										2338	1609	1905																																																																										1950.66666666667	3	No
ENSG00000141698	NT5C3B						1273			1600	1552				2094														1461																																																										1596	5	No
ENSG00000141741	MIEN1														2652																																																					836																			1744	2	No
ENSG00000141759	TXNL4A		645				590			1461	2652	1770	739	1309		658	309	544		2145					1127	1448	1356	1276	750				627								523		787	683	448								1016						628									615	590	402							910	1030	1503				855	884			976.774193548387	31	No
ENSG00000141837	CACNA1A					868					1002	1429	963	1419																	568											1602														1059																															1113.75	8	No
ENSG00000141867	BRD4													1347	2066			959								1974	1519															1153								471			1586																								979						1397	691	1026	540	1208.30769230769	13	No
ENSG00000141905	NFIC						2145				1888	1658		915	1489	1011		1078										1715	992			1368	1170														697																														617		982	925	303	157	748		649		1079.31578947368	19	No
ENSG00000141934	PLPP2																																																																			682																			682	1	No
ENSG00000141959	PFKL						2190						923		2105					1824				1272				823	1414														1148				614											457																											641		1219.18181818182	11	No
ENSG00000142046	TMEM91														1936																																																																								1936	1	No
ENSG00000142089	IFITM3			674					1084	1646	1373	1749	1835	895	2190		1121			997	1650			1083		419	662	817	1626			109	63		324			119			507	982											1548	400						262		146	332	73											609						344		1177		1016		869.75	32	No
ENSG00000142156	COL6A1							1476	242	890	1232		1949	2681	2815																																																																								1612.14285714286	7	No
ENSG00000142166	IFNAR1												2179																																								1473																																		1826	2	No
ENSG00000142168	SOD1	30	8	85	442	89	64	205		251	317	390	41	118	157	49	57	159	192	44	44			169	180	80	45	57	13	128	213	296	353							34	449	164	251	36	73	621	345	119	163	138	467	131	42	101	79	341	90	31	44	150		86	78	448	172	114	93	322	73	147	141	151	250		197	77	182	94	103	79		335	121	151	454	248	167.958904109589	73	Yes
ENSG00000142173	COL6A2								122																																																																														122	1	No
ENSG00000142186	SCYL1																								1254																																																														1254	1	No
ENSG00000142188	TMEM50B					810	938				890	871			2061	1400	975			1235						2159	1563	1300	2012																								1591																											814							1329.92857142857	14	No
ENSG00000142192	APP	300		551	151		615	825		443	734	506	793	580	678		552	409	225	526	782			1151		417	412	819	859	197	89	1429	854	189	237					383		209	473	391		456	123			421	446		1080	203	271			441	269	93		524	930	378		380		305	556	311					758		660	480	652	504	138		1220	1279	158	421	521.310344827586	58	Yes
ENSG00000142227	EMP3																																904																																																						904	1	No
ENSG00000142230	SAE1						1457											388																																																													1272	1592				1343			1210.4	5	No
ENSG00000142235	LMTK3										1776			1968				1250																																																																					1664.66666666667	3	No
ENSG00000142396	ERVK3-1														2107	1030				1461																																																												1121							1429.75	4	No
ENSG00000142459	EVI5L												1750				1206																																																																						1478	2	No
ENSG00000142507	PSMB6					848	755	845				1063	1470	1246	1259	901	730			1216				695	756	1741	1078		1593				907									1486		401									1279						446				980						798						838		490			757							983.12	25	No
ENSG00000142534	RPS11	380	438	458	416				1284	164	1583	222	497	241	406	728	1450	87		189	227		180	122	128	118	209	74	191	191	437	221	80			130	122			275		159	223	533	317		364	393	101		226	773	381	138	110	813		387	546	152	103	134	145	96	188		173	500	301	451					94	214	538	170	240	463	437	419	510	752	152	479	349.597014925373	67	Yes
ENSG00000142541	RPL13A	181	601	553			817	372	363	307	728	533	257	252	179	1312		500	391	197	123			206	186	46	120	95	163	421	198	87	79	142	116	142	77	93		366	176	257	107	176	162	113	100	149	88		401	352	378	137	304	424		606	649		115	163	174	92	101	579	238	96	302	236		142		191	311	110	83	121	280	565	49	147	898	534	89	499	282.391891891892	74	Yes
ENSG00000142549	IGLON5														2537																																																																								2537	1	No
ENSG00000142599	RERE						792	1411																1061		2110	1485	1323	2168													1906																																													1532	8	No
ENSG00000142657	PGD						1937						2155	2401						1483						1549																493		1509								758																												1382			1820	921			1491.63636363636	11	No
ENSG00000142669	SH3BGRL3	263		617		424	396	589		750	1036	599	1406	574	676	443	161			178	276			699	512	736	818	1092	221	489	251	872	596							273	279	939	954	462	549					453		234	615						285			428	746	604		744		676			330	519			734		828		209	521			475	804	541	556	568.64	50	Yes
ENSG00000142676	RPL11	703	524	723	219			991	340	528	749	692	482	443	362	468	1096		139	411	168	168		187	930	294	227	365	266	567	383	141	85		207	93	157			519	135	725	721	452	332	539	375	208	343		615	515	425	696	398				871		155	219	320	167	40	595		83	224	105				162	1114	677	1032	377	890	311		212	994	639	284	232	438.367647058824	68	Yes
ENSG00000142684	ZNF593																1406																																																																						1406	1	No
ENSG00000142686	C1orf216						1862				1591									1498																																																																			1650.33333333333	3	No
ENSG00000142687	KIAA0319L						2217								2453		1178												2271																																																										2029.75	4	No
ENSG00000142864	SERBP1							805	993	1087	1562		1746	1684	2006						1295					1864		991	655			333	297									1596		1463											456	923												1433								536			1034						671		1115.71428571429	21	No
ENSG00000142871	CCN1																																										340																																												340	1	No
ENSG00000142875	PRKACB			409	345	871	558	446			569	1117	829	848	708	398	334	1256		519	457			825		582	471	291	1078	624	263	1012	845							543	574	985	587	381			596	350					537	611	351	584	413	685	793			689	1163	513		451		1356	220						999		535	791	372	1359			469	947			657.039215686275	51	Yes
ENSG00000142892	PIGK													2323																																																																									2323	1	No
ENSG00000142937	RPS8		212	453	392		909	964	511	117	630	200	629	446	243	449	533	222	154	152	151			128	401	126	51	208	67	919	101	46	36	141		50	72	110		227	269	647	344	503	120	221	254	101	45		850	223	1130	149	114	490	514	475	223	254	107	261	407	109	68		372	49	299	197	229	352		153	382	281	135	166	1614	586	393	202	408		72	128	319.28	75	Yes
ENSG00000142949	PTPRF							1081	798	1531	979	1661	1653	1456	2243					1357						1920	1304	985		464												1025	557																																						421				994		1201.70588235294	17	No
ENSG00000143013	LMO4										1258				1933	1469								649		1713	1762	1607	853			1413	362									1049											1338			1033																						537									1212.57142857143	14	No
ENSG00000143093	STRIP1					1234					2557																																																																												1895.5	2	No
ENSG00000143106	PSMA5						1876						1312	1902	2075	1526				1454									2166																											706																								1891			1654				1656.2	10	No
ENSG00000143126	CELSR2					970																																																														1454																			1212	2	No
ENSG00000143149	ALDH9A1									692	1731	1390		2022	2015											1993	1303		1566			1292											880																																												1488.4	10	No
ENSG00000143153	ATP1B1	36	26	16	17	54	67	52	103	274	238	256	57	78	206	59	38	106	37	18	18		71	70	110	33	56	67	51	65	50	232	292	76	101	38	82			11	18	54	98	34	53	499	465	184	18	82	120	66	82	90	57	99	102	38	27	13	49	57	30	411	110	25	33	120	49	39	67	44	79		15	23	28	61	38	88	24	32	26	29	92	80	86.5308641975309	81	Yes
ENSG00000143155	TIPRL					1109					2532									2189	1406																																																											1650							1777.2	5	No
ENSG00000143158	MPC2						636						2273	2512	1360					1446	921							1651	1472													988	1349	1375						536	767																												1596								1348.71428571429	14	No
ENSG00000143162	CREG1														2886																																																																								2886	1	No
ENSG00000143183	TMCO1							1166			2619			2687															1829													1874	1306	1454			907						1226																						1191					1716			1354	1505	881	643	1490.53333333333	15	No
ENSG00000143198	MGST3	337	380	786		1085	493	635			1027	864	217	665	377	334	709	466		154	404			720	411	617	498	774	419	681		854	413	186						508		655	822	232	382		599	286	181		500		249	348	344		542	102	861			984	422	552		662	184	129	326	372		307			326		614	1059	213	831			371	261	439		502.913793103448	58	Yes
ENSG00000143222	UFC1						1012				996			1402	948	923					1670				925	948		707	1161			914											1193								577							496																	406					1690				1357			1019.11764705882	17	No
ENSG00000143248	RGS5									1358					2593																	880																																127								597					858										1068.83333333333	6	No
ENSG00000143252	SDHC						2247				1882		1823		2264		1864	638		1814				1138		1559	1928		1492													1861																											1006														1163				1619.92857142857	14	No
ENSG00000143256	PFDN2						1566	1532		628	1399		2048	2159	2620	1267				851	1354					2136	1794		1002														1180									754																410		267								792					721	656			1256.8	20	No
ENSG00000143314	MRPL24																1463			1548																																																																			1505.5	2	No
ENSG00000143321	HDGF									1522	1157	1186		1825	1342										705			368	1074			564																																																							1082.55555555556	9	No
ENSG00000143324	XPR1							1276			1897			1406																																																																									1526.33333333333	3	No
ENSG00000143337	TOR1AIP1													2604																																																																									2604	1	No
ENSG00000143376	SNX27												2306																																																																										2306	1	No
ENSG00000143384	MCL1																								778	2019						984																																																							1260.33333333333	3	No
ENSG00000143393	PI4KB						1741	1247					1911													1759																	1164																																									1553			1562.5	6	No
ENSG00000143401	ANP32E									1519	2317			1683	1714	1553				2037						1668	1316	1642	1854			358	517									1034																																					1450								1475.85714285714	14	No
ENSG00000143416	SELENBP1														1647																																																																								1647	1	No
ENSG00000143418	CERS2								919		1350	254	1224		2336																																307									743												585					220				778			1350							915.090909090909	11	No
ENSG00000143420	ENSA					911							734							1826	1539					1018		805	2178			1357	899									946																										1459															1709		714		1238.07692307692	13	No
ENSG00000143457	GOLPH3L													2210																																																																									2210	1	No
ENSG00000143499	SMYD2															1196																																																																							1196	1	No
ENSG00000143502	SUSD4						1845				1629						1445																																				1561																																		1620	4	No
ENSG00000143514	TP53BP2								903		946	1089		1351																																																																									1072.25	4	No
ENSG00000143543	JTB						2193				2050	1256		1332	2257	726	1004				1107							858	1405			1460										1909	1365	1510									1442										539																1182				1501	1336			1391.15789473684	19	No
ENSG00000143545	RAB13													723																		921	1220																																																						954.666666666667	3	No
ENSG00000143549	TPM3						1643	725		928	2172		2204			939	876	1333	404	852				306		1947	934		1403			448	599							584	568	1442		853	691						906		834						482			650				587		814							232	422	732	776	1574	1771		351	232	623	947		913.081081081081	37	No
ENSG00000143569	UBAP2L											1557					1668			1585	902																																																																		1428	4	No
ENSG00000143575	HAX1												1996		2170																																																																								2083	2	No
ENSG00000143603	KCNN3									1039	904	1203	1864	654	1409					2143	936					1310	1617		1740													923	1443							388				635	367																												1059				1154.94117647059	17	No
ENSG00000143612	C1orf43							1191					1262			771				1869	1791					1958	1013		829																		640					628	864				954											511		483					934		982						1244				1054.35294117647	17	No
ENSG00000143621	ILF2							1029				853								1678						1346																											1572																																		1295.6	5	No
ENSG00000143641	GALNT2					1233											1687																																																																						1460	2	No
ENSG00000143653	SCCPDH											1620	721	2206														1399	1040															1048		340	403									955												236																			996.8	10	No
ENSG00000143702	CEP170											1514	2319					1108														1275	1227																																			736															1495				1382	7	No
ENSG00000143727	ACP1																			1518	998				1297			1579	2240																																							1286																			1486.33333333333	6	No
ENSG00000143740	SNAP47						2080				2085			2497		1611																																																																							2068.25	4	No
ENSG00000143742	SRP9	787	287	317		823	725	860		834	339	656	399	1370	804	655	570			1801	582			776	1271	722	1094	690	520	248		352	273									356	298	1323					385	499	330		1043	133	258		268					454		469		702		938	477	173					1054	501	1053	773	667	854				1375	556		667.224489795918	49	Yes
ENSG00000143753	DEGS1												1932	1924		1025				1889						1966	1242	1571	1940														1000																																					1798							1628.7	10	No
ENSG00000143756	FBXO28													2265																																																																									2265	1	No
ENSG00000143761	ARF1	324	504	369		890	423	267	1091	444	1021	1126	886	1067	1261	511	643	847	323	413	340			936		429	896	1670	923	528	575	1552			339					184	332	654	882	422						314	421		703	597		823	445		552			925	719	376		635		831	290				289		249	311	737	401	607	651			509	511	772		638.214285714286	56	Yes
ENSG00000143771	CNIH4													1866																																																																									1866	1	No
ENSG00000143772	ITPKB			741			1112	400	632	753	1085	993	1134	1208	2556			1273		1764	1589			727		621	980	1431	1085	925		899										1238									559		940										1122														937	1067		1658		418	471	527	875		1023.22580645161	31	No
ENSG00000143774	GUK1	534	115	424		775	1520					1454	520	2259	758	493	892	1153		1233	668			602		626	665	1040	482	831	468	1039	476				168			649		967	609	515	510								716	847					449			762	891	488			145	180		501			272		784		609	1229	1631	704			744		893	382	737.702127659575	47	Yes
ENSG00000143776	CDC42BPA						2194						1956		2007						1586																										801																																	1815							1726.5	6	No
ENSG00000143797	MBOAT2												2011	2204						2282																																	1499																																		1999	4	No
ENSG00000143799	PARP1						2037		1169	1274		870								2201						2122			1878			1521										1110																					1057					539									529	1200									1346.69230769231	13	No
ENSG00000143811	PYCR2								1176		2540		2036	1951	2204											1791		1618	1761													1255																										1527											1273								1739.27272727273	11	No
ENSG00000143819	EPHX1								702		1352	1597	1766	568	2009											1597	1291		592	634													855											815										456													1148										1098.71428571429	14	No
ENSG00000143850	PLEKHA6																																																							1030																															1030	1	No
ENSG00000143858	SYT2						1558	366	970		1381	791			795		569	415																												596	831									352																353								1167							780.307692307692	13	No
ENSG00000143862	ARL8A	288						883		1457	2118	1634	1197	1873	2514					969						1517																		724			850				922								886			461	534					614		542					1302		499	938	1158	1296			857	856			1075.56	25	No
ENSG00000143870	PDIA6										2119			1432		809									675		1733		2043														885										1424																						930					1331							1338.1	10	No
ENSG00000143878	RHOB			678	482							725	626	1017	1257			315						515	310	580	1578	1241	877	655		289	264				174				455	1431	694	1533	594		348						440	551								605		66		622		374		333							634	657	391	1072	332		373	1067	320	599	642.923076923077	39	No
ENSG00000143889	HNRNPLL										1592			2402																																																																									1997	2	No
ENSG00000143933	CALM2	28	139	38	64	255	71	217	816	207	578	180	44	225	61	107	125	398	117	34	29	83	172	137	267	71	43	102	122	67	187	153	201	100	292	116	36	118		45	56	47	78	27	139	296	237	163	56	273	534	67	52	15	75	365	678	147	249	63	40	41	89	246	159	115	127	152	156	73		109			53	56	75	119	157	431	94	318	102	79	26	93	155.20987654321	81	Yes
ENSG00000143947	RPS27A	264		360	165	1261	813	659	208	151	260	732	88	328	134	261	207	163	389	291	115			102	246	28	103	45	81	380	291	73	118	83		111	65	74		254	414	168	149	214	143	161	320	159	65		474	437	161	213	63	552		97	590	290	91	267	260	119	136	667	224	87	154	160		223		184	274	237	204	179	149	122	134	115	686	354	125	170	248.605263157895	76	Yes
ENSG00000143977	SNRPG										1297		1980		1614														984																																							1103												1228			1787				1427.57142857143	7	No
ENSG00000144021	CIAO1											1350	1253													2016																								363																																					1245.5	4	No
ENSG00000144029	MRPS5														2395																																																																	1412							1903.5	2	No
ENSG00000144036	EXOC6B							938				1220									1734																																																																		1297.33333333333	3	No
ENSG00000144040	SFXN5							1334			1638															1041	1604																										1655																																		1454.4	5	No
ENSG00000144115	THNSL2								697																																																																														697	1	No
ENSG00000144118	RALB														2451																																																																								2451	1	No
ENSG00000144136	SLC20A1					832					1796			1922			1865																																																																						1603.75	4	No
ENSG00000144224	UBXN4																									1121	1387					964	833														794															922													819		691		1194					1439	913		1007	11	No
ENSG00000144283	PKP4	736		767			2111		593	937	786	198	397		653	1518		723	236			75		1029				1495	1636	599	633	875			57		185	155								83	89	205		208				875		566		402	878									260	541			603					191	593	334	328	80	132			972		593.35	40	No
ENSG00000144285	SCN1A											1729			2121	1296		1246																								1853	1088								892					397													1086											1464							1317.2	10	No
ENSG00000144290	SLC4A10									1479	2129			2646			1892																																							940	546																														1605.33333333333	6	No
ENSG00000144320	LNPK					586						1681	1211	2650						1896	1351					878	1761		2035																																																			1553			1425	1015			1503.5	12	No
ENSG00000144339	TMEFF2										742			2008			1888			1959					1333																																																														1586	5	No
ENSG00000144357	UBR3						1038							1847				967																																			1090																																		1235.5	4	No
ENSG00000144369	FAM171B			706		629	439				1155	659	1568	1262	2322	1159	1088			1257	1027			829	1009	1725	871		1684													1396		1486								315				1103	554						798	645					359						1288		520		1536	996			557	962			1029.16129032258	31	No
ENSG00000144381	HSPD1		519	362	295	860	565	293	1128	462	836	851	746	810	742	552	1397	764		361	401			1252		1363	952	450	423	265	493	1224								524	423	1257	993	801	541								619	598		510	920	560	384			780	690			338			258						531	258	534	820	694	1715			242	116	497	671	666.153846153846	52	Yes
ENSG00000144406	UNC80													2581																																										876																															1728.5	2	No
ENSG00000144451	SPAG16								521		619			1541	914										627				2030																																																										1042	6	No
ENSG00000144485	HES6										1542			736																																																																									1139	2	No
ENSG00000144560	VGLL4								673																																																																														673	1	No
ENSG00000144566	RAB5A									1188	2604		1865	1848						1988						1207			1722			1378										1194					905										715											1261	533																		1416	13	No
ENSG00000144567	RETREG2	773			550	844	741	704			935	1607	1402	865	2218	1150		404	506	678	1217			642		893	822	521	1195	695					302					687	567	1094	572	1011									881			921	519	602					411	566		494		1444	1077			270			915		640		1530	1114			521	774	870		844.181818181818	44	Yes
ENSG00000144597	EAF1										2268																																																																												2268	1	No
ENSG00000144635	DYNC1LI1					635	965				1842	1179	2096	2264	1419	1257	1198			1912	721							1381	886															479								745	659										689																794	1205				815			1157.05	20	No
ENSG00000144642	RBMS3									1429																																																																													1429	1	No
ENSG00000144647	POMGNT2						2141									1227				1309																																																																			1559	3	No
ENSG00000144674	GOLGA4											639	1605	2526	2539	1638		873	182	2196							1504	1112				645	431											1514			283																														764	974		1453		247			982		1163.52631578947	19	No
ENSG00000144711	IQSEC1					820	1918			1448	2306	1653		2226	2577	1167		774								1300		751	1655	841												730	1291			546																828	1116					1327											921					1314			1309.95238095238	21	No
ENSG00000144713	RPL32	243	159	277	94			1324	308	299	930	364	245	456	154	523	595	129	206	96	204			111	296	56	49	76	77	311	269	70	111	119	118	28	75	54		181	150	278	696	175	159	85	121	100	32			308	342	144	282	408	454	405	263	117	44	102	492	104	77	636	175	35	131	104		336	70		188	114	161	149	384	141	162	54	1074	1048	137	129	252.276315789474	76	Yes
ENSG00000144744	UBA3						2116																																																																																2116	1	No
ENSG00000144746	ARL6IP5	316	397	297		753	536		1069	829	879	1153	972	820	1249	579	725	257	270	500	367			1108	770	1012	640	546	904	413	328									598	429	868	1120	689	696		724						1066	323	604			497	903			571	584			432		1330	576	541			236		620	456	336	522	1209	1120			359	794	785		679.203703703704	54	Yes
ENSG00000144747	TMF1										2439			2602																																																																									2520.5	2	No
ENSG00000144749	LRIG1										1581	1720	1814	1415	963	1310									1300		1694															1635											1604																																		1503.6	10	No
ENSG00000144815	NXPE3									925		1471						1354																																																																					1250	3	No
ENSG00000144827	ABHD10						1512					1615	2136																																																																						1376				1659.75	4	No
ENSG00000144834	TAGLN3	342	71	198	615	420	211	261	310	406	516	406	1254	707	413	686	406	104	223	387	576			364	396	658	400	743	474	388	277		1112							232	200	376	174	423	359	441	787	524		267	256	317	199	613		122	201	399	851			455				245		618	364	468		311	261		1077	365	229	311	247	401			259	160			416.709677419355	62	Yes
ENSG00000144848	ATG3									1596								1010														1213																																				1018																			1209.25	4	No
ENSG00000144867	SRPRB						1942	1174					1255	2334			1466			1783				1147																				1535									1074																										1344	1731				1557			1528.5	12	No
ENSG00000144868	TMEM108																			1248																																																																			1248	1	No
ENSG00000144908	ALDH1L1										2126														832																																																														1479	2	No
ENSG00000144959	NCEH1														2573		1784																																																																						2178.5	2	No
ENSG00000145016	RUBCN										2383																																																																												2383	1	No
ENSG00000145022	TCTA																			1953	1352																																																																		1652.5	2	No
ENSG00000145050	MANF														2828																																																																								2828	1	No
ENSG00000145147	SLIT2					1229	682							1913	2529																																																																								1588.25	4	No
ENSG00000145191	EIF2B5					958																																																																																	958	1	No
ENSG00000145194	ECE2						2105				1955			1533	2567																																																																								2040	4	No
ENSG00000145242	EPHA5						2162			677	620			1248	729																																																																								1087.2	5	No
ENSG00000145248	SLC10A4	144	180		105	56	106	105	120	238	270	286	40	151	113	53	65	285	209	57	184			127	130	699	88	270	190		359									148		436	296	339	59	129	252		388	117	88	45	60		358	98	93	286	84			289	118	237		99			633		164	236			248		41	347	78	36			28	82			184.947368421053	57	Yes
