Domain	Domains Compared to	Gene Symbol	FDR	logFC	p	t statistic	Ensembl Gene ID
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS13	0	0.363	0	7.055	ENSG00000110700
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS14	0	0.327	0	6.3	ENSG00000164587
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS15	0	0.306	0	6.624	ENSG00000115268
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS15A	0.001	0.402	0	4.207	ENSG00000134419
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS16	0	0.337	0	6.245	ENSG00000105193
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS17	0	0.281	0	5.125	ENSG00000182774
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS18	0	0.428	0	5.648	ENSG00000231500
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS19	0	0.381	0	6.723	ENSG00000105372
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS19BP1	0.715	0.062	0.535	0.621	ENSG00000187051
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS2	0	0.244	0	4.994	ENSG00000140988
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS20	0	0.377	0	4.563	ENSG00000008988
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS21	0	0.4	0	5.293	ENSG00000171858
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS23	0	0.385	0	6.848	ENSG00000186468
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS24	0	0.38	0	7.099	ENSG00000138326
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS25	0	0.401	0	5.185	ENSG00000118181
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS26	0.021	0.238	0.003	3.009	ENSG00000197728
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS27	0	0.406	0	8.658	ENSG00000177954
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS27A	0	0.393	0	7.87	ENSG00000143947
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS27L	0.009	0.357	0.001	3.359	ENSG00000185088
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS28	0	0.391	0	7.211	ENSG00000233927
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS29	0	0.444	0	9.689	ENSG00000213741
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS3	0	0.331	0	4.377	ENSG00000149273
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS3A	0	0.329	0	6.33	ENSG00000145425
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS4X	0	0.311	0	5.874	ENSG00000198034
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS4Y1	0.101	0.178	0.025	2.26	ENSG00000129824
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS5	0	0.292	0	5.316	ENSG00000083845
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS6	0	0.362	0	7.948	ENSG00000137154
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS6KA2	0.675	0.076	0.48	0.707	ENSG00000071242
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS7	0.003	0.22	0	3.689	ENSG00000171863
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS8	0	0.34	0	6.829	ENSG00000142937
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPS9	0	0.346	0	6.226	ENSG00000170889
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RPSA	0.022	0.171	0.003	3.001	ENSG00000168028
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RRAGA	0.017	-0.269	0.002	-3.094	ENSG00000155876
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RRBP1	0.18	0.257	0.058	1.904	ENSG00000125844
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RSF1	0.282	0.165	0.114	1.586	ENSG00000048649
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RSRC2	0.128	0.261	0.035	2.121	ENSG00000111011
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RTF1	0.178	0.225	0.057	1.915	ENSG00000137815
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RTF2	0.417	0.126	0.217	1.239	ENSG00000022277
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RTL8C	0.605	-0.061	0.407	-0.831	ENSG00000134590
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RTN1	0	-0.324	0	-4.509	ENSG00000139970
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RTN3	0.001	-0.186	0	-4.037	ENSG00000133318
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RTN4	0.223	-0.088	0.079	-1.763	ENSG00000115310
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RTRAF	0.712	0.071	0.53	0.629	ENSG00000087302
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RUFY3	0.863	0.027	0.738	0.335	ENSG00000018189
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RUNDC3A	0.309	0.169	0.13	1.519	ENSG00000108309
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	RWDD1	0.062	0.232	0.012	2.522	ENSG00000111832
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	S100A1	0.773	0.049	0.611	0.509	ENSG00000160678
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	S100A10	0.058	0.28	0.011	2.556	ENSG00000197747
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	S100A13	0.026	0.271	0.004	2.915	ENSG00000189171
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	S100A6	0.726	0.061	0.546	0.604	ENSG00000197956
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	S100B	0.359	0.114	0.168	1.384	ENSG00000160307
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SAMD4A	0.004	0.474	0	3.65	ENSG00000020577
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SAMD4B	0.248	0.203	0.093	1.686	ENSG00000179134
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SAMD8	0.669	0.105	0.473	0.72	ENSG00000156671
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SAP18	0.111	0.188	0.029	2.203	ENSG00000150459
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SAR1A	0.46	0.12	0.253	1.146	ENSG00000079332
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SAR1B	0.585	0.105	0.389	0.863	ENSG00000152700
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SARAF	0.21	-0.129	0.072	-1.805	ENSG00000133872
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SARNP	0.139	0.27	0.04	2.066	ENSG00000205323
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SARS	0.881	-0.027	0.767	-0.296	ENSG00000031698
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SASH1	0.702	0.058	0.515	0.651	ENSG00000111961
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SAT1	0.002	0.458	0	3.808	ENSG00000130066
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SBDS	0.759	-0.045	0.587	-0.544	ENSG00000126524
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SC5D	0.493	-0.106	0.287	-1.066	ENSG00000109929
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCAF11	0.046	0.291	0.008	2.673	ENSG00000139218
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCAMP1	0.904	0.026	0.82	0.227	ENSG00000085365
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCAMP5	0.64	-0.069	0.442	-0.77	ENSG00000198794
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCAND1	0.466	-0.093	0.261	-1.127	ENSG00000171222
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCARB2	0.925	-0.017	0.855	-0.183	ENSG00000138760
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCCPDH	0.55	-0.134	0.346	-0.945	ENSG00000143653
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCD	0.332	0.111	0.147	1.455	ENSG00000099194
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCD5	0.948	0.006	0.905	0.12	ENSG00000145284
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCG2	0	-0.359	0	-4.39	ENSG00000171951
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCG3	0.46	0.133	0.256	1.138	ENSG00000104112
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCG5	0.154	-0.219	0.047	-2.002	ENSG00000166922
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCN2A	0.484	-0.137	0.279	-1.085	ENSG00000136531
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCOC	0.245	-0.127	0.092	-1.694	ENSG00000153130
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCP2	0.559	0.097	0.358	0.922	ENSG00000116171
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCRG1	0.577	0.1	0.38	0.879	ENSG00000164106
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SCRN1	0.271	0.137	0.107	1.619	ENSG00000136193
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SDC3	0.149	0.259	0.044	2.028	ENSG00000162512
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SDC4	0.265	0.244	0.104	1.634	ENSG00000124145
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SDCBP	0.375	0.131	0.182	1.34	ENSG00000137575
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SDHA	0.952	0.012	0.912	0.11	ENSG00000073578
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SDHC	0.088	0.245	0.02	2.337	ENSG00000143252
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEC11C	0.541	-0.072	0.334	-0.968	ENSG00000166562
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEC61G	0.063	0.348	0.013	2.507	ENSG00000132432
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEC62	0.005	0.194	0	3.533	ENSG00000008952
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEC63	0.135	0.231	0.038	2.087	ENSG00000025796
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SECISBP2L	0.559	0.094	0.356	0.924	ENSG00000138593
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEL1L	0.627	0.093	0.428	0.794	ENSG00000071537
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SELENOF	0.682	0.071	0.491	0.69	ENSG00000183291
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SELENOH	0.443	0.133	0.238	1.183	ENSG00000211450
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SELENOK	0.055	0.305	0.01	2.592	ENSG00000113811
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SELENOM	0.144	0.198	0.041	2.051	ENSG00000198832
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SELENOP	0.769	-0.063	0.602	-0.522	ENSG00000250722
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SELENOT	0.998	-0.001	0.994	-0.008	ENSG00000198843
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SELENOW	0.243	0.083	0.09	1.702	ENSG00000178980
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEM1	0.214	0.226	0.075	1.788	ENSG00000127922
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEMA3B	0.229	0.25	0.083	1.743	ENSG00000012171
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEMA4D	0.479	-0.136	0.274	-1.097	ENSG00000187764
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEMA6A	0.232	0.271	0.085	1.731	ENSG00000092421
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEPTIN2	0.371	0.122	0.177	1.354	ENSG00000168385
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEPTIN3	0.269	0.163	0.106	1.625	ENSG00000100167
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEPTIN4	0.048	0.167	0.008	2.659	ENSG00000108387
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEPTIN7	0.003	0.215	0	3.792	ENSG00000122545
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEPTIN8	0.698	-0.054	0.512	-0.657	ENSG00000164402
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SERBP1	0.172	0.22	0.054	1.936	ENSG00000142864
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SERF2	0.001	0.246	0	4.275	ENSG00000140264
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SERINC1	0.517	0.048	0.313	1.011	ENSG00000111897
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SERINC3	0.899	0.022	0.81	0.241	ENSG00000132824
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SERP1	0.817	0.039	0.663	0.436	ENSG00000120742
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SERPINB6	0.546	0.108	0.342	0.953	ENSG00000124570
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SERPINE2	0.296	0.162	0.122	1.553	ENSG00000135919
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SERPINI1	0.003	-0.356	0	-3.685	ENSG00000163536
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SESN3	0.313	0.144	0.133	1.509	ENSG00000149212
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SET	0.011	0.259	0.001	3.267	ENSG00000119335
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SEZ6L2	0.046	-0.199	0.008	-2.672	ENSG00000174938
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SF1	0.091	0.254	0.022	2.315	ENSG00000168066
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SF3B1	0.925	0.018	0.855	0.183	ENSG00000115524
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SF3B2	0.232	0.18	0.085	1.73	ENSG00000087365
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SF3B5	0.475	0.139	0.271	1.104	ENSG00000169976
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SF3B6	0.152	0.25	0.045	2.012	ENSG00000115128
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SFPQ	0.799	0.037	0.642	0.466	ENSG00000116560
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SGCB	0.679	-0.092	0.484	-0.701	ENSG00000163069
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SGTA	0.954	-0.012	0.915	-0.106	ENSG00000104969
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SH3BGRL	0.559	0.073	0.36	0.918	ENSG00000131171
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SH3BGRL3	0.702	0.053	0.517	0.648	ENSG00000142669
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SH3GL3	0.415	0.169	0.214	1.247	ENSG00000140600
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SH3GLB2	0.391	-0.148	0.195	-1.301	ENSG00000148341
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SH3KBP1	0.231	0.222	0.084	1.733	ENSG00000147010
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SHISA4	0.327	0.131	0.142	1.473	ENSG00000198892
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SHTN1	0.017	0.273	0.002	3.096	ENSG00000187164
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SIK3	0.682	0.071	0.491	0.689	ENSG00000160584
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SILC1	0.9	-0.034	0.814	-0.235	ENSG00000232044
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SIRPA	0.658	-0.071	0.463	-0.735	ENSG00000198053
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SIRT2	0.817	0.046	0.667	0.43	ENSG00000068903
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SKP1	0.594	-0.04	0.396	-0.85	ENSG00000113558
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLAIN1	0.998	-0.001	0.995	-0.006	ENSG00000139737
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC12A2	0.999	0	0.999	0.001	ENSG00000064651
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC12A5	0.315	-0.204	0.135	-1.499	ENSG00000124140
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC14A1	0.078	0.35	0.017	2.41	ENSG00000141469
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC18A2	0.641	0.108	0.443	0.768	ENSG00000165646
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC1A2	0.078	0.279	0.017	2.406	ENSG00000110436
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC1A3	0.024	0.316	0.003	2.956	ENSG00000079215
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC1A4	0.242	0.215	0.09	1.703	ENSG00000115902
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC20A2	0.188	0.259	0.062	1.876	ENSG00000168575
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC22A17	0.049	-0.191	0.009	-2.642	ENSG00000092096
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC23A2	0.882	-0.033	0.773	-0.289	ENSG00000089057
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC24A2	0.759	-0.056	0.587	-0.543	ENSG00000155886
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC25A1	0.46	0.154	0.256	1.139	ENSG00000100075
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC25A11	0.793	-0.061	0.634	-0.476	ENSG00000108528
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC25A23	0.381	0.125	0.186	1.326	ENSG00000125648
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC25A29	0.413	0.204	0.212	1.251	ENSG00000197119
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC25A3	0.83	0.028	0.693	0.395	ENSG00000075415
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC25A4	0.807	0.045	0.651	0.453	ENSG00000151729
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC25A5	0.347	0.176	0.158	1.417	ENSG00000005022
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC25A6	0.438	0.105	0.234	1.195	ENSG00000169100
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC2A1	0.004	0.468	0	3.615	ENSG00000117394
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC31A2	0.992	0.004	0.982	0.022	ENSG00000136867
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC38A1	0.455	0.157	0.248	1.159	ENSG00000111371
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC38A2	0.713	0.059	0.532	0.626	ENSG00000134294
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC3A2	0.688	0.075	0.5	0.676	ENSG00000168003
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC44A1	0.949	-0.01	0.908	-0.116	ENSG00000070214
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC44A2	0.743	-0.061	0.566	-0.575	ENSG00000129353
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC48A1	0.467	0.135	0.263	1.123	ENSG00000211584
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC4A4	0.063	0.393	0.013	2.51	ENSG00000080493
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC6A1	0.862	-0.028	0.734	-0.34	ENSG00000157103
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC6A11	0.394	0.188	0.198	1.292	ENSG00000132164
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC6A4	0.655	0.134	0.46	0.74	ENSG00000108576
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC6A8	0.83	0.048	0.69	0.4	ENSG00000130821
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC7A14	0.786	-0.057	0.625	-0.489	ENSG00000013293
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC9A3R1	0.755	0.068	0.582	0.551	ENSG00000109062
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLC9A6	0.212	0.215	0.074	1.798	ENSG00000198689
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLCO1A2	0	0.558	0	4.344	ENSG00000084453
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLIRP	0.374	0.139	0.179	1.349	ENSG00000119705
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLTM	0.007	0.365	0.001	3.424	ENSG00000137776
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SLU7	0.365	0.139	0.173	1.367	ENSG00000164609
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SMARCA2	0.31	0.154	0.131	1.516	ENSG00000080503
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SMARCA4	0.36	0.159	0.169	1.381	ENSG00000127616
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SMARCA5	0.214	0.187	0.074	1.793	ENSG00000153147
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SMDT1	0.177	0.198	0.056	1.921	ENSG00000183172
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SMIM14	0.51	0.1	0.305	1.028	ENSG00000163683
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SMIM29	0.713	0.066	0.532	0.626	ENSG00000186577
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNAP25	0.069	-0.206	0.014	-2.469	ENSG00000132639
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNAP91	0.363	-0.154	0.171	-1.373	ENSG00000065609
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNCA	0.835	0.046	0.7	0.386	ENSG00000145335
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNCB	0.402	-0.151	0.205	-1.273	ENSG00000074317
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNCG	0.423	-0.115	0.222	-1.225	ENSG00000173267
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNHG14	0.205	0.123	0.07	1.819	ENSG00000224078
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNHG25	0.349	0.141	0.16	1.409	ENSG00000266402
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNHG29	0.021	0.25	0.003	3.006	ENSG00000175061
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNHG32	0.025	0.305	0.004	2.926	ENSG00000204387
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNHG5	0	0.552	0	4.671	ENSG00000203875
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNHG6	0	0.396	0	5.761	ENSG00000245910
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNHG8	0.001	0.493	0	3.981	ENSG00000269893
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNORC	0.149	0.276	0.044	2.024	ENSG00000182600
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNRNP70	0.879	0.031	0.763	0.302	ENSG00000104852
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNRPD2	0.553	0.079	0.35	0.937	ENSG00000125743
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNRPN	0.364	-0.082	0.172	-1.371	ENSG00000128739
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNTA1	0.117	0.279	0.031	2.172	ENSG00000101400
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNU13	0.981	0.004	0.962	0.047	ENSG00000100138
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNX1	0.309	0.233	0.131	1.518	ENSG00000028528
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNX10	0.301	-0.163	0.125	-1.539	ENSG00000086300
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNX17	0.46	-0.127	0.257	-1.138	ENSG00000115234
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNX3	0.39	0.093	0.193	1.306	ENSG00000112335
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SNX6	0.046	0.307	0.008	2.679	ENSG00000129515
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SOBP	0.057	0.317	0.011	2.564	ENSG00000112320
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SOD1	0.091	-0.119	0.022	-2.315	ENSG00000142168
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SOD2	0.356	0.148	0.165	1.392	ENSG00000112096
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SON	0.317	0.122	0.136	1.495	ENSG00000159140
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SORL1	0.295	0.144	0.121	1.555	ENSG00000137642
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SORT1	0.997	0.001	0.99	0.012	ENSG00000134243
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SOX10	0.51	0.138	0.306	1.027	ENSG00000100146
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SOX2	0.001	0.457	0	3.988	ENSG00000181449
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SOX2-OT	0.666	0.069	0.47	0.723	ENSG00000242808
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SOX8	0.471	0.124	0.266	1.115	ENSG00000005513
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPAG9	0.18	0.189	0.058	1.904	ENSG00000008294
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPARC	0.149	0.133	0.044	2.029	ENSG00000113140
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPARCL1	0.001	0.375	0	4.244	ENSG00000152583
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPART	0.966	0.008	0.938	0.078	ENSG00000133104
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPCS1	0.46	0.123	0.252	1.148	ENSG00000114902
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPCS2	0.164	0.173	0.051	1.966	ENSG00000118363
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPIN1	0.938	0.017	0.887	0.142	ENSG00000106723
Oligo-Astro	Oligo, Oligo-Other Cell Types Mixed	SPINT2	0.959	-0.01	0.928	-0.091	ENSG00000167642
